Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4071573684224,194056113,0.48,-2.17,-4.38,-7.14,-5.79,-10.38,-11.9,2.1,24.31,504.23,452.4,1817.53
2,AAPL,Apple Inc.,3656844050432,46525772,0.13,-1.62,-1.13,-0.46,-3.36,-4.94,-8.58,17.49,9.34,48.75,69.52,218.6
3,GOOGL,Alphabet Inc.,3318691135488,35491598,0.11,-2.34,-5.54,-10.84,-8.04,-11.15,-0.61,54.8,70.24,157.69,86.04,291.16
3,GOOG,Alphabet Inc.,3311674851328,25623591,0.08,-2.49,-5.34,-10.62,-8.16,-11.45,-1.03,53.54,68.73,155.04,84.44,290.9
4,MSFT,Microsoft Corporation,2651649474560,37661564,0.14,-2.51,-4.28,-8.94,-12.76,-11.01,-29.78,-28.44,-13.2,18.86,9.96,104.76
5,AMZN,"Amazon.com, Inc.",2139899035648,55772474,0.26,-3.95,-3.81,-5.02,-6.51,-0.13,-15.06,-10.31,6.8,89.04,13.1,62.03
6,AVGO,Broadcom Inc.,1425606049792,23515419,0.16,-2.82,-5.53,-4.63,-8.83,-9.02,-11.85,9.81,64.17,399.42,481.23,1014.9
7,TSLA,"Tesla, Inc.",1357742342144,60620359,0.45,-2.76,-5.53,-7.88,-8.8,-13.24,-10.52,16.77,51.54,120.21,5.04,527.9
8,META,"Meta Platforms, Inc.",1329837768704,28975085,0.22,-3.99,-11.33,-14.61,-18.41,-19.03,-13.6,-27.54,-9.52,120.48,55.43,134.14
9,WMT,Walmart Inc.,979728531456,16522512,0.17,0.58,0.69,0.95,-0.53,-7.86,20.41,30.38,56.51,152.78,164.47,226.33
10,ASML,ASML Holding N.V. - New York Re,511426134016,1757465,0.03,-2.03,-6.93,-3.89,0.75,-7.42,29.51,63.3,58.24,110.01,59.33,287.88
11,COST,Costco Wholesale Corporation,436705361920,1538556,0.04,0.43,1.03,0.4,-1.43,-1.5,6.74,1.83,10.97,103.63,99.81,245.25
12,MU,"Micron Technology, Inc.",402849136640,45124891,1.12,0.5,-9.69,-22.63,-3.53,-13.71,44.78,190.46,239.54,461.97,372.97,614.79
13,NFLX,"Netflix, Inc.",396319752192,44308432,1.12,0.12,2.76,-1.34,-5.65,23.16,-15.99,-25.29,27.94,183.18,36.87,125.5
14,PLTR,Palantir Technologies Inc.,342153101312,35594698,1.04,-3.05,-7.57,-6.36,-8.97,10.79,-17.79,0.39,228.72,1745.94,526.63,
15,AMD,"Advanced Micro Devices, Inc.",329326690304,27800808,0.84,-0.87,-1.65,1.27,4.97,-1.92,-18.16,40.12,23.03,126.02,36.58,283.79
