Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,MSFT,Microsoft Corporation,3235236020224,30757434,0.1,2.32,10.47,16.26,14.14,12.52,-0.2,5.75,18.87,64.99,102.71,230.5
2,AAPL,Apple Inc.,3067066712064,101010621,0.33,-3.74,-2.77,0.37,7.84,-4.09,-17.7,-6.99,9.88,43.33,63.95,320.05
3,NVDA,NVIDIA Corporation,2793799942144,190194778,0.68,2.59,5.03,11.48,6.44,-3.4,-12.37,-1.39,134.32,512.61,761.08,2648.98
4,AMZN,"Amazon.com, Inc.",2016903561216,77903487,0.39,-0.12,1.38,5.19,4.83,-2.55,-14.92,11.6,32.67,55.28,18.51,88.94
5,GOOG,Alphabet Inc.,2000182575104,16844937,0.08,1.86,2.31,5.13,6.72,0.46,-12.49,0.29,22.16,45.42,91.56,191.02
5,GOOGL,Alphabet Inc.,2000181788672,25715005,0.13,1.69,2.42,5.59,7.34,0.76,-12.89,0.28,22.43,43.89,90.04,187.8
6,META,"Meta Platforms, Inc.",1507147251712,24739260,0.16,4.34,7.68,14.75,9.29,1.88,0.33,13.26,80.29,214.41,119.89,192.79
7,AVGO,Broadcom Inc.,957505077248,17766751,0.19,3.2,6.52,15.11,18.19,6.88,-6.19,31.58,113.2,285.32,424.66,740.48
8,TSLA,"Tesla, Inc.",925091889152,114454683,1.24,2.38,-1.65,14.54,13.79,21.57,-34.15,38.19,18.27,22.47,32.59,1657.85
9,NFLX,"Netflix, Inc.",492168609792,3774282,0.08,2.03,2.74,10.18,25.55,21.63,28.21,78.47,150.36,481.21,118.66,209.84
10,COST,Costco Wholesale Corporation,447365578752,1547710,0.03,1.06,1.81,3.46,4.7,12.76,5.86,17.03,74.23,120.75,191.17,295.29
11,PLTR,Palantir Technologies Inc.,293262262272,103094298,3.52,6.95,7.06,23.27,40.29,42.21,67.47,308.95,522.96,1290.16,335.92,
12,TMUS,"T-Mobile US, Inc.",282590806016,2801204,0.1,0.76,3.02,-4.04,-2.83,-3.17,14.55,28.72,72.9,86.3,95.44,220.33
13,ASML,ASML Holding N.V. - New York Re,271437758464,1215548,0.04,3.54,3.64,5.24,6.61,-5.67,-2.3,-20.19,2.93,25.72,51.92,249.23
14,CSCO,"Cisco Systems, Inc.",236031950848,18753540,0.79,2.08,3.47,6.65,4.84,-1.47,4.34,33.55,16.54,44.02,51.38,22.18
15,AZN,Astrazeneca PLC,224592248832,5374453,0.24,2.74,1.02,5.74,11.67,-5.33,14.02,-11.87,18.9,17.49,62.29,108.37
16,LIN,Linde plc,214155886592,1548579,0.07,1.54,0.97,1.5,5.34,-0.61,8.79,2.11,15.07,42.22,89.88,142.78
17,ISRG,"Intuitive Surgical, Inc.",189753638912,1440695,0.08,2.37,2.82,8.5,8.15,7.65,1.05,12.83,80.55,143.09,101.23,201.81
18,PEP,"Pepsico, Inc.",183381934080,7169731,0.39,0.15,-0.42,-5.98,-7.21,-9.11,-10.92,-20.45,-16.1,-11.97,4.11,18.52
19,INTU,Intuit Inc.,176593715200,1367396,0.08,1.36,1.37,5.98,9.39,5.39,-0.49,-1.69,14.78,57.61,72.84,132.92
20,BKNG,Booking Holdings Inc. Common St,169300672512,271025,0.02,1.99,5.98,9.97,15.76,13.37,4.68,46.71,68.54,125.17,154.31,179.4
21,ADBE,Adobe Inc.,162326790144,2340739,0.14,1.67,2.67,8.21,8.8,-2.24,-12.92,-28.84,-36.02,-11.38,-23.58,23.09
22,AMD,"Advanced Micro Devices, Inc.",160513458176,29957888,1.87,2.22,2.85,9.3,11.39,-7.78,-16.89,-29.99,-16.27,-7.06,5.97,197.5
23,PDD,PDD Holdings Inc.,157467574272,9152557,0.58,4.67,6.5,10.45,25.55,-15.28,9.82,-22.98,-3.06,117.92,-24.48,479.52
24,QCOM,QUALCOMM Incorporated,153511378944,13185574,0.86,3.4,-4.81,-0.46,4.03,-11.48,-6.54,-16.19,11.89,5.47,4.31,112.97
25,AMGN,Amgen Inc.,151213670400,4537310,0.3,-0.9,-2.54,1.19,-0.07,-10.74,8.54,-11.04,7.81,23.41,41.38,91.39
26,TXN,Texas Instruments Incorporated,149452718080,7642694,0.51,3.95,3.2,9.05,5.95,-8.17,-9.39,-14.71,13.19,4.39,14.88,64.55
27,HON,Honeywell International Inc.,137740632064,4378676,0.32,1.61,1.25,8.52,10.72,1.54,-5.11,10.57,16.0,16.5,10.75,36.12
28,ARM,Arm Holdings plc,129926578176,5131987,0.39,6.82,10.41,17.22,22.71,3.53,-6.68,-0.42,122.39,,,
29,GILD,"Gilead Sciences, Inc.",129081589760,7033837,0.54,0.42,-0.51,-2.54,2.25,-2.07,14.62,43.65,46.14,83.67,110.22,96.91
30,VRTX,Vertex Pharmaceuticals Incorpor,128836141056,1653616,0.13,0.46,-0.47,1.77,5.4,-1.77,26.35,7.18,43.46,86.0,113.66,185.08
31,CMCSA,Comcast Corporation,128663298048,24824295,1.93,1.89,1.53,-0.03,2.32,-4.73,-6.24,-9.69,-15.07,-12.03,-22.87,-10.6
32,AMAT,"Applied Materials, Inc.",126009606144,6083227,0.48,4.12,3.71,8.02,12.2,0.47,-3.71,-22.25,1.05,38.23,86.0,253.03
33,PANW,"Palo Alto Networks, Inc.",124276162560,3842206,0.31,0.77,0.56,11.51,11.55,2.01,-0.88,12.65,46.54,119.71,216.33,419.13
34,ADP,"Automatic Data Processing, Inc.",123226046464,1720851,0.14,1.63,2.64,3.42,3.89,2.04,4.76,17.72,36.15,46.56,86.61,107.6
35,MELI,"MercadoLibre, Inc.",115625050112,352979,0.03,-0.6,-0.01,6.58,17.93,10.31,36.9,19.02,58.1,189.1,34.32,253.71
36,CRWD,"CrowdStrike Holdings, Inc.",109207879680,2708706,0.25,2.01,2.23,14.21,19.52,19.39,25.51,77.57,115.66,171.8,109.15,499.43
37,MSTR,MicroStrategy Incorporated,107821539328,15947978,1.48,3.35,3.39,14.07,44.81,30.56,20.8,191.31,679.46,1635.63,1141.72,3105.74
38,APP,Applovin Corporation,104073691136,6997990,0.67,10.05,6.47,21.89,16.58,0.27,-3.5,285.49,660.4,680.07,,
39,ADI,"Analog Devices, Inc.",98495873024,3795868,0.39,2.5,3.07,8.45,11.34,-3.55,-4.01,-7.76,12.73,26.25,50.17,89.91
40,SBUX,Starbucks Corporation,96241721344,13512926,1.4,3.27,-0.19,2.27,0.11,-14.7,-4.07,-10.12,-17.6,14.14,-9.82,6.47
41,LRCX,Lam Research Corporation,95320014848,13339390,1.4,3.89,5.11,11.67,12.18,-3.91,4.96,-10.83,7.43,47.92,58.45,307.45
42,KLAC,KLA Corporation,92325371904,851859,0.09,3.23,1.48,6.25,6.3,-2.55,12.47,-11.45,29.44,98.51,180.79,512.78
43,MU,"Micron Technology, Inc.",90210254848,18899715,2.1,3.79,4.99,10.68,15.23,-21.53,-7.07,-16.85,5.37,17.6,15.53,85.5
44,INTC,Intel Corporation,89944440832,63298512,7.04,3.2,1.38,0.15,3.72,-13.94,8.18,0.73,-48.54,-49.55,-50.8,-52.6
45,MDLZ,"Mondelez International, Inc.",87724056576,7395184,0.84,-0.18,3.2,0.55,2.68,6.68,16.02,-1.61,0.71,16.96,30.73,42.12
46,DASH,"DoorDash, Inc.",86905454592,4256469,0.49,4.53,7.25,13.19,14.88,6.3,22.33,60.3,115.52,201.43,28.0,
47,CTAS,Cintas Corporation,85421146112,1373143,0.16,0.95,1.09,1.86,4.35,8.79,15.95,12.11,55.83,117.55,149.56,260.04
48,CDNS,"Cadence Design Systems, Inc.",84529856512,1935561,0.23,2.81,1.96,16.1,21.31,19.21,2.76,13.54,15.94,94.34,133.93,310.76
49,FTNT,"Fortinet, Inc.",81649664000,3795580,0.46,1.89,1.89,9.46,10.24,7.85,11.95,48.5,107.95,78.97,263.73,526.73
50,ORLY,"O'Reilly Automotive, Inc.",80181501952,285442,0.04,-0.09,0.51,1.87,2.4,4.71,15.81,26.16,44.49,122.66,210.74,249.99
51,CEG,Constellation Energy Corporatio,77469032448,3316025,0.43,2.76,9.19,17.86,20.92,12.68,10.02,30.99,104.95,288.71,,
52,ABNB,"Airbnb, Inc.",77312098304,11301618,1.46,1.01,-0.18,5.9,9.96,-0.71,-3.16,7.15,-2.41,4.53,-23.16,
53,SNPS,"Synopsys, Inc.",73023930368,1294009,0.18,2.81,2.5,11.85,16.07,4.95,-4.27,-10.66,-10.78,44.13,85.76,243.7
54,MAR,Marriott International,68697300992,1302164,0.19,2.26,4.09,8.56,11.91,1.89,-10.39,16.11,25.84,46.74,101.66,82.15
55,WDAY,"Workday, Inc.",66517422080,1302175,0.2,0.84,2.17,10.59,10.65,-0.71,-6.8,14.92,7.42,53.38,2.62,11.93
56,PYPL,"PayPal Holdings, Inc.",65400901632,10081506,1.54,2.8,1.39,7.65,11.03,-3.49,-22.52,3.27,15.43,-22.29,-71.71,-44.02
57,REGN,"Regeneron Pharmaceuticals, Inc.",65384681472,1606580,0.25,2.65,6.45,3.02,10.84,-8.6,-14.38,-47.65,-23.47,-3.8,22.07,107.27
58,ROP,"Roper Technologies, Inc.",60857786368,556042,0.09,1.52,1.77,2.71,2.99,-1.5,8.82,8.29,9.61,33.35,37.47,52.1
59,ADSK,"Autodesk, Inc.",59637866496,959634,0.16,2.38,2.6,5.88,8.98,4.54,-4.65,14.46,29.56,34.37,-6.94,60.74
60,CPRT,"Copart, Inc.",59144212480,3152142,0.53,1.19,1.17,0.28,4.36,13.69,4.74,20.11,24.38,112.46,100.43,216.67
61,MNST,Monster Beverage Corporation,58438197248,4161647,0.71,0.89,1.35,1.62,3.95,5.59,17.98,29.14,8.35,35.2,34.99,84.77
