Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4663668113408,169780971,0.36,0.91,1.9,0.79,0.22,3.52,1.72,34.99,86.36,615.89,827.49,2531.59
2,AAPL,Apple Inc.,3912293679104,34926242,0.09,0.6,0.69,-3.38,2.68,2.85,7.68,31.64,21.33,68.51,90.75,274.96
3,GOOG,Alphabet Inc.,3770514145280,17559160,0.05,-1.02,2.55,0.12,-7.93,-4.39,27.49,84.51,106.19,196.09,126.17,365.69
3,GOOGL,Alphabet Inc.,3768094556160,31353761,0.08,-1.11,2.69,0.17,-7.84,-4.29,27.66,85.87,107.72,197.65,125.93,366.09
4,MSFT,Microsoft Corporation,2857526362112,42920481,0.15,-3.21,-3.57,-4.7,-10.44,-19.4,-24.9,-16.64,-3.17,40.28,35.6,125.85
5,AMZN,"Amazon.com, Inc.",2203557298176,51669745,0.23,-2.3,0.23,0.58,-14.22,-16.66,-6.73,-0.95,19.77,109.18,26.46,65.94
6,META,"Meta Platforms, Inc.",1611959238656,8540813,0.05,-2.81,-0.93,-4.7,-11.06,-1.36,-10.89,-7.16,28.01,211.49,97.17,213.47
7,AVGO,Broadcom Inc.,1566232281088,16379376,0.1,-0.69,-0.95,-3.62,-0.29,-0.64,-7.21,27.29,144.76,439.22,628.96,1290.03
8,TSLA,"Tesla, Inc.",1500334784512,69061241,0.46,-2.91,-2.79,-6.64,-7.1,-8.25,-8.27,20.41,89.74,109.98,51.46,667.06
9,WMT,Walmart Inc.,1003064393728,25238308,0.25,2.29,-0.64,-2.3,5.6,11.27,23.45,27.19,66.1,174.96,186.14,236.41
10,ASML,ASML Holding N.V. - New York Re,576783581184,1281254,0.02,1.12,1.18,3.51,4.56,24.59,51.38,101.19,100.01,135.66,115.01,441.77
11,MU,"Micron Technology, Inc.",473805619200,25289082,0.53,-1.68,0.0,2.59,1.47,28.73,118.47,308.52,390.13,598.32,522.44,800.93
12,COST,Costco Wholesale Corporation,437751185408,1487623,0.03,0.08,-1.01,0.81,4.87,7.87,5.69,-5.85,13.36,107.35,130.67,254.86
13,NFLX,"Netflix, Inc.",322468413440,38011778,1.18,-3.37,-2.53,-4.52,-8.95,-16.03,-37.64,-38.68,14.18,131.49,21.24,81.06
14,AMD,"Advanced Micro Devices, Inc.",320538804224,28039898,0.87,-1.77,-1.76,-7.95,-16.95,-3.95,-9.16,65.8,46.33,100.71,87.81,275.26
15,PLTR,Palantir Technologies Inc.,312352866304,52233256,1.67,-3.43,-3.53,-3.74,-10.91,-26.16,-26.3,0.45,330.6,1492.68,455.04,
16,CSCO,"Cisco Systems, Inc.",307158089728,24482654,0.8,-1.84,-0.56,-9.12,-0.74,5.11,15.86,22.85,66.57,67.58,60.2,117.4
17,LRCX,Lam Research Corporation,304298393600,9481101,0.31,-1.08,0.91,3.04,3.77,20.56,76.09,187.55,235.21,396.12,359.97,912.73
18,AMAT,"Applied Materials, Inc.",296494661632,6061752,0.2,-0.49,1.28,10.04,16.04,32.8,70.74,132.09,116.68,220.71,204.65,694.25
19,TMUS,"T-Mobile US, Inc.",246015524864,5188371,0.21,2.08,3.14,4.97,11.53,11.14,-1.79,-8.32,16.16,59.72,94.27,159.3
20,LIN,Linde plc,233606037504,2151445,0.09,0.34,2.66,6.56,9.02,13.3,9.5,5.88,10.85,49.73,79.04,193.69
21,PEP,"Pepsico, Inc.",230150701056,5828522,0.25,2.05,2.39,-0.49,9.56,20.77,14.16,31.71,-0.45,3.07,22.95,51.75
22,INTC,Intel Corporation,217939640320,56401685,2.59,-1.09,-4.03,-9.65,-6.11,6.13,17.22,115.46,130.97,52.25,-11.36,-17.94
23,AMGN,Amgen Inc.,204533055488,2945369,0.14,1.25,-0.08,4.22,11.75,15.73,31.59,35.15,24.05,75.11,111.62,90.75
24,TXN,Texas Instruments Incorporated,199769866240,7876155,0.39,0.06,-1.55,-2.96,2.0,17.43,27.5,17.91,16.48,34.06,29.67,124.61
25,KLAC,KLA Corporation,195467132928,849837,0.04,-0.56,0.5,0.68,4.32,12.46,45.57,91.2,114.36,307.69,379.1,870.57
26,GILD,"Gilead Sciences, Inc.",185891045376,5972375,0.32,-1.04,-1.91,-3.83,5.55,24.17,27.59,40.29,99.14,106.17,158.33,122.82
27,ISRG,"Intuitive Surgical, Inc.",174759591936,1763823,0.1,-2.37,-1.73,-0.81,-2.4,-15.89,12.94,-11.8,4.3,91.91,51.8,188.97
28,ADI,"Analog Devices, Inc.",173900660736,4016602,0.23,0.03,2.53,5.39,14.24,18.72,51.87,63.76,69.69,98.41,127.91,258.96
29,HON,Honeywell International Inc.,163790766080,2495211,0.15,-0.37,0.8,0.15,6.83,18.43,27.86,14.65,33.66,45.43,30.98,104.84
30,SHOP,Shopify Inc.,153060212736,12178320,0.8,-7.07,-3.58,-1.2,-10.63,-30.31,-23.68,13.23,75.02,160.74,-13.57,85.48
31,PDD,PDD Holdings Inc.,150141812736,6559958,0.44,0.78,2.76,1.14,4.66,-13.03,-17.08,6.13,13.35,43.0,11.53,122.93
32,QCOM,QUALCOMM Incorporated,149964226560,8255582,0.55,-1.73,-1.98,-0.45,-7.38,-22.8,-12.77,-4.2,-8.78,19.74,23.36,102.26
33,ARM,Arm Holdings plc,131454181376,3358231,0.26,-1.43,-2.72,-1.2,17.48,9.46,-28.01,-5.05,5.53,,,
34,APP,Applovin Corporation,128768688128,7155289,0.56,-9.09,-5.88,-16.68,-19.55,-38.26,-35.5,-8.62,350.07,2586.1,335.44,
35,BKNG,Booking Holdings Inc. Common St,125453164544,777595,0.06,-5.05,-9.35,-10.24,-22.61,-28.91,-26.18,-29.97,4.68,57.41,59.45,165.72
