Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4569445171200,142748076,0.31,1.53,5.39,1.0,0.63,1.46,5.59,65.32,78.86,706.74,748.94,3000.27
2,GOOGL,Alphabet Inc.,3971988586496,27279974,0.07,-0.79,1.84,-2.39,4.77,3.42,30.42,101.46,103.68,270.7,132.14,499.6
2,GOOG,Alphabet Inc.,3964872949760,19110585,0.05,-0.73,1.95,-2.38,4.66,3.36,30.54,99.35,101.73,270.33,130.64,498.57
3,AAPL,Apple Inc.,3665126490112,41688982,0.11,-0.12,0.54,-4.98,-8.76,-10.51,4.89,25.38,17.07,71.36,69.58,325.71
4,MSFT,Microsoft Corporation,3463484014592,38000159,0.11,3.28,2.51,-1.0,-3.65,-5.3,-9.42,8.11,17.01,90.96,62.44,221.74
5,AMZN,"Amazon.com, Inc.",2556672081920,33778478,0.13,2.06,3.53,-1.42,3.61,4.93,3.34,29.27,44.25,155.79,38.36,150.73
6,META,"Meta Platforms, Inc.",1660422848512,22797723,0.14,1.72,9.04,4.38,-0.2,0.36,-13.73,12.42,29.9,289.32,76.19,315.64
7,AVGO,Broadcom Inc.,1516994166784,30259482,0.2,-1.67,-3.77,-9.75,-7.53,-21.08,-11.78,60.91,122.91,479.39,601.99,1535.73
8,TSLA,"Tesla, Inc.",1493492301824,56771364,0.38,-0.07,7.11,0.42,-0.15,0.87,9.52,63.09,125.84,128.09,81.32,1298.77
9,ASML,ASML Holding N.V. - New York Re,539152678912,1061460,0.02,-0.43,4.75,9.36,29.83,24.98,60.44,105.16,60.33,130.36,66.31,488.79
10,MU,"Micron Technology, Inc.",449809776640,28121313,0.63,0.52,9.49,18.19,40.03,58.39,153.57,397.38,336.55,596.91,450.91,926.84
11,COST,Costco Wholesale Corporation,436521402368,1351085,0.03,0.73,1.97,4.39,14.02,10.67,2.56,-2.42,17.9,109.3,124.73,274.22
12,AMD,"Advanced Micro Devices, Inc.",422769819648,36784199,0.87,2.35,11.97,17.52,21.26,17.17,61.13,163.31,90.49,232.54,147.79,494.78
13,PLTR,Palantir Technologies Inc.,404230799360,30285671,0.75,2.23,0.63,-5.23,-4.59,-6.73,-0.94,55.8,479.23,1996.42,556.6,
14,NFLX,"Netflix, Inc.",364769968128,64520383,1.77,3.09,-1.31,-4.65,-8.15,-10.95,-28.37,-24.3,36.62,171.54,46.14,136.54
15,CSCO,"Cisco Systems, Inc.",294712115200,13125530,0.45,0.35,1.69,-1.17,-2.65,-5.69,12.57,28.16,69.13,67.52,46.3,132.81
