Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4258235940864,142336713,0.33,-0.25,-1.88,-2.8,-2.69,-7.8,-9.29,10.74,37.23,568.25,472.69,1897.3
2,AAPL,Apple Inc.,3698586025984,27879768,0.08,0.06,1.08,0.61,-4.59,-8.37,-8.49,20.22,14.26,55.88,70.52,222.71
3,GOOGL,Alphabet Inc.,3513452855296,36679100,0.1,-3.85,-5.43,-3.92,-4.26,-10.38,-0.16,64.66,79.23,181.98,96.64,308.18
3,GOOG,Alphabet Inc.,3498452713472,27300898,0.08,-3.28,-5.41,-4.07,-4.66,-10.79,-0.74,63.24,76.93,178.73,95.36,307.28
4,MSFT,Microsoft Corporation,2770344345600,40186581,0.15,-2.68,-4.18,-5.77,-7.72,-9.67,-26.42,-24.68,-7.92,38.54,15.14,114.03
5,AMZN,"Amazon.com, Inc.",2224704978944,34266291,0.15,-1.38,-0.73,-0.21,-0.71,-0.71,-16.8,-7.26,14.62,102.05,15.9,67.74
6,AVGO,Broadcom Inc.,1509099962368,19731270,0.13,-1.31,-0.28,-0.99,1.63,-7.26,-9.2,16.75,84.32,432.48,521.24,1157.11
7,META,"Meta Platforms, Inc.",1499823996928,10647042,0.07,-1.84,-2.27,-3.3,-9.41,-12.37,-5.29,-17.27,1.88,187.92,78.18,157.67
8,TSLA,"Tesla, Inc.",1437294002176,59674483,0.42,0.57,0.72,-2.09,-2.4,-8.22,-12.87,30.31,59.05,138.4,12.27,539.73
9,WMT,Walmart Inc.,973031800832,17245866,0.18,1.1,1.0,-3.34,-4.39,-5.21,18.47,23.64,56.44,150.06,159.1,219.26
10,ASML,ASML Holding N.V. - New York Re,549494423552,1728936,0.03,2.18,2.42,3.99,2.83,-1.97,37.05,79.25,73.5,137.23,71.51,350.4
11,MU,"Micron Technology, Inc.",446052630528,43772728,0.98,-2.18,-10.97,-7.18,4.17,3.14,64.11,230.17,286.11,588.81,435.54,774.8
12,COST,Costco Wholesale Corporation,432248913920,1257980,0.03,0.84,-0.1,-3.43,-3.37,-2.38,6.71,-1.44,12.36,101.57,101.06,244.46
13,NFLX,"Netflix, Inc.",385672577024,28812449,0.75,-2.63,-0.89,-4.61,-6.94,11.6,-20.0,-29.5,29.53,181.88,38.6,113.47
14,PLTR,Palantir Technologies Inc.,370183569408,54262366,1.47,-3.77,-0.58,2.54,5.14,8.31,-18.95,11.26,297.99,1899.74,538.27,
15,AMD,"Advanced Micro Devices, Inc.",334837481472,26311636,0.79,1.33,0.05,6.19,7.55,-4.92,-13.54,52.35,20.12,145.07,37.91,282.94
16,CSCO,"Cisco Systems, Inc.",319485509632,22922123,0.72,2.59,2.99,3.23,2.41,-6.82,13.36,18.65,58.81,85.57,59.35,106.98
17,LRCX,Lam Research Corporation,299990188032,7356031,0.25,2.37,2.07,12.55,10.06,4.29,50.47,144.54,200.28,391.98,303.29,841.71
18,AMAT,"Applied Materials, Inc.",296802156544,6392457,0.22,3.37,4.7,9.5,6.45,13.28,64.08,97.22,89.42,246.98,148.82,606.56
19,TMUS,"T-Mobile US, Inc.",236295700480,4203241,0.18,1.2,2.26,-2.82,-3.33,7.39,0.64,-9.91,3.86,48.46,83.32,120.38
20,LIN,Linde plc,222355046400,2967389,0.13,0.37,-2.03,-2.85,-4.03,5.5,13.26,3.23,5.65,35.9,50.65,154.46
21,INTC,Intel Corporation,220087566336,64843657,2.95,0.11,-4.59,-3.74,2.23,-12.3,16.31,100.27,96.87,56.31,-7.22,-20.1
22,PEP,"Pepsico, Inc.",205907755008,5802679,0.28,-0.19,-1.41,-5.81,-7.87,-8.73,5.75,15.23,-4.7,-12.17,6.05,36.26
