Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,AAPL,Apple Inc.,3688676720640,52954219,0.14,-0.11,0.44,5.56,3.46,1.49,7.44,26.98,39.3,43.35,102.43,390.11
2,NVDA,NVIDIA Corporation,3292190474240,225991924,0.69,-4.05,-3.57,1.23,7.85,-4.07,-0.28,16.92,190.82,378.26,847.64,2856.08
3,MSFT,Microsoft Corporation,3034624819200,26086127,0.09,-1.9,-0.15,-0.59,-1.44,-3.16,-1.44,-0.71,25.16,37.71,91.63,242.38
4,AMZN,"Amazon.com, Inc.",2295249764352,54718036,0.24,-2.83,-4.44,-6.95,-7.7,-2.49,16.04,21.44,57.11,32.34,25.81,127.88
5,GOOG,Alphabet Inc.,2200604246016,19316076,0.09,-2.71,-2.27,-2.93,-10.39,-7.69,11.4,4.48,33.8,28.96,132.27,213.49
5,GOOGL,Alphabet Inc.,2200601362432,35067453,0.16,-2.65,-2.24,-3.05,-10.56,-8.1,10.97,4.12,33.31,27.36,130.49,209.15
6,META,"Meta Platforms, Inc.",1731883171840,15510803,0.09,-1.62,-4.58,-5.04,-0.5,10.63,17.17,43.55,129.74,212.5,148.83,256.39
7,TSLA,"Tesla, Inc.",1086540414976,73498643,0.68,-4.68,-4.61,2.83,-15.61,-14.34,41.48,91.62,34.32,-0.05,129.12,1975.79
8,AVGO,Broadcom Inc.,1024938147840,24341274,0.24,-3.56,-4.32,-6.97,1.39,-4.36,18.07,66.93,161.18,270.94,535.25,720.86
9,COST,Costco Wholesale Corporation,459448811520,1809259,0.04,0.02,-1.99,-2.2,5.84,12.46,16.11,27.43,94.65,93.43,197.52,367.87
10,NFLX,"Netflix, Inc.",429104431104,3703122,0.09,-2.09,-3.16,-0.49,3.07,14.1,37.36,58.28,126.37,167.0,85.83,164.64
11,TMUS,"T-Mobile US, Inc.",302755217408,3553967,0.12,-0.09,0.74,2.5,13.14,24.88,25.86,54.26,96.87,115.02,125.08,267.15
12,ASML,ASML Holding N.V. - New York Re,290854436864,1463492,0.05,-0.79,-0.94,-2.09,0.03,-2.69,-11.4,-23.32,16.81,10.08,92.29,276.12
13,CSCO,"Cisco Systems, Inc.",254530994176,18681677,0.73,-1.07,-0.94,2.48,5.8,8.57,20.31,40.33,17.97,28.97,80.32,38.93
14,PLTR,Palantir Technologies Inc.,237702217728,128024888,5.39,-4.63,-18.67,-10.01,24.78,44.81,132.88,375.38,566.34,656.91,924.77,
15,AZN,Astrazeneca PLC,230102794240,3483884,0.15,-0.46,-0.78,2.05,4.18,11.37,-3.45,-5.46,11.51,18.11,47.36,124.98
16,LIN,Linde plc,218080378880,1896039,0.09,-0.84,-1.68,-0.59,2.6,10.37,-2.14,6.42,20.28,49.46,102.3,176.62
17,ISRG,"Intuitive Surgical, Inc.",211066028032,1648355,0.08,-2.44,-1.51,0.02,2.0,11.26,22.31,46.53,99.11,110.54,134.94,253.58
18,PEP,"Pepsico, Inc.",210525257728,10576026,0.5,2.95,6.52,5.4,1.05,5.57,-10.51,-8.18,-9.51,1.07,22.03,42.73
19,ADBE,Adobe Inc.,193412497408,3349899,0.17,-2.28,-4.26,-3.16,-0.38,5.13,-11.77,1.21,-20.72,2.82,-13.03,58.89
20,TXN,Texas Instruments Incorporated,183887265792,7281927,0.4,-0.96,8.33,12.69,9.84,5.87,1.17,6.43,28.23,19.7,47.72,103.13
21,QCOM,QUALCOMM Incorporated,182965567488,12436346,0.68,-4.76,-4.73,-3.81,-3.78,3.06,-1.32,-18.82,59.55,11.2,42.86,117.41
22,PDD,PDD Holdings Inc.,182401056768,16448682,0.9,5.57,2.24,11.8,13.81,30.53,-7.23,-10.6,35.95,192.26,55.03,467.83
23,AMD,"Advanced Micro Devices, Inc.",179613990912,41023141,2.28,-2.92,-3.01,-0.23,-6.75,-12.95,-32.49,-32.23,3.99,-8.04,31.5,291.8
24,BKNG,Booking Holdings Inc. Common St,163768860672,717841,0.04,-0.55,-2.94,1.91,4.53,4.06,16.57,33.44,62.24,122.59,172.89,178.48
25,AMGN,Amgen Inc.,162778497024,3257750,0.2,1.71,3.49,2.97,7.55,16.56,-4.08,0.85,24.68,40.59,45.56,106.15
26,INTU,Intuit Inc.,158284660736,1961975,0.12,-2.35,-2.5,-3.48,-6.47,-7.97,-8.54,0.16,3.1,23.87,65.45,138.77
27,ARM,Arm Holdings plc,152661360640,4902094,0.32,-3.98,-9.66,-8.18,-5.48,0.32,-3.01,13.94,,,,
28,APP,Applovin Corporation,141222838272,7576056,0.54,-7.71,-16.27,10.68,13.62,25.85,186.74,402.19,877.66,652.37,,
29,AMAT,"Applied Materials, Inc.",139723603968,7358309,0.53,-2.29,0.22,-5.91,-5.14,-3.06,-15.29,-19.19,17.45,27.45,176.35,318.75
30,HON,Honeywell International Inc.,137743826944,5564483,0.4,0.28,1.87,2.42,-5.41,-3.94,-0.29,5.77,18.26,15.36,31.59,39.19
31,GILD,"Gilead Sciences, Inc.",137027379200,9718634,0.71,-0.07,4.47,14.36,13.41,21.32,30.95,78.59,57.72,107.51,103.04,112.41
32,CMCSA,Comcast Corporation,137024167936,20859027,1.52,-0.47,-0.3,2.87,8.99,-1.71,-11.08,-6.22,-15.5,-15.43,-11.96,-2.0
33,SBUX,Starbucks Corporation,126940176384,9498642,0.75,-1.4,-1.13,1.19,3.08,21.02,20.42,38.57,21.89,37.62,35.57,63.56
34,PANW,"Palo Alto Networks, Inc.",126480957440,5440444,0.43,-3.91,-8.28,-2.28,1.93,8.84,3.43,29.74,55.66,84.23,352.86,364.55
35,ADP,"Automatic Data Processing, Inc.",126439235584,1598342,0.13,-0.39,0.26,1.63,2.47,7.75,8.87,29.4,27.74,51.81,125.19,121.41
36,VRTX,Vertex Pharmaceuticals Incorpor,124347990016,1315240,0.11,0.81,4.79,6.37,10.46,18.59,1.7,2.99,40.78,92.39,76.34,185.62
37,ADI,"Analog Devices, Inc.",118493626368,5838945,0.49,-2.01,8.49,17.42,12.48,10.67,4.0,4.14,36.79,52.19,104.28,127.25
38,MELI,"MercadoLibre, Inc.",114576121856,1256440,0.11,7.09,7.68,11.05,16.06,27.6,10.76,33.48,57.34,82.78,85.89,368.54
39,LRCX,Lam Research Corporation,110420434944,12856144,1.16,-3.37,-0.65,3.31,6.55,10.96,5.15,-3.09,38.83,88.3,212.99,519.41
40,MU,"Micron Technology, Inc.",110124556288,18257661,1.66,-4.21,-7.44,5.06,6.85,-3.01,-6.36,-22.63,42.49,28.78,99.23,137.24
41,INTC,Intel Corporation,107687100416,107473965,9.98,-4.68,-9.2,18.6,24.29,24.29,7.11,-17.37,-33.77,-48.45,-48.57,-43.19
42,KLAC,KLA Corporation,100236664832,872395,0.09,-3.0,-0.52,-0.57,1.6,9.43,-5.21,0.48,53.49,112.68,269.32,537.9
43,CRWD,"CrowdStrike Holdings, Inc.",100169760768,5574656,0.56,-6.75,-10.69,-5.78,2.47,12.99,29.14,31.74,144.05,82.04,178.62,
44,ABNB,"Airbnb, Inc.",90759143424,7348635,0.81,-5.95,-9.05,8.59,10.84,11.26,9.98,-0.12,1.95,-14.49,,
45,MRVL,"Marvell Technology, Inc.",89826787328,10525060,1.17,-4.51,-3.24,-4.87,-5.91,-10.64,43.3,52.52,84.43,42.56,142.48,333.36
46,CEG,Constellation Energy Corporatio,88986206208,6471615,0.73,-8.07,-12.64,-9.29,-7.81,11.27,8.61,37.05,164.49,456.35,,
47,FTNT,"Fortinet, Inc.",84325154816,5149202,0.61,-3.67,-3.71,1.56,9.01,14.69,33.39,87.11,74.16,63.86,326.83,501.14
48,DASH,"DoorDash, Inc.",83993993216,3524005,0.42,-1.14,-5.68,3.55,6.03,17.61,38.38,80.42,143.77,74.04,,
49,MDLZ,"Mondelez International, Inc.",83652583424,15986222,1.91,4.02,5.7,6.98,10.72,10.95,-8.37,-1.97,-3.96,14.35,21.87,43.41
50,CTAS,Cintas Corporation,82496495616,1865297,0.23,-0.73,0.34,-0.28,1.3,8.53,-0.46,22.68,70.87,113.77,160.54,330.29
51,MSTR,MicroStrategy Incorporated,77373964288,17812089,2.3,-7.48,-10.26,-6.19,-11.88,-12.23,63.46,84.15,748.81,519.3,1700.37,2027.88
52,REGN,"Regeneron Pharmaceuticals, Inc.",76563578880,727315,0.09,0.62,3.12,5.38,2.66,-3.98,-29.81,-29.13,-15.03,3.16,16.57,109.07
53,MAR,Marriott International,76497092608,1981708,0.26,-3.39,-3.8,-3.66,-5.15,2.85,6.74,22.12,40.56,65.68,182.92,111.29
54,TEAM,Atlassian Corporation,74929381376,1707428,0.23,-4.19,-9.34,-9.21,7.13,15.39,55.43,79.39,38.21,-2.77,47.21,162.35
55,ORLY,"O'Reilly Automotive, Inc.",74792534016,275101,0.04,-0.69,0.59,-1.55,-0.52,8.64,11.27,36.25,37.81,86.14,184.3,242.08
56,PYPL,"PayPal Holdings, Inc.",74143686656,15074612,2.03,-3.45,-4.67,-1.65,-16.32,-14.8,-5.1,18.11,21.57,-35.42,-62.81,-31.68
57,SNPS,"Synopsys, Inc.",73419292672,1366393,0.19,-3.87,-9.55,-10.26,-9.79,-2.62,-10.93,-15.39,3.66,45.85,107.42,293.41
58,CDNS,"Cadence Design Systems, Inc.",70813057024,4553110,0.64,-4.4,-14.01,-14.98,-13.24,-14.36,-7.95,-9.72,6.99,59.35,123.55,271.98
59,WDAY,"Workday, Inc.",68199743488,2198547,0.32,-2.0,-3.51,-2.51,-1.42,2.69,4.58,21.61,2.36,6.28,12.36,29.07
60,CSX,CSX Corporation,62287962112,21389922,3.43,-0.49,-3.98,-2.45,-1.7,0.34,-6.15,-1.99,11.41,-8.61,28.58,32.34
61,ROP,"Roper Technologies, Inc.",61554806784,625475,0.1,-1.27,0.27,-1.26,0.6,13.2,6.59,7.53,17.12,26.61,39.39,65.8
62,ADSK,"Autodesk, Inc.",61420060672,1670078,0.27,-2.07,-3.61,-4.91,-8.05,-2.0,2.63,35.19,28.95,33.77,17.71,64.4
63,NXPI,NXP Semiconductors N.V.,59986202624,5136618,0.86,-3.8,3.35,12.11,11.89,11.26,0.15,-11.68,18.5,29.92,77.92,141.89
64,AEP,American Electric Power Company,56163115008,3885330,0.69,0.94,3.06,3.39,8.45,17.51,10.42,20.25,44.69,22.43,37.48,53.95
65,PCAR,PACCAR Inc.,54820921344,2615198,0.48,-1.88,-1.95,-1.23,-6.87,-4.36,4.3,2.78,36.1,100.15,107.91,180.77
66,CPRT,"Copart, Inc.",54526050304,7227981,1.33,-2.8,-5.03,-4.46,-3.36,0.62,1.78,7.48,26.88,78.74,93.32,239.17
67,PAYX,"Paychex, Inc.",53472956416,1663947,0.31,-1.16,0.07,1.65,0.97,7.34,8.03,26.25,29.16,26.71,102.59,113.09
68,MNST,Monster Beverage Corporation,51543560192,6782515,1.32,3.5,3.82,10.28,7.37,2.81,4.39,2.14,-6.43,34.93,28.05,82.79
