Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4574801297408,124309275,0.27,-0.04,2.78,-1.13,-1.89,0.35,-2.42,36.8,76.99,610.5,793.41,2489.6
2,AAPL,Apple Inc.,3829985181696,26687518,0.07,-1.43,1.88,-5.11,1.71,-0.59,2.77,29.59,18.76,67.49,86.11,287.12
3,GOOG,Alphabet Inc.,3672165318656,13310340,0.04,-0.13,-0.8,-6.42,-9.73,-3.49,25.41,78.67,93.58,193.45,119.73,395.82
3,GOOGL,Alphabet Inc.,3663576694784,25614991,0.07,-0.16,-0.94,-6.62,-9.87,-3.66,25.47,79.66,94.82,195.19,119.17,395.12
4,MSFT,Microsoft Corporation,2961505255424,27956029,0.09,-0.06,-0.49,-3.44,-17.08,-16.54,-23.41,-13.25,-1.41,49.8,40.24,147.02
5,AMZN,"Amazon.com, Inc.",2199155900416,34070278,0.15,0.03,3.05,-1.85,-15.7,-14.97,-10.05,-0.87,18.19,107.56,24.07,77.06
6,META,"Meta Platforms, Inc.",1631006883840,9972501,0.06,0.24,0.78,-4.79,-3.58,-2.4,-12.02,-3.68,26.37,224.95,97.22,254.97
7,AVGO,Broadcom Inc.,1583537979392,13976857,0.09,0.14,2.71,-2.89,0.23,-2.84,-3.01,35.09,119.97,449.71,634.66,1341.97
8,TSLA,"Tesla, Inc.",1544913682432,49015490,0.32,0.09,-1.37,-1.34,-4.58,-4.91,-5.47,20.14,87.64,115.39,55.63,702.95
9,WMT,Walmart Inc.,995569958912,42102802,0.42,-1.38,-6.74,-3.22,7.12,9.21,22.95,25.71,63.57,177.37,184.59,217.07
10,ASML,ASML Holding N.V. - New York Re,566280323072,1099058,0.02,-0.67,3.72,2.19,2.67,17.6,49.25,96.53,82.17,133.95,104.04,426.45
11,MU,"Micron Technology, Inc.",469731278848,21457301,0.46,-0.86,1.38,8.83,-4.12,21.52,117.08,325.93,370.08,627.9,505.54,844.04
12,COST,Costco Wholesale Corporation,438550298624,1567230,0.04,-0.83,-3.01,-0.98,2.95,11.26,5.06,-6.14,11.87,111.03,129.47,254.04
13,AMD,"Advanced Micro Devices, Inc.",331576639488,25161037,0.76,1.62,-1.91,-5.85,-19.53,-5.12,-12.68,77.41,44.37,108.41,91.05,266.37
14,NFLX,"Netflix, Inc.",326625492992,29954008,0.92,-1.27,0.17,-5.49,-9.03,-15.06,-37.45,-36.83,13.29,161.99,21.86,90.67
15,PLTR,Palantir Technologies Inc.,321501724672,40624471,1.26,-0.36,2.65,-5.61,-14.27,-24.94,-27.27,2.16,340.96,1543.0,468.44,
16,CSCO,"Cisco Systems, Inc.",310397960192,18413387,0.59,0.49,2.23,-9.47,-0.51,4.43,12.89,25.19,64.26,72.94,61.62,119.12
17,LRCX,Lam Research Corporation,298168942592,6373538,0.21,-1.12,0.79,3.54,-0.91,14.7,68.64,189.58,215.3,382.06,347.96,867.44
18,AMAT,"Applied Materials, Inc.",293542002688,6635808,0.23,0.27,4.33,12.02,9.96,25.09,68.41,136.59,105.55,219.3,200.72,674.8
19,TMUS,"T-Mobile US, Inc.",240814473216,4733057,0.2,0.96,-1.91,8.92,15.6,8.41,-4.35,-10.67,10.39,55.34,80.92,153.42
20,LIN,Linde plc,229817253888,2991464,0.13,1.0,1.89,7.4,8.55,12.11,7.37,6.56,5.53,49.73,73.59,184.46
21,PEP,"Pepsico, Inc.",225050509312,6135280,0.27,0.12,-0.81,-1.13,10.84,18.44,14.85,29.61,-2.57,2.26,20.11,44.0
22,INTC,Intel Corporation,222884855808,72289933,3.24,-1.85,-4.64,-11.19,-8.53,11.44,18.04,126.04,129.64,62.52,-10.59,-14.32
23,AMGN,Amgen Inc.,202419896320,2425008,0.12,-1.11,1.71,0.61,10.49,14.52,28.9,33.08,19.02,79.48,107.01,90.01
24,TXN,Texas Instruments Incorporated,198125256704,4993171,0.25,-2.36,-3.59,-0.33,1.53,14.25,23.73,21.08,11.81,35.36,27.33,126.33
25,KLAC,KLA Corporation,193133592576,612803,0.03,-0.7,0.52,2.2,-9.55,5.51,39.95,93.78,99.77,295.66,366.35,846.41
26,GILD,"Gilead Sciences, Inc.",187491500032,7267726,0.39,-1.06,-2.49,-0.37,8.16,24.52,30.31,41.64,99.82,113.8,160.33,139.97
27,ISRG,"Intuitive Surgical, Inc.",177398202368,1432330,0.08,-0.25,2.82,1.36,-4.31,-15.74,12.57,-9.72,3.7,107.44,47.64,197.66
28,ADI,"Analog Devices, Inc.",169077555200,5097524,0.3,-0.31,2.43,6.91,8.71,17.87,45.67,62.21,58.92,94.02,122.81,255.46
29,HON,Honeywell International Inc.,162247606272,2357915,0.15,-0.15,-0.25,0.39,11.14,17.48,25.83,14.55,27.62,44.83,27.92,101.68
30,SHOP,Shopify Inc.,161569357824,12308542,0.76,1.78,9.85,4.56,-10.88,-26.51,-24.45,16.2,76.3,175.36,-11.48,95.38
31,QCOM,QUALCOMM Incorporated,150882746368,8196921,0.54,-1.38,0.41,1.68,-7.49,-22.57,-14.29,-2.03,-11.73,23.23,21.3,112.63
32,PDD,PDD Holdings Inc.,144732946432,4653460,0.32,-0.94,1.67,-3.43,-0.84,-16.88,-22.32,5.71,9.92,34.89,7.37,112.13
33,APP,Applovin Corporation,139384946688,5608190,0.4,1.88,5.49,-10.51,-24.04,-33.25,-31.37,2.51,368.82,2883.35,385.05,
34,ARM,Arm Holdings plc,134799482880,3095042,0.23,-0.24,1.32,1.86,15.43,9.87,-25.62,0.69,4.94,,,
35,BKNG,Booking Holdings Inc. Common St,129880997888,905369,0.07,-6.15,-3.22,-5.42,-21.19,-25.07,-22.67,-27.26,6.69,59.21,64.97,182.98
36,PANW,"Palo Alto Networks, Inc.",122011181056,13521031,1.11,-0.89,-9.56,-9.04,-17.82,-18.76,-29.83,-22.51,-12.76,58.2,83.51,368.07
37,VRTX,Vertex Pharmaceuticals Incorpor,119194574848,1073028,0.09,-0.22,-4.52,-0.34,-1.81,0.19,13.12,5.35,-1.94,57.54,160.68,82.62
38,CMCSA,Comcast Corporation,114345410560,22926592,2.01,-0.7,-0.6,-0.73,10.45,15.78,12.62,0.64,-8.41,2.17,-33.34,3.41
39,SBUX,Starbucks Corporation,109144940544,5667931,0.52,0.04,2.14,-2.59,1.32,7.78,21.73,14.75,7.86,4.09,-4.99,39.31
40,ADBE,Adobe Inc.,108505300992,3606299,0.33,-1.5,-1.8,-2.88,-13.48,-22.85,-25.4,-35.74,-54.94,-28.34,-55.23,-22.26
41,CRWD,"CrowdStrike Holdings, Inc.",106420838400,1992674,0.19,1.53,-1.75,3.46,-10.03,-7.89,-17.09,-11.9,62.79,216.78,68.94,501.94
42,INTU,Intuit Inc.,106220740608,2953800,0.28,-2.06,-4.47,-12.79,-29.17,-40.94,-40.73,-49.87,-38.15,-6.06,-27.05,48.62
43,CEG,Constellation Energy Corporatio,105665527808,2295833,0.22,-0.81,1.12,7.17,1.29,-17.74,-23.81,-6.73,65.48,300.25,,
44,MELI,"MercadoLibre, Inc.",101219467264,284238,0.03,-0.62,0.42,-1.92,-11.99,-8.71,-12.24,-23.02,0.25,68.25,28.47,233.57
45,WDC,Western Digital Corporation,97328480256,9416358,0.97,-4.01,1.1,-0.46,1.78,29.76,138.01,447.54,500.58,989.52,558.76,745.78
46,MAR,Marriott International,92715450368,1733984,0.19,-1.72,-1.13,5.64,12.12,8.71,31.78,34.61,54.32,120.42,129.99,315.01
47,STX,Seagate Technology Holdings PLC,89185345536,3508993,0.39,-3.58,-4.0,-3.77,-7.67,23.77,84.95,247.06,319.76,630.63,474.4,919.39
48,ADP,"Automatic Data Processing, Inc.",87348797440,3500618,0.4,-0.57,1.82,-4.7,-13.85,-17.29,-23.97,-32.6,-18.97,7.58,13.78,70.55
49,SNPS,"Synopsys, Inc.",84646830080,1564605,0.18,0.03,1.22,0.81,-13.48,-13.04,-8.66,-5.09,-7.35,19.14,48.29,191.4
50,REGN,"Regeneron Pharmaceuticals, Inc.",82713067520,484807,0.06,-1.23,-2.59,0.27,4.16,0.75,37.46,59.85,-33.29,4.71,42.52,48.83
51,CDNS,"Cadence Design Systems, Inc.",80817807360,2675682,0.33,-2.76,-0.96,1.92,-7.46,-5.74,-14.94,1.39,16.71,45.39,94.8,277.97
52,MNST,Monster Beverage Corporation,80105963520,5717203,0.71,-1.43,0.63,1.35,1.32,8.28,18.77,28.45,69.47,60.21,82.06,172.66
53,CTAS,Cintas Corporation,79557550080,939597,0.12,0.79,2.34,1.88,4.9,5.89,3.73,-12.08,-0.39,86.43,105.92,284.86
54,ORLY,"O'Reilly Automotive, Inc.",79489277952,4740035,0.6,1.53,-2.58,1.56,-7.1,4.18,-5.57,3.05,24.16,74.61,130.88,267.37
55,CSX,CSX Corporation,77506322432,9994726,1.29,0.77,1.98,2.36,11.5,15.55,16.04,34.45,21.88,53.36,37.35,102.02
56,DASH,"DoorDash, Inc.",75937628160,17953665,2.36,1.62,9.89,-5.4,-14.74,-23.19,-36.03,-17.2,40.48,198.02,-14.02,
57,MDLZ,"Mondelez International, Inc.",75666620416,10718233,1.42,-2.4,-6.31,-3.44,1.58,11.21,-2.98,-11.02,-18.48,-5.64,9.25,32.14
58,ABNB,"Airbnb, Inc.",75424849920,6190146,0.82,1.24,3.68,3.71,-4.36,-8.85,4.71,-2.94,9.2,3.83,-25.82,
59,WBD,"Warner Bros. Discovery, Inc. - ",70739755008,23806462,3.37,-0.9,1.93,4.85,1.97,0.21,61.46,185.3,289.75,96.62,7.82,21.82
60,AEP,American Electric Power Company,69457436672,2554614,0.37,0.9,-1.17,6.88,8.66,12.51,11.59,27.48,32.04,65.51,80.01,88.38
61,MRVL,"Marvell Technology, Inc.",67517239296,6353533,0.94,0.66,1.27,-3.33,-4.8,-9.7,-12.09,29.8,12.86,100.43,24.28,203.46
62,PCAR,PACCAR Inc.,65622462464,2634093,0.4,-0.22,-1.65,-1.6,1.76,6.96,33.63,39.11,39.51,98.37,169.56,233.72
63,ROST,"Ross Stores, Inc.",65168842752,1457903,0.22,0.0,1.95,3.02,7.71,6.85,33.91,41.8,34.15,101.12,94.95,128.96
64,FTNT,"Fortinet, Inc.",62580944896,4093510,0.65,1.21,-4.55,-4.96,-0.5,4.12,-5.24,-20.3,6.24,33.43,31.89,287.28
65,BKR,Baker Hughes Company,61824073728,7366125,1.19,1.66,2.61,5.45,10.89,27.17,31.75,69.96,89.36,147.77,181.08,419.91
66,NXPI,NXP Semiconductors N.V.,58518319104,2449764,0.42,-2.2,-5.04,1.4,-3.3,-5.63,5.3,22.04,-0.11,38.21,29.56,159.9
67,MPWR,"Monolithic Power Systems, Inc.",57243791360,301928,0.05,-1.1,0.32,-2.57,1.16,16.89,20.22,76.74,39.8,145.49,156.88,540.45
68,FAST,Fastenal Company,53057359872,4632040,0.87,0.5,-0.43,-0.67,6.52,11.86,-0.01,14.71,45.58,91.96,95.62,189.2
69,FER,Ferrovial SE,51115921408,1216624,0.24,-2.4,-1.47,-2.69,4.79,6.24,20.76,38.77,77.49,168.56,170.35,244.79
70,IDXX,"IDEXX Laboratories, Inc.",50461360128,307461,0.06,-0.66,0.22,-1.42,-8.29,-10.77,0.31,22.52,33.83,32.78,1.24,138.69
71,FANG,"Diamondback Energy, Inc.",50061754368,2189779,0.44,0.41,3.3,5.28,9.02,20.94,21.99,28.78,-2.01,51.64,101.95,484.84
72,EA,Electronic Arts Inc.,50020712448,1309768,0.26,-0.17,-0.37,-0.49,-1.99,-2.15,0.01,37.3,36.71,79.2,48.67,84.62
73,ADSK,"Autodesk, Inc.",48798302208,1450488,0.3,-0.28,-0.92,-5.54,-14.62,-21.85,-26.17,-22.41,-10.43,15.49,-19.05,29.21
74,EXC,Exelon Corporation,48444194816,8241109,1.7,0.25,-2.31,7.71,5.81,8.03,2.39,10.07,27.48,32.34,58.45,115.79
75,XEL,Xcel Energy Inc.,47808245760,5295601,1.11,1.43,-0.94,5.74,6.33,8.59,0.23,18.69,34.38,38.6,45.0,45.96
76,CCEP,Coca-Cola Europacific Partners ,46964289536,1967804,0.42,0.03,5.22,8.33,15.02,22.16,21.37,16.16,34.47,101.34,118.38,211.09
77,ALNY,"Alnylam Pharmaceuticals, Inc.",45008314368,1077812,0.24,2.01,7.94,6.05,-2.92,-16.49,-25.73,10.87,34.06,78.86,67.25,146.81
78,MSTR,Strategy Inc,43012079616,15352242,3.57,3.39,-3.31,-6.49,-18.3,-18.05,-59.58,-65.23,3.68,424.39,86.85,904.66
79,DDOG,"Datadog, Inc.",42290892800,3635927,0.86,-0.97,-3.67,5.78,-14.2,-12.04,-26.49,2.43,11.0,82.2,-15.13,176.61
80,MCHP,Microchip Technology Incorporat,41754017792,6598068,1.58,-2.46,-1.78,3.7,-3.89,3.06,18.21,30.66,4.23,2.59,13.39,97.44
81,ODFL,"Old Dominion Freight Line, Inc.",41018515456,1338715,0.33,0.7,1.01,-0.48,13.0,15.57,38.42,22.66,0.6,19.84,35.79,177.33
82,KDP,Keurig Dr Pepper Inc.,39534772224,7383298,1.87,-0.14,-1.99,2.07,8.95,6.44,13.5,-10.34,-18.29,-8.77,-7.25,23.5
83,PYPL,"PayPal Holdings, Inc.",39044755456,24618724,6.31,0.68,3.57,1.41,-22.84,-30.23,-44.78,-41.03,-42.4,-43.74,-84.13,-63.99
84,TRI,Thomson Reuters Corp,37896200192,1774651,0.47,-0.62,-1.25,-3.92,-26.84,-34.22,-42.58,-56.2,-48.46,-29.1,-19.66,31.58
85,GEHC,GE HealthCare Technologies Inc.,37831790592,2205507,0.58,0.07,3.32,4.97,4.73,-4.25,11.94,18.49,-4.94,11.56,,
86,WDAY,"Workday, Inc.",37385342976,2814769,0.75,-1.83,-3.05,-9.41,-25.96,-33.42,-41.22,-43.48,-45.85,-24.02,-45.7,-3.48
87,TTWO,"Take-Two Interactive Software, ",37288779776,2136660,0.57,1.12,3.98,-1.79,-17.19,-20.83,-21.55,-11.52,27.42,77.32,17.92,67.1
88,CPRT,"Copart, Inc.",36445868032,10817242,2.97,-0.26,0.43,-6.58,-7.31,-3.36,-14.51,-25.89,-29.03,6.82,6.9,86.73
