Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4323494854656,189021949,0.44,-3.01,-1.24,-9.07,-4.88,-3.8,-4.53,23.4,50.91,558.24,684.06,2194.44
2,AAPL,Apple Inc.,3784127807488,41120042,0.11,-1.09,-2.38,-6.12,-1.63,3.77,-1.85,32.0,13.23,58.62,77.21,245.41
3,GOOGL,Alphabet Inc.,3610712735744,25576916,0.07,-0.78,-1.67,-4.6,-3.39,-9.69,14.93,69.92,85.05,177.42,118.64,346.15
3,GOOG,Alphabet Inc.,3608535105536,17598003,0.05,-0.87,-1.73,-4.71,-3.58,-9.84,14.58,68.57,83.66,175.98,116.8,345.46
4,MSFT,Microsoft Corporation,3039545262080,31123859,0.1,-0.42,1.25,2.09,2.0,-9.14,-21.57,-13.95,-5.69,43.57,37.28,139.51
5,AMZN,"Amazon.com, Inc.",2287826370560,51152716,0.22,-2.62,2.15,1.22,6.82,-9.02,-4.91,-0.75,12.29,108.91,27.84,80.08
6,META,"Meta Platforms, Inc.",1631209127936,13159356,0.08,-2.38,-1.56,-1.35,-0.76,-0.43,-12.59,-7.37,15.8,200.49,100.04,216.61
7,AVGO,Broadcom Inc.,1566753947648,39152159,0.25,-0.69,5.3,-0.55,-0.21,1.53,-6.5,33.32,99.71,451.17,596.63,1335.38
8,TSLA,"Tesla, Inc.",1488702275584,64054561,0.43,-2.17,1.1,-4.95,-4.88,-11.71,-8.53,25.41,62.65,114.38,30.84,652.37
9,WMT,Walmart Inc.,987039006720,21553049,0.22,0.4,-3.21,-1.55,-7.36,5.07,16.84,31.93,60.51,154.42,164.84,223.83
10,ASML,ASML Holding N.V. - New York Re,507629174784,1900072,0.04,-5.52,-5.01,-15.31,-8.11,-7.2,25.53,71.1,58.17,102.03,68.59,362.05
11,COST,Costco Wholesale Corporation,443114160128,2708851,0.06,1.58,-0.96,0.34,-0.08,2.25,7.23,2.37,11.54,113.61,117.55,259.74
12,NFLX,"Netflix, Inc.",420031889408,41196294,0.98,-0.15,1.35,19.73,30.53,18.53,-9.55,-18.88,40.59,191.81,48.95,125.93
13,MU,"Micron Technology, Inc.",416776060928,34458784,0.83,-6.74,-2.47,-13.68,-10.55,-6.86,69.14,208.32,317.27,540.25,461.39,771.87
14,PLTR,Palantir Technologies Inc.,375875764224,74980855,1.99,2.94,6.75,17.12,21.71,-5.27,-14.88,13.72,326.72,1842.65,543.31,
15,AMD,"Advanced Micro Devices, Inc.",313756286976,33913779,1.08,-3.52,0.78,-8.74,-6.56,-24.16,-23.92,51.4,22.77,108.1,60.6,268.78
16,CSCO,"Cisco Systems, Inc.",310714073088,20621217,0.66,-1.71,-0.41,-0.61,4.85,5.8,11.94,22.48,58.86,65.76,61.52,122.17
17,AMAT,"Applied Materials, Inc.",257716862976,8655215,0.34,-6.29,-7.57,-17.78,-0.99,1.99,42.42,87.67,67.34,191.18,148.42,566.2
18,LRCX,Lam Research Corporation,250364444672,13597779,0.54,-7.15,-8.15,-20.01,-13.71,-9.57,31.79,116.7,156.02,315.52,275.97,758.07
19,TMUS,"T-Mobile US, Inc.",247827513344,3536216,0.14,0.47,1.39,1.82,3.71,20.09,2.74,1.4,13.67,54.03,97.18,148.38
20,LIN,Linde plc,224625672192,2195627,0.1,-1.09,-3.38,-4.63,2.51,8.77,9.09,5.9,5.03,40.85,63.5,194.09
21,PEP,"Pepsico, Inc.",217995034624,5938308,0.27,0.1,-2.46,-4.92,-3.8,11.39,7.18,26.86,-3.41,-4.32,14.76,44.29
22,INTC,Intel Corporation,216890638336,74698310,3.44,-5.51,0.74,-7.38,-6.58,-20.07,13.43,108.75,105.39,35.59,-4.69,-15.64
23,AMGN,Amgen Inc.,199201669120,2443031,0.12,0.53,-1.98,-3.85,1.61,7.21,28.44,30.25,15.28,60.25,103.6,87.65
24,GILD,"Gilead Sciences, Inc.",178714902528,4921313,0.28,-0.83,-2.64,-2.17,-5.19,9.75,19.8,35.08,77.83,90.04,151.26,133.32
25,KLAC,KLA Corporation,176663576576,1117853,0.06,-5.93,-6.72,-13.07,-7.21,-10.25,14.01,51.34,76.27,268.88,310.5,777.31
26,TXN,Texas Instruments Incorporated,175555067904,7220588,0.41,-2.4,-4.66,-9.66,-13.35,-0.9,15.27,-0.67,-3.27,17.97,9.99,107.09
27,ISRG,"Intuitive Surgical, Inc.",174070644736,2088196,0.12,-1.32,-1.46,-3.16,2.42,-6.78,-10.31,-4.29,0.03,90.8,43.52,188.94
28,SHOP,Shopify Inc.,169921888256,15748259,0.93,-3.41,6.84,8.22,17.66,-5.41,-24.72,22.22,65.48,187.1,-8.69,72.59
29,APP,Applovin Corporation,169700737024,5177269,0.31,-1.26,14.41,19.09,36.86,-3.79,-19.01,39.31,304.95,3094.27,432.77,
30,HON,Honeywell International Inc.,158554800128,3857912,0.24,-1.3,-3.51,-2.37,-1.41,6.25,16.77,14.39,26.47,39.77,26.19,129.95
31,ADI,"Analog Devices, Inc.",154179747840,4536712,0.29,-4.22,-6.84,-12.2,-4.39,2.68,33.57,40.33,38.53,77.47,91.31,238.09
32,BKNG,Booking Holdings Inc. Common St,146677727232,382281,0.03,-1.14,9.8,9.56,9.66,-11.46,-11.2,-13.65,14.56,79.4,93.58,239.33
33,QCOM,QUALCOMM Incorporated,144885661696,9196954,0.63,-0.96,-1.14,-6.35,-1.38,-13.46,-18.75,-10.63,-19.3,18.12,13.89,98.4
34,PDD,PDD Holdings Inc.,144761356288,4795549,0.33,1.22,1.25,-4.61,1.75,-3.82,-23.88,-0.55,1.99,41.57,2.95,70.43
