Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4241004167168,195443460,0.46,-3.41,-8.86,-6.59,-6.25,-3.76,-1.96,28.67,36.95,620.96,676.39,2363.3
2,AAPL,Apple Inc.,4063829426176,90320670,0.22,2.6,6.56,8.25,5.91,1.03,7.74,31.15,22.75,83.31,92.54,298.26
3,GOOGL,Alphabet Inc.,4033821278208,63047130,0.16,-1.96,-1.47,-0.07,-0.87,8.43,35.59,100.95,100.49,256.03,137.62,430.43
3,GOOG,Alphabet Inc.,4024024956928,32526925,0.08,-2.16,-1.53,-0.07,-0.92,8.01,35.28,99.64,98.54,254.82,136.8,429.2
4,MSFT,Microsoft Corporation,3078416498688,44206612,0.14,0.72,-3.74,-11.93,-12.0,-14.76,-18.16,-8.5,-1.58,66.75,43.16,150.45
5,AMZN,"Amazon.com, Inc.",2490713505792,47917978,0.19,-2.36,-2.64,-2.28,-3.96,2.48,6.8,13.33,30.25,148.07,36.41,104.08
6,META,"Meta Platforms, Inc.",1692247261184,16481887,0.1,-3.28,-6.63,-0.5,6.01,1.55,-10.6,4.71,27.63,264.2,94.72,278.1
7,TSLA,"Tesla, Inc.",1523524960256,72173468,0.47,-3.78,-5.67,-6.71,-9.21,-15.63,-4.1,16.01,83.63,123.08,61.62,757.9
8,AVGO,Broadcom Inc.,1460549320704,42586299,0.29,-3.83,-7.02,-5.17,-13.13,-9.32,-8.17,35.56,88.43,409.58,563.65,1215.56
9,WMT,Walmart Inc.,1020524953600,27427492,0.27,0.23,7.44,8.81,6.35,11.93,24.46,30.86,73.75,188.42,184.51,222.5
10,ASML,ASML Holding N.V. - New York Re,519780204544,2428112,0.05,-4.07,-5.89,-5.25,5.43,26.81,41.28,79.78,46.31,121.72,58.77,389.21
11,COST,Costco Wholesale Corporation,434346000384,2605205,0.06,0.04,4.05,0.21,4.01,14.5,4.0,-4.23,12.54,109.65,127.32,240.39
12,MU,"Micron Technology, Inc.",427018190848,56349413,1.32,-9.55,-8.55,-2.49,12.21,42.73,142.17,287.91,253.34,576.6,425.19,716.57
13,NFLX,"Netflix, Inc.",340029865984,45923134,1.35,0.28,-3.99,-6.46,-11.25,-15.08,-33.66,-32.73,14.75,157.1,35.12,93.83
14,PLTR,Palantir Technologies Inc.,332584681472,110738349,3.33,-11.62,-4.81,-16.68,-22.03,-27.84,-22.1,7.74,331.75,1616.36,385.02,
15,AMD,"Advanced Micro Devices, Inc.",325917638656,106517605,3.27,-17.31,-15.44,-20.34,-9.4,-6.2,24.13,70.85,28.0,134.5,88.59,264.45
16,CSCO,"Cisco Systems, Inc.",320670859264,39736631,1.24,-2.35,3.63,5.39,7.54,4.05,20.98,29.8,67.87,79.93,63.15,124.84
17,LRCX,Lam Research Corporation,263489961984,19574240,0.74,-8.83,-10.14,-5.87,-2.15,21.77,63.99,149.99,146.85,338.71,260.08,721.47
18,INTC,Intel Corporation,242765660160,128001791,5.27,-1.32,4.58,14.38,2.77,31.99,42.98,124.38,131.54,91.66,-2.34,-9.62
