Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4501516845056,357990754,0.8,-5.46,-3.48,-0.04,6.14,-0.5,1.7,29.65,58.21,585.75,751.98,2427.47
2,AAPL,Apple Inc.,4011799085056,32123760,0.08,-0.47,2.54,3.44,-1.19,4.66,10.52,35.9,23.39,72.24,94.31,279.63
3,GOOGL,Alphabet Inc.,3718376062976,36036891,0.1,-1.76,-1.32,1.77,-7.7,-8.51,22.32,74.83,104.38,205.46,119.41,359.15
3,GOOG,Alphabet Inc.,3715593666560,21600257,0.06,-1.88,-1.46,1.43,-7.86,-8.7,22.02,73.18,102.89,203.68,118.83,358.07
4,MSFT,Microsoft Corporation,2985734963200,33954921,0.11,0.28,4.49,1.46,-2.79,-14.45,-21.15,-14.53,-3.93,46.6,37.7,133.96
5,AMZN,"Amazon.com, Inc.",2232004640768,47437875,0.21,-1.29,1.29,3.37,-10.76,-14.3,-3.05,-4.18,12.68,107.4,26.02,79.41
6,META,"Meta Platforms, Inc.",1661943283712,10575279,0.06,0.51,3.1,2.77,-1.79,4.11,-7.66,-5.12,29.0,222.18,101.38,219.51
7,TSLA,"Tesla, Inc.",1533168582656,52348306,0.34,-2.11,2.19,-0.5,0.63,-8.64,-4.7,32.41,79.1,110.74,49.79,697.79
8,AVGO,Broadcom Inc.,1525267824640,32760599,0.21,-3.19,-2.62,-3.26,4.43,-9.28,-8.99,32.48,106.32,434.07,602.39,1288.17
9,WMT,Walmart Inc.,991982125056,17647269,0.18,-1.06,-1.1,-3.44,-2.8,3.37,17.1,28.23,59.68,167.34,182.29,224.21
10,ASML,ASML Holding N.V. - New York Re,568170577920,2165485,0.04,-4.11,-1.49,3.1,9.45,15.4,44.01,91.13,85.36,128.05,96.45,433.83
11,MU,"Micron Technology, Inc.",467716636672,35110959,0.75,-3.13,-1.29,3.95,9.53,22.9,105.27,275.29,361.04,563.52,527.31,837.92
12,COST,Costco Wholesale Corporation,438070804480,1800418,0.04,-0.81,0.07,-2.5,0.86,4.9,6.9,-1.52,10.46,109.37,130.34,249.45
13,NFLX,"Netflix, Inc.",358821429248,69345050,1.93,2.29,11.27,9.86,5.53,-6.34,-28.53,-30.92,24.13,154.77,33.46,99.19
14,AMD,"Advanced Micro Devices, Inc.",332082085888,34802679,1.05,-3.41,3.6,0.3,1.74,-7.82,-13.17,67.32,35.91,111.97,81.87,290.27
15,PLTR,Palantir Technologies Inc.,325124390912,44646503,1.37,1.3,4.09,2.2,-2.58,-24.04,-23.68,2.94,290.07,1553.77,458.28,
16,CSCO,"Cisco Systems, Inc.",308580483072,19589274,0.63,-1.29,0.46,1.63,-3.77,3.48,13.65,20.59,65.26,66.18,58.86,123.25
17,LRCX,Lam Research Corporation,300279103488,10690841,0.36,-4.17,-1.32,1.48,13.96,11.52,68.2,172.4,216.54,376.57,341.51,950.68
18,AMAT,"Applied Materials, Inc.",298175102976,7703843,0.26,-4.87,0.58,4.75,26.41,23.39,65.52,122.63,104.82,221.71,195.82,712.44
19,TMUS,"T-Mobile US, Inc.",238409678848,6229443,0.26,-2.52,-3.09,-2.94,5.63,12.38,-5.41,-9.66,9.43,53.42,85.0,147.98
20,LIN,Linde plc,233756098560,1943004,0.08,-1.92,0.06,3.38,5.32,12.56,12.63,6.31,8.95,47.69,71.07,197.07
21,PEP,"Pepsico, Inc.",229138874368,7121103,0.31,-0.94,-0.44,3.5,0.84,16.8,10.84,31.48,-0.01,1.72,20.09,51.8
22,INTC,Intel Corporation,227080814592,70988121,3.13,-3.03,4.19,-1.56,-6.46,-3.87,23.4,121.97,131.47,47.77,-8.43,-12.71
23,AMGN,Amgen Inc.,204484526080,2589244,0.13,-1.3,-0.02,1.6,4.3,17.78,30.04,33.73,20.48,72.89,111.49,93.01
24,KLAC,KLA Corporation,200282652672,1183662,0.06,-1.45,2.46,3.68,16.76,5.86,39.14,84.76,106.14,306.8,384.08,948.54
25,TXN,Texas Instruments Incorporated,193200521216,5681337,0.29,-0.59,-3.29,-5.79,-4.62,13.52,23.05,9.18,9.89,28.55,25.98,124.29
26,ISRG,"Intuitive Surgical, Inc.",180008419328,1568883,0.09,0.14,3.0,2.74,5.93,-9.78,16.63,-3.66,3.25,102.14,53.16,196.5
27,GILD,"Gilead Sciences, Inc.",178372526080,7609228,0.43,-2.28,-4.04,-7.41,-1.68,18.08,22.8,29.88,85.85,94.69,147.63,126.94
28,ADI,"Analog Devices, Inc.",173508935680,4661124,0.27,-1.79,-0.23,4.99,10.58,19.63,47.18,56.82,60.71,96.41,126.99,270.52
29,SHOP,Shopify Inc.,164362240000,11975799,0.73,4.68,7.38,10.92,10.45,-24.78,-19.56,16.83,76.09,169.68,-10.47,83.56
30,HON,Honeywell International Inc.,162321727488,2680874,0.17,-0.55,-0.9,-0.73,2.35,14.55,26.55,13.79,28.62,43.43,27.85,113.58
31,QCOM,QUALCOMM Incorporated,155496677376,8262103,0.53,-0.16,3.69,2.08,-2.22,-11.92,-10.82,-5.3,-10.17,23.83,24.21,112.53
32,APP,Applovin Corporation,150525591552,5846295,0.39,5.53,16.9,18.21,14.87,-33.46,-26.54,15.99,356.01,2870.16,390.06,
33,PDD,PDD Holdings Inc.,149616541696,5148275,0.34,-1.41,-0.35,3.5,3.19,-6.17,-17.24,3.71,10.61,44.65,12.08,116.32
34,ARM,Arm Holdings plc,137273933824,4120533,0.3,-1.88,4.43,1.87,23.22,19.86,-24.49,-6.75,-7.88,,,
35,BKNG,Booking Holdings Inc. Common St,137002090496,728273,0.05,2.1,9.8,2.66,-7.75,-20.03,-14.01,-22.99,12.06,67.97,73.05,210.06
36,VRTX,Vertex Pharmaceuticals Incorpor,121953017856,1265891,0.1,-0.6,-0.18,0.59,2.04,5.6,17.5,7.62,1.14,52.79,163.95,76.3
37,PANW,"Palo Alto Networks, Inc.",121910394880,12097370,0.99,3.15,3.65,-8.62,-10.39,-21.72,-27.3,-23.9,-12.57,55.47,78.22,352.25
38,CEG,Constellation Energy Corporatio,117222580224,3952637,0.34,-0.7,10.13,6.78,29.19,-2.99,-18.31,8.23,74.04,335.48,,
39,CMCSA,Comcast Corporation,112414146560,25467722,2.27,0.19,-2.47,-2.22,1.15,9.59,13.82,-1.84,-9.98,-1.59,-30.33,7.39
40,SBUX,Starbucks Corporation,111742541824,5755969,0.52,0.15,3.48,2.82,1.8,9.0,17.89,10.38,3.83,4.98,-2.43,53.95
41,INTU,Intuit Inc.,109806534656,9504178,0.87,3.46,9.7,4.02,-11.49,-34.84,-38.93,-48.14,-38.13,-7.17,-25.43,49.07
