Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,AAPL,Apple Inc.,3143825096704,37905822,0.12,0.44,4.78,3.53,3.0,-0.19,-15.51,1.33,15.27,47.7,75.94,326.14
2,MSFT,Microsoft Corporation,2913004945408,18811049,0.06,1.17,6.82,1.59,5.02,3.45,-12.66,-1.37,9.13,50.83,89.63,201.52
3,NVDA,NVIDIA Corporation,2708644036608,248902488,0.92,4.3,12.26,-1.06,9.05,-3.95,-19.16,6.51,138.46,522.86,736.31,2687.95
4,AMZN,"Amazon.com, Inc.",2005637529600,36189010,0.18,1.31,9.13,5.23,5.93,-2.53,-17.46,16.71,33.02,70.14,19.73,94.54
5,GOOG,Alphabet Inc.,1953665515520,35076226,0.18,1.47,6.47,3.26,7.35,-0.53,-15.28,2.43,23.54,52.01,87.07,190.96
5,GOOGL,Alphabet Inc.,1953658830848,55921436,0.29,1.68,6.93,3.61,7.46,-0.49,-15.53,2.69,23.43,50.97,85.74,187.35
6,META,"Meta Platforms, Inc.",1345912176640,17013452,0.13,2.65,9.39,4.94,2.94,-7.26,-13.09,11.06,71.95,186.93,100.54,179.96
7,TSLA,"Tesla, Inc.",917812609024,166129141,1.81,9.8,19.74,12.14,6.61,18.39,-31.85,42.02,28.29,20.79,33.61,1733.66
8,AVGO,Broadcom Inc.,904231976960,20713442,0.23,2.21,13.4,7.47,24.87,0.8,7.06,34.83,115.54,272.25,420.42,701.39
9,NFLX,"Netflix, Inc.",468779237376,3909018,0.08,0.42,5.88,12.83,20.12,23.74,19.01,80.71,152.27,475.51,110.85,189.46
10,COST,Costco Wholesale Corporation,433549279232,1618451,0.04,0.17,-0.21,0.02,1.04,9.72,-1.03,19.91,77.36,118.83,174.73,298.55
11,TMUS,"T-Mobile US, Inc.",298008444928,13551252,0.45,-11.22,-9.88,-12.73,-13.11,-10.16,0.12,23.86,62.32,79.32,84.0,212.25
12,ASML,ASML Holding N.V. - New York Re,266302570496,1265287,0.05,0.34,6.04,-0.86,8.67,-2.49,-4.82,-19.49,6.77,23.75,54.98,239.18
13,PLTR,Palantir Technologies Inc.,253636575232,102566569,4.04,4.64,19.99,14.61,34.9,41.65,54.07,324.14,509.95,1249.04,314.02,
14,CSCO,"Cisco Systems, Inc.",225608810496,16455311,0.73,0.75,3.03,-0.86,-1.05,-4.33,-2.33,28.25,11.98,38.46,46.78,19.57
15,AZN,Astrazeneca PLC,215692034048,6542809,0.3,0.03,2.5,2.5,-5.88,-9.07,5.41,-10.41,13.47,11.15,54.77,96.55
16,LIN,Linde plc,212587790336,1857378,0.09,-0.25,-1.37,-0.57,-4.03,-1.07,2.6,1.55,16.45,45.76,92.11,141.12
17,PEP,"Pepsico, Inc.",185520914432,11510722,0.62,-1.43,-7.03,-6.62,-11.88,-10.08,-15.32,-20.73,-16.41,-14.34,4.67,18.43
18,ISRG,"Intuitive Surgical, Inc.",184438325248,2009678,0.11,1.27,7.49,5.39,4.04,7.93,-5.53,14.95,85.15,130.45,101.86,187.35
19,INTU,Intuit Inc.,174480228352,1538427,0.09,1.51,6.95,5.06,4.46,7.55,-6.84,2.45,20.6,56.7,75.64,140.0
20,QCOM,QUALCOMM Incorporated,164307353600,5098306,0.31,0.92,7.08,7.19,6.56,-2.22,-5.61,-4.92,27.67,17.99,11.22,121.1
21,BKNG,Booking Holdings Inc. Common St,157931028480,189527,0.01,0.22,5.23,4.9,8.72,12.64,-7.98,42.45,61.95,120.18,136.75,154.13
22,AMD,"Advanced Micro Devices, Inc.",157012361216,28283681,1.8,2.31,12.04,1.43,3.04,-1.49,-26.0,-25.76,-14.91,-2.13,1.97,206.83
23,ADBE,Adobe Inc.,156722266112,3496966,0.22,1.89,5.09,4.95,0.13,-2.68,-22.52,-28.49,-37.18,-10.0,-24.4,20.97
24,AMGN,Amgen Inc.,150868656128,1914460,0.13,0.36,0.88,-4.9,-9.36,-10.17,3.3,-12.64,7.57,21.0,39.87,79.82
25,TXN,Texas Instruments Incorporated,147953745920,8191792,0.55,0.45,10.97,7.73,-0.82,-6.19,-14.42,-11.66,16.2,1.41,14.39,65.1
26,PDD,PDD Holdings Inc.,144445980672,5023369,0.35,0.72,5.77,10.57,-8.5,-12.42,-0.62,-21.57,-5.14,148.06,-26.82,412.62
27,GILD,"Gilead Sciences, Inc.",132329963520,14207434,1.07,-2.81,-2.22,-2.38,-8.2,-8.34,13.41,42.53,40.08,79.87,104.64,89.45
28,HON,Honeywell International Inc.,129127383040,3638632,0.28,-0.79,0.4,0.18,-3.64,-3.64,-12.06,1.77,11.42,9.32,2.42,27.0
29,VRTX,Vertex Pharmaceuticals Incorpor,126956879872,1561433,0.12,0.28,0.69,-1.33,2.03,-1.81,6.4,4.12,31.01,83.14,116.47,176.91
30,CMCSA,Comcast Corporation,126252425216,29111353,2.31,2.14,-0.88,-1.45,-5.1,-1.42,-14.28,-10.71,-14.42,-15.82,-25.04,-9.29
31,AMAT,"Applied Materials, Inc.",123125440512,4803286,0.39,0.92,9.58,4.19,11.84,1.07,-10.16,-16.78,6.37,34.94,77.45,264.79
32,ADP,"Automatic Data Processing, Inc.",119843921920,1435085,0.12,-0.95,-0.39,-2.11,-4.46,0.95,-1.31,14.2,33.75,42.41,83.85,99.88
33,ARM,Arm Holdings plc,119460356096,3899621,0.33,1.19,12.72,9.19,15.98,1.15,-23.42,-0.04,108.35,,,
34,PANW,"Palo Alto Networks, Inc.",118502645760,3519655,0.3,1.67,9.38,3.13,8.36,1.51,-10.56,18.56,48.48,113.88,241.7,412.79
35,MELI,"MercadoLibre, Inc.",112844816384,277641,0.02,0.95,4.58,5.08,14.41,11.87,18.98,22.95,62.79,184.11,37.56,248.78
36,CRWD,"CrowdStrike Holdings, Inc.",105316278272,3319458,0.32,2.62,15.32,8.17,22.31,27.77,16.25,83.38,119.2,172.64,144.46,532.17
37,ADI,"Analog Devices, Inc.",96829538304,3206756,0.33,-0.33,9.01,8.38,7.58,-4.52,-10.23,-3.83,18.22,25.23,47.41,91.6
38,SBUX,Starbucks Corporation,95259287552,5786509,0.61,-0.06,2.52,0.12,-5.04,-12.73,-13.86,13.17,-16.65,19.87,-11.08,7.75
39,MSTR,MicroStrategy Incorporated,94203559936,19263812,2.04,5.24,7.49,18.66,30.62,40.06,-5.99,169.29,677.05,1606.2,1219.04,2529.14
40,INTC,Intel Corporation,93709082624,147014374,15.69,-6.7,2.77,1.01,-10.61,-15.4,-3.51,1.75,-46.42,-51.04,-56.06,-52.14
41,KLAC,KLA Corporation,92304637952,631546,0.07,0.75,9.15,2.72,11.89,1.92,7.67,-2.35,37.78,102.62,180.05,535.63
42,LRCX,Lam Research Corporation,91629002752,9748392,1.06,0.73,12.51,4.35,9.51,-5.1,-5.22,-6.42,11.81,43.72,48.79,307.28
43,APP,Applovin Corporation,90640506880,5747469,0.63,3.34,16.46,12.78,5.67,1.78,-15.14,301.2,590.0,659.9,,
44,MU,"Micron Technology, Inc.",89159737344,19669724,2.21,3.05,13.63,12.3,7.32,-15.81,-18.58,-10.03,11.14,15.15,14.07,107.02
45,MDLZ,"Mondelez International, Inc.",84974460928,6448376,0.76,0.11,-3.95,-2.15,-3.4,2.1,6.3,-2.14,-1.13,13.07,27.43,35.21
46,CTAS,Cintas Corporation,84694384640,1172829,0.14,-0.64,1.24,0.1,1.73,9.35,-1.32,12.48,59.34,121.39,146.23,260.73
47,CDNS,"Cadence Design Systems, Inc.",79449563136,2413813,0.3,2.79,12.19,9.58,16.36,19.9,-6.03,11.48,12.96,94.81,138.75,289.24
48,DASH,"DoorDash, Inc.",78650408960,4514820,0.57,0.29,6.31,3.42,7.91,5.31,6.67,53.1,115.05,154.8,17.35,
49,FTNT,"Fortinet, Inc.",78281555968,3162367,0.4,1.07,7.87,2.62,13.82,8.97,3.25,82.4,102.63,72.95,289.47,545.2
50,ORLY,"O'Reilly Automotive, Inc.",77091905536,532201,0.07,-0.38,-3.34,-3.64,-6.58,4.46,6.09,21.21,38.34,110.75,200.97,248.93
51,ABNB,"Airbnb, Inc.",75623219200,2899268,0.38,0.66,6.61,6.86,7.49,2.62,-10.88,-6.1,4.12,7.18,-5.76,
52,CEG,Constellation Energy Corporatio,69865005056,2709241,0.39,2.26,11.01,6.99,17.22,6.25,-6.53,23.83,86.07,265.7,,
53,SNPS,"Synopsys, Inc.",69056380928,1013061,0.15,1.76,8.04,4.93,6.91,4.21,-12.72,-10.57,-11.76,45.91,86.98,229.85
54,REGN,"Regeneron Pharmaceuticals, Inc.",65568440320,864913,0.13,0.48,2.93,8.02,-1.31,-11.46,-18.56,-43.4,-26.66,-11.71,20.59,96.55
55,MAR,Marriott International,65059639296,1987853,0.31,-0.03,7.08,6.12,5.16,-0.46,-18.37,10.54,24.46,42.59,91.99,73.11
56,PYPL,"PayPal Holdings, Inc.",63862984704,8675037,1.36,0.88,6.38,5.39,5.88,-2.35,-26.91,4.13,18.63,-18.75,-70.41,-44.23
57,WDAY,"Workday, Inc.",63358558208,1065307,0.17,1.12,8.39,2.66,4.91,0.97,-12.84,13.39,7.61,42.45,8.69,10.89
58,ROP,"Roper Technologies, Inc.",60099428352,670473,0.11,-0.35,1.16,-1.65,-3.66,-0.78,2.07,8.11,10.07,31.25,35.28,53.2
59,CPRT,"Copart, Inc.",59868782592,4174440,0.7,-1.73,0.81,0.74,7.52,16.44,-1.9,22.63,30.63,112.92,105.93,226.54
60,TEAM,Atlassian Corporation,58971082752,2513449,0.43,1.6,14.17,10.34,15.29,9.94,-18.09,63.52,31.06,30.54,-2.58,69.25
61,ADSK,"Autodesk, Inc.",57874337792,1308070,0.23,-0.66,3.37,1.73,4.97,9.31,-12.74,15.24,30.45,40.86,-6.38,56.73
62,MNST,Monster Beverage Corporation,57095233536,3890499,0.68,0.14,-1.03,0.05,-1.64,7.97,10.87,15.49,5.41,32.24,32.71,78.0
63,AEP,American Electric Power Company,56997879808,2839492,0.5,0.04,-1.3,0.06,-2.17,2.4,16.03,11.68,45.11,15.73,52.08,45.91
64,CHTR,"Charter Communications, Inc.",53063528448,2697692,0.51,11.43,12.77,8.88,1.43,8.18,-3.81,4.73,-9.63,-25.69,-42.49,-6.98
65,CSX,CSX Corporation,52862312448,13679681,2.59,-1.07,0.22,-0.22,-0.54,-4.43,-17.0,-16.88,-6.37,-8.13,-0.72,14.91
66,PAYX,"Paychex, Inc.",51943124992,1394887,0.27,-0.69,-0.06,-2.99,-6.72,-0.24,2.1,16.81,31.25,27.93,76.23,97.91
67,MRVL,"Marvell Technology, Inc.",51028488192,11870968,2.33,2.77,16.4,10.5,6.02,-14.21,-45.86,1.45,14.83,4.75,35.48,150.4
68,NXPI,NXP Semiconductors N.V.,49093185536,2482120,0.51,-0.01,10.82,12.77,12.61,-3.24,-10.67,-17.11,8.38,6.46,31.47,120.09
69,PCAR,PACCAR Inc.,48650977280,2866904,0.59,-0.85,3.76,3.46,-0.51,-6.63,-15.94,3.35,14.82,85.39,93.72,144.39
70,FAST,Fastenal Company,47094251520,3111084,0.66,-1.14,-0.34,-0.59,4.04,10.14,3.28,25.14,41.74,66.23,83.25,194.28
71,AXON,"Axon Enterprise, Inc.",47003123712,556096,0.12,2.22,8.69,4.38,11.88,12.95,-5.13,104.67,162.99,512.85,374.52,842.52
72,KDP,Keurig Dr Pepper Inc.,46802923520,9414215,2.01,-0.17,-3.04,-2.8,-3.45,4.6,3.18,1.8,15.32,4.41,25.93,30.65
73,EXC,Exelon Corporation,46771867648,6269521,1.34,-0.24,-2.43,-1.11,-2.14,6.33,26.66,26.64,23.93,4.07,83.47,61.54
