Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4380976218112,156223205,0.36,-1.58,-2.44,-1.52,-5.04,-6.36,-10.97,16.83,45.37,574.23,606.5,1917.35
2,AAPL,Apple Inc.,3676245065728,34193754,0.09,-2.21,-4.11,-4.72,-5.47,-3.07,-7.31,24.47,10.66,53.59,70.88,223.39
3,GOOGL,Alphabet Inc.,3656681259008,23640054,0.06,-0.42,-1.55,-0.21,-3.96,-10.57,7.65,77.5,86.83,179.95,105.87,332.57
3,GOOG,Alphabet Inc.,3646761730048,16811259,0.05,-0.58,-1.78,-0.59,-4.2,-10.92,7.11,76.18,85.06,177.67,104.99,332.12
4,MSFT,Microsoft Corporation,2939877064704,26350249,0.09,-1.57,-2.52,-2.38,-0.42,-8.55,-23.29,-19.18,-7.22,41.51,23.78,123.66
5,AMZN,"Amazon.com, Inc.",2229321072640,34201623,0.15,-0.89,-3.11,-4.22,-1.16,-14.09,-14.97,-2.04,8.64,102.59,23.16,66.27
6,META,"Meta Platforms, Inc.",1552413491200,18758294,0.12,-3.83,-6.17,-8.09,-6.4,-16.88,-5.27,-13.27,8.51,179.02,90.99,168.73
7,AVGO,Broadcom Inc.,1527448731648,25690012,0.17,-4.11,-5.96,1.46,-3.15,-2.59,-12.68,22.17,83.02,439.98,558.32,1221.27
8,TSLA,"Tesla, Inc.",1467951349760,57338789,0.39,-0.96,-2.01,-3.63,-5.01,-6.09,-14.32,19.43,53.88,111.46,5.35,619.51
9,WMT,Walmart Inc.,1008725131264,15179562,0.15,0.95,1.12,-1.01,2.87,7.76,25.3,30.65,60.18,164.07,168.71,226.35
10,ASML,ASML Holding N.V. - New York Re,528396845056,1177097,0.02,-0.44,-2.73,-3.84,-8.43,-7.4,27.21,66.0,59.95,107.43,72.91,334.56
11,MU,"Micron Technology, Inc.",479613255680,39072307,0.81,5.13,5.71,6.33,-0.48,-2.22,90.51,235.54,290.03,588.9,531.16,836.42
12,COST,Costco Wholesale Corporation,447432327168,1467989,0.03,0.51,1.11,0.17,2.35,5.97,10.79,2.65,12.76,113.78,115.48,260.65
13,NFLX,"Netflix, Inc.",404294467584,29808277,0.74,1.06,-1.68,-3.4,21.15,14.61,-14.82,-25.26,33.97,181.46,38.07,112.9
14,PLTR,Palantir Technologies Inc.,361023438848,42212989,1.17,-1.66,-0.13,-1.46,11.62,-0.6,-24.7,5.63,306.87,1613.39,483.27,
15,AMD,"Advanced Micro Devices, Inc.",315305164800,26943213,0.85,-2.2,-4.84,-4.3,-3.38,-23.31,-24.49,34.86,15.46,110.78,60.85,242.95
16,CSCO,"Cisco Systems, Inc.",309489238016,19076679,0.62,0.76,0.81,-3.14,-1.1,-0.13,7.71,16.88,54.02,67.49,58.41,104.3
17,AMAT,"Applied Materials, Inc.",271041576960,5329313,0.2,1.26,-1.26,-4.54,-9.02,0.18,46.99,87.69,65.16,210.44,159.88,531.73
18,LRCX,Lam Research Corporation,266529554432,8900208,0.33,1.29,-1.41,-4.84,-13.26,-14.39,35.15,122.06,153.76,336.12,295.4,736.06
19,TMUS,"T-Mobile US, Inc.",243152158720,2829388,0.12,1.41,-0.64,-1.06,1.38,15.4,4.51,-4.59,9.54,51.15,96.56,130.38
20,LIN,Linde plc,228879646720,2648350,0.12,0.72,3.69,-0.72,-0.19,8.92,18.91,8.43,4.59,42.77,64.51,174.26
21,INTC,Intel Corporation,228629315584,67145310,2.94,1.15,-2.16,0.42,3.76,-5.94,14.45,106.17,91.35,47.05,1.41,-18.63
22,PEP,"Pepsico, Inc.",218610352128,4602668,0.21,0.64,-0.56,-1.59,-2.2,8.49,11.5,28.48,-0.3,-3.6,13.92,46.57
23,AMGN,Amgen Inc.,197411962880,1500299,0.08,-0.43,-2.46,-3.44,-2.28,7.53,24.44,33.54,20.27,60.92,103.98,91.98
24,KLAC,KLA Corporation,186398425088,1201432,0.06,0.64,-2.36,-3.88,-5.17,-15.68,17.71,59.6,78.56,288.81,298.58,749.49
25,GILD,"Gilead Sciences, Inc.",179993575424,4375463,0.24,0.42,-1.85,-1.62,-3.69,4.49,22.53,39.52,82.02,93.39,163.81,146.52
26,TXN,Texas Instruments Incorporated,173698203648,3685449,0.21,0.38,-3.38,-5.74,-13.18,-12.31,18.93,-4.99,-4.63,16.67,15.35,91.07
27,ISRG,"Intuitive Surgical, Inc.",167678296064,2420396,0.14,-1.48,-2.82,-5.79,-6.33,-6.97,-11.63,-9.48,-2.91,76.83,30.75,156.46
28,SHOP,Shopify Inc.,160473088000,7726395,0.48,-2.54,-4.95,-5.16,-2.57,-14.4,-29.28,7.96,52.27,165.06,-16.17,58.05
29,APP,Applovin Corporation,155009826816,3660426,0.24,2.08,-3.92,-5.0,9.55,-19.42,-28.03,35.38,257.97,2684.88,366.84,
30,ADI,"Analog Devices, Inc.",149424652288,2652767,0.18,-0.39,-4.0,-10.38,-13.52,-3.66,31.6,31.81,34.82,70.78,90.68,196.86
31,HON,Honeywell International Inc.,149065957376,3117360,0.21,0.47,-2.54,-4.66,-3.4,3.71,17.75,14.0,24.02,34.98,25.06,105.66
32,PDD,PDD Holdings Inc.,145726717952,4075240,0.28,1.01,-2.11,1.44,-2.18,-0.05,-23.89,-4.19,-20.67,51.67,15.44,68.56
33,QCOM,QUALCOMM Incorporated,138653630464,7778319,0.56,-1.01,-3.98,-6.35,-8.56,-14.17,-27.41,-15.3,-22.23,15.69,7.8,83.63
