Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4306603081728,307958795,0.72,-4.16,-8.12,-5.74,3.09,-3.25,-3.29,23.11,48.78,547.62,712.16,2289.27
2,AAPL,Apple Inc.,3882897899520,71592273,0.18,-3.21,-2.92,-0.06,-4.16,1.72,4.91,30.75,19.37,65.07,86.67,263.68
3,GOOGL,Alphabet Inc.,3771360870400,43953954,0.12,1.42,0.28,2.78,-5.88,-7.17,23.16,74.83,102.56,211.34,122.2,366.94
3,GOOG,Alphabet Inc.,3767368679424,33274850,0.09,1.39,0.16,2.46,-6.01,-7.4,22.79,73.27,101.23,209.68,121.47,365.77
4,MSFT,Microsoft Corporation,2918992052224,50401665,0.17,-2.24,0.96,-1.49,-0.01,-14.31,-23.21,-16.12,-6.95,41.54,33.98,126.5
5,AMZN,"Amazon.com, Inc.",2254333280256,57070533,0.25,1.0,0.69,2.54,-5.7,-11.26,-1.43,-3.5,12.3,105.88,23.2,78.63
6,META,"Meta Platforms, Inc.",1639607173120,15584702,0.1,-1.34,1.39,0.77,-3.29,5.31,-9.51,-7.51,23.93,214.04,100.98,213.09
7,AVGO,Broadcom Inc.,1515073961984,23624136,0.16,-0.67,-1.82,-4.19,2.91,-5.98,-8.35,31.41,97.11,423.6,589.86,1282.49
8,TSLA,"Tesla, Inc.",1510391414784,56415999,0.37,-1.49,-1.68,-2.14,1.33,-8.35,-8.38,23.44,75.15,106.12,43.24,671.51
9,WMT,Walmart Inc.,1020126298112,29170714,0.29,2.84,0.95,1.05,0.8,6.59,19.01,32.05,62.52,172.21,188.89,237.27
10,ASML,ASML Holding N.V. - New York Re,569575014400,1346696,0.02,-0.9,-3.15,-1.24,7.58,14.94,41.37,85.83,83.68,120.13,91.93,422.57
11,MU,"Micron Technology, Inc.",464126246912,28542393,0.61,-0.77,-1.35,-2.04,7.7,23.7,103.84,262.0,375.55,563.13,523.6,817.19
12,COST,Costco Wholesale Corporation,448747995136,3246169,0.07,2.44,1.24,1.48,2.17,6.43,8.25,0.77,11.34,114.2,135.06,256.84
13,NFLX,"Netflix, Inc.",408239439872,190805735,4.67,13.77,23.32,23.4,19.01,8.68,-19.76,-20.04,40.13,184.37,53.18,121.62
14,PLTR,Palantir Technologies Inc.,328113979392,55784657,1.7,0.92,6.48,1.34,5.52,-23.1,-22.99,3.3,292.98,1583.31,471.63,
15,AMD,"Advanced Micro Devices, Inc.",326424559616,31162229,0.95,-1.7,-6.37,0.04,4.01,-10.46,-14.1,62.46,32.79,104.55,78.57,283.84
16,CSCO,"Cisco Systems, Inc.",313953976320,27455917,0.87,1.74,1.69,1.64,-3.52,6.79,13.91,24.1,66.44,68.22,62.79,128.85
17,AMAT,"Applied Materials, Inc.",295460929536,8991766,0.3,-0.91,-1.49,0.94,22.62,23.48,66.01,115.55,105.98,212.88,194.19,678.74
18,LRCX,Lam Research Corporation,293772853248,12980456,0.44,-2.17,-4.24,-2.58,9.65,12.02,65.55,158.6,217.58,352.55,334.6,920.56
19,TMUS,"T-Mobile US, Inc.",242816598016,6915956,0.28,2.34,-1.73,2.29,8.06,13.6,-4.41,-7.17,9.84,56.18,92.06,160.75
20,LIN,Linde plc,235441291264,3201819,0.14,1.92,0.81,4.7,10.53,15.48,13.1,7.57,10.52,49.75,74.65,207.95
21,PEP,"Pepsico, Inc.",232092319744,10572824,0.46,1.29,0.12,3.25,1.32,16.32,11.51,31.29,0.44,2.94,21.98,54.8
22,INTC,Intel Corporation,227830087680,76283506,3.35,0.33,-1.11,0.33,-5.45,-6.38,23.24,106.57,135.59,45.62,-9.07,-13.54
23,AMGN,Amgen Inc.,209244504064,3440828,0.16,2.33,1.38,2.22,6.27,18.81,31.73,35.24,23.25,76.57,115.3,97.31
24,KLAC,KLA Corporation,200314191872,1106810,0.06,0.02,1.19,2.99,14.69,6.42,38.17,78.9,110.54,295.69,385.16,896.34
25,TXN,Texas Instruments Incorporated,192728039424,6967636,0.36,-0.24,-0.58,-5.02,-5.3,10.36,21.98,7.25,13.21,26.01,24.41,121.99
26,GILD,"Gilead Sciences, Inc.",184909578240,10954318,0.59,3.6,0.89,-2.48,-0.28,20.05,22.09,38.11,87.4,101.31,158.52,140.18
27,ISRG,"Intuitive Surgical, Inc.",178811633664,1629104,0.09,-0.66,1.92,0.55,5.71,-7.91,12.86,-4.93,1.92,100.36,51.89,195.11
28,ADI,"Analog Devices, Inc.",174214037504,5299526,0.3,0.41,-0.08,2.72,10.45,19.4,47.01,53.62,63.95,92.09,122.83,274.47
29,HON,Honeywell International Inc.,164147920896,3879568,0.24,1.63,0.49,1.52,4.68,14.91,28.74,16.08,30.31,45.73,28.67,120.04
30,SHOP,Shopify Inc.,157562748928,9771521,0.62,-4.14,3.25,-0.75,8.53,-23.35,-23.47,9.5,69.3,159.58,-15.25,64.59
31,QCOM,QUALCOMM Incorporated,152046911488,12433250,0.82,-2.22,-1.67,-0.61,4.45,-13.48,-12.46,-9.57,-11.32,18.89,20.02,104.54
32,PDD,PDD Holdings Inc.,147259932672,5911460,0.4,-1.58,-2.95,0.79,2.18,-3.82,-19.26,1.31,6.58,35.7,10.34,110.83
