Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4456078901248,190760612,0.43,0.16,0.47,-4.93,-3.53,0.01,0.65,26.73,61.77,582.61,709.61,2258.84
2,AAPL,Apple Inc.,3825723244544,49424671,0.13,-0.85,-1.67,-4.35,-5.52,5.2,0.46,31.58,18.72,61.25,78.21,244.99
3,GOOG,Alphabet Inc.,3640108515328,22541297,0.06,-0.84,-1.78,-3.22,-3.35,-8.37,18.67,69.37,88.06,188.87,112.33,340.73
3,GOOGL,Alphabet Inc.,3639745445888,35513981,0.1,-0.74,-1.84,-3.22,-3.24,-8.37,18.97,70.47,89.23,190.18,113.66,340.89
4,MSFT,Microsoft Corporation,3052328976384,38460684,0.13,1.35,3.04,5.57,1.79,-7.32,-20.78,-13.79,-3.56,47.85,37.14,136.88
5,AMZN,"Amazon.com, Inc.",2350303674368,60693507,0.26,0.98,5.06,4.98,7.28,-5.35,-0.97,1.31,17.44,116.56,27.48,85.78
6,META,"Meta Platforms, Inc.",1670948454400,13249534,0.08,-1.07,1.07,3.33,-1.21,7.77,-9.93,-5.78,23.28,214.54,94.57,216.6
7,AVGO,Broadcom Inc.,1577753509888,56905445,0.36,4.8,4.38,2.24,-2.91,1.21,-3.16,32.79,108.93,449.37,603.17,1316.79
8,TSLA,"Tesla, Inc.",1521798742016,51653564,0.34,-0.1,0.55,-0.94,-5.31,-6.0,-9.67,23.22,78.5,118.6,36.09,651.57
9,WMT,Walmart Inc.,983132274688,28521601,0.29,-3.52,-2.98,-2.71,-4.24,3.31,15.63,31.35,57.87,155.33,166.54,222.36
10,ASML,ASML Holding N.V. - New York Re,537298436096,1804261,0.03,-2.22,-3.88,-8.64,-4.69,0.74,32.44,77.51,75.98,111.65,81.48,385.1
11,MU,"Micron Technology, Inc.",446883430400,29426396,0.66,-0.93,-3.79,-5.01,-3.24,2.04,92.16,231.97,357.15,606.46,492.03,790.65
12,COST,Costco Wholesale Corporation,436219510784,2752865,0.06,-2.4,-2.01,-1.59,0.45,-0.03,4.45,0.1,10.81,105.57,116.3,251.01
13,NFLX,"Netflix, Inc.",420668178432,53241615,1.27,0.52,2.14,27.08,24.55,16.18,-10.95,-19.07,43.63,189.67,51.83,129.66
14,PLTR,Palantir Technologies Inc.,365137100800,50250313,1.38,-0.34,5.17,18.5,12.52,-7.66,-15.41,7.96,319.65,1813.16,516.1,
15,AMD,"Advanced Micro Devices, Inc.",325185437696,34760749,1.07,-1.3,0.42,-6.73,-6.62,-20.16,-15.12,57.81,34.5,115.48,67.14,271.0
16,CSCO,"Cisco Systems, Inc.",316127084544,26817890,0.85,-1.06,0.74,2.39,-6.46,8.58,14.47,24.27,64.41,66.86,62.63,119.4
17,AMAT,"Applied Materials, Inc.",275009634304,5898582,0.21,-3.14,-6.89,-8.31,2.08,6.68,52.16,97.47,88.71,203.11,170.23,599.49
18,LRCX,Lam Research Corporation,269644496896,10210544,0.38,-3.73,-6.95,-12.0,-8.58,-5.89,45.92,131.51,187.84,347.8,305.89,796.02
19,TMUS,"T-Mobile US, Inc.",246675439616,4590686,0.19,0.38,2.05,-0.17,5.76,20.7,1.23,-3.25,14.84,53.82,96.3,142.44
20,INTC,Intel Corporation,229528453120,77949326,3.4,0.81,0.99,-0.37,-4.85,-15.3,20.41,121.55,121.23,43.4,-10.91,-11.72
21,LIN,Linde plc,227090939904,3321174,0.15,-1.83,-3.79,-2.77,4.82,11.54,9.28,5.75,6.67,42.79,66.8,190.31
22,PEP,"Pepsico, Inc.",219731558400,6396435,0.29,-1.96,-3.93,-5.21,-5.0,9.51,7.1,24.69,-3.8,-4.03,15.22,44.17
23,AMGN,Amgen Inc.,198161268736,2592566,0.13,-3.08,-4.69,-3.99,0.97,7.73,27.28,27.15,15.72,59.38,102.78,86.37
24,KLAC,KLA Corporation,187806941184,1046424,0.06,-3.15,-6.88,-5.13,-3.26,-5.84,23.69,61.0,98.0,285.0,346.18,824.2
25,GILD,"Gilead Sciences, Inc.",180179779584,6915056,0.38,-2.08,-3.26,-1.69,-6.84,12.42,21.0,32.74,79.34,91.0,154.32,132.6
26,TXN,Texas Instruments Incorporated,179889192960,7523731,0.42,-2.18,-5.64,-7.2,-12.61,1.84,16.0,0.99,2.51,21.5,11.45,107.2
27,ISRG,"Intuitive Surgical, Inc.",176393191424,1505286,0.09,-0.89,0.09,0.54,0.12,-5.15,-9.9,-4.3,3.03,92.53,46.25,184.99
28,SHOP,Shopify Inc.,175912222720,13033878,0.74,3.96,12.91,15.27,13.55,-2.71,-19.3,24.38,79.19,198.27,-9.94,81.59
29,APP,Applovin Corporation,171870404608,7589423,0.44,5.33,17.46,29.33,11.33,-4.51,-13.76,37.2,312.93,3139.24,428.1,
30,ADI,"Analog Devices, Inc.",160970670080,4576618,0.28,-3.45,-6.15,-7.12,-1.85,8.45,36.43,43.76,51.65,82.18,99.31,243.71
31,HON,Honeywell International Inc.,160637059072,4307487,0.27,-3.09,-3.89,-1.66,-1.29,9.3,15.87,14.7,29.44,42.38,23.79,124.53
32,BKNG,Booking Holdings Inc. Common St,148703608832,810890,0.05,8.46,10.37,13.39,6.98,-10.66,-9.25,-13.76,15.56,79.26,94.46,238.31
33,QCOM,QUALCOMM Incorporated,146322178048,8960353,0.61,-1.17,-2.23,-4.77,-2.24,-11.82,-18.49,-11.15,-15.8,19.23,13.75,99.24
34,PDD,PDD Holdings Inc.,143015182336,3811698,0.27,-0.44,-2.02,-5.74,-3.66,-4.89,-24.42,-1.99,2.56,39.3,3.7,74.2
35,PANW,"Palo Alto Networks, Inc.",133138563072,8253980,0.62,2.9,8.66,15.17,-1.29,-10.09,-24.12,-17.64,-1.04,68.05,92.71,357.09
36,INTU,Intuit Inc.,129895563264,7360007,0.57,6.05,11.39,30.13,16.79,-11.07,-31.0,-38.92,-25.52,8.4,-17.02,71.91
37,ARM,Arm Holdings plc,128098271232,3434499,0.27,-2.81,-3.02,-5.87,-3.72,5.88,-27.6,-15.08,-12.82,,,
38,CEG,Constellation Energy Corporatio,120206131200,3127693,0.26,2.86,1.5,6.21,19.95,12.81,-9.12,8.07,66.95,343.31,,
39,ADBE,Adobe Inc.,117936357376,5634497,0.48,3.16,8.0,10.41,9.56,-4.24,-20.44,-29.87,-44.55,-26.25,-55.89,-22.83
40,VRTX,Vertex Pharmaceuticals Incorpor,117048279040,1108516,0.09,-3.57,-5.19,-5.46,-0.09,-0.07,9.04,2.2,-2.81,43.14,146.31,66.68
41,CMCSA,Comcast Corporation,115147071488,24201783,2.1,-1.53,2.53,-0.03,-2.71,9.38,16.42,-0.91,-10.43,-2.53,-28.69,12.18
42,SBUX,Starbucks Corporation,112437518336,9181674,0.82,1.59,1.99,2.26,0.21,3.0,17.09,7.73,6.74,1.32,-4.03,51.04
43,CRWD,"CrowdStrike Holdings, Inc.",107434270720,5704291,0.53,4.53,10.73,21.67,2.49,-4.42,-18.36,-11.1,59.54,233.46,50.0,459.63
44,MELI,"MercadoLibre, Inc.",90259234816,488594,0.05,0.64,0.19,-7.4,-11.78,-13.48,-17.13,-27.47,-15.33,42.42,12.4,133.62
45,ADP,"Automatic Data Processing, Inc.",90070728704,4387135,0.49,2.55,3.6,8.27,2.36,-13.34,-20.39,-26.83,-17.07,10.98,13.42,77.46
46,WDC,Western Digital Corporation,88562171904,6274381,0.71,-0.82,-4.05,-4.22,-5.33,7.13,106.3,352.3,434.27,881.68,505.94,739.86
47,MAR,Marriott International,88250458112,1470515,0.17,-0.86,0.78,-2.76,-6.99,4.09,24.02,30.02,41.45,111.05,122.29,336.15
48,SNPS,"Synopsys, Inc.",84727881728,2515516,0.3,2.63,4.15,0.36,0.93,-15.26,-3.02,-7.74,-10.82,16.9,37.78,178.93
49,CDNS,"Cadence Design Systems, Inc.",82718507008,3706931,0.45,-1.83,-1.16,3.17,0.06,-4.46,-11.1,-0.32,11.18,44.46,81.23,269.94
50,STX,Seagate Technology Holdings PLC,82293481472,3393378,0.41,-2.05,-3.21,-7.24,-9.8,6.72,62.67,183.45,276.29,512.35,413.04,822.59
51,CTAS,Cintas Corporation,82193793024,3983904,0.48,2.2,1.45,3.01,2.32,4.91,6.84,-7.44,2.82,85.91,100.8,321.62
52,ABNB,"Airbnb, Inc.",81443979264,5414912,0.66,0.23,1.94,8.11,13.63,1.69,6.67,-0.99,10.97,17.78,-20.32,
53,REGN,"Regeneron Pharmaceuticals, Inc.",80868253696,627844,0.08,-2.87,-3.27,-0.94,-1.68,2.2,33.2,46.93,-32.38,-6.68,35.25,38.12
54,DASH,"DoorDash, Inc.",79708545024,5909350,0.74,3.22,4.01,11.62,4.56,-11.14,-27.93,-17.25,38.5,201.48,-16.15,
55,ORLY,"O'Reilly Automotive, Inc.",79649660928,5239501,0.66,0.1,-0.71,0.03,0.27,-4.47,-3.98,7.08,24.9,64.9,113.4,258.96
56,CSX,CSX Corporation,76520759296,19512977,2.55,-3.81,-4.68,-2.79,-0.13,13.02,16.63,27.78,23.6,46.72,25.05,108.5
57,MDLZ,"Mondelez International, Inc.",75073060864,12145431,1.62,-0.87,-3.74,-4.83,-5.35,1.45,-3.76,-11.32,-18.88,-12.16,7.91,33.11
58,MNST,Monster Beverage Corporation,75033362432,6723046,0.9,-2.43,-5.38,-10.33,-5.06,-6.0,9.74,20.07,46.51,45.27,79.94,131.76
59,AEP,American Electric Power Company,71415349248,4641375,0.65,-1.11,-0.94,-0.26,8.01,11.85,15.45,32.7,34.73,56.34,82.78,108.53
