Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4311464017920,141415327,0.33,0.93,7.4,1.25,-3.14,-5.59,-1.79,3.53,30.75,544.17,461.22,1800.38
2,AAPL,Apple Inc.,3761492983808,26686584,0.07,0.11,3.77,1.7,0.06,-1.79,-3.79,22.14,11.14,56.6,65.66,199.37
3,GOOGL,Alphabet Inc.,3577929793536,20556391,0.06,-0.54,8.14,1.84,-2.56,-2.27,2.32,62.01,80.11,184.85,99.02,307.2
3,GOOG,Alphabet Inc.,3562082664448,13309515,0.04,-0.15,7.81,1.82,-2.89,-2.93,1.68,60.59,77.61,182.18,96.99,305.06
4,MSFT,Microsoft Corporation,2775695753216,23843717,0.09,1.11,4.04,0.19,-7.07,-6.27,-21.76,-25.71,-9.2,25.18,13.36,99.18
5,AMZN,"Amazon.com, Inc.",2251864408064,30069843,0.13,-0.38,4.39,1.22,0.11,2.4,-3.39,-6.01,12.24,101.7,13.51,58.47
6,AVGO,Broadcom Inc.,1491367493632,13954523,0.09,0.34,7.2,-1.18,-6.18,-5.62,-8.94,12.66,80.36,436.45,495.78,1043.56
7,META,"Meta Platforms, Inc.",1453128548352,13227398,0.09,-0.82,7.1,-3.11,-9.91,-10.83,-2.33,-18.08,0.08,147.93,70.94,144.57
8,TSLA,"Tesla, Inc.",1353089417216,82532959,0.61,-5.42,1.49,-5.86,-8.71,-12.42,-8.76,12.1,62.92,123.69,-1.33,427.67
9,WMT,Walmart Inc.,1002848518144,11301119,0.11,0.84,1.85,3.06,0.57,0.94,17.92,33.05,57.03,158.63,179.41,236.65
10,ASML,ASML Holding N.V. - New York Re,517221810176,1880998,0.04,-3.13,5.05,-5.87,-2.54,-9.71,34.45,75.58,95.26,112.38,56.1,298.13
11,COST,Costco Wholesale Corporation,450509701120,1824372,0.04,1.85,1.84,4.22,1.16,2.75,13.78,7.13,15.28,115.14,101.38,260.13
12,NFLX,"Netflix, Inc.",418504835072,36660018,0.88,3.25,6.12,8.51,4.61,28.13,-6.63,-21.09,40.54,207.56,44.66,127.08
13,MU,"Micron Technology, Inc.",413021306880,50933285,1.23,-0.44,13.81,-7.37,-9.61,-12.21,82.02,215.01,236.94,513.08,386.88,615.69
14,PLTR,Palantir Technologies Inc.,355068182528,29769085,0.84,1.34,7.93,-4.08,-3.28,10.06,-4.68,-1.62,254.07,1911.65,590.51,
15,AMD,"Advanced Micro Devices, Inc.",354614378496,38076481,1.07,3.47,10.95,5.91,9.99,6.95,5.57,35.87,39.31,151.13,40.3,278.66
16,CSCO,"Cisco Systems, Inc.",312215470080,12055135,0.39,1.95,3.13,-1.75,2.2,1.13,5.88,19.28,45.32,87.87,67.69,98.56
