Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4551428538368,187022968,0.41,-1.64,-1.63,3.66,1.14,-0.32,-0.36,37.99,48.89,632.53,803.12,2523.28
2,AAPL,Apple Inc.,3846888226816,71430852,0.19,-5.0,-4.69,-2.79,5.49,-4.07,1.63,31.13,16.32,70.37,87.77,292.32
3,GOOG,Alphabet Inc.,3742449008640,28010141,0.07,-0.63,-4.63,-9.2,-6.49,-1.65,25.61,78.31,89.26,208.39,128.41,393.49
3,GOOGL,Alphabet Inc.,3737973161984,47550034,0.13,-0.63,-4.72,-9.04,-6.52,-1.55,26.02,79.21,90.96,210.34,128.01,394.81
4,MSFT,Microsoft Corporation,2986626777088,39706158,0.13,-0.63,-2.84,-2.28,-10.93,-17.57,-22.18,-12.47,-1.21,48.6,43.92,143.24
5,AMZN,"Amazon.com, Inc.",2142690213888,78589278,0.37,-2.2,-4.37,-16.35,-14.82,-14.16,-9.07,-3.12,16.86,99.52,21.59,68.9
6,META,"Meta Platforms, Inc.",1643730436096,14866597,0.09,-2.82,-4.05,-6.06,0.34,-2.42,-8.48,1.39,26.36,219.3,90.77,258.98
7,AVGO,Broadcom Inc.,1570167586816,21655817,0.14,-3.38,-3.71,3.38,1.75,-5.34,-1.94,41.38,112.52,444.18,638.27,1355.97
8,TSLA,"Tesla, Inc.",1565026811904,61297276,0.39,-2.62,-0.06,-1.16,-7.19,-8.22,-2.97,14.93,102.71,126.51,61.4,754.52
9,WMT,Walmart Inc.,1065491824640,33273336,0.31,3.78,3.58,4.64,13.42,19.41,31.2,37.55,77.73,199.51,209.45,230.08
10,ASML,ASML Holding N.V. - New York Re,546073313280,1510681,0.03,-2.0,-1.45,0.92,0.98,31.39,36.72,86.95,60.5,129.11,98.09,404.09
11,MU,"Micron Technology, Inc.",465927077888,44955733,0.96,0.88,7.95,-1.3,4.12,41.47,120.49,330.37,338.89,642.43,496.83,866.25
12,COST,Costco Wholesale Corporation,443451572224,2871595,0.06,2.12,0.13,2.14,2.46,15.55,9.42,-1.45,13.37,113.51,134.38,252.83
13,AMD,"Advanced Micro Devices, Inc.",335766814720,31353620,0.93,-3.58,-4.66,-14.94,-18.83,-4.37,25.06,79.77,40.71,113.19,101.02,268.28
14,NFLX,"Netflix, Inc.",321789755392,72683171,2.26,-4.72,-6.89,-5.1,-9.19,-19.11,-34.22,-37.39,10.93,144.66,23.72,80.01
15,PLTR,Palantir Technologies Inc.,307773145088,73428117,2.39,-4.83,-9.64,-18.21,-22.16,-28.59,-25.39,4.65,325.33,1518.17,430.74,
16,CSCO,"Cisco Systems, Inc.",296332099584,68015496,2.3,-12.32,-13.57,-9.76,0.9,-2.59,11.01,19.71,56.34,62.93,55.0,112.85
17,LRCX,Lam Research Corporation,290507161600,10259601,0.35,-1.63,0.88,0.52,4.8,33.09,58.89,177.23,191.68,361.56,325.8,808.14
18,AMAT,"Applied Materials, Inc.",260650205184,9081472,0.35,-3.38,-0.66,3.05,3.01,26.32,51.26,103.9,72.36,174.02,164.11,564.84
19,TMUS,"T-Mobile US, Inc.",240120987648,15646532,0.65,2.45,8.61,8.6,15.8,5.34,-6.31,-10.71,9.0,57.03,75.3,146.46
20,INTC,Intel Corporation,232175894528,87847804,3.78,-3.75,-7.48,-5.62,-14.43,24.61,26.2,126.18,137.02,57.79,-6.31,-12.75
