Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,AAPL,Apple Inc.,3729823629312,43606216,0.12,1.61,1.54,5.03,9.67,6.75,13.26,43.74,31.37,42.88,132.45,501.52
2,NVDA,NVIDIA Corporation,3399456915456,181048875,0.53,-2.55,-4.35,2.57,-2.23,-1.92,27.12,47.25,237.75,396.59,1164.69,3493.41
3,MSFT,Microsoft Corporation,3316105084928,18892889,0.06,0.55,1.97,5.44,7.69,4.38,7.34,4.61,34.35,43.77,114.16,330.67
4,AMZN,"Amazon.com, Inc.",2377336487936,46613632,0.2,-0.41,3.63,9.89,11.59,20.37,22.83,26.4,75.21,36.85,45.31,179.22
5,GOOGL,Alphabet Inc.,2156594987008,25109749,0.12,0.49,0.69,3.75,1.79,6.23,2.95,16.74,46.45,24.45,137.4,218.79
5,GOOG,Alphabet Inc.,2155909218304,19056340,0.09,0.46,0.69,3.79,1.96,6.17,2.95,17.11,46.79,25.48,141.09,224.05
6,META,"Meta Platforms, Inc.",1548951355392,11408467,0.07,-1.64,-0.03,7.8,10.74,7.03,23.39,20.64,115.72,84.67,144.25,284.54
7,TSLA,"Tesla, Inc.",1251249356800,94607276,0.76,0.15,8.9,17.09,21.54,44.8,79.74,128.17,52.12,5.71,293.73,1907.64
8,AVGO,Broadcom Inc.,835753607168,20585603,0.25,-0.33,4.91,12.07,8.55,3.43,22.11,33.06,115.45,206.96,522.87,659.86
9,COST,Costco Wholesale Corporation,437695053824,1786481,0.04,-0.48,-0.31,2.74,8.91,10.99,21.09,35.03,91.44,96.04,224.27,402.96
10,NFLX,"Netflix, Inc.",390564085760,3325598,0.09,-2.25,0.29,4.14,10.89,21.07,46.23,45.49,112.57,70.08,83.24,155.96
11,ASML,ASML Holding N.V. - New York Re,279762141184,1239621,0.04,-0.35,-1.86,5.38,7.27,-0.5,-19.86,-27.45,-1.18,-1.84,100.59,311.44
