Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4450875342848,161438894,0.36,-2.21,-3.04,4.95,-2.59,-1.98,-1.47,35.63,55.53,611.22,828.37,2484.65
2,AAPL,Apple Inc.,3759435415552,56134274,0.15,-2.27,-6.54,-7.4,3.22,-5.83,-0.16,28.01,12.04,67.41,88.14,284.9
3,GOOG,Alphabet Inc.,3701923905536,20195224,0.05,-1.08,-3.96,-8.2,-6.82,-2.48,21.75,76.99,88.47,200.91,130.49,383.14
3,GOOGL,Alphabet Inc.,3698295046144,38422521,0.1,-1.06,-4.04,-8.2,-6.77,-2.33,22.16,77.86,90.18,203.12,130.46,384.64
4,MSFT,Microsoft Corporation,2982761988096,33811314,0.11,-0.13,-2.89,-3.11,-13.87,-17.02,-23.93,-11.94,-1.94,46.69,46.77,145.9
5,AMZN,"Amazon.com, Inc.",2133994766336,65715387,0.31,-0.41,-3.95,-14.68,-16.88,-13.88,-10.01,-2.9,15.5,100.9,24.64,65.7
6,META,"Meta Platforms, Inc.",1618333794304,12292279,0.08,-1.55,-4.61,-4.37,-2.88,-3.08,-10.53,-0.37,24.06,229.35,97.48,247.99
7,TSLA,"Tesla, Inc.",1566415126528,51268269,0.33,0.09,-1.83,2.82,-7.04,-7.18,-7.9,16.96,102.37,131.74,60.24,787.38
8,AVGO,Broadcom Inc.,1541719982080,18334022,0.12,-1.81,-4.49,5.56,1.6,-6.05,-2.89,36.62,110.33,439.0,642.26,1335.33
9,WMT,Walmart Inc.,1067485036544,24108769,0.23,0.19,5.67,4.6,13.73,20.18,30.64,38.29,77.27,197.66,213.04,238.57
10,ASML,ASML Holding N.V. - New York Re,545972387840,1244741,0.02,-0.02,-0.5,5.18,1.4,31.65,35.24,89.49,60.55,127.94,106.08,413.7
11,MU,"Micron Technology, Inc.",463327133696,33299259,0.72,-0.56,10.29,8.5,3.01,44.23,115.66,328.85,333.2,637.11,496.61,863.93
12,COST,Costco Wholesale Corporation,452162027520,2659599,0.06,1.96,4.86,4.1,3.72,18.27,12.12,0.95,15.78,117.79,143.44,264.5
13,AMD,"Advanced Micro Devices, Inc.",338016796672,25865008,0.77,0.67,-2.93,3.56,-20.16,-3.19,1.77,83.7,42.5,111.9,106.62,270.88
14,NFLX,"Netflix, Inc.",326074073088,36628897,1.12,1.33,-6.5,-4.1,-10.74,-18.01,-33.92,-36.39,11.01,153.28,27.41,80.15
15,PLTR,Palantir Technologies Inc.,313207357440,45947395,1.47,1.77,-5.81,-5.83,-22.52,-26.07,-26.8,6.18,323.9,1567.64,467.16,
16,CSCO,"Cisco Systems, Inc.",303641624576,42862221,1.41,2.47,-10.94,-5.31,3.03,0.3,12.12,23.45,58.48,66.71,60.41,118.83
17,LRCX,Lam Research Corporation,295832748032,9897656,0.33,1.83,3.94,12.27,8.07,37.59,58.17,182.11,199.93,376.34,349.04,852.18
18,AMAT,"Applied Materials, Inc.",281699680256,15696294,0.56,8.08,7.85,19.26,10.09,38.1,58.82,120.7,86.19,196.7,194.4,635.61
19,TMUS,"T-Mobile US, Inc.",245512208384,7873651,0.32,2.25,10.06,8.78,17.99,8.11,-1.94,-8.0,12.18,59.5,81.09,151.5
20,INTC,Intel Corporation,233724411904,69518705,2.97,0.67,-0.72,-3.72,3.82,26.8,27.88,129.7,132.44,60.82,-4.99,-10.6
21,PEP,"Pepsico, Inc.",226896429056,9285610,0.41,-0.75,-0.62,-0.14,14.77,15.62,19.94,30.91,1.9,3.91,26.09,51.94
22,LIN,Linde plc,225545486336,4345944,0.19,1.72,4.45,1.62,6.52,12.81,3.04,5.05,3.74,50.8,72.97,187.76
23,TXN,Texas Instruments Incorporated,205494190080,5007074,0.24,1.42,2.37,1.45,17.76,31.21,26.32,25.62,12.07,40.88,35.47,142.78
24,AMGN,Amgen Inc.,198993412096,2413599,0.12,1.52,1.95,1.52,7.83,13.58,27.29,35.57,16.89,76.5,101.3,90.98
25,KLAC,KLA Corporation,192375455744,1008766,0.05,0.92,2.33,12.0,-3.22,20.5,28.68,89.04,86.08,287.62,365.37,881.74
26,GILD,"Gilead Sciences, Inc.",192280526848,6785575,0.35,2.09,5.26,5.98,14.01,26.27,37.35,45.89,104.09,120.67,169.27,148.91
27,ISRG,"Intuitive Surgical, Inc.",172536479744,1980959,0.11,1.51,-1.88,1.54,-7.28,-14.22,8.04,-12.05,-0.27,104.31,50.18,184.0
28,ADI,"Analog Devices, Inc.",165062410240,3441799,0.21,1.73,3.67,5.2,10.31,24.3,39.5,58.23,49.62,90.19,121.12,266.78
29,HON,Honeywell International Inc.,162658664448,5329694,0.33,0.65,-0.81,2.56,8.99,23.73,23.27,15.3,26.73,47.18,30.73,114.33
30,QCOM,QUALCOMM Incorporated,150273949696,11499770,0.77,1.61,0.44,-5.5,-9.7,-17.74,-16.13,-3.06,-14.24,23.99,21.92,116.02
31,SHOP,Shopify Inc.,147082919936,18064257,1.23,1.84,-11.43,-1.16,-18.27,-29.99,-31.49,5.22,53.81,152.24,-14.29,81.63
32,PDD,PDD Holdings Inc.,142362148864,6152844,0.43,0.06,-4.88,-1.81,-5.73,-11.56,-25.35,2.45,7.34,9.07,17.87,103.95
33,PANW,"Palo Alto Networks, Inc.",134908043264,11389335,0.84,2.54,0.87,0.14,-7.34,-9.36,-21.46,-11.1,-6.79,76.55,113.34,421.47
34,BKNG,Booking Holdings Inc. Common St,134196379648,594512,0.04,-0.44,-3.28,-10.13,-18.79,-22.68,-23.46,-23.97,7.64,72.41,71.1,209.44
35,ARM,Arm Holdings plc,133047181312,4411374,0.33,2.53,-0.53,19.43,7.93,14.61,-19.81,-7.57,-5.04,,,
36,APP,Applovin Corporation,131988324352,8995828,0.68,6.44,-17.42,0.83,-25.53,-42.04,-33.47,0.07,326.32,2788.68,443.34,
37,VRTX,Vertex Pharmaceuticals Incorpor,126008320000,2916734,0.23,5.69,6.04,4.45,4.92,8.41,21.98,10.42,-0.38,66.17,177.04,83.45
38,CMCSA,Comcast Corporation,115037749248,28486261,2.48,-0.79,-2.29,3.51,7.75,14.02,9.62,0.37,-9.7,3.28,-31.9,9.78
39,INTU,Intuit Inc.,111192956928,4884758,0.44,0.36,-5.22,-10.38,-29.18,-39.59,-40.18,-46.79,-35.22,-1.54,-21.74,60.55
40,ADBE,Adobe Inc.,110497841152,5704396,0.52,0.56,-0.26,-5.63,-12.32,-24.58,-24.61,-35.97,-53.66,-26.29,-52.74,-21.29
41,CRWD,"CrowdStrike Holdings, Inc.",108311576576,3531346,0.33,4.4,3.93,3.44,-5.05,-8.35,-13.37,-8.36,58.15,222.75,79.86,523.48
42,SBUX,Starbucks Corporation,106854948864,8946190,0.84,-2.44,-3.21,-2.66,-3.3,12.09,15.79,11.28,2.78,2.34,-6.36,42.81
