Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4342817226752,162047260,0.37,1.99,3.46,-2.48,-2.38,-5.22,-7.79,11.69,34.51,563.44,507.82,1932.58
2,AAPL,Apple Inc.,3712989790208,27690948,0.07,0.39,1.87,-0.08,-3.77,-7.7,-7.54,20.66,12.63,56.5,74.53,222.47
3,GOOGL,Alphabet Inc.,3519380193280,29331608,0.08,0.17,-3.35,-4.79,-3.96,-8.61,1.61,67.23,78.01,182.84,101.06,306.76
3,GOOG,Alphabet Inc.,3503170256896,21787018,0.06,0.13,-3.08,-4.87,-4.5,-9.05,0.89,65.7,75.77,179.53,99.12,305.73
4,MSFT,Microsoft Corporation,2757709529088,30437226,0.11,-0.46,-2.84,-7.23,-8.43,-10.01,-27.11,-24.85,-9.48,28.59,16.4,110.65
5,AMZN,"Amazon.com, Inc.",2272690176000,35103651,0.15,2.16,3.09,-0.01,-2.36,2.3,-13.3,-3.49,15.87,101.67,21.6,71.26
6,AVGO,Broadcom Inc.,1511565426688,19852634,0.13,0.16,2.89,-1.67,0.61,-6.16,-9.89,17.97,78.85,438.4,532.5,1125.08
7,META,"Meta Platforms, Inc.",1504807223296,12161179,0.08,0.33,0.21,-5.19,-10.83,-11.23,-2.16,-17.26,0.82,186.32,82.99,157.63
8,TSLA,"Tesla, Inc.",1448251097088,54787532,0.38,0.76,4.89,-2.43,-4.92,-9.23,-10.37,29.6,57.85,151.02,8.42,556.71
9,WMT,Walmart Inc.,981083881472,16591251,0.17,0.83,3.39,-2.13,-3.52,-2.67,19.45,27.56,56.53,153.23,163.62,221.96
10,ASML,ASML Holding N.V. - New York Re,547323019264,1600140,0.03,-0.4,5.82,1.33,-0.39,-1.4,34.55,76.52,71.35,135.0,77.56,337.9
11,COST,Costco Wholesale Corporation,432710516736,955322,0.02,0.11,0.26,-2.68,-3.17,0.37,6.8,-0.7,10.35,105.26,102.55,246.17
12,MU,"Micron Technology, Inc.",430895890432,54422637,1.26,-3.4,-9.65,-13.52,-4.66,2.37,56.08,207.41,274.33,534.0,432.71,736.41
13,NFLX,"Netflix, Inc.",391441547264,29491408,0.75,1.5,0.5,-3.07,-6.47,12.25,-20.28,-27.64,27.85,187.34,42.65,115.96
14,PLTR,Palantir Technologies Inc.,370614075392,37993457,1.03,0.12,2.84,1.47,1.16,11.07,-15.86,10.92,273.85,1902.07,588.1,
15,AMD,"Advanced Micro Devices, Inc.",359130595328,47234598,1.32,7.26,9.41,12.05,9.01,3.14,-14.92,59.82,27.47,156.31,57.48,311.41
16,CSCO,"Cisco Systems, Inc.",323318087680,22184091,0.69,1.2,5.38,3.71,1.19,-5.17,11.23,20.67,60.04,90.01,60.34,106.82
17,LRCX,Lam Research Corporation,293220188160,8303586,0.28,-2.26,2.23,6.4,4.69,3.14,45.03,134.98,192.06,383.12,304.68,818.8
18,AMAT,"Applied Materials, Inc.",293111857152,5036375,0.17,-1.24,3.44,6.69,3.24,12.38,60.59,90.57,86.37,243.6,155.35,596.52
19,TMUS,"T-Mobile US, Inc.",236407554048,3897851,0.16,0.05,1.39,-1.61,-3.8,6.49,0.35,-9.23,2.51,48.25,83.88,118.93
20,INTC,Intel Corporation,235672518656,96305667,4.09,7.08,7.55,3.1,3.51,0.11,24.52,100.0,102.32,66.4,0.22,-14.8
21,LIN,Linde plc,228147478528,1901545,0.08,2.61,0.86,-1.02,-1.04,7.27,15.58,5.84,6.97,40.23,55.49,158.55
22,PEP,"Pepsico, Inc.",207466512384,4586692,0.22,0.76,1.13,-3.8,-6.61,-8.32,7.06,15.59,-5.79,-10.96,6.51,37.66
23,KLAC,KLA Corporation,202846109696,723861,0.04,-1.43,3.01,7.34,4.6,8.04,29.15,68.82,99.43,344.05,299.86,827.73
24,AMGN,Amgen Inc.,190792204288,1831434,0.1,1.58,1.76,-3.36,-6.68,-2.27,6.73,21.83,16.76,62.82,91.37,88.98
25,TXN,Texas Instruments Incorporated,179151880192,4344926,0.24,1.1,5.12,1.36,-2.78,-10.93,21.44,-7.09,1.79,30.96,19.26,88.73
26,GILD,"Gilead Sciences, Inc.",171608817664,5052129,0.29,0.11,0.77,-4.79,-6.19,-5.56,13.42,26.9,69.15,82.78,142.44,137.1
27,ISRG,"Intuitive Surgical, Inc.",166922649600,1426703,0.09,-0.41,-1.67,-2.79,-6.23,-5.08,-17.9,-10.87,-2.25,59.34,30.74,143.17
28,ARM,Arm Holdings plc,166808125440,29484555,1.77,16.38,18.68,29.06,26.56,24.71,5.59,6.28,9.38,,,
29,ADI,"Analog Devices, Inc.",157216391168,2166784,0.14,0.06,4.07,3.57,-5.7,-0.65,34.27,32.76,43.75,87.49,92.45,204.72
30,SHOP,Shopify Inc.,154548011008,8123228,0.53,1.95,1.4,-6.45,-8.66,-6.93,-24.38,5.28,43.4,155.38,-19.66,51.92
31,APP,Applovin Corporation,147581566976,2932698,0.2,0.18,-1.29,-3.66,-9.55,-7.66,-25.33,26.67,204.29,2639.59,356.17,
32,PDD,PDD Holdings Inc.,145669931008,19525302,1.34,4.61,6.67,-1.18,1.4,-2.67,-24.57,-3.48,-29.17,57.5,18.61,52.47
33,HON,Honeywell International Inc.,143529213952,4562978,0.32,1.9,1.94,-3.72,-8.2,-6.75,13.23,1.52,19.43,33.82,16.29,81.57
34,QCOM,QUALCOMM Incorporated,139219681280,6664694,0.48,1.31,0.35,0.74,-5.97,-6.36,-25.37,-16.83,-18.95,22.26,-9.89,75.66
35,BKNG,Booking Holdings Inc. Common St,136598855680,236674,0.02,-1.23,-2.0,-1.29,-0.14,-0.79,-17.78,-25.39,1.25,66.2,67.99,160.84
36,PANW,"Palo Alto Networks, Inc.",125027524608,6329112,0.51,-2.54,-5.97,-8.5,-3.37,-7.43,-27.05,-24.89,-13.71,66.73,84.16,283.27
37,INTU,Intuit Inc.,118784073728,2170833,0.18,-1.29,-6.3,-5.63,-3.02,1.3,-35.14,-45.1,-29.7,5.04,-27.34,54.19
