Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,MSFT,Microsoft Corporation,2635791859712,34995691,0.13,-0.92,-4.97,-6.4,-7.55,-10.89,-15.17,-18.41,8.91,34.97,71.85,176.66
2,AAPL,Apple Inc.,2590110646272,119908881,0.46,-4.98,-15.14,-20.87,-18.93,-30.21,-25.88,-22.87,0.4,13.23,52.13,261.31
3,NVDA,NVIDIA Corporation,2349719879680,468737984,1.99,-1.37,-5.4,-12.19,-16.57,-23.94,-29.19,-18.32,124.19,448.18,629.76,2434.79
4,AMZN,"Amazon.com, Inc.",1808603414528,86992585,0.48,-2.62,-4.34,-11.45,-11.49,-19.8,-15.28,-6.81,34.85,56.77,7.16,79.51
5,GOOGL,Alphabet Inc.,1777393467392,52030797,0.29,-1.4,-3.99,-6.24,-9.94,-17.42,-13.49,-18.26,6.51,27.1,64.83,163.1
5,GOOG,Alphabet Inc.,1770437214208,34864314,0.2,-1.78,-3.96,-6.07,-9.89,-17.27,-13.29,-18.0,6.8,28.53,66.28,166.9
6,META,"Meta Platforms, Inc.",1293306691584,27660377,0.21,-1.12,-3.98,-11.49,-12.35,-22.3,-9.52,7.34,63.32,159.48,86.09,172.12
7,AVGO,Broadcom Inc.,733645242368,58545650,0.8,1.23,1.31,-7.74,-17.05,-22.73,-4.79,0.06,84.8,186.06,344.89,567.32
8,TSLA,"Tesla, Inc.",713617113088,169290963,2.37,-4.9,-16.99,-15.82,-1.53,-26.73,-34.48,-7.25,4.61,-16.81,15.95,1380.78
9,COST,Costco Wholesale Corporation,403196936192,3458758,0.09,0.07,-6.03,-2.25,1.19,-13.92,-5.32,8.84,69.76,88.71,153.15,278.42
10,NFLX,"Netflix, Inc.",372319682560,5525767,0.15,0.3,-5.09,-6.79,-6.41,-10.93,0.56,37.43,113.94,389.92,79.46,143.73
11,TMUS,"T-Mobile US, Inc.",281210585088,6000449,0.21,-0.15,-8.06,-7.03,-5.53,-8.66,3.37,36.68,82.85,104.77,95.64,229.49
12,ASML,ASML Holding N.V. - New York Re,236797116416,2578201,0.11,-3.32,-4.47,-11.74,-18.57,-18.46,-13.02,-33.38,2.13,16.17,45.43,220.5
13,AZN,Astrazeneca PLC,216302616576,12340669,0.57,-1.35,-12.2,-12.05,-15.79,-13.93,-0.86,-15.85,6.66,8.67,37.33,83.31
14,CSCO,"Cisco Systems, Inc.",211605241856,34262821,1.62,-2.24,-7.19,-12.02,-11.2,-16.69,-8.22,14.8,6.64,17.91,43.31,13.97
15,LIN,Linde plc,195468705792,3638839,0.19,-2.94,-11.53,-9.97,-10.28,-11.29,-8.72,-6.2,15.22,43.77,73.72,120.53
16,PEP,"Pepsico, Inc.",192394788864,9411533,0.49,-2.02,-7.31,-6.01,-5.83,-9.51,-12.45,-15.07,-8.05,-10.62,10.94,25.48
17,PLTR,Palantir Technologies Inc.,181343223808,133793929,7.38,-0.67,-7.51,-9.94,-7.83,-11.98,19.6,170.54,377.28,960.63,166.16,
18,ISRG,"Intuitive Surgical, Inc.",163957391360,3093545,0.19,-1.29,-7.48,-6.96,-5.44,-20.24,-14.71,0.58,67.88,116.49,89.01,165.41
19,INTU,Intuit Inc.,152101289984,2752506,0.18,-2.19,-9.1,-9.16,-9.17,-2.08,-14.13,-14.24,8.77,49.3,59.4,118.81
20,AMGN,Amgen Inc.,150557081600,4069515,0.27,-3.26,-9.55,-8.7,-12.05,-11.21,-3.9,-13.44,7.43,27.96,45.37,83.72
21,ADBE,Adobe Inc.,144907993088,6321941,0.44,-0.21,-7.42,-11.85,-13.13,-23.32,-34.46,-38.29,-37.08,-13.49,-27.67,22.84
22,QCOM,QUALCOMM Incorporated,137873965056,14935774,1.08,-3.9,-10.59,-18.37,-20.24,-22.26,-20.67,-31.99,18.37,-2.42,-4.83,97.65
23,BKNG,Booking Holdings Inc. Common St,136647409664,339197,0.02,-1.9,-6.43,-10.14,-6.87,-17.11,-18.19,5.6,49.3,105.85,103.98,132.71
24,TXN,Texas Instruments Incorporated,132857126912,13797312,1.04,-5.19,-11.08,-17.2,-18.63,-26.99,-27.52,-25.15,4.34,-5.9,4.2,54.3
25,PDD,PDD Holdings Inc.,130516615168,22449528,1.72,-6.03,-17.32,-21.98,-25.88,-21.14,-6.66,-29.36,-9.8,164.29,-30.85,349.88
26,GILD,"Gilead Sciences, Inc.",128639754240,11190926,0.87,-2.21,-8.19,-7.69,-6.39,-6.83,15.8,45.76,40.72,87.74,108.18,90.4
27,AMD,"Advanced Micro Devices, Inc.",127062310912,68414047,5.38,-6.49,-16.62,-24.23,-24.44,-24.77,-44.58,-48.4,-21.8,-11.86,-9.8,156.85
28,CMCSA,Comcast Corporation,124168691712,31168455,2.51,-1.88,-8.06,-9.51,-7.98,-7.57,-22.65,-16.0,-19.84,-10.7,-28.52,-11.63
29,VRTX,Vertex Pharmaceuticals Incorpor,121437347840,2176984,0.18,-0.46,-2.4,-4.12,-7.78,-1.66,2.31,-3.91,28.48,96.69,116.58,165.47
30,HON,Honeywell International Inc.,118844186624,6727850,0.57,-2.45,-11.53,-13.06,-12.82,-13.28,-20.28,-13.45,4.63,0.02,-4.07,17.17
31,ADP,"Automatic Data Processing, Inc.",112605626368,3109836,0.28,-1.59,-9.37,-8.0,-6.48,-11.21,-8.2,13.82,18.62,38.87,74.4,85.79
32,AMAT,"Applied Materials, Inc.",104772403200,16240608,1.55,-2.93,-4.83,-11.1,-15.99,-22.1,-25.95,-38.26,-2.74,23.58,64.7,222.67
33,PANW,"Palo Alto Networks, Inc.",100990107648,13703884,1.36,0.06,-7.65,-11.71,-16.7,-18.87,-21.05,-7.81,23.92,89.07,207.84,345.67
34,MELI,"MercadoLibre, Inc.",92579028992,620435,0.07,1.75,-6.14,-10.84,-8.82,-15.79,-13.04,10.67,54.74,135.8,23.36,193.23
35,SBUX,Starbucks Corporation,90522263552,20463914,2.26,-0.39,-9.71,-18.46,-18.92,-30.46,-21.33,2.32,-12.25,18.98,-11.05,8.47
36,ARM,Arm Holdings plc,90454278144,8392354,0.93,-3.17,-12.18,-20.39,-28.32,-37.22,-38.56,-47.48,70.92,,,
37,MDLZ,"Mondelez International, Inc.",82992283648,12416255,1.5,-1.79,-5.66,-4.74,-0.22,-2.08,0.12,-1.53,4.16,4.7,24.02,34.97
38,ADI,"Analog Devices, Inc.",82376654848,7637864,0.93,-3.06,-8.18,-17.6,-20.59,-29.11,-25.07,-27.27,4.01,12.93,32.31,67.88
39,CRWD,"CrowdStrike Holdings, Inc.",80568639488,5234638,0.65,0.21,-6.43,-8.98,-10.49,-14.41,-10.62,6.58,81.51,114.01,116.75,324.89
40,APP,Applovin Corporation,79985319936,10344573,1.29,1.32,-10.19,-13.62,-15.62,-37.6,-26.38,187.63,525.08,711.59,,
41,KLAC,KLA Corporation,79667085312,2700393,0.34,-0.85,-3.43,-11.0,-15.56,-17.31,-6.8,-20.84,31.42,91.78,152.56,479.52
42,INTC,Intel Corporation,79057485824,161428717,20.42,-7.36,-19.17,-20.17,-30.05,-21.14,-27.1,-44.68,-45.54,-56.26,-57.38,-56.08
43,LRCX,Lam Research Corporation,77340516352,19475496,2.52,-3.14,-7.62,-17.02,-22.12,-24.73,-17.76,-33.9,1.56,34.5,38.49,248.85
44,CTAS,Cintas Corporation,76763947008,3732837,0.49,-0.23,-7.2,-6.45,-1.71,-7.63,-14.93,0.62,53.5,103.79,114.88,237.96
45,ORLY,"O'Reilly Automotive, Inc.",75282702336,588790,0.08,-1.4,-8.79,-6.63,-1.76,-2.33,6.17,26.11,49.68,114.97,196.12,241.32
46,MU,"Micron Technology, Inc.",73245540352,40128653,5.48,-4.14,-11.84,-25.8,-35.48,-29.6,-37.11,-42.43,-1.32,-3.09,5.69,95.51
47,DASH,"DoorDash, Inc.",69630910464,4574202,0.66,-0.33,-4.74,-9.23,-10.51,-13.34,-7.45,56.22,121.56,141.86,,
