Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4435176587264,206465519,0.47,2.99,-6.69,-2.88,-1.58,-2.44,-0.08,27.77,53.27,557.49,722.86,2303.46
2,AAPL,Apple Inc.,3890834833408,41576035,0.11,0.2,-3.47,1.59,-4.73,2.62,1.14,33.58,19.76,62.86,84.87,260.7
3,GOOGL,Alphabet Inc.,3707972354048,34310346,0.09,-1.68,-2.04,1.21,-5.06,-7.89,19.56,73.1,95.65,197.73,116.31,351.09
3,GOOG,Alphabet Inc.,3706036944896,21789144,0.06,-1.63,-2.13,0.92,-5.18,-8.04,19.27,71.62,94.42,196.79,115.9,349.75
4,MSFT,Microsoft Corporation,2962173984768,32492755,0.11,1.48,-0.51,0.02,-0.42,-12.53,-22.56,-15.18,-6.36,41.52,34.6,128.52
5,AMZN,"Amazon.com, Inc.",2237050126336,43408687,0.19,-0.77,-1.07,1.72,-0.92,-12.51,-3.74,-2.26,11.74,101.75,20.92,76.03
6,META,"Meta Platforms, Inc.",1653216247808,9725792,0.06,0.83,-0.02,1.36,-1.19,5.28,-10.66,-5.63,25.19,210.52,96.26,211.52
7,TSLA,"Tesla, Inc.",1513430843392,52697218,0.35,0.2,-3.37,-2.04,-1.89,-8.04,-9.86,23.55,75.14,94.41,39.06,675.58
8,AVGO,Broadcom Inc.,1511612874752,20355255,0.13,-0.23,-4.06,-4.54,-4.24,-7.05,-8.54,26.82,92.99,416.06,588.14,1260.95
9,WMT,Walmart Inc.,1013349351424,16191673,0.16,-0.66,1.07,1.79,-3.11,6.63,18.97,33.25,59.55,167.14,184.68,237.42
10,ASML,ASML Holding N.V. - New York Re,558965391360,1478099,0.03,-1.86,-6.75,-2.43,0.88,7.05,37.02,82.58,76.68,114.75,88.64,399.67
11,MU,"Micron Technology, Inc.",464463921152,29942178,0.64,0.07,-3.81,-1.12,4.56,22.59,99.66,256.36,354.97,593.85,527.95,807.81
12,COST,Costco Wholesale Corporation,445187457024,1620696,0.04,-0.79,0.81,1.51,0.16,4.81,7.27,0.88,10.19,109.91,128.05,258.04
13,NFLX,"Netflix, Inc.",411845033984,79614084,1.93,0.88,17.4,26.09,18.11,10.27,-21.61,-20.41,39.28,181.03,52.19,122.41
