Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4292132732928,163004877,0.38,0.73,-4.08,-3.87,-1.44,-12.93,-2.47,60.78,43.77,915.52,756.15,2602.96
2,AAPL,Apple Inc.,4067898949632,49752479,0.12,-1.5,-1.68,-2.35,0.97,1.48,24.84,26.23,25.29,105.79,90.87,293.43
3,GOOG,Alphabet Inc.,3734059614208,21692668,0.06,-0.39,-3.64,-2.79,3.29,9.83,57.03,98.75,66.81,239.55,127.57,348.9
3,GOOGL,Alphabet Inc.,3733198209024,29036024,0.08,-0.35,-3.74,-2.9,2.92,9.68,57.08,100.27,67.45,240.81,127.92,348.02
4,MSFT,Microsoft Corporation,3529416114176,23099397,0.07,-0.78,-0.78,-1.25,0.57,-8.13,-8.51,26.02,4.54,106.17,70.13,196.73
5,AMZN,"Amazon.com, Inc.",2379000578048,45945359,0.19,-1.61,-3.99,-2.87,0.84,-8.88,-0.26,15.47,11.27,133.12,31.84,125.62
6,META,"Meta Platforms, Inc.",1632066863104,15196370,0.09,0.59,-0.32,-2.04,9.05,-0.05,-14.88,12.52,27.71,390.18,79.64,231.37
7,AVGO,Broadcom Inc.,1604706762752,64512477,0.4,-5.59,-17.72,-10.82,-0.11,-8.07,12.06,101.75,107.71,517.68,661.13,1294.62
8,TSLA,"Tesla, Inc.",1580795035648,113688935,0.72,,5.29,4.57,21.53,4.11,47.49,80.35,105.53,269.09,99.53,791.31
9,PLTR,Palantir Technologies Inc.,436764704768,32402851,0.74,-0.17,-2.48,3.0,18.34,-8.59,0.58,113.45,609.45,2555.8,713.72,
10,ASML,ASML Holding N.V. - New York Re,422234783744,1262675,0.03,0.64,-2.81,-2.01,12.54,2.7,52.81,62.46,5.24,71.4,42.78,303.46
11,NFLX,"Netflix, Inc.",397333790720,39127688,0.98,-1.49,1.14,-9.16,-10.1,-16.19,-20.56,0.41,37.98,187.35,78.65,160.41
12,COST,Costco Wholesale Corporation,382018945024,4754992,0.12,-2.7,-1.58,-3.94,-4.28,-5.58,-11.83,-7.05,0.94,87.0,104.0,208.09
13,AMD,"Advanced Micro Devices, Inc.",337948868608,26881069,0.8,-1.52,-6.25,-3.89,1.86,-18.95,20.41,101.1,26.33,194.31,84.76,336.37
14,CSCO,"Cisco Systems, Inc.",309173157888,14821685,0.48,0.58,-2.49,0.63,2.83,7.03,12.62,31.0,72.53,80.69,59.07,117.87
15,AZN,Astrazeneca PLC,283887894528,5852986,0.21,1.93,0.05,1.7,0.62,11.12,23.64,24.94,22.21,37.62,72.35,124.18
16,MU,"Micron Technology, Inc.",267270569984,25690664,0.96,-1.51,-9.94,4.79,14.53,6.14,112.43,169.31,80.23,326.22,198.59,367.02
17,APP,Applovin Corporation,228374495232,3767818,0.16,0.67,-4.0,-1.26,29.77,5.94,54.38,147.88,706.84,6209.95,967.45,
18,TMUS,"T-Mobile US, Inc.",220762193920,5071289,0.23,0.51,0.43,-5.7,-5.89,-6.15,-18.57,-25.05,11.45,39.17,43.06,114.68
19,AMAT,"Applied Materials, Inc.",208138764288,6184774,0.3,0.79,-5.04,-3.03,16.63,12.3,43.34,81.5,10.03,144.68,91.07,368.29
20,SHOP,Shopify Inc.,208099606528,6730127,0.32,-2.64,-5.09,-1.52,8.15,-8.06,5.81,65.34,141.98,308.09,3.43,242.69
21,LRCX,Lam Research Corporation,207187607552,10133714,0.49,2.35,-2.35,4.59,15.37,4.52,66.31,127.66,55.5,263.11,167.55,503.58
22,PEP,"Pepsico, Inc.",207031861248,8024709,0.39,0.38,1.02,3.94,4.35,4.52,7.14,4.43,-2.3,-2.72,12.61,28.69
23,ISRG,"Intuitive Surgical, Inc.",200574779392,2921068,0.15,3.17,0.65,-1.6,-0.37,4.72,19.09,13.76,27.51,118.26,64.71,200.54
24,LIN,Linde plc,195530588160,4793671,0.25,0.18,6.19,3.28,1.4,0.05,-10.56,-8.26,-1.15,33.71,45.44,125.35
25,QCOM,QUALCOMM Incorporated,193421541376,6931367,0.36,0.54,-1.62,2.82,10.33,-0.4,24.2,19.36,-7.48,57.23,34.64,155.24
26,INTU,Intuit Inc.,182240641024,1706508,0.09,-2.43,-1.18,-1.28,-1.29,-1.94,-13.89,9.84,0.72,72.6,25.02,138.51
27,INTC,Intel Corporation,178922684416,57854162,3.23,-0.79,-8.02,-7.38,8.72,-6.2,89.73,65.17,21.49,35.02,-24.43,-29.16
28,BKNG,Booking Holdings Inc. Common St,176883433472,364314,0.02,2.94,3.42,8.77,14.68,7.69,0.84,18.4,40.96,141.55,151.26,221.27
29,AMGN,Amgen Inc.,175173140480,3874574,0.22,2.38,3.15,-4.37,-3.62,9.78,16.01,8.55,9.71,35.42,60.4,84.69
30,TXN,Texas Instruments Incorporated,161799143424,8944758,0.55,-0.81,-2.04,-1.19,11.65,10.23,-3.42,3.44,-6.18,12.17,4.4,77.11
31,KLAC,KLA Corporation,161328037888,1053577,0.07,2.61,-1.11,1.41,11.67,1.52,34.84,83.02,47.93,203.98,263.43,788.56
32,PDD,PDD Holdings Inc.,156728967168,7081576,0.45,-1.39,-4.23,-5.5,-2.51,-18.14,-3.32,-8.34,-17.54,23.28,24.41,236.59
33,ADBE,Adobe Inc.,148957822976,5420985,0.36,-1.48,2.34,6.82,8.32,3.19,3.81,-8.96,-38.15,2.88,-44.45,0.96
34,GILD,"Gilead Sciences, Inc.",148623851520,7582502,0.51,0.14,-0.63,-1.67,-4.79,0.65,10.09,9.38,83.22,58.96,104.93,115.44
35,ADI,"Analog Devices, Inc.",137318596608,3437991,0.25,0.4,-0.4,1.5,21.14,20.2,26.63,40.82,25.92,77.96,78.57,172.41
36,HON,Honeywell International Inc.,133055569920,3379453,0.25,1.96,2.81,2.72,3.91,-1.34,-2.19,1.23,1.44,9.41,0.05,41.48
37,ARM,Arm Holdings plc,131956400128,6895370,0.52,-4.98,-12.12,-11.47,-5.47,-26.76,-8.26,15.37,-23.91,,,
38,PANW,"Palo Alto Networks, Inc.",127138709504,6218550,0.49,-3.03,-3.67,-5.01,1.63,-15.6,10.58,7.59,9.2,162.39,176.31,466.25
39,CRWD,"CrowdStrike Holdings, Inc.",122890420224,2082225,0.17,-3.43,-6.17,-5.0,-0.65,-10.23,14.7,36.5,26.6,382.64,83.52,744.25
40,VRTX,Vertex Pharmaceuticals Incorpor,116839784448,1216459,0.1,0.81,2.49,-0.36,6.78,7.08,21.32,-7.51,-3.81,47.07,124.5,98.13
41,CEG,Constellation Energy Corporatio,111572525056,2443819,0.22,1.47,-1.36,-3.11,5.63,-5.16,6.41,74.53,74.81,347.21,,
42,ADP,"Automatic Data Processing, Inc.",107328471040,2490106,0.23,-0.43,2.82,2.8,5.35,2.44,-11.68,-10.45,15.62,20.84,36.46,80.09
43,CMCSA,Comcast Corporation,104157143040,36373965,3.49,3.6,2.28,3.71,3.14,1.33,-9.98,-20.72,-22.07,-19.54,-45.14,-23.54
44,MELI,"MercadoLibre, Inc.",99709190144,479638,0.05,,-0.2,-8.08,0.77,-15.49,-15.76,-3.97,23.19,84.0,10.11,212.18
45,DASH,"DoorDash, Inc.",97828044800,5001948,0.51,-0.22,3.03,2.62,19.7,-10.77,-16.24,24.3,111.24,310.38,25.18,
46,SBUX,Starbucks Corporation,97108344832,11232052,1.16,0.06,1.85,0.47,0.06,6.36,-4.87,-10.78,15.51,-12.53,-20.36,18.14
47,CDNS,"Cadence Design Systems, Inc.",86768984064,1620956,0.19,-1.48,-5.81,-5.59,5.94,-5.98,-10.13,24.05,0.52,84.64,109.82,365.2
48,SNPS,"Synopsys, Inc.",86646636544,2626549,0.3,0.38,-4.45,-1.96,17.07,0.19,-26.71,3.82,-25.42,35.46,55.07,219.83
49,MAR,Marriott International,83742023680,2162625,0.26,3.27,7.5,4.22,4.28,18.67,18.96,31.14,30.47,98.96,125.71,158.83
50,ABNB,"Airbnb, Inc.",80698777600,5349106,0.66,2.66,3.32,9.1,15.36,4.16,9.81,9.21,-14.6,30.36,-12.31,
51,ORLY,"O'Reilly Automotive, Inc.",80491511808,6495091,0.81,1.09,1.61,-4.39,-5.27,0.74,-8.05,1.32,37.61,77.26,135.83,278.19
52,REGN,"Regeneron Pharmaceuticals, Inc.",79768264704,903156,0.11,1.53,3.64,4.13,-0.43,15.61,34.82,18.59,-27.56,4.45,25.62,71.08
53,CTAS,Cintas Corporation,75936022528,2457446,0.32,0.49,1.57,2.4,1.43,3.07,-15.27,-6.69,8.31,76.63,100.44,184.92
54,WBD,"Warner Bros. Discovery, Inc. - ",73633226752,43931587,5.97,-0.9,0.61,21.07,28.23,32.34,150.51,186.5,312.64,135.98,1.75,8.35
55,MNST,Monster Beverage Corporation,73130033152,5497015,0.75,1.19,1.34,2.17,3.9,12.0,23.11,29.36,51.7,48.6,62.81,124.71
56,MRVL,"Marvell Technology, Inc.",72640544768,11886563,1.64,-0.2,-8.88,-14.19,8.79,-10.11,11.16,36.17,18.25,110.25,40.4,281.96
57,MDLZ,"Mondelez International, Inc.",70209478656,17300753,2.46,0.41,0.69,-2.76,-4.81,-5.57,-12.35,-18.1,-14.79,-9.74,-2.44,9.38
58,CSX,CSX Corporation,69313822720,18256317,2.63,-0.56,0.24,2.76,8.86,3.6,6.29,29.24,12.66,20.51,22.98,59.97
59,ADSK,"Autodesk, Inc.",62688030720,2269393,0.36,-1.12,-1.93,-3.77,1.21,-2.33,0.45,12.49,18.74,48.63,-10.5,57.61
60,FTNT,"Fortinet, Inc.",62466007040,5095786,0.82,-0.85,-0.1,-4.3,3.37,-5.68,8.26,-15.61,33.62,68.5,35.86,288.01
61,AEP,American Electric Power Company,61967695872,3030012,0.49,1.44,1.41,-1.92,-4.2,-2.97,3.44,10.97,39.32,40.36,52.36,45.25
62,ROST,"Ross Stores, Inc.",59932696576,2944647,0.49,1.2,1.35,4.3,6.15,16.22,27.59,48.08,29.65,62.2,60.72,67.41
63,TRI,Thomson Reuters Corp,59577643008,1050071,0.18,0.84,1.5,-1.41,-2.37,-13.51,-26.84,-22.07,-20.04,17.32,25.5,79.65
64,PCAR,PACCAR Inc.,59327082496,3688150,0.62,1.25,-0.46,4.11,9.68,15.18,17.51,17.74,17.36,87.55,149.91,193.73
65,NXPI,NXP Semiconductors N.V.,58447724544,2841781,0.49,,0.45,2.96,21.7,11.35,13.61,23.71,-12.4,43.68,18.14,112.15
66,PYPL,"PayPal Holdings, Inc.",58029686784,16952011,2.92,-1.49,-0.69,-1.6,0.28,-12.11,-10.76,-6.55,3.24,-21.25,-78.31,-44.48
67,WDAY,"Workday, Inc.",57378299904,4141497,0.72,-4.27,-3.52,-0.79,-4.55,-10.43,-2.75,-9.89,-5.23,30.81,-8.94,22.47
