Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4439307976704,176552775,0.4,2.72,-0.21,-1.21,-0.09,-2.67,-4.61,25.56,57.51,562.83,690.06,2183.25
2,AAPL,Apple Inc.,3819697078272,38153594,0.1,0.94,-1.01,-4.79,1.6,4.87,-3.14,32.6,14.63,62.71,78.93,246.53
3,GOOGL,Alphabet Inc.,3706036944896,29263937,0.08,2.7,1.14,-0.26,0.28,-6.51,13.93,77.16,88.35,190.2,124.74,355.3
3,GOOG,Alphabet Inc.,3701803319296,19587398,0.05,2.66,0.91,-0.3,0.07,-6.76,13.52,76.28,86.93,188.47,122.32,355.0
4,MSFT,Microsoft Corporation,3042889957376,30073894,0.1,0.11,1.04,1.91,2.25,-11.93,-22.65,-14.25,-4.84,44.82,37.89,138.74
5,AMZN,"Amazon.com, Inc.",2291798376448,54486876,0.24,0.13,-1.54,2.68,7.39,-10.73,-5.94,0.46,11.42,108.96,28.59,78.74
6,AVGO,Broadcom Inc.,1639295352832,40516706,0.25,4.62,8.89,7.48,6.33,8.03,-4.32,38.43,104.45,472.27,619.52,1382.27
7,META,"Meta Platforms, Inc.",1637608980480,13463314,0.08,0.39,-3.05,-1.46,1.19,-1.73,-13.71,-6.81,15.78,203.57,98.34,215.22
8,TSLA,"Tesla, Inc.",1496019501056,66822812,0.45,0.49,-1.79,-2.42,-4.49,-11.22,-11.88,23.79,67.34,116.08,16.7,644.43
9,WMT,Walmart Inc.,991344263168,19369207,0.2,0.44,-2.71,-0.06,-7.13,5.61,19.26,31.33,59.13,156.02,162.95,226.01
10,ASML,ASML Holding N.V. - New York Re,533002780672,1807025,0.03,5.0,-3.0,-7.27,-3.5,-2.15,28.46,79.23,72.94,110.68,79.83,371.8
11,COST,Costco Wholesale Corporation,446310678528,2346852,0.05,0.72,-0.14,1.88,-1.29,2.24,8.27,3.41,11.57,111.74,115.5,265.24
12,MU,"Micron Technology, Inc.",438183264256,35399251,0.81,5.14,-2.86,-6.31,-5.43,-2.58,76.95,220.22,330.74,523.02,479.49,772.55
13,NFLX,"Netflix, Inc.",417062584320,48540328,1.16,-0.71,-0.34,16.23,27.9,14.17,-10.17,-19.56,40.25,190.04,46.38,122.47
14,PLTR,Palantir Technologies Inc.,374129819648,47436735,1.27,-0.46,2.12,15.07,19.04,-7.77,-17.31,11.77,320.51,1764.48,515.62,
15,AMD,"Advanced Micro Devices, Inc.",330451681280,38785931,1.17,5.33,0.3,-0.49,-2.24,-21.95,-21.95,59.85,29.96,112.27,65.64,271.82
16,CSCO,"Cisco Systems, Inc.",301112918016,32844336,1.09,-3.09,-5.76,-2.42,-0.83,2.17,7.32,17.78,52.38,60.45,56.45,105.97
17,AMAT,"Applied Materials, Inc.",268986122240,9500097,0.35,4.37,-5.26,-9.79,-4.38,5.27,46.99,97.29,78.79,198.56,159.6,557.77
18,LRCX,Lam Research Corporation,265210724352,13415078,0.51,5.93,-5.31,-11.57,-10.24,-3.0,34.96,130.02,176.77,328.3,301.71,738.63
19,TMUS,"T-Mobile US, Inc.",243275186176,5228577,0.21,-1.84,-1.01,2.53,-0.43,17.48,-0.48,-0.27,11.69,50.82,95.13,138.34
20,INTC,Intel Corporation,227680239616,82674869,3.63,4.97,0.0,0.26,-2.59,1.13,15.28,112.1,108.7,43.6,0.15,-13.46
21,LIN,Linde plc,224106676224,2279427,0.1,-0.23,-3.12,-2.99,0.54,7.1,9.12,6.16,4.18,39.75,61.81,192.64
22,PEP,"Pepsico, Inc.",220866461696,6415427,0.29,1.32,-0.58,-2.75,-1.79,12.72,7.82,28.75,-0.15,-2.44,16.82,46.06
23,AMGN,Amgen Inc.,203212324864,2719880,0.13,2.01,-0.61,-0.62,2.11,10.1,31.3,33.06,17.1,65.06,109.31,90.51
24,KLAC,KLA Corporation,187772780544,1120178,0.06,6.29,-3.17,-6.25,-2.27,-5.41,17.96,64.89,90.71,283.87,336.06,765.58
25,GILD,"Gilead Sciences, Inc.",182029500416,5210387,0.29,1.88,-1.07,1.99,-5.39,7.87,22.52,37.61,81.08,95.41,154.34,137.18
26,TXN,Texas Instruments Incorporated,178632900608,7597503,0.43,1.54,-3.06,-7.73,-13.25,1.5,16.85,0.52,0.3,18.92,11.05,107.83
