Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4238791933952,224747577,0.53,5.59,1.85,0.98,-5.61,-5.71,-3.83,6.31,26.36,518.77,478.65,1887.55
2,AAPL,Apple Inc.,3730186436608,48770963,0.13,2.9,0.36,2.34,-2.7,-3.82,-5.02,22.02,10.44,52.76,71.76,214.13
3,GOOGL,Alphabet Inc.,3478613393408,42262462,0.12,5.14,2.36,-4.47,-6.34,-4.72,1.29,58.74,75.33,175.29,96.07,300.45
3,GOOG,Alphabet Inc.,3470145355776,30680107,0.09,5.02,2.18,-3.99,-6.54,-5.2,0.8,57.27,73.43,172.9,94.01,299.85
4,MSFT,Microsoft Corporation,2751243485184,44146894,0.16,3.12,1.15,-3.06,-8.77,-6.51,-24.72,-25.98,-10.65,24.07,13.15,106.31
5,AMZN,"Amazon.com, Inc.",2235761950720,57843337,0.26,3.64,0.35,1.41,-2.83,3.54,-6.42,-7.72,11.05,100.97,17.64,65.03
6,AVGO,Broadcom Inc.,1467471626240,29218942,0.2,5.49,0.03,-0.11,-9.46,-6.73,-8.74,12.95,72.12,425.98,492.46,1016.45
7,META,"Meta Platforms, Inc.",1447234633728,32156046,0.22,6.67,4.49,-3.63,-12.45,-10.43,-4.12,-20.45,-2.63,141.02,68.13,149.19
8,TSLA,"Tesla, Inc.",1394966528000,75198376,0.54,4.64,-0.1,1.03,-6.89,-9.47,-7.35,17.31,69.62,131.89,5.74,487.02
9,WMT,Walmart Inc.,990810210304,18601647,0.19,0.63,1.72,4.42,-0.47,-3.35,23.08,30.59,56.94,155.29,176.04,232.39
10,ASML,ASML Holding N.V. - New York Re,518635356160,1728067,0.03,5.33,-0.65,0.27,-4.52,-6.97,31.72,64.65,53.43,113.29,59.9,297.7
11,COST,Costco Wholesale Corporation,442284802048,2157980,0.05,-0.02,1.71,2.48,-0.09,-1.54,11.48,2.01,12.88,109.74,98.7,253.72
12,NFLX,"Netflix, Inc.",407857692672,53674277,1.32,3.42,3.03,4.72,-0.81,24.87,-15.72,-23.81,34.85,202.79,39.87,129.21
13,MU,"Micron Technology, Inc.",380993667072,72445627,1.9,4.98,-4.92,-20.08,-16.16,-15.46,47.97,185.25,213.39,452.84,350.35,545.07
14,PLTR,Palantir Technologies Inc.,349854302208,45369441,1.3,6.35,-0.87,-2.92,-3.22,9.97,-12.58,-1.92,237.05,1827.27,532.43,
15,AMD,"Advanced Micro Devices, Inc.",331674484736,41370319,1.25,3.77,-0.17,1.04,0.1,0.17,-11.66,39.11,23.09,126.26,33.44,284.05
16,CSCO,"Cisco Systems, Inc.",306565414912,24705173,0.81,0.71,-5.56,-0.08,-0.14,0.96,0.82,15.71,47.44,80.87,54.08,91.05
17,AMAT,"Applied Materials, Inc.",271247917056,8210383,0.3,5.78,0.96,-4.28,-1.18,-4.71,52.31,74.46,61.98,212.72,125.14,500.34
18,LRCX,Lam Research Corporation,268363366400,11526619,0.43,6.87,0.96,-6.44,-0.73,-9.2,49.59,115.51,152.67,321.42,253.74,667.07
19,TMUS,"T-Mobile US, Inc.",234919952384,6566190,0.28,-1.83,-0.74,0.75,-4.0,-3.9,-0.47,-6.71,-0.37,55.63,84.56,109.12
20,LIN,Linde plc,229732286464,2760454,0.12,-0.7,0.05,1.56,4.08,3.15,20.38,6.84,5.88,39.28,58.29,148.11
21,INTC,Intel Corporation,221577199616,93640573,4.23,7.14,0.07,0.59,-5.66,-4.44,28.55,89.4,88.27,51.88,-5.98,-22.25
22,PEP,"Pepsico, Inc.",212272250880,6894219,0.32,-0.98,2.96,3.5,-3.41,-3.24,6.35,17.84,-6.69,-10.63,9.49,40.25
23,KLAC,KLA Corporation,193463386112,1107050,0.06,6.5,1.47,-1.75,1.34,0.15,31.27,60.55,79.72,299.91,263.45,717.58
24,AMGN,Amgen Inc.,189670948864,3547554,0.19,0.82,-0.37,1.16,-6.28,-5.76,3.73,21.1,13.59,63.8,95.85,86.18
25,TXN,Texas Instruments Incorporated,176757358592,7208798,0.41,4.14,0.38,3.71,-1.68,-13.98,24.21,-9.76,-2.67,29.62,16.73,71.92
26,GILD,"Gilead Sciences, Inc.",172986548224,7259238,0.42,2.22,1.82,1.57,-5.65,-9.73,10.94,26.74,70.83,91.81,145.96,127.48
27,ISRG,"Intuitive Surgical, Inc.",163729670144,1943915,0.12,1.81,-1.61,-3.55,-5.12,-6.56,-15.69,-10.74,-5.46,53.04,27.66,133.33
28,ARM,Arm Holdings plc,160659144704,10090936,0.63,10.46,-2.27,14.3,25.49,19.22,11.2,4.66,-6.51,,,
29,ADI,"Analog Devices, Inc.",155317272576,4084348,0.26,4.96,1.51,2.81,-0.21,-5.44,39.17,32.07,37.79,82.2,83.23,184.22
30,SHOP,Shopify Inc.,154809024512,9808458,0.63,6.13,2.76,1.58,-8.3,4.47,-15.54,1.61,41.75,153.57,-29.2,62.34
31,PDD,PDD Holdings Inc.,145059479552,10688016,0.74,3.82,1.55,6.23,-2.56,0.34,-14.55,-0.22,-24.88,59.18,8.75,49.58
32,HON,Honeywell International Inc.,143681781760,3057158,0.21,1.14,0.38,2.05,-6.06,-6.39,18.65,2.38,13.73,28.99,18.54,65.51
33,QCOM,QUALCOMM Incorporated,137542844416,12125359,0.88,1.35,-1.35,-0.86,-4.75,-9.13,-21.08,-15.09,-25.18,18.76,-21.75,59.51
34,BKNG,Booking Holdings Inc. Common St,135714676736,378289,0.03,2.25,-0.08,-2.63,-3.69,1.93,-11.6,-26.55,-0.92,57.91,80.18,132.98
35,APP,Applovin Corporation,134506094592,4638233,0.34,6.97,1.74,-10.03,-16.63,5.74,-24.34,11.83,173.92,2347.72,265.04,
36,PANW,"Palo Alto Networks, Inc.",130821128192,7715862,0.59,3.87,2.53,-1.61,-3.18,-1.94,-20.24,-15.94,-14.25,81.27,83.17,304.53
37,INTU,Intuit Inc.,120320147456,3218074,0.27,0.78,-0.04,-5.09,-4.75,14.03,-33.33,-42.35,-29.35,0.85,-31.16,53.06
38,VRTX,Vertex Pharmaceuticals Incorpor,113421164544,1624155,0.14,0.76,-1.59,-1.64,-10.54,-6.45,2.53,-5.46,-7.9,29.05,137.11,68.5
39,CMCSA,Comcast Corporation,104616206336,28417050,2.72,-0.66,-0.03,-1.07,-7.6,-9.0,13.28,-12.12,-23.37,-18.49,-34.1,-16.44
40,SBUX,Starbucks Corporation,102069878784,9545078,0.94,3.31,-1.79,-3.2,-11.09,-6.08,8.21,-2.14,-1.72,-15.7,-11.54,22.0
