Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4453162287104,215647512,0.48,1.65,-1.51,-0.06,-4.34,-4.13,-11.43,18.21,50.98,579.14,610.91,1996.1
2,AAPL,Apple Inc.,3715929735168,30091880,0.08,1.08,-3.06,-2.87,-5.02,-2.48,-5.85,26.16,11.72,55.23,73.7,229.34
3,GOOGL,Alphabet Inc.,3696359374848,23445212,0.06,1.09,-1.02,1.63,-1.83,-9.53,7.84,76.47,87.45,190.73,114.7,338.01
3,GOOG,Alphabet Inc.,3682569027584,14764954,0.04,0.98,-1.3,1.24,-2.26,-10.01,7.29,74.92,85.23,188.4,113.47,337.58
4,MSFT,Microsoft Corporation,2972579528704,27676508,0.09,1.11,-1.22,-2.61,4.03,-6.84,-22.32,-19.13,-5.47,41.77,26.01,128.9
5,AMZN,"Amazon.com, Inc.",2273012088832,42137043,0.19,1.96,-0.43,-3.29,3.15,-11.52,-16.64,-2.48,12.65,106.09,27.63,73.08
6,META,"Meta Platforms, Inc.",1587169591296,14349322,0.09,2.24,-4.19,-5.01,-1.54,-12.43,-1.53,-13.46,11.03,188.69,91.48,173.06
7,AVGO,Broadcom Inc.,1540534697984,31244813,0.2,,,,,,,,,,,
8,TSLA,"Tesla, Inc.",1484311887872,57799658,0.39,1.11,-3.01,-2.46,-1.07,-8.1,-15.55,21.42,51.87,111.48,-1.81,616.94
9,WMT,Walmart Inc.,1004499501056,20337003,0.2,-0.42,2.02,2.17,0.14,5.75,24.27,31.79,59.79,161.14,166.92,226.18
10,ASML,ASML Holding N.V. - New York Re,540125593600,1285843,0.02,2.22,-0.8,0.53,-7.43,-3.21,29.11,73.33,65.62,121.04,77.94,353.47
11,MU,"Micron Technology, Inc.",497249976320,40573623,0.82,3.68,5.52,11.27,4.95,6.49,88.32,251.33,313.32,615.26,539.57,901.34
12,COST,Costco Wholesale Corporation,444464005120,1234871,0.03,-0.66,0.96,1.95,1.59,6.54,8.09,2.34,14.01,111.23,113.91,261.75
13,NFLX,"Netflix, Inc.",403827884032,34582324,0.86,-0.12,0.33,-4.0,25.23,14.03,-13.46,-27.14,34.59,186.13,39.76,118.22
14,PLTR,Palantir Technologies Inc.,365256704000,32773147,0.9,1.17,0.74,0.03,16.94,4.18,-26.29,5.87,314.55,1635.45,475.0,
15,AMD,"Advanced Micro Devices, Inc.",320506167296,30136935,0.94,1.65,-4.03,-1.44,-0.01,-16.96,-24.29,36.82,19.61,118.74,56.98,259.71
16,CSCO,"Cisco Systems, Inc.",311741349888,14704958,0.47,0.73,1.02,-1.39,1.49,0.74,6.54,16.43,54.64,69.58,59.2,109.47
17,LRCX,Lam Research Corporation,275572948992,9510441,0.35,3.39,0.24,2.2,-9.33,-5.91,36.46,127.65,168.83,358.41,302.25,799.14
18,AMAT,"Applied Materials, Inc.",274731859968,4143981,0.15,1.36,-1.39,-0.1,-7.33,7.54,46.1,89.78,71.24,217.79,158.02,561.98
19,TMUS,"T-Mobile US, Inc.",240277602304,4451060,0.19,-1.18,0.65,-2.59,-1.86,9.45,6.69,-5.93,7.23,48.47,92.84,136.7
20,LIN,Linde plc,230496878592,2212645,0.1,0.71,3.29,1.84,0.18,9.22,21.53,8.19,5.8,42.71,63.74,179.51
21,INTC,Intel Corporation,228579360768,113318901,4.96,-0.02,-4.63,-0.41,4.88,-1.53,15.85,103.38,91.38,45.87,0.27,-17.18
22,PEP,"Pepsico, Inc.",215656890368,4496809,0.21,-1.35,-1.52,-0.98,-5.46,3.58,11.9,26.55,-1.83,-5.39,12.62,45.76
23,AMGN,Amgen Inc.,197433524224,1736259,0.09,0.01,-3.02,-0.37,-3.47,7.87,25.35,34.15,18.96,62.19,101.26,94.64
24,KLAC,KLA Corporation,188973711360,954922,0.05,1.38,-1.83,0.62,-3.32,0.85,18.32,60.11,86.15,297.28,296.12,788.65
25,GILD,"Gilead Sciences, Inc.",180266680320,3497985,0.19,0.15,0.02,0.62,-2.53,2.88,20.44,37.54,81.05,92.22,161.15,148.2
26,TXN,Texas Instruments Incorporated,176748249088,4747009,0.27,1.76,-2.29,-1.94,-11.7,-9.94,21.02,-3.75,-2.9,18.01,17.38,101.31
27,ISRG,"Intuitive Surgical, Inc.",171691261952,1233006,0.07,2.39,-1.91,-2.67,-1.76,-4.12,-11.16,-9.5,0.89,79.8,36.17,165.66
28,SHOP,Shopify Inc.,165197496320,4616802,0.28,2.94,-2.27,-6.09,7.93,-3.54,-26.81,11.95,59.8,160.88,-17.14,57.76
29,APP,Applovin Corporation,153195003904,3891922,0.25,-1.17,-1.77,-10.87,19.1,-4.19,-28.29,30.46,254.83,2674.17,355.62,
