Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4505169035264,163531152,0.36,-2.15,-1.64,-1.69,4.12,1.37,6.25,87.15,64.87,729.23,719.29,3563.45
2,GOOGL,Alphabet Inc.,3941768888320,31106653,0.08,1.07,2.81,3.79,6.16,2.22,53.09,115.45,95.79,245.12,127.7,500.99
2,GOOG,Alphabet Inc.,3935538511872,21294071,0.05,1.11,2.74,3.7,5.94,2.43,52.91,112.42,93.95,244.08,127.23,498.93
3,AAPL,Apple Inc.,3844254728192,50211734,0.13,-0.5,-3.08,-5.38,-5.67,-6.12,11.7,30.13,19.91,74.29,78.24,334.21
4,MSFT,Microsoft Corporation,3553871003648,18098810,0.05,-1.11,1.11,-1.85,0.36,0.87,-5.46,31.04,15.55,85.7,65.16,257.68
5,AMZN,"Amazon.com, Inc.",2632893333504,37357508,0.14,1.96,5.68,6.13,10.66,8.84,7.55,42.22,36.94,150.7,47.06,169.17
6,META,"Meta Platforms, Inc.",1628412051456,11774880,0.07,-0.41,-1.93,-1.92,-1.69,5.47,-12.41,29.43,43.19,265.65,74.59,342.69
7,AVGO,Broadcom Inc.,1576378695680,24296054,0.15,-3.21,-3.19,-4.84,-2.4,-11.86,12.21,97.24,126.11,480.14,633.69,2202.17
8,TSLA,"Tesla, Inc.",1449391947776,54897521,0.38,1.02,-3.51,-5.19,-11.04,4.31,30.53,83.13,97.87,110.21,83.64,1709.7
9,ASML,ASML Holding N.V. - New York Re,463572500480,1681100,0.04,-2.78,-2.76,12.04,10.99,20.9,61.11,88.38,40.36,84.42,49.57,539.94
10,PLTR,Palantir Technologies Inc.,421534531584,47098206,1.12,-2.65,1.62,-3.97,-5.8,9.0,12.86,88.17,564.14,2124.65,587.9,
11,COST,Costco Wholesale Corporation,406358917120,5147018,0.13,3.71,4.52,5.47,6.38,3.29,-2.83,-6.14,13.07,90.16,113.53,224.89
12,NFLX,"Netflix, Inc.",383604883456,38421596,1.0,-0.22,-1.02,-3.84,-4.27,-15.37,-25.07,-12.98,42.77,149.74,61.97,186.97
13,MU,"Micron Technology, Inc.",368064036864,32478237,0.88,-3.69,4.76,11.09,40.7,46.1,175.07,366.69,206.08,451.31,352.93,866.17
14,AMD,"Advanced Micro Devices, Inc.",333227556864,27367388,0.82,-2.54,-7.42,-5.07,-2.15,-4.82,25.86,137.28,47.98,145.98,83.73,423.21
15,CSCO,"Cisco Systems, Inc.",292222959616,15155732,0.52,-1.02,-2.14,-4.41,-4.12,-2.47,8.27,36.73,62.69,72.32,42.8,138.37
16,AZN,Astrazeneca PLC,291484303360,5290921,0.18,-1.21,3.06,1.61,2.91,2.72,17.66,39.48,23.03,48.57,74.9,169.83
17,LRCX,Lam Research Corporation,253417062400,13626520,0.54,-1.04,3.18,14.27,23.09,33.85,101.39,218.51,130.79,302.24,246.62,1011.23
18,AMAT,"Applied Materials, Inc.",224366379008,5497997,0.25,-3.61,-0.94,7.07,8.81,21.97,75.54,105.21,41.2,149.26,114.2,658.37
