Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4306603081728,311636494,0.72,-4.16,-8.12,-5.74,3.09,-3.25,-3.29,23.11,48.78,547.62,712.16,2289.27
2,AAPL,Apple Inc.,3882897899520,59494114,0.15,-3.21,-2.92,-0.06,-4.16,1.72,4.91,30.75,19.37,65.07,86.67,263.68
3,GOOGL,Alphabet Inc.,3771360870400,44640640,0.12,1.42,0.28,2.78,-5.88,-7.17,23.16,74.83,102.56,211.34,122.2,366.94
3,GOOG,Alphabet Inc.,3767368679424,27881527,0.07,1.39,0.16,2.46,-6.01,-7.4,22.79,73.27,101.23,209.68,121.47,365.77
4,MSFT,Microsoft Corporation,2918992052224,41581101,0.14,-2.24,0.96,-1.49,-0.01,-14.31,-23.21,-16.12,-6.95,41.54,33.98,126.5
5,AMZN,"Amazon.com, Inc.",2254333280256,43398432,0.19,1.0,0.69,2.54,-5.7,-11.26,-1.43,-3.5,12.3,105.88,23.2,78.63
6,META,"Meta Platforms, Inc.",1639607173120,12309407,0.08,-1.34,1.39,0.77,-3.29,5.31,-9.51,-7.51,23.93,214.04,100.98,213.09
7,AVGO,Broadcom Inc.,1515073961984,28004177,0.18,-0.67,-1.82,-4.19,2.91,-5.98,-8.35,31.41,97.11,423.6,589.86,1282.5
8,TSLA,"Tesla, Inc.",1510391414784,56890097,0.38,-1.49,-1.68,-2.14,1.33,-8.35,-8.38,23.44,75.15,106.12,43.24,671.51
9,WMT,Walmart Inc.,1020126298112,29205470,0.29,2.84,0.95,1.05,0.8,6.59,19.01,32.05,62.52,172.21,188.89,237.27
10,LLY,Eli Lilly and Company,992402604032,2455171,0.02,2.93,0.94,3.08,3.22,-1.82,31.45,31.02,13.73,215.71,361.31,619.19
11,JPM,JP Morgan Chase & Co.,809918791680,18568425,0.23,-1.9,1.01,-2.75,-3.18,-2.46,1.38,13.4,50.01,150.42,101.1,287.76
12,XOM,Exxon Mobil Corporation,635431419904,30234713,0.48,2.67,2.17,1.21,5.09,17.91,37.97,45.78,44.26,54.26,186.51,354.56
13,V,Visa Inc.,617242624000,6135915,0.1,1.09,4.21,-0.05,-2.53,-2.54,-5.98,-13.14,13.43,47.28,43.38,86.94
14,JNJ,Johnson & Johnson,598691217408,16328515,0.27,2.04,0.87,1.94,5.03,14.28,30.08,61.83,57.59,77.05,75.22,98.42
15,MU,"Micron Technology, Inc.",464126246912,22246699,0.48,-0.77,-1.35,-2.04,7.7,23.7,103.84,262.0,375.55,563.13,523.6,817.19
16,MA,Mastercard Incorporated,461577715712,3036624,0.07,0.47,3.86,-2.04,-6.28,-5.41,-7.66,-11.9,6.0,46.5,48.95,96.08
17,COST,Costco Wholesale Corporation,448747995136,3338629,0.07,2.44,1.24,1.48,2.17,6.29,8.11,0.63,11.19,113.91,134.73,256.35
18,ORCL,Oracle Corporation,417892827136,36369421,0.87,-3.27,-0.51,-6.9,6.54,-24.9,-49.96,-17.54,-8.56,66.54,61.46,203.88
19,ABBV,AbbVie Inc.,410356645888,4184250,0.1,3.29,1.59,1.47,5.96,5.43,1.91,25.42,25.79,63.79,148.14,241.48
20,NFLX,"Netflix, Inc.",408239439872,200766960,4.92,13.77,23.32,23.4,19.01,8.68,-19.76,-20.04,40.13,184.37,53.18,121.62
21,PG,Procter & Gamble Company (The),391329153024,14778402,0.38,2.11,1.16,6.59,5.42,15.06,12.0,4.84,0.22,22.42,29.69,70.73
22,HD,"Home Depot, Inc. (The)",379011137536,2649750,0.07,1.5,-0.98,-0.73,-0.43,1.27,-2.22,4.74,4.76,42.96,20.71,95.27
23,CVX,Chevron Corporation,373399257088,12012569,0.32,1.41,0.77,1.57,5.22,12.76,24.57,34.51,43.2,30.58,104.53,170.53
24,BAC,Bank of America Corporation,363883364352,76752805,2.11,-4.72,-1.15,-6.62,-9.3,-5.05,-2.32,11.7,32.2,89.26,19.54,156.68
25,GE,GE Aerospace,361020620800,3561418,0.1,0.42,-0.98,3.85,11.71,7.33,14.16,41.97,103.47,362.57,437.02,1079.5
26,KO,Coca-Cola Company (The),350839209984,13010972,0.37,1.32,1.04,2.6,3.88,14.17,20.01,15.21,19.59,43.22,70.0,117.19
27,CAT,"Caterpillar, Inc.",347629289472,2172565,0.06,-1.34,-3.31,-1.22,9.51,16.57,41.67,109.01,123.37,247.35,305.24,670.88
28,PLTR,Palantir Technologies Inc.,328113979392,46980561,1.43,0.92,6.48,1.34,5.52,-23.1,-22.99,3.3,292.98,1583.31,471.63,
29,AMD,"Advanced Micro Devices, Inc.",326424559616,25039117,0.77,-1.7,-6.37,0.04,4.01,-10.46,-14.1,62.46,32.79,104.55,78.57,283.84
30,CSCO,"Cisco Systems, Inc.",313953976320,27498011,0.88,1.74,1.69,1.64,-3.52,6.79,13.91,24.1,66.44,68.22,62.79,128.85
31,MRK,"Merck & Company, Inc.",306131566592,9469829,0.31,3.79,-0.09,1.78,3.4,11.54,47.28,56.58,13.12,27.21,80.47,101.8
32,AMAT,"Applied Materials, Inc.",295460929536,7882925,0.27,-0.91,-1.49,0.94,22.62,23.48,66.01,115.55,105.98,212.88,194.19,678.74
33,LRCX,Lam Research Corporation,293772853248,11329572,0.39,-2.17,-4.24,-2.58,9.65,12.02,65.55,158.6,217.58,352.55,334.6,920.56
34,PM,Philip Morris International Inc,290834448384,2962054,0.1,-0.36,-0.09,2.28,2.65,9.21,19.28,7.1,58.66,119.03,132.96,248.44
35,RTX,RTX Corporation,271974318080,8968821,0.33,2.52,2.1,-0.74,3.74,2.24,29.22,47.99,73.34,122.16,146.27,303.01
36,UNH,UnitedHealth Group Incorporated,265655271424,6793541,0.26,2.31,7.05,1.76,9.2,-12.45,-17.21,-1.51,-48.55,-34.33,-26.46,11.51
37,MS,Morgan Stanley,264394604544,8973800,0.34,-6.19,-1.35,-5.71,-5.31,-7.89,5.58,27.97,78.52,112.29,88.06,431.19
38,GS,"Goldman Sachs Group, Inc. (The)",260209967104,5542458,0.21,-7.47,-4.73,-7.94,-3.46,-7.84,15.06,41.24,85.94,186.55,135.5,456.9
39,WFC,Wells Fargo & Company,255678431232,21120781,0.83,-5.62,-3.69,-8.03,-11.04,-8.29,-1.2,9.69,63.1,135.33,88.0,269.09
40,MCD,McDonald's Corporation,243381927936,2768069,0.11,1.95,2.41,4.02,5.43,10.69,11.37,14.85,20.1,30.84,55.14,120.04
41,TMUS,"T-Mobile US, Inc.",242816598016,6916410,0.28,2.34,-1.73,2.29,8.06,13.6,-4.41,-7.17,9.84,56.18,92.06,160.75
42,GEV,GE Vernova Inc.,237025542144,2452055,0.1,-0.33,-0.7,6.86,18.45,35.61,45.77,88.04,307.08,,,
43,LIN,Linde plc,235441291264,3239511,0.14,1.92,0.81,4.7,10.53,15.48,13.1,7.57,10.52,49.75,74.65,207.95
44,PEP,"Pepsico, Inc.",232092319744,9413836,0.41,1.29,0.12,3.25,1.32,16.32,11.51,31.29,0.44,2.94,21.98,54.8
45,INTC,Intel Corporation,227830087680,61700011,2.71,0.33,-1.11,0.33,-5.45,-6.38,23.24,106.57,135.59,45.62,-9.07,-13.54
46,IBM,International Business Machines,224532758528,4225539,0.19,-0.74,4.75,-7.89,-16.67,-21.83,-13.64,-11.47,18.04,106.05,107.36,162.83
47,AXP,American Express Company,212786266112,9712140,0.46,-7.88,-3.61,-10.78,-12.89,-13.78,-10.68,3.88,22.96,97.18,85.15,295.46
48,VZ,Verizon Communications Inc.,211474677760,23335168,1.1,2.56,0.56,4.35,6.45,25.89,25.8,19.48,26.25,58.98,25.97,26.42
49,AMGN,Amgen Inc.,209136680960,3441042,0.16,2.33,1.38,2.22,6.27,18.81,31.73,35.24,23.25,76.57,115.3,97.31
50,ABT,Abbott Laboratories,202502406144,7914592,0.39,0.08,1.54,2.7,6.66,-6.45,-9.02,-12.04,2.47,24.55,7.28,41.54
51,KLAC,KLA Corporation,200314191872,922565,0.05,0.02,1.19,2.99,14.69,6.42,38.17,78.9,110.54,295.69,385.16,896.34
52,T,AT&T Inc.,198575489024,29241352,1.47,2.0,-1.2,0.47,2.56,18.64,7.59,1.79,38.9,73.35,85.74,91.19
53,C,"Citigroup, Inc.",197159239680,20600555,1.04,-5.16,0.58,-5.23,-4.8,-1.46,14.79,43.74,100.33,165.52,79.04,215.29
54,TMO,Thermo Fisher Scientific Inc,195785228288,2031022,0.1,0.19,1.07,1.47,-3.92,-16.2,-3.23,26.05,-14.73,-6.67,-9.48,57.8
55,NEE,"NextEra Energy, Inc.",195371843584,19869263,1.02,2.63,-1.33,3.5,5.83,15.16,12.44,31.55,17.43,33.64,29.4,95.69
56,TXN,Texas Instruments Incorporated,192728039424,8275221,0.43,-0.24,-0.58,-5.02,-5.3,9.65,21.19,6.55,12.48,25.2,23.6,120.55
57,DIS,Walt Disney Company (The),188049965056,9128221,0.49,0.46,-0.01,-0.99,1.02,-6.6,-3.54,-9.7,20.59,10.64,-38.49,7.59
58,CRM,"Salesforce, Inc.",185440075776,13157947,0.71,-2.35,5.05,3.73,2.54,-18.69,-19.74,-27.02,-22.41,0.28,-32.4,20.46
59,GILD,"Gilead Sciences, Inc.",184909578240,11195856,0.61,3.6,0.89,-2.48,-0.28,20.05,22.09,38.11,87.4,101.31,158.52,140.18
60,TJX,"TJX Companies, Inc. (The)",179917684736,3541776,0.2,1.87,2.54,2.82,4.32,4.5,13.03,29.4,39.26,118.92,168.33,266.17
61,APH,Amphenol Corporation,179539132416,9826072,0.55,-1.62,-3.59,-1.13,14.44,-0.47,16.47,58.72,133.09,270.71,294.41,615.93
