Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4316597583872,121332776,0.28,-1.81,-3.04,-2.4,-5.89,-2.65,3.65,53.16,34.26,1112.31,813.89,2726.52
2,AAPL,Apple Inc.,4138242670592,19033072,0.05,0.47,1.06,4.27,3.47,12.8,30.49,33.44,32.12,117.85,96.38,260.27
3,GOOGL,Alphabet Inc.,3878058983424,19849452,0.05,0.07,0.5,12.63,12.44,27.33,68.46,97.13,82.15,265.4,152.76,335.92
3,GOOG,Alphabet Inc.,3864435359744,14871829,0.04,-0.05,0.52,12.34,12.19,27.09,67.31,94.74,80.49,263.25,143.07,335.78
4,MSFT,Microsoft Corporation,3657192177664,10514063,0.03,1.34,3.8,-0.17,-0.84,-3.65,-2.4,30.59,12.42,110.06,81.38,181.79
5,AMZN,"Amazon.com, Inc.",2493172154368,20133423,0.08,1.77,3.07,4.79,-4.04,8.74,2.16,20.28,26.98,177.64,30.1,124.33
6,AVGO,Broadcom Inc.,1902924136448,13240945,0.07,1.36,6.61,18.34,13.32,13.78,42.29,112.07,136.04,652.33,818.88,1383.03
7,META,"Meta Platforms, Inc.",1633175863296,7236056,0.04,2.26,5.69,8.41,4.69,-9.0,-9.14,9.96,29.05,441.75,88.3,207.04
8,TSLA,"Tesla, Inc.",1430667657216,36002475,0.25,0.84,2.97,7.21,-3.53,0.33,29.35,78.73,141.65,249.22,96.94,762.56
9,LLY,Eli Lilly and Company,964112351232,2727462,0.03,-2.61,0.5,4.41,14.89,31.45,35.11,34.93,23.72,201.04,373.52,689.58
10,WMT,Walmart Inc.,881915985920,9822215,0.11,1.29,6.2,8.99,8.68,3.79,15.77,31.76,66.97,142.04,148.83,209.17
11,JPM,JP Morgan Chase & Co.,860892889088,4322448,0.05,1.77,5.06,4.57,-0.11,4.87,6.01,41.24,66.92,151.38,128.86,167.6
12,V,Visa Inc.,649128640512,4383531,0.07,0.19,1.56,4.13,-0.55,-0.09,-5.52,2.34,24.93,64.65,41.9,72.1
13,ORCL,Oracle Corporation,575717572608,13740038,0.24,-1.47,0.83,-8.41,-17.17,-35.48,-16.37,37.79,48.41,156.41,138.56,300.85
14,JNJ,Johnson & Johnson,498531336192,5530224,0.11,-0.31,1.06,4.12,11.37,8.39,24.05,29.8,48.82,28.32,38.98,61.29
15,MA,Mastercard Incorporated,497685659648,1253866,0.03,1.03,2.36,4.35,-0.5,0.12,-1.93,6.36,24.88,61.13,48.47,73.89
16,XOM,Exxon Mobil Corporation,494195605504,7053530,0.14,1.0,-0.04,-2.61,2.13,5.69,7.36,9.61,11.94,16.52,137.99,149.16
17,NFLX,"Netflix, Inc.",455851245568,14925061,0.33,1.36,0.57,-5.71,-1.93,-9.11,-8.58,20.85,60.72,264.83,109.45,193.32
18,COST,Costco Wholesale Corporation,405156233216,1087878,0.03,0.59,3.1,2.07,-1.08,-1.16,-2.66,3.0,7.62,108.52,131.7,217.94
19,ABBV,AbbVie Inc.,402433474560,2611056,0.06,0.02,-0.79,-2.64,3.95,0.37,20.36,10.36,42.19,57.26,128.44,212.21
20,PLTR,Palantir Technologies Inc.,401489821696,17057022,0.42,1.62,3.82,0.67,-3.77,-5.43,8.94,111.57,614.68,2523.83,648.0,
21,BAC,Bank of America Corporation,397382746112,18724372,0.47,1.25,3.31,3.89,0.68,6.36,12.07,36.79,40.85,74.34,55.16,78.67
22,HD,"Home Depot, Inc. (The)",355317972992,2064668,0.06,0.41,6.04,6.07,-3.29,-7.87,-4.62,4.01,5.99,21.17,21.33,72.78
23,AMD,"Advanced Micro Devices, Inc.",354147893248,18559752,0.52,1.54,1.15,-5.54,-8.49,-7.26,37.11,121.72,36.27,235.85,143.29,337.42
24,PG,Procter & Gamble Company (The),346766311424,4451595,0.13,-0.06,0.8,0.8,1.39,-0.27,-5.74,-10.34,-7.74,5.45,19.14,35.66
25,GE,GE Aerospace,316488155136,1355738,0.04,0.62,1.5,0.82,-2.23,-0.46,13.54,55.52,93.26,479.85,367.08,379.32
26,KO,Coca-Cola Company (The),314684145664,6741511,0.21,0.33,0.73,2.67,5.88,8.18,6.54,7.37,21.24,24.93,46.9,47.46
27,CVX,Chevron Corporation,304500113408,3752854,0.12,1.08,0.92,-1.62,-0.08,0.73,0.91,1.82,5.88,-4.49,82.41,81.3
28,CSCO,"Cisco Systems, Inc.",303997222912,7179380,0.24,1.14,0.92,-0.56,8.31,11.36,12.8,31.37,75.59,76.3,61.86,90.87
29,UNH,UnitedHealth Group Incorporated,298718396416,2404330,0.08,0.02,3.36,5.16,2.55,-7.54,13.45,-30.59,-31.7,-34.74,-14.91,24.9
30,IBM,International Business Machines,288440582144,1647813,0.06,1.77,1.47,6.43,-0.68,12.43,10.77,27.93,90.2,144.37,174.19,169.54
31,WFC,Wells Fargo & Company,275015434240,6400392,0.23,0.34,1.41,2.37,0.3,2.74,3.71,27.5,54.87,124.88,109.2,107.24
32,MS,Morgan Stanley,270834335744,2133390,0.08,1.02,4.19,6.15,3.82,6.67,20.86,55.14,85.73,120.85,106.06,270.09
33,CAT,"Caterpillar, Inc.",269731430400,1018849,0.04,0.35,2.89,5.28,1.05,6.74,35.04,74.71,83.2,152.96,195.95,385.65
34,MU,"Micron Technology, Inc.",266122706944,10052220,0.38,2.7,5.6,3.49,-0.78,16.76,115.45,149.96,68.32,379.84,213.87,325.94
35,MRK,"Merck & Company, Inc.",261842632704,6019451,0.23,0.19,4.41,8.71,22.21,24.92,26.06,13.87,-14.97,2.65,56.74,54.82
36,AXP,American Express Company,254184898560,872294,0.03,0.36,2.62,7.22,-0.13,13.04,18.64,43.64,65.14,156.62,123.19,198.98
37,GS,"Goldman Sachs Group, Inc. (The)",250059718656,860743,0.03,1.23,4.47,6.41,4.88,8.96,15.74,59.03,89.91,158.11,146.03,298.29
38,PM,Philip Morris International Inc,245139456000,1878279,0.08,0.63,4.25,1.05,5.06,0.96,-3.47,7.36,63.74,77.0,100.73,142.23
39,TMUS,"T-Mobile US, Inc.",235223826432,1628511,0.07,1.1,1.3,-1.42,4.5,-7.24,-9.89,-18.35,21.44,54.53,49.65,153.21
40,RTX,RTX Corporation,234514432000,1679455,0.07,0.99,0.98,0.5,0.29,11.81,12.71,37.21,72.77,85.44,123.85,104.45
41,ABT,Abbott Laboratories,224345161728,2506988,0.11,0.28,1.34,-0.85,3.16,1.0,2.9,0.59,27.95,24.46,17.22,62.4
42,MCD,McDonald's Corporation,222516133888,1751026,0.08,-0.19,2.27,2.37,4.49,2.13,5.19,6.01,26.57,26.07,45.56,68.29
43,TMO,Thermo Fisher Scientific Inc,221979607040,745957,0.03,-0.41,0.81,2.57,4.39,10.07,26.71,16.42,3.71,8.17,16.19,83.82
44,CRM,"Salesforce, Inc.",220396240896,3685337,0.17,1.05,1.64,-1.27,-3.65,-6.28,-13.58,-14.75,0.31,75.7,-3.78,25.44
45,ISRG,"Intuitive Surgical, Inc.",205579108352,848272,0.04,-0.13,0.88,4.89,4.69,31.95,14.25,20.28,34.69,116.12,82.07,196.92
46,PEP,"Pepsico, Inc.",203636555776,2969300,0.15,0.51,2.23,-0.02,5.06,-2.57,3.11,2.36,-4.97,-9.98,9.03,21.67
47,APP,Applovin Corporation,202774052864,1795992,0.09,2.24,7.09,13.97,-3.52,-1.02,65.55,120.4,673.32,5593.07,901.97,
48,AMAT,"Applied Materials, Inc.",200953053184,2797317,0.14,0.91,9.24,12.27,8.23,10.99,35.54,69.52,7.95,166.12,90.18,332.6
49,LRCX,Lam Research Corporation,196721049600,3818443,0.19,0.55,3.74,8.91,-3.82,9.57,60.98,108.21,52.93,282.36,156.97,430.1
50,INTC,Intel Corporation,193471201280,70194539,3.63,10.19,13.33,18.15,8.92,10.1,72.67,71.14,34.05,59.15,-21.18,-30.69
51,LIN,Linde plc,192402964480,896331,0.05,0.59,0.65,-1.06,-1.2,-7.64,-12.42,-8.9,-4.61,30.35,47.74,108.02
52,C,"Citigroup, Inc.",190717018112,5865183,0.31,1.07,3.92,5.37,2.73,8.27,9.29,57.28,82.79,155.45,79.64,62.67
53,DIS,Walt Disney Company (The),187830140928,6085357,0.32,1.01,2.48,-1.7,-5.45,-4.92,-15.02,8.31,5.9,22.25,-39.96,-24.68
54,AMGN,Amgen Inc.,186023510016,1268802,0.07,0.26,3.34,1.14,10.25,17.62,13.43,13.18,21.24,44.77,62.78,81.2
55,T,AT&T Inc.,184467472384,15968292,0.87,0.77,1.56,1.64,5.17,-0.69,-5.22,2.89,58.43,67.35,61.16,34.53
56,UBER,"Uber Technologies, Inc.",182557540352,8968000,0.49,2.19,4.6,-3.65,-4.97,-5.38,-2.67,25.94,24.95,253.98,84.22,115.46
57,QCOM,QUALCOMM Incorporated,181369110528,5068827,0.28,1.79,1.84,1.84,-2.95,2.44,5.73,11.93,-19.77,62.83,29.72,118.51
58,NEE,"NextEra Energy, Inc.",179708395520,4093459,0.23,0.88,2.45,2.64,5.94,2.14,20.22,21.35,23.4,12.63,27.88,48.52
59,BX,Blackstone Inc.,179665944576,1616568,0.09,1.04,3.54,7.24,2.08,-6.49,-13.57,9.62,25.86,116.09,60.78,183.92
60,INTU,Intuit Inc.,176527884288,674842,0.04,0.79,-2.93,-2.41,-2.99,-2.0,-18.14,9.61,7.47,66.17,26.65,123.26
61,VZ,Verizon Communications Inc.,173337247744,9926252,0.57,0.56,2.24,-0.89,3.24,1.86,-2.39,-1.22,14.33,27.69,-4.03,-4.4
62,APH,Amphenol Corporation,172469420032,3191809,0.19,1.57,2.19,6.39,2.02,10.63,40.1,129.98,108.91,279.15,318.0,475.87
63,TJX,"TJX Companies, Inc. (The)",169484320768,2448390,0.14,-0.79,2.06,4.35,5.97,6.88,20.96,35.93,42.68,98.95,140.67,167.53
64,NOW,"ServiceNow, Inc.",169103949824,904070,0.05,1.21,-0.42,-0.68,-5.4,-9.18,-15.06,0.1,11.51,109.24,43.25,138.2
65,SCHW,Charles Schwab Corporation (The,168325300224,6707777,0.4,1.01,2.44,0.49,-1.28,-0.45,-1.99,27.27,29.1,16.34,41.47,113.06
66,ANET,"Arista Networks, Inc.",164563369984,3883883,0.24,2.37,6.97,5.86,-2.49,-10.5,15.61,63.06,59.12,330.75,469.46,802.14
67,GEV,GE Vernova Inc.,163271753728,1006604,0.06,1.7,3.32,8.08,9.02,-0.33,-4.61,100.09,253.29,,,
68,BLK,"BlackRock, Inc.",162489565184,297357,0.02,0.7,2.73,2.76,-2.07,-10.59,-6.08,17.48,39.76,58.11,31.72,116.84
69,DHR,Danaher Corporation,162386182144,1442250,0.09,-0.74,-0.09,0.56,7.65,7.52,14.8,11.66,-10.29,-2.29,-6.84,61.87
70,BKNG,Booking Holdings Inc. Common St,159284543488,133289,0.01,0.06,0.81,2.75,0.32,-0.76,-14.18,14.81,28.56,147.39,127.23,161.08
71,GILD,"Gilead Sciences, Inc.",156143140864,2605799,0.17,-1.31,0.46,-1.05,1.98,6.78,11.58,13.37,101.05,61.83,116.67,128.87
72,ACN,Accenture plc,155713175552,1493721,0.1,0.87,2.62,4.17,3.59,6.83,-12.6,-20.37,-10.81,-1.91,-15.19,28.49
73,KLAC,KLA Corporation,154791215104,306979,0.02,1.41,3.41,4.66,-2.4,7.16,31.54,73.56,44.39,221.08,289.24,664.97
74,TXN,Texas Instruments Incorporated,152980504576,4018060,0.26,1.77,4.35,6.96,4.27,-3.25,-8.19,-0.66,-9.22,11.54,-1.29,54.03
75,SPGI,S&P Global Inc.,152292802560,749484,0.05,0.65,2.16,1.94,2.0,5.88,-4.75,4.54,16.09,52.66,24.14,77.45
76,BSX,Boston Scientific Corporation,150586458112,2777386,0.18,0.61,3.61,2.38,2.55,3.89,-5.73,6.51,32.33,119.54,133.09,140.77
77,PFE,"Pfizer, Inc.",146350112768,20534520,1.4,0.12,2.06,1.14,5.41,8.1,5.07,6.07,3.26,-40.24,-21.55,-6.24
78,BA,Boeing Company (The),143658041344,3757048,0.26,1.11,5.52,-0.33,-3.82,-10.8,-19.19,18.63,6.62,-0.78,-15.07,-43.54
79,WELL,Welltower Inc.,142907228160,1311172,0.09,0.96,2.93,5.01,11.33,21.47,29.9,44.58,105.83,241.03,165.81,196.41
80,SYK,Stryker Corporation,141948010496,634041,0.04,-0.3,0.26,3.24,4.91,0.52,-7.21,2.76,9.07,55.91,49.96,83.74
81,COF,Capital One Financial Corporati,140099059712,1605581,0.11,0.74,4.9,9.51,1.39,8.25,0.47,33.16,67.22,148.23,45.96,137.64
82,UNP,Union Pacific Corporation,137512484864,980289,0.07,0.51,3.27,4.99,6.35,3.48,0.99,0.17,7.43,19.42,17.58,43.22
83,LOW,"Lowe's Companies, Inc.",136019517440,1271944,0.09,0.36,6.0,10.43,4.81,0.24,6.59,10.6,11.75,29.15,34.81,121.72
84,ADBE,Adobe Inc.,135799144448,1774141,0.13,0.82,0.44,-1.34,-2.21,-2.76,-14.05,-15.27,-39.06,-4.87,-47.71,-12.55
85,MDT,Medtronic plc.,135097950208,2344461,0.17,0.3,2.06,4.49,16.96,10.83,15.35,16.82,36.51,48.37,-5.38,4.5
86,ETN,"Eaton Corporation, PLC",134654984192,918447,0.07,1.23,4.68,2.25,-8.35,-7.91,-8.77,22.7,10.19,129.45,138.61,276.96
87,PGR,Progressive Corporation (The),134162448384,1249974,0.09,-0.16,1.65,1.74,9.15,3.18,-7.53,-18.02,14.59,81.67,155.54,204.34
88,PANW,"Palo Alto Networks, Inc.",130045640704,4798448,0.37,2.58,3.39,-5.41,-10.05,-7.48,-4.56,7.83,19.84,172.51,191.15,364.07
89,ADI,"Analog Devices, Inc.",129924816896,2531564,0.19,2.88,10.84,15.3,13.94,9.82,16.8,31.31,17.2,69.8,73.56,162.3
90,HON,Honeywell International Inc.,129511022592,1393152,0.11,1.16,1.87,0.39,-1.31,0.97,-13.82,0.27,0.96,1.5,-3.45,31.83
91,CRWD,"CrowdStrike Holdings, Inc.",127776317440,999946,0.08,1.52,0.46,-0.88,-4.39,5.58,10.32,53.12,32.1,383.58,100.81,720.04
92,DE,Deere & Company,125565304832,1681839,0.13,-1.14,-4.67,-1.98,-2.29,1.6,-9.52,0.46,25.54,12.58,39.27,200.15
93,PLD,"Prologis, Inc.",119387275264,1343766,0.11,0.29,1.64,3.82,3.65,6.07,17.89,19.68,20.56,24.39,14.32,61.66
94,HCA,"HCA Healthcare, Inc.",118936559616,528537,0.04,-1.26,1.45,6.31,7.83,21.14,44.14,62.44,52.1,116.73,111.61,265.2
95,CB,Chubb Limited,118084091904,607330,0.05,-0.58,0.13,-0.13,4.64,10.42,9.64,3.32,15.64,39.28,85.87,100.32
96,HOOD,"Robinhood Markets, Inc.",115536781312,9661190,0.84,0.23,11.76,12.41,1.11,-2.24,25.87,256.72,473.1,1478.5,,
97,CEG,Constellation Energy Corporatio,113828085760,1072967,0.09,1.47,2.9,7.37,3.84,-8.01,12.83,74.26,71.08,333.17,,
98,KKR,KKR & Co. Inc.,113249517568,1163072,0.1,1.22,3.78,7.12,2.67,4.24,-17.27,13.03,12.98,169.64,114.06,288.55
99,VRTX,Vertex Pharmaceuticals Incorpor,111173550080,706598,0.06,0.33,2.27,-0.44,4.17,6.12,-9.09,-13.78,-9.8,50.15,120.93,80.63
100,COP,ConocoPhillips,110768701440,3304675,0.3,1.84,1.29,-1.1,4.5,2.99,-5.04,-5.38,-14.92,-17.12,83.1,90.46
101,IBKR,"Interactive Brokers Group, Inc.",110529929216,2422180,0.22,1.29,4.15,2.77,-6.93,-5.11,2.82,61.96,118.07,264.92,321.88,420.3
102,MCK,McKesson Corporation,109597573120,362544,0.03,-0.29,1.25,2.37,2.62,13.63,23.55,37.18,50.21,138.14,356.97,486.26
103,PH,Parker-Hannifin Corporation,109043032064,218181,0.02,0.02,2.58,5.43,3.53,18.92,18.88,46.72,73.77,207.06,199.91,349.51
