Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4425366110208,182553967,0.41,0.86,0.67,0.45,-8.84,-0.65,4.59,51.83,33.89,1131.48,829.83,2621.42
2,AAPL,Apple Inc.,4247171104768,53666636,0.13,1.09,3.11,7.49,6.22,9.24,34.09,34.19,34.46,129.9,97.27,270.24
3,GOOGL,Alphabet Inc.,3825129226240,35853114,0.09,0.29,-1.29,9.11,8.86,23.1,63.63,92.63,81.41,261.02,139.06,321.16
3,GOOG,Alphabet Inc.,3814940737536,24664667,0.06,0.29,-1.33,8.98,8.75,22.96,62.98,90.12,80.12,258.68,130.87,321.77
4,MSFT,Microsoft Corporation,3642251542528,19561352,0.05,0.67,0.93,2.42,-2.98,-5.01,-4.28,26.74,11.01,118.99,75.48,179.8
5,AMZN,"Amazon.com, Inc.",2506000433152,45777103,0.18,0.23,2.3,7.96,-5.63,8.29,1.29,19.76,28.23,175.33,28.22,117.98
6,AVGO,Broadcom Inc.,1801912844288,22205658,0.12,-1.17,-4.02,10.02,6.47,9.26,31.72,97.57,115.15,610.99,762.66,1282.68
7,META,"Meta Platforms, Inc.",1631033360384,11638125,0.07,0.97,2.13,9.84,2.43,-11.62,-9.14,7.13,30.08,411.18,76.07,214.25
8,TSLA,"Tesla, Inc.",1427574620160,69308274,0.49,-0.21,0.62,8.61,-3.59,-4.07,35.81,80.35,132.2,277.72,100.15,731.45
9,LLY,Eli Lilly and Company,937801351168,3279886,0.03,-1.11,-5.27,0.27,8.38,29.51,29.2,27.57,18.59,195.03,347.66,679.53
10,WMT,Walmart Inc.,897078853632,18711252,0.21,0.79,3.03,4.95,9.75,5.01,15.6,29.49,68.39,142.82,150.87,217.35
11,JPM,JP Morgan Chase & Co.,846594244608,7249037,0.09,-0.34,0.08,3.18,-2.84,1.83,3.6,33.71,61.46,143.07,128.38,161.57
12,V,Visa Inc.,639773245440,8201619,0.13,-0.23,-1.25,1.81,-1.37,-4.1,-7.33,-0.94,21.8,58.58,36.84,68.63
13,ORCL,Oracle Corporation,573294444544,19662816,0.34,0.08,-1.88,-4.55,-16.5,-27.45,-17.82,31.55,41.13,147.05,142.98,296.05
14,JNJ,Johnson & Johnson,494917386240,8393486,0.17,0.04,-1.03,1.8,9.72,6.71,23.73,28.98,47.63,24.93,36.12,60.02
15,MA,Mastercard Incorporated,493509083136,3076093,0.06,0.36,0.18,3.42,-1.27,-3.61,-3.8,3.05,22.32,56.44,42.29,70.39
16,XOM,Exxon Mobil Corporation,491893424128,14607565,0.3,-1.07,0.53,-1.4,-1.55,3.27,6.41,4.21,11.14,19.75,139.87,148.29
17,NFLX,"Netflix, Inc.",463351283712,25759718,0.56,0.2,3.02,3.48,-2.37,-11.71,-7.37,15.1,59.48,253.41,112.16,192.62
18,COST,Costco Wholesale Corporation,408899190784,2160469,0.05,1.1,1.52,3.22,0.71,-1.36,-1.16,1.0,6.73,110.42,129.2,223.93
19,PLTR,Palantir Technologies Inc.,406828744704,35357123,0.87,1.91,2.97,9.6,-11.84,-6.0,7.49,95.41,561.08,2494.07,682.62,
20,ABBV,AbbVie Inc.,396548079616,5096851,0.13,-0.33,-1.45,-2.21,2.59,-3.31,18.77,7.26,37.85,52.99,122.81,195.75
21,BAC,Bank of America Corporation,393975529472,46073291,1.17,-0.09,0.38,4.29,-0.43,2.21,10.39,29.83,37.03,67.68,56.93,76.33
22,HD,"Home Depot, Inc. (The)",352440942592,3965554,0.11,-0.92,-0.41,6.51,-4.43,-8.96,-5.14,1.16,3.04,18.74,18.01,68.3
23,AMD,"Advanced Micro Devices, Inc.",350419681280,41993830,1.2,-2.06,0.47,4.48,-11.78,-10.53,29.3,105.79,39.2,232.88,133.58,300.07
24,PG,Procter & Gamble Company (The),341383184384,16376589,0.48,-1.07,-1.61,-1.57,0.25,-3.34,-7.21,-12.34,-10.12,3.35,16.06,35.62
25,GE,GE Aerospace,306806325248,4255784,0.14,0.3,-2.46,-0.45,-7.25,-4.41,6.66,43.59,77.02,423.76,365.98,363.93
26,KO,Coca-Cola Company (The),304140156928,19870836,0.65,-1.78,-2.35,-0.06,0.92,3.98,3.68,3.0,17.85,22.92,41.82,42.56
27,CSCO,"Cisco Systems, Inc.",303720660992,14618637,0.48,1.09,1.05,1.9,6.63,8.8,12.58,28.62,74.32,75.08,57.76,86.19
28,CVX,Chevron Corporation,302727069696,9195509,0.3,-1.5,0.49,-0.04,-2.39,-1.65,-0.79,-2.03,4.74,-0.99,83.11,76.56
29,UNH,UnitedHealth Group Incorporated,293980864512,7977773,0.27,0.41,-1.57,4.17,0.92,-10.96,16.2,-34.09,-30.83,-32.5,-16.87,22.25
30,IBM,International Business Machines,282084409344,4261075,0.15,-1.27,-0.47,3.92,-2.38,6.98,17.62,21.57,84.55,136.11,168.08,163.48
31,WFC,Wells Fargo & Company,276521025536,9483957,0.34,1.08,0.89,4.76,0.26,0.88,3.51,23.89,51.37,118.9,116.05,107.72
32,CAT,"Caterpillar, Inc.",272874897408,2749435,0.1,2.54,1.52,6.65,2.04,9.66,34.67,71.93,83.25,154.0,201.11,381.14
33,MS,Morgan Stanley,269924401152,4339049,0.16,0.37,0.68,6.55,2.45,5.03,19.78,46.38,81.18,115.97,107.82,263.88
34,MU,"Micron Technology, Inc.",269510017024,18162693,0.67,-0.4,4.01,18.93,-5.45,15.82,115.39,132.93,57.04,348.11,223.09,328.57
35,MRK,"Merck & Company, Inc.",252351037440,11794904,0.47,-0.79,-3.44,6.38,16.46,17.04,20.44,8.71,-17.59,-2.07,48.82,48.91
36,AXP,American Express Company,251004731392,2135381,0.09,0.11,-0.9,4.92,-1.95,3.21,16.05,37.58,59.88,148.71,119.54,193.44
37,GS,"Goldman Sachs Group, Inc. (The)",246781263872,2254507,0.09,1.03,0.4,5.89,2.77,7.33,12.98,50.13,83.83,152.8,143.65,297.59
38,PM,Philip Morris International Inc,240687464448,4771434,0.2,-0.98,-1.19,-0.66,-0.29,-2.18,-3.01,1.88,62.3,73.75,93.36,132.54
39,TMUS,"T-Mobile US, Inc.",236484296704,4077114,0.17,1.69,1.64,0.31,2.57,-8.22,-12.99,-18.25,20.98,55.4,51.04,130.19
40,RTX,RTX Corporation,226322317312,4053084,0.18,0.46,-2.53,-1.89,-5.34,5.45,8.5,29.56,65.88,79.1,117.96,99.32
41,CRM,"Salesforce, Inc.",224382763008,7624076,0.34,0.81,2.88,4.14,-2.9,-7.7,-12.63,-15.99,2.18,69.91,-4.46,25.42
42,APP,Applovin Corporation,220877193216,5199035,0.24,4.72,11.36,25.38,0.26,15.38,79.33,112.81,707.77,5890.83,930.78,
43,ABT,Abbott Laboratories,219854782464,5479860,0.25,-1.32,-1.73,1.9,0.34,-2.46,0.27,0.31,25.02,20.41,13.15,56.83
44,TMO,Thermo Fisher Scientific Inc,218049691648,1918170,0.09,-0.82,-2.17,1.33,0.7,6.72,21.44,11.92,2.39,4.13,10.27,74.38
45,MCD,McDonald's Corporation,214595125248,3947785,0.18,-0.94,-3.16,-0.54,1.14,-1.7,1.93,0.66,24.16,21.91,37.14,60.15
46,AMAT,"Applied Materials, Inc.",211373129728,9196417,0.44,4.15,6.14,20.48,13.09,16.53,43.58,71.99,8.6,174.48,99.42,335.69
47,INTC,Intel Corporation,207351906304,167118334,8.06,8.65,18.09,29.3,13.06,14.09,110.0,69.21,42.82,62.86,-10.37,-27.25
48,ISRG,"Intuitive Surgical, Inc.",203514281984,1749108,0.09,0.06,-1.13,2.8,-1.47,23.83,14.49,16.15,30.51,110.27,74.42,189.74
49,PEP,"Pepsico, Inc.",203458576384,6830009,0.34,-0.6,0.43,1.72,4.2,-3.27,4.61,0.24,-6.58,-9.21,7.59,20.97
50,LRCX,Lam Research Corporation,199482703872,10711734,0.54,2.2,1.97,13.32,-4.92,9.82,63.47,102.91,47.17,285.74,159.35,420.59
51,LIN,Linde plc,191685525504,2139767,0.11,0.41,0.22,0.07,-2.82,-9.47,-13.28,-10.63,-5.63,33.72,44.91,105.27
52,C,"Citigroup, Inc.",189962256384,8056841,0.42,0.5,0.67,5.69,1.68,4.54,8.76,50.59,77.73,145.06,82.1,61.2
53,DIS,Walt Disney Company (The),188477407232,8547018,0.45,-1.82,1.35,2.07,-6.6,-6.37,-13.7,5.96,4.66,15.87,-39.49,-24.42
54,QCOM,QUALCOMM Incorporated,184185307136,9158901,0.5,1.58,3.37,6.96,-0.51,2.19,8.38,9.34,-22.74,63.0,29.27,115.54
55,UBER,"Uber Technologies, Inc.",182620110848,18930339,1.04,1.16,2.23,5.05,-6.94,-6.54,-4.07,20.4,24.51,237.98,84.51,112.19
56,AMGN,Amgen Inc.,182200303616,2446819,0.13,0.26,-1.8,1.4,5.29,12.34,12.05,9.27,15.89,40.85,57.59,77.76
57,T,AT&T Inc.,180922761216,30839508,1.7,-1.05,-1.16,0.0,2.78,-2.22,-7.88,-1.87,51.86,57.87,56.66,32.91
58,BX,Blackstone Inc.,180058619904,2749339,0.15,0.27,1.26,6.01,1.69,-7.73,-16.37,1.5,24.44,105.96,53.15,177.26
59,INTU,Intuit Inc.,176959389696,1537366,0.09,0.63,1.03,-0.28,-2.7,-4.38,-18.98,6.09,5.27,65.58,23.6,122.14
60,NEE,"NextEra Energy, Inc.",176147136512,7086882,0.4,-0.08,-1.12,1.01,0.45,0.45,19.43,19.96,25.46,9.23,23.2,44.18
61,APH,Amphenol Corporation,173191626752,8723206,0.5,1.63,2.0,8.54,-1.64,10.82,34.91,122.84,105.06,273.91,314.72,482.46
62,NOW,"ServiceNow, Inc.",171595530240,1310314,0.08,0.28,2.7,2.99,-4.84,-10.15,-14.91,-2.2,12.9,109.31,40.64,139.95
63,VZ,Verizon Communications Inc.,171229036544,23193520,1.35,-0.32,-0.66,-0.37,1.91,-0.47,-4.11,-2.29,11.79,20.83,-5.08,-3.56
64,TJX,"TJX Companies, Inc. (The)",167364657152,5336561,0.32,-0.73,-2.03,1.32,2.54,4.97,19.37,32.22,38.65,95.82,135.22,159.62
65,SCHW,Charles Schwab Corporation (The,167127236608,10610556,0.63,-0.67,0.29,1.75,-3.4,-2.76,-4.6,19.44,28.9,15.39,43.87,109.94
66,BKNG,Booking Holdings Inc. Common St,166427033600,433441,0.03,4.97,4.54,12.04,3.56,-0.13,-8.67,12.92,30.47,146.83,136.5,172.83
67,GEV,GE Vernova Inc.,163764486144,2890779,0.18,4.28,2.01,7.8,3.76,1.26,-6.63,81.51,235.8,,,
68,ACN,Accenture plc,162576990208,4965892,0.31,1.39,5.31,8.4,6.73,7.78,-7.82,-19.06,-6.43,1.46,-12.81,33.8
69,DHR,Danaher Corporation,162250129408,2736040,0.17,1.09,-0.82,1.98,7.3,8.73,10.47,7.1,-11.29,-2.72,-10.58,60.06
70,BLK,"BlackRock, Inc.",161142833152,376582,0.02,-0.13,-0.14,4.64,-4.07,-10.46,-7.1,9.5,36.06,53.91,32.69,109.5
71,ANET,"Arista Networks, Inc.",160206258176,5618689,0.35,-0.69,-0.34,6.38,-7.31,-13.15,11.32,49.51,49.52,347.01,434.29,779.27
72,TXN,Texas Instruments Incorporated,159335366656,9438845,0.59,4.22,5.99,14.3,9.14,-1.54,-3.72,-0.2,-6.58,13.46,6.28,57.97
73,KLAC,KLA Corporation,156686155776,953528,0.06,2.82,2.66,7.93,-2.14,3.38,32.41,66.69,39.64,222.28,289.24,638.8
74,BA,Boeing Company (The),156108423168,22621384,1.45,10.15,9.88,14.49,5.43,-5.28,-11.88,26.9,17.37,0.85,-7.29,-40.01
75,GILD,"Gilead Sciences, Inc.",153748389888,5109934,0.33,-0.34,-2.82,-0.86,4.88,0.65,7.38,11.93,103.95,60.0,111.46,129.05
76,SPGI,S&P Global Inc.,149966405632,1190795,0.08,-0.82,-0.89,0.26,-0.34,3.05,-7.84,-0.06,13.94,47.39,21.82,75.55
77,BSX,Boston Scientific Corporation,146791399424,7977841,0.54,-1.97,-1.92,2.51,-1.87,-1.5,-6.71,0.12,29.76,112.95,124.43,132.61
78,COF,Capital One Financial Corporati,143251881984,3967465,0.28,1.65,3.0,10.77,2.04,4.65,5.93,36.87,66.46,146.29,52.16,141.56
79,PFE,"Pfizer, Inc.",142995554304,43824833,3.06,-0.47,-2.18,3.07,3.12,3.66,3.24,1.85,1.33,-40.32,-24.56,-8.49
80,SYK,Stryker Corporation,140227100672,1561122,0.11,-1.51,-1.51,1.72,3.28,-3.81,-8.93,-1.16,6.61,49.14,45.89,78.74
81,WELL,Welltower Inc.,139461853184,2576728,0.18,-0.34,-1.48,2.84,6.35,14.79,26.82,36.09,101.06,216.9,160.08,186.64
82,UNP,Union Pacific Corporation,137755688960,5190198,0.38,0.38,0.68,4.99,3.73,2.17,3.98,-1.16,7.39,18.39,16.2,43.89
83,ADBE,Adobe Inc.,136935997440,3959438,0.29,-0.01,1.67,3.33,-1.84,-6.0,-12.93,-19.16,-38.19,-5.45,-48.42,-12.58
84,LOW,"Lowe's Companies, Inc.",136406573056,3886081,0.28,-1.31,0.65,6.45,4.35,0.86,7.74,9.35,9.89,28.13,31.35,119.55
85,PGR,Progressive Corporation (The),134144860160,3953869,0.29,0.41,-0.17,1.22,5.16,4.28,-8.5,-21.36,10.86,79.53,153.56,202.85
86,ADI,"Analog Devices, Inc.",133660884992,5266275,0.39,2.42,5.84,21.21,17.66,10.86,20.29,30.05,18.43,72.71,79.96,159.2
87,MDT,Medtronic plc.,130865315840,5797218,0.44,-1.27,-2.85,2.7,10.11,6.37,10.61,11.92,34.37,37.95,-9.4,1.23
88,HON,Honeywell International Inc.,130157928448,4477171,0.34,1.54,1.66,2.66,-0.9,0.06,-7.58,-1.01,-0.6,4.08,-1.89,29.63
89,PANW,"Palo Alto Networks, Inc.",129874640896,5874215,0.45,1.15,2.44,2.6,-12.31,-10.36,-6.59,2.64,19.79,174.12,183.67,361.56
90,ETN,"Eaton Corporation, PLC",129679720448,3850261,0.3,-1.94,-2.51,1.5,-12.24,-11.8,-14.81,12.79,3.35,118.37,128.18,257.53
91,CRWD,"CrowdStrike Holdings, Inc.",129630871552,5047933,0.39,2.46,2.99,3.04,-7.35,2.57,10.39,41.59,32.62,394.95,92.05,692.38
92,DE,Deere & Company,126825037824,1303679,0.1,0.22,-0.15,-1.51,-1.1,1.45,-9.01,-1.75,25.22,15.13,39.99,198.15
93,PLD,"Prologis, Inc.",119758815232,3458185,0.29,0.0,0.6,4.72,3.23,1.38,17.94,15.77,22.34,20.27,13.79,56.99
94,CB,Chubb Limited,117414297600,1670988,0.14,0.21,-1.14,-0.61,2.17,9.81,9.42,-0.64,13.43,36.14,87.61,97.47
95,HCA,"HCA Healthcare, Inc.",117069291520,1198905,0.1,-0.53,-2.81,5.05,8.93,15.51,49.92,52.89,48.32,105.68,108.95,250.74
96,CEG,Constellation Energy Corporatio,113612537856,1973969,0.17,1.29,1.28,5.17,0.87,-1.6,11.36,67.03,66.49,346.87,,
97,KKR,KKR & Co. Inc.,113592107008,2440685,0.21,0.4,1.53,7.23,2.3,2.3,-19.14,6.52,11.99,161.01,107.58,283.96
98,HOOD,"Robinhood Markets, Inc.",113252835328,25390199,2.24,2.2,-1.76,18.59,-7.31,-7.25,20.12,199.74,476.17,1406.58,,
