Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4456078901248,190760612,0.43,0.16,0.47,-4.93,-3.53,0.01,0.65,26.73,61.77,582.61,709.61,2258.84
2,AAPL,Apple Inc.,3825723244544,49424671,0.13,-0.85,-1.67,-4.35,-5.52,5.2,0.46,31.58,18.72,61.25,78.21,244.99
3,GOOG,Alphabet Inc.,3640108515328,22541297,0.06,-0.84,-1.78,-3.22,-3.35,-8.37,18.67,69.37,88.06,188.87,112.33,340.73
3,GOOGL,Alphabet Inc.,3639745445888,35513981,0.1,-0.74,-1.84,-3.22,-3.24,-8.37,18.97,70.47,89.23,190.18,113.66,340.89
4,MSFT,Microsoft Corporation,3052328976384,38460684,0.13,1.35,3.04,5.57,1.79,-7.32,-20.78,-13.79,-3.56,47.85,37.14,136.88
5,AMZN,"Amazon.com, Inc.",2350303674368,60693507,0.26,0.98,5.06,4.98,7.28,-5.35,-0.97,1.31,17.44,116.56,27.48,85.78
6,META,"Meta Platforms, Inc.",1670948454400,13249534,0.08,-1.07,1.07,3.33,-1.21,7.77,-9.93,-5.78,23.28,214.54,94.57,216.6
7,AVGO,Broadcom Inc.,1577753509888,56905445,0.36,4.8,4.38,2.24,-2.91,1.21,-3.16,32.79,108.93,449.37,603.17,1316.79
8,TSLA,"Tesla, Inc.",1521798742016,51653564,0.34,-0.1,0.55,-0.94,-5.31,-6.0,-9.67,23.22,78.5,118.6,36.09,651.57
9,WMT,Walmart Inc.,983132274688,28521601,0.29,-3.52,-2.98,-2.71,-4.24,3.31,15.63,31.35,57.87,155.33,166.54,222.36
10,LLY,Eli Lilly and Company,880036151296,3764433,0.04,-2.02,-3.41,-5.65,-2.99,-8.68,20.13,22.4,9.83,177.53,325.29,567.77
11,JPM,JP Morgan Chase & Co.,791713873920,12686496,0.16,-1.95,-1.35,-1.26,-5.56,-2.81,0.11,10.13,45.98,145.05,93.23,293.15
12,XOM,Exxon Mobil Corporation,628181237760,22913431,0.36,0.63,-2.24,1.0,-2.44,13.59,32.0,37.37,38.44,42.72,182.79,339.53
13,V,Visa Inc.,616587001856,7358867,0.12,-0.21,-0.22,4.09,-2.87,-1.48,-7.19,-9.51,12.09,43.38,43.7,86.02
14,JNJ,Johnson & Johnson,577484095488,7398558,0.13,-2.31,-3.59,-2.7,0.02,10.5,25.96,57.33,50.63,58.22,66.84,92.61
15,MA,Mastercard Incorporated,468226342912,2981965,0.06,0.33,0.7,5.35,-2.38,-0.55,-8.42,-7.35,6.95,46.53,51.01,99.14
16,MU,"Micron Technology, Inc.",446883430400,29426396,0.66,-0.93,-3.79,-5.01,-3.24,2.04,92.16,231.97,357.15,606.46,492.03,790.65
17,ORCL,Oracle Corporation,444880519168,23869886,0.54,1.59,3.71,5.92,-1.51,-10.98,-44.59,-26.2,-4.52,69.11,70.16,220.97
18,COST,Costco Wholesale Corporation,436219510784,2752865,0.06,-2.4,-2.01,-1.59,0.45,-0.03,4.45,0.1,10.81,105.57,116.3,251.01
19,NFLX,"Netflix, Inc.",420668178432,53241615,1.27,0.52,2.14,27.08,24.55,16.18,-10.95,-19.07,43.63,189.67,51.83,129.66
20,ABBV,AbbVie Inc.,410834075648,9411076,0.23,-1.63,-0.82,1.71,5.19,7.49,2.62,24.67,26.64,61.04,149.73,222.83
21,CVX,Chevron Corporation,379677245440,10661148,0.28,2.08,0.16,2.46,3.2,15.01,23.85,34.26,40.8,26.92,104.0,171.9
22,PLTR,Palantir Technologies Inc.,365137100800,50250313,1.38,-0.34,5.17,18.5,12.52,-7.66,-15.41,7.96,319.65,1813.16,516.1,
23,BAC,Bank of America Corporation,363737317376,29872239,0.82,-0.97,0.0,-1.19,-7.5,-4.34,-3.27,13.37,29.35,93.71,18.32,162.21
24,PG,Procter & Gamble Company (The),360411365376,10035375,0.28,-2.72,-5.82,-6.83,-3.76,6.18,2.6,-2.27,-7.94,9.9,23.04,55.25
25,HD,"Home Depot, Inc. (The)",360056586240,2433810,0.07,-2.01,-2.46,-5.93,-7.42,-5.97,-5.46,3.54,-2.96,34.25,10.2,78.35
26,GE,GE Aerospace,344913575936,3755751,0.11,-3.77,-5.42,-5.4,4.23,2.67,6.85,38.77,79.72,341.0,419.33,1023.12
27,KO,Coca-Cola Company (The),331352932352,22119476,0.67,-1.37,-3.98,-4.57,-2.0,6.97,10.91,10.84,11.36,33.22,60.94,104.8
28,CAT,"Caterpillar, Inc.",330431037440,3710437,0.11,-3.54,-6.15,-8.09,-8.89,9.41,35.97,96.55,103.03,247.19,279.24,651.37
29,AMD,"Advanced Micro Devices, Inc.",325185437696,34760749,1.07,-1.3,0.42,-6.73,-6.62,-20.16,-15.12,57.81,34.5,115.48,67.14,271.0
30,CSCO,"Cisco Systems, Inc.",316127084544,26817890,0.85,-1.06,0.74,2.39,-6.46,8.58,14.47,24.27,64.41,66.86,62.63,119.4
31,MRK,"Merck & Company, Inc.",286970544128,10503094,0.37,-3.5,-4.4,-6.34,-2.72,4.46,34.28,46.02,2.32,12.86,63.26,89.0
32,AMAT,"Applied Materials, Inc.",275009634304,5898582,0.21,-3.14,-6.89,-8.31,2.08,6.68,52.16,97.47,88.71,203.11,170.23,599.49
33,RTX,RTX Corporation,273638752256,6914438,0.25,-2.38,-3.91,2.72,4.08,3.56,14.44,40.82,77.45,120.38,145.91,314.05
34,LRCX,Lam Research Corporation,269644496896,10210544,0.38,-3.73,-6.95,-12.0,-8.58,-5.89,45.92,131.51,187.84,347.8,305.89,796.02
35,PM,Philip Morris International Inc,264168521728,6058310,0.23,-5.22,-7.68,-9.25,-8.9,0.53,8.59,-4.98,48.51,94.67,115.66,223.88
36,UNH,UnitedHealth Group Incorporated,261578997760,5386147,0.21,-1.09,-2.09,5.41,3.54,-16.96,-19.35,-4.91,-48.85,-40.31,-29.92,10.21
37,MS,Morgan Stanley,258106687488,7264995,0.28,-3.0,-2.66,-3.7,-8.0,-11.33,2.65,25.8,69.61,112.91,86.99,403.44
38,WFC,Wells Fargo & Company,257750237184,20882076,0.81,-2.17,-0.57,-2.91,-7.69,-4.19,-1.79,14.06,56.27,140.38,82.18,288.48
39,GS,"Goldman Sachs Group, Inc. (The)",250578288640,3089491,0.12,-3.67,-3.05,-6.92,-11.09,-11.87,12.42,35.15,77.73,179.64,129.24,443.24
40,TMUS,"T-Mobile US, Inc.",246675439616,4590686,0.19,0.38,2.05,-0.17,5.76,20.7,1.23,-3.25,14.84,53.82,96.3,142.44
41,IBM,International Business Machines,240652713984,9889552,0.41,2.6,7.18,11.87,-5.96,-13.28,-8.97,-7.32,24.11,115.21,149.56,183.69
42,MCD,McDonald's Corporation,233669771264,2982279,0.13,-1.29,-1.65,-1.13,1.88,7.72,7.91,12.44,16.08,24.43,50.31,112.96
43,INTC,Intel Corporation,229528453120,77949326,3.4,0.81,0.99,-0.37,-4.85,-15.3,20.41,121.55,121.23,43.4,-10.91,-11.72
44,LIN,Linde plc,227090939904,3321174,0.15,-1.83,-3.79,-2.77,4.82,11.54,9.28,5.75,6.67,42.79,66.8,190.31
45,GEV,GE Vernova Inc.,221128884224,3202324,0.14,-3.12,-7.51,-7.36,-1.05,22.03,37.04,67.32,246.9,,,
46,PEP,"Pepsico, Inc.",219731558400,6396435,0.29,-1.96,-3.93,-5.21,-5.0,9.51,7.1,24.69,-3.8,-4.03,15.22,44.17
47,VZ,Verizon Communications Inc.,215861084160,27485236,1.27,-0.04,2.4,2.65,4.51,30.43,35.59,26.63,28.81,56.41,25.88,29.46
48,AXP,American Express Company,211622100992,4597510,0.22,-1.29,-0.07,-4.14,-13.22,-14.57,-13.25,5.18,19.01,96.99,82.42,297.37
49,T,AT&T Inc.,205381353472,33417180,1.63,-0.03,3.43,2.19,1.76,23.28,19.05,6.98,42.73,72.08,91.66,97.06
50,AMGN,Amgen Inc.,198161268736,2592566,0.13,-3.08,-4.69,-3.99,0.97,7.73,27.28,27.15,15.72,59.38,102.78,86.37
51,TMO,Thermo Fisher Scientific Inc,194932375552,2333943,0.12,1.2,2.02,0.63,-1.58,-18.46,-9.21,28.29,-14.6,-9.78,-13.73,58.74
52,ABT,Abbott Laboratories,192952320000,7991000,0.41,-1.82,-2.7,-3.09,-2.24,-8.03,-11.66,-15.97,-0.55,13.02,-3.8,31.17
53,C,"Citigroup, Inc.",190588305408,15520893,0.81,-2.13,-2.24,-0.56,-7.19,-4.31,13.35,41.31,88.59,162.88,80.55,214.52
54,NEE,"NextEra Energy, Inc.",189871341568,9257357,0.49,-1.59,-1.7,-4.11,0.43,9.42,10.96,26.17,13.01,27.0,22.55,85.78
55,CRM,"Salesforce, Inc.",188702425088,15843090,0.84,4.3,4.37,8.61,8.86,-9.11,-20.91,-23.3,-19.61,4.37,-29.67,14.81
56,KLAC,KLA Corporation,187806941184,1046424,0.06,-3.15,-6.88,-5.13,-3.26,-5.84,23.69,61.0,98.0,285.0,346.18,824.2
57,DIS,Walt Disney Company (The),181612576768,9576267,0.53,-0.61,-1.84,-3.43,-5.28,-9.52,-8.78,-13.34,11.14,4.92,-38.82,0.25
58,GILD,"Gilead Sciences, Inc.",180179779584,6915056,0.38,-2.08,-3.26,-1.69,-6.84,12.42,21.0,32.74,79.34,91.0,154.32,132.6
59,TXN,Texas Instruments Incorporated,179889192960,7523731,0.42,-2.18,-5.64,-7.2,-12.61,1.84,16.0,0.99,2.51,21.5,11.45,107.2
60,TJX,"TJX Companies, Inc. (The)",179105218560,4649529,0.26,-0.49,0.62,2.07,7.05,3.55,13.66,30.66,39.78,114.77,165.76,278.16
