Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4339900874752,168466737,0.39,-1.02,-2.54,-3.36,-3.42,2.51,-5.05,16.5,50.3,559.38,500.44,2002.7
2,GOOGL,Alphabet Inc.,3715351707648,24934204,0.07,-0.18,0.51,0.03,-0.01,-7.71,8.01,75.06,86.24,194.11,108.86,336.07
2,GOOG,Alphabet Inc.,3698416156672,15343571,0.04,-0.19,0.43,-0.39,-0.39,-8.22,7.29,73.21,83.78,191.07,107.31,334.8
3,AAPL,Apple Inc.,3659195744256,34568663,0.09,-0.39,-1.53,-4.55,-8.79,-9.87,-7.54,20.16,10.5,51.56,68.78,223.02
4,MSFT,Microsoft Corporation,2891343462400,24689447,0.09,-0.71,-2.73,-4.13,-3.16,-5.86,-21.42,-20.48,-5.65,39.19,19.99,124.63
5,AMZN,"Amazon.com, Inc.",2241021870080,35932990,0.16,-0.53,-1.41,-2.6,0.4,-10.4,-14.1,-5.31,12.99,101.1,20.08,73.22
6,META,"Meta Platforms, Inc.",1534681284608,12373107,0.08,-1.46,-3.31,-7.16,-7.58,-9.23,-1.81,-15.45,6.43,186.98,82.06,166.85
7,AVGO,Broadcom Inc.,1516448907264,23203803,0.15,1.24,-1.56,-6.64,-0.58,3.83,-9.88,21.25,89.61,424.68,533.39,1171.11
8,TSLA,"Tesla, Inc.",1427049807872,66549732,0.47,-3.18,-3.86,-4.74,-6.92,-6.33,-14.71,26.47,52.72,133.33,-7.24,595.48
9,WMT,Walmart Inc.,965378244608,17820579,0.18,-0.73,-3.89,-3.22,-2.68,-5.4,19.33,23.8,52.33,148.57,154.01,219.92
10,LLY,Eli Lilly and Company,821179711488,1829015,0.02,-0.06,-7.24,-8.37,-10.23,-16.99,-1.82,18.88,4.08,150.28,253.17,571.35
11,JPM,JP Morgan Chase & Co.,776664449024,9823819,0.13,0.08,0.63,-0.26,-5.93,-9.24,-7.71,0.57,43.38,117.86,90.92,231.12
12,XOM,Exxon Mobil Corporation,659015335936,23686108,0.36,0.36,0.59,6.77,6.48,7.88,40.27,48.39,36.94,51.48,188.75,339.96
13,V,Visa Inc.,577852735488,6796969,0.12,0.23,-3.35,-4.68,-5.36,-8.98,-10.69,-15.2,9.4,30.69,48.51,62.0
14,JNJ,Johnson & Johnson,572592029696,4866957,0.08,0.13,-2.3,-2.51,-2.41,1.87,28.57,55.3,53.97,58.83,64.22,92.61
15,MU,"Micron Technology, Inc.",500029980672,74184623,1.48,-3.78,0.56,10.21,6.91,17.1,86.48,268.22,347.48,631.89,529.43,820.8
16,ORCL,Oracle Corporation,447282708480,21928538,0.49,1.71,-0.29,4.1,3.47,6.03,-36.04,-28.51,-5.89,69.31,72.16,216.84
17,MA,Mastercard Incorporated,438311878656,3274552,0.07,0.55,-3.41,-4.58,-4.59,-11.27,-11.1,-12.65,-0.04,33.07,50.12,69.22
18,COST,Costco Wholesale Corporation,432675028992,1253842,0.03,-0.52,-2.69,-2.26,-1.21,-0.36,5.69,-0.72,11.84,100.81,98.56,247.37
19,CVX,Chevron Corporation,402749784064,15137596,0.38,1.42,2.34,8.13,9.38,12.24,34.49,42.87,42.44,34.65,113.03,175.78
20,NFLX,"Netflix, Inc.",389150932992,38239433,0.98,-3.13,-3.63,-5.36,8.45,14.45,-16.37,-29.08,29.01,181.97,37.25,118.49
21,PLTR,Palantir Technologies Inc.,372336033792,33742321,0.91,1.9,1.94,3.0,14.52,11.57,-11.07,19.13,315.26,1810.18,488.14,
22,ABBV,AbbVie Inc.,364649480192,5636601,0.15,-1.01,-6.87,-9.15,-8.22,-5.01,-5.09,11.16,10.19,40.81,105.94,188.07
23,BAC,Bank of America Corporation,343290314752,31836936,0.93,0.38,-0.11,-3.19,-9.61,-14.63,-10.82,-0.76,23.99,69.95,11.11,109.5
24,PG,Procter & Gamble Company (The),338995904512,10308774,0.3,-1.27,-4.79,-7.16,-11.55,-7.67,-0.18,-8.27,-12.4,3.01,10.96,46.87
25,AMD,"Advanced Micro Devices, Inc.",334674460672,32065632,0.96,2.91,4.42,1.0,0.78,2.54,-13.64,50.81,28.47,127.8,49.29,289.21
26,HD,"Home Depot, Inc. (The)",326736805888,3014282,0.09,-0.82,-4.19,-7.49,-11.91,-14.67,-9.9,-10.38,-17.22,18.57,-1.37,53.41
27,KO,Coca-Cola Company (The),324986568704,12998996,0.4,-0.55,-2.92,-2.32,-5.5,-1.66,10.92,7.7,11.12,29.17,52.61,93.98
28,CAT,"Caterpillar, Inc.",322274164736,2233927,0.07,-0.72,-1.59,-3.91,-8.54,-0.46,21.15,77.73,78.46,225.3,265.23,528.55
29,CSCO,"Cisco Systems, Inc.",310200434688,16548176,0.53,1.17,-0.49,1.04,0.52,-3.27,11.11,15.61,53.87,82.15,55.58,102.45
30,GE,GE Aerospace,307594264576,6207333,0.2,-3.11,-4.08,-10.69,-14.32,-5.29,-4.23,17.72,57.79,272.1,354.73,725.56
31,LRCX,Lam Research Corporation,293898452992,10064832,0.34,4.13,6.65,8.72,-2.01,11.67,44.68,142.87,191.3,357.45,310.39,805.41
32,AMAT,"Applied Materials, Inc.",283485372416,6437764,0.23,2.21,3.19,3.28,-4.93,20.18,53.45,95.57,80.01,220.46,147.41,566.36
33,MRK,"Merck & Company, Inc.",282347143168,6353344,0.23,-0.26,-1.07,-1.75,-3.57,-2.78,35.26,43.23,7.36,9.65,45.07,86.46
34,RTX,RTX Corporation,270177402880,5315722,0.2,-1.87,-2.59,-3.03,1.57,2.37,15.47,40.84,66.27,108.38,151.9,243.91
35,UNH,UnitedHealth Group Incorporated,254548606976,5510164,0.22,-1.37,-1.77,-0.67,-1.41,2.43,-11.52,-12.21,-50.92,-38.97,-33.59,2.16
36,PM,Philip Morris International Inc,254314725376,4453199,0.18,-1.67,-6.53,-5.5,-12.87,-9.44,9.98,-6.26,42.99,91.35,113.82,194.75
37,MS,Morgan Stanley,251755249664,5433774,0.22,-0.24,1.83,-1.37,-10.67,-11.96,-2.45,14.49,58.04,93.55,83.03,304.83
38,GS,"Goldman Sachs Group, Inc. (The)",242792136704,1761589,0.07,0.5,1.85,-2.92,-12.4,-10.9,3.84,16.38,69.61,157.21,121.86,344.89
39,WFC,Wells Fargo & Company,239794667520,18409256,0.77,0.26,0.84,-2.44,-11.48,-17.58,-10.31,-4.75,42.65,97.98,67.87,210.86
40,GEV,GE Vernova Inc.,238053851136,2459176,0.1,2.2,6.11,4.61,0.17,17.65,59.69,73.78,249.06,,,
41,IBM,International Business Machines,234949476352,4115557,0.18,-0.49,0.45,0.07,3.45,-12.89,-18.96,-12.47,18.48,119.63,147.25,165.21
42,TMUS,"T-Mobile US, Inc.",231072284672,7369852,0.32,-0.01,-3.83,-5.57,-2.61,2.87,3.78,-13.32,1.68,47.23,75.19,121.06
43,INTC,Intel Corporation,230677348352,73736652,3.2,2.55,0.92,-1.28,1.58,-4.98,24.01,102.1,106.25,53.32,-1.03,-18.5
44,LIN,Linde plc,226970451968,2589732,0.11,0.25,-1.53,2.83,-1.42,3.83,18.77,3.79,4.99,38.62,57.08,176.0
45,MCD,McDonald's Corporation,220917645312,3349009,0.15,-1.95,-5.23,-5.6,-6.94,-3.82,4.95,5.87,5.51,14.01,35.34,89.35
46,PEP,"Pepsico, Inc.",208847536128,5516290,0.26,-0.52,-3.16,-5.0,-8.04,-7.27,9.91,16.17,-4.67,-8.81,7.04,40.51
47,VZ,Verizon Communications Inc.,208691019776,25003739,1.2,-0.22,-2.92,-2.43,1.21,5.25,26.42,19.12,21.3,60.43,25.32,25.89
48,AXP,American Express Company,203163009024,3015225,0.15,0.18,-1.1,-2.71,-12.05,-16.61,-19.18,-7.89,10.57,86.57,80.14,213.31
49,KLAC,KLA Corporation,198602145792,962459,0.05,1.97,5.1,4.03,-0.84,15.78,25.67,69.03,96.9,313.53,286.97,811.2
50,T,AT&T Inc.,196661329920,58086696,2.95,1.2,0.04,0.11,1.02,1.91,13.44,-0.79,33.84,83.0,90.63,71.16
51,NEE,"NextEra Energy, Inc.",192538263552,8512430,0.44,1.59,-0.44,0.95,1.14,3.41,14.23,29.2,13.06,28.09,22.88,78.08
52,C,"Citigroup, Inc.",192162693120,14368175,0.75,1.09,2.33,0.81,-5.46,-6.45,9.49,29.61,84.58,146.85,91.19,158.32
53,AMGN,Amgen Inc.,188630564864,2025737,0.11,-0.44,-4.46,-6.79,-7.75,-3.78,12.44,23.14,14.7,57.89,87.69,85.94
