Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,AAPL,Apple Inc.,3553119698944,44991117,0.13,0.94,2.86,4.47,5.31,0.63,5.19,36.18,27.33,34.54,148.0,475.2
2,NVDA,NVIDIA Corporation,3353170935808,187109077,0.56,0.66,-6.65,-3.56,-2.14,4.04,10.84,48.99,221.13,366.28,1215.67,3626.03
3,MSFT,Microsoft Corporation,3182054342656,23063297,0.07,2.2,3.66,3.34,4.23,2.41,-3.01,3.64,24.38,30.56,110.15,329.71
4,AMZN,"Amazon.com, Inc.",2185648013312,40816759,0.19,3.18,4.78,2.59,4.19,10.75,13.86,18.51,63.53,24.68,34.11,161.75
5,GOOGL,Alphabet Inc.,2078501634048,20445384,0.1,0.88,0.89,-1.95,-0.37,2.21,-6.78,22.41,35.53,17.04,116.68,207.59
5,GOOG,Alphabet Inc.,2078492721152,14525957,0.07,0.7,0.82,-1.88,-0.46,2.23,-6.82,22.5,35.97,18.22,118.09,212.38
6,META,"Meta Platforms, Inc.",1447895891968,10224872,0.07,1.49,1.86,3.51,0.19,-2.17,17.79,14.99,104.12,71.03,139.82,243.79
7,TSLA,"Tesla, Inc.",1085738647552,61435595,0.57,-0.11,-0.42,5.46,34.52,54.04,34.48,90.51,32.17,-3.98,218.62,1559.07
8,BRK-B,Berkshire Hathaway Inc. New,1032349548544,2357037,0.02,0.24,1.38,1.76,7.53,3.43,9.77,18.17,40.83,60.05,149.12,138.18
9,AVGO,Broadcom Inc.,769431437312,15849929,0.21,-0.05,0.49,-0.06,-5.27,-6.39,2.62,28.89,91.4,164.17,487.02,617.12
10,WMT,Walmart Inc.,733972594688,13289464,0.18,2.02,3.3,8.38,9.12,11.83,30.11,50.14,76.64,97.13,120.13,214.47
11,LLY,Eli Lilly and Company,709848072192,5660920,0.08,4.55,5.25,5.78,-1.91,-13.43,-8.57,5.05,75.72,194.43,405.88,620.04
12,JPM,JP Morgan Chase & Co.,703750537216,4481544,0.06,-0.13,2.13,1.9,12.86,12.4,19.6,33.99,81.42,71.7,185.04,191.49
13,V,Visa Inc.,603424751616,3783135,0.06,-0.44,0.62,0.7,6.52,11.86,16.93,10.46,39.48,47.24,61.94,131.59
14,UNH,UnitedHealth Group Incorporated,558419148800,2690524,0.05,0.16,1.56,2.46,7.01,9.08,9.03,24.97,32.74,25.69,110.29,152.6
15,ORCL,Oracle Corporation,527526658048,6421427,0.12,1.27,-1.07,3.61,10.82,9.35,36.12,50.51,53.36,128.21,262.27,308.24
16,XOM,Exxon Mobil Corporation,518488752128,12056971,0.23,-1.67,-3.25,-1.12,-0.02,-1.17,4.01,11.59,17.21,114.36,233.41,110.62
17,MA,Mastercard Incorporated,485055299584,2273284,0.05,0.36,2.6,1.26,4.53,4.19,18.14,12.23,40.64,49.7,72.7,151.89
18,COST,Costco Wholesale Corporation,430446379008,1399071,0.03,1.1,1.66,7.1,9.14,8.74,14.96,32.41,89.56,78.56,220.58,412.44
19,HD,"Home Depot, Inc. (The)",426669277184,2059102,0.05,0.2,4.65,5.23,7.36,3.35,18.96,16.18,46.84,11.14,79.48,168.29
20,PG,Procter & Gamble Company (The),422282231808,4720539,0.11,1.08,3.8,5.76,8.17,3.91,7.2,12.78,25.36,18.06,58.82,111.78
21,NFLX,"Netflix, Inc.",372999815168,3082498,0.08,0.81,-2.77,5.9,14.23,23.6,34.76,42.8,95.97,44.84,78.15,151.06
22,JNJ,Johnson & Johnson,372025458688,5680286,0.15,-0.01,0.17,1.14,-1.64,-5.08,1.75,-2.78,-1.15,-1.46,16.77,37.85
23,BAC,Bank of America Corporation,366380023808,21335218,0.58,0.53,2.78,2.14,14.02,13.31,13.62,34.47,68.51,15.49,118.27,94.4
24,CRM,"Salesforce, Inc.",328080064512,4476318,0.14,1.2,2.2,5.51,15.36,19.02,35.28,12.42,62.66,35.64,80.18,120.02
25,ABBV,AbbVie Inc.,320099745792,5533107,0.17,2.3,5.48,9.79,-10.18,-5.59,5.17,2.8,41.1,49.89,120.66,194.06
26,CVX,Chevron Corporation,289777975296,6085279,0.21,1.35,0.56,1.71,7.03,11.14,5.76,10.41,9.27,55.55,117.21,79.66
27,TMUS,"T-Mobile US, Inc.",284227207168,3168594,0.11,2.08,3.53,3.95,7.84,12.85,38.48,50.69,87.35,114.45,137.04,263.73
28,KO,Coca-Cola Company (The),278068494336,9824981,0.35,0.26,1.24,4.55,-1.25,-8.23,0.34,9.13,9.54,18.42,51.58,55.91
29,WFC,Wells Fargo & Company,257536032768,14333091,0.56,0.59,3.37,4.05,21.42,23.43,32.55,36.85,90.58,74.66,226.3,91.15
30,MRK,"Merck & Company, Inc.",257062010880,6687225,0.26,0.45,1.76,5.51,-0.03,-8.89,-18.61,-15.57,-4.0,43.38,53.79,63.16
31,CSCO,"Cisco Systems, Inc.",237332660224,13767521,0.58,1.45,3.53,3.71,6.11,10.19,28.25,21.94,20.25,3.21,44.87,50.57
32,BX,Blackstone Inc.,232460582912,3188502,0.14,-0.76,-1.21,5.65,12.99,23.24,37.25,57.73,115.67,64.61,287.19,596.0
33,ADBE,Adobe Inc.,231237058560,2360892,0.1,1.27,4.14,4.36,7.99,3.4,-5.32,-9.3,7.01,-7.36,18.03,104.4
34,ACN,Accenture plc,226935193600,2101659,0.09,0.52,0.59,2.72,5.12,-1.49,10.0,-3.37,14.86,-8.34,72.23,154.39
35,AMD,"Advanced Micro Devices, Inc.",223493390336,31708324,1.42,-2.42,0.17,2.09,-2.78,-12.08,-11.64,-32.08,10.85,-4.29,122.88,497.48
