Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4501516845056,357990754,0.8,-5.46,-3.48,-0.04,6.14,-0.5,1.7,29.65,58.21,585.75,751.98,2427.47
2,AAPL,Apple Inc.,4011799085056,32123760,0.08,-0.47,2.54,3.44,-1.19,4.66,10.52,35.9,23.39,72.24,94.31,279.63
3,GOOGL,Alphabet Inc.,3718376062976,36036891,0.1,-1.76,-1.32,1.77,-7.7,-8.51,22.32,74.83,104.38,205.46,119.41,359.15
3,GOOG,Alphabet Inc.,3715593666560,21600257,0.06,-1.88,-1.46,1.43,-7.86,-8.7,22.02,73.18,102.89,203.68,118.83,358.07
4,MSFT,Microsoft Corporation,2985734963200,33954921,0.11,0.28,4.49,1.46,-2.79,-14.45,-21.15,-14.53,-3.93,46.6,37.7,133.96
5,AMZN,"Amazon.com, Inc.",2232004640768,47437875,0.21,-1.29,1.29,3.37,-10.76,-14.3,-3.05,-4.18,12.68,107.4,26.02,79.41
6,META,"Meta Platforms, Inc.",1661943283712,10575279,0.06,0.51,3.1,2.77,-1.79,4.11,-7.66,-5.12,29.0,222.18,101.38,219.51
7,TSLA,"Tesla, Inc.",1533168582656,52348306,0.34,-2.11,2.19,-0.5,0.63,-8.64,-4.7,32.41,79.1,110.74,49.79,697.79
8,AVGO,Broadcom Inc.,1525267824640,32760599,0.21,-3.19,-2.62,-3.26,4.43,-9.28,-8.99,32.48,106.32,434.07,602.39,1288.17
9,WMT,Walmart Inc.,991982125056,17647269,0.18,-1.06,-1.1,-3.44,-2.8,3.37,17.1,28.23,59.68,167.34,182.29,224.21
10,LLY,Eli Lilly and Company,964130177024,2079531,0.02,-0.66,-3.45,-1.35,-7.53,-4.96,25.12,32.8,12.18,211.12,350.42,593.35
11,JPM,JP Morgan Chase & Co.,825642582016,6984105,0.08,0.93,2.84,-0.33,-3.51,-1.53,3.0,16.4,52.46,154.51,108.94,287.85
12,XOM,Exxon Mobil Corporation,618931027968,15597364,0.25,-0.35,-1.47,1.61,1.31,18.17,36.33,45.03,42.45,50.98,181.73,334.46
13,V,Visa Inc.,610610118656,8701288,0.14,1.19,3.32,-0.88,-3.82,-3.21,-5.19,-13.12,12.77,45.08,45.5,85.28
14,JNJ,Johnson & Johnson,586738106368,5508368,0.09,-0.69,-0.44,0.59,4.39,14.56,28.21,59.84,54.28,73.65,73.0,92.61
15,MU,"Micron Technology, Inc.",467716636672,35110959,0.75,-3.13,-1.29,3.95,9.53,22.9,105.27,275.29,361.04,563.52,527.31,837.92
16,MA,Mastercard Incorporated,459400183808,4842702,0.11,1.06,3.78,-1.37,-7.0,-5.55,-6.24,-11.54,6.35,45.7,53.16,94.06
17,COST,Costco Wholesale Corporation,438070804480,1800418,0.04,-0.81,0.07,-2.5,0.86,4.9,6.9,-1.52,10.46,109.37,130.34,249.45
18,ORCL,Oracle Corporation,432004628480,20422615,0.47,1.64,6.37,-2.38,2.48,-25.7,-51.85,-14.6,-2.95,71.95,67.0,213.0
19,ABBV,AbbVie Inc.,397289881600,3977866,0.1,-0.98,-2.09,-3.51,3.49,2.6,-0.16,21.64,21.43,58.5,141.16,230.8
20,PG,Procter & Gamble Company (The),383254495232,6373357,0.17,0.22,-0.86,2.63,4.39,14.33,11.01,2.86,-2.1,20.41,27.34,63.01
21,BAC,Bank of America Corporation,381920509952,52023062,1.36,1.18,2.41,-0.83,-5.56,-4.11,4.23,17.82,37.97,96.08,29.08,165.72
22,HD,"Home Depot, Inc. (The)",373406400512,2228700,0.06,-0.13,-0.5,-2.08,-3.13,-1.22,-2.55,3.96,4.31,41.84,21.12,90.94
23,CVX,Chevron Corporation,368200974336,5357643,0.15,-0.03,-0.41,2.0,2.61,13.48,23.95,35.08,42.56,29.98,103.17,158.6
24,GE,GE Aerospace,359522762752,4447401,0.12,-0.6,0.55,4.21,10.54,4.16,13.8,36.09,106.7,360.6,443.49,1032.93
25,NFLX,"Netflix, Inc.",358821429248,69345050,1.93,2.29,11.27,9.86,5.53,-6.34,-28.53,-30.92,24.13,154.77,33.46,99.19
26,CAT,"Caterpillar, Inc.",352355876864,3300387,0.09,-1.78,-0.47,-1.55,8.83,18.56,39.91,112.15,129.5,254.5,320.66,672.46
27,KO,Coca-Cola Company (The),346279510016,12808705,0.37,0.04,-0.07,1.18,4.07,13.0,19.94,14.63,18.28,41.34,67.39,111.29
28,AMD,"Advanced Micro Devices, Inc.",332082085888,34802679,1.05,-3.41,3.6,0.3,1.74,-7.82,-13.17,67.32,35.91,111.97,81.87,290.27
29,PLTR,Palantir Technologies Inc.,325124390912,44646503,1.37,1.3,4.09,2.2,-2.58,-24.04,-23.68,2.94,290.07,1553.77,458.28,
30,CSCO,"Cisco Systems, Inc.",308580483072,19589274,0.63,-1.29,0.46,1.63,-3.77,3.48,13.65,20.59,65.26,66.18,58.86,123.25
31,LRCX,Lam Research Corporation,300279103488,10690841,0.36,-4.17,-1.32,1.48,13.96,11.52,68.2,172.4,216.54,376.57,341.51,950.68
32,AMAT,"Applied Materials, Inc.",298175102976,7703843,0.26,-4.87,0.58,4.75,26.41,23.39,65.52,122.63,104.82,221.71,195.82,712.44
33,MRK,"Merck & Company, Inc.",297985540096,7880987,0.26,-2.58,-3.65,-1.87,0.82,10.2,43.37,54.7,9.5,23.73,73.88,92.22
34,PM,Philip Morris International Inc,291877421056,3918798,0.13,-1.21,0.15,2.1,3.94,13.05,21.3,6.53,58.46,124.22,132.66,246.3
35,MS,Morgan Stanley,282086506496,6890661,0.24,2.16,6.41,3.47,-1.44,-2.35,12.21,37.02,90.58,127.2,103.82,459.15
36,GS,"Goldman Sachs Group, Inc. (The)",281227886592,1518631,0.05,0.83,4.11,1.41,1.72,-0.98,23.15,52.99,102.19,210.11,164.2,497.23
37,WFC,Wells Fargo & Company,270903001088,18711621,0.69,-0.53,1.35,-1.26,-6.89,-7.31,3.79,14.69,65.86,145.46,112.69,280.51
38,RTX,RTX Corporation,265276309504,5752484,0.22,0.84,-2.12,-2.56,0.79,2.17,26.76,41.83,70.27,115.96,144.92,285.88
39,UNH,UnitedHealth Group Incorporated,259667689472,10113505,0.39,0.87,1.53,-0.84,3.89,-14.16,-19.09,-3.54,-49.83,-35.33,-26.8,7.41
40,MCD,McDonald's Corporation,238722088960,2420561,0.1,0.46,-0.01,2.11,3.35,8.11,10.22,11.05,18.66,28.5,50.74,113.1
41,TMUS,"T-Mobile US, Inc.",238409678848,6229443,0.26,-2.52,-3.09,-2.94,5.63,12.38,-5.41,-9.66,9.43,53.42,85.0,147.98
