Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4268930367488,176073078,0.41,1.7,-2.64,-4.1,-3.74,-5.26,-11.75,10.25,40.66,550.08,471.39,1886.69
2,AAPL,Apple Inc.,3696381394944,37465587,0.1,1.41,0.62,-1.67,-5.0,-9.49,-6.57,18.12,11.61,54.32,70.84,226.48
3,GOOGL,Alphabet Inc.,3654019973120,27375734,0.07,0.35,-1.83,-0.49,-1.39,-6.38,4.26,68.63,81.85,187.4,104.36,324.91
3,GOOG,Alphabet Inc.,3617244839936,22068828,0.06,0.08,-2.38,-1.38,-2.33,-7.39,3.04,65.99,78.42,182.33,101.86,321.96
4,MSFT,Microsoft Corporation,2846600724480,28357488,0.1,0.3,-2.24,-4.69,-3.9,-4.3,-23.99,-22.78,-6.87,39.15,17.94,119.41
5,AMZN,"Amazon.com, Inc.",2255836151808,43926097,0.19,2.32,0.13,0.29,0.84,-0.09,-15.4,-5.94,12.67,97.85,20.46,72.08
6,AVGO,Broadcom Inc.,1529108234240,27165250,0.18,4.08,2.3,-3.8,1.37,-2.92,-9.65,17.87,85.11,428.9,528.19,1168.18
7,META,"Meta Platforms, Inc.",1528003297280,13258581,0.09,1.75,-1.89,-5.27,-7.49,-8.6,-4.22,-15.79,1.85,186.1,79.79,170.47
8,TSLA,"Tesla, Inc.",1429113667584,72583482,0.51,3.5,-3.04,-3.58,-5.57,-7.36,-14.46,20.77,52.29,134.3,-1.75,584.16
9,WMT,Walmart Inc.,962428469248,22106694,0.23,1.43,-0.83,-3.48,-4.82,-7.78,18.35,23.52,51.22,145.41,157.17,215.53
10,LLY,Eli Lilly and Company,814959296512,2127912,0.03,0.42,-0.82,-6.83,-10.55,-13.81,-5.51,17.26,3.75,142.85,264.58,534.69
11,JPM,JP Morgan Chase & Co.,781896712192,7193450,0.09,1.17,0.75,2.48,-2.57,-10.08,-8.1,-1.14,40.79,119.45,91.33,247.26
12,XOM,Exxon Mobil Corporation,671390629888,24984729,0.37,0.91,2.25,4.95,4.48,8.83,38.41,47.19,35.82,50.98,188.31,355.81
13,V,Visa Inc.,586972397568,5655008,0.1,0.93,1.81,-0.67,-5.01,-8.0,-8.71,-14.67,10.75,33.8,42.84,62.51
