Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,3902016061440,135392773,0.35,1.11,1.75,3.21,12.7,20.46,21.9,21.61,168.33,800.53,1105.58,3435.57
2,MSFT,Microsoft Corporation,3691147952128,11831683,0.03,-0.22,1.13,-0.17,4.56,9.18,24.47,19.29,26.67,81.66,124.71,280.85
3,AAPL,Apple Inc.,3136667254784,42036884,0.13,0.03,-1.14,4.48,6.9,4.3,-12.51,-9.88,9.11,29.24,77.67,298.25
4,AMZN,"Amazon.com, Inc.",2328813371392,44865085,0.19,-1.84,-0.25,1.03,3.42,8.01,2.34,16.87,41.72,57.35,43.51,138.52
5,GOOG,Alphabet Inc.,2120189083648,23070816,0.11,-1.35,-2.56,0.42,-0.41,1.97,0.5,5.31,19.29,49.15,73.48,184.3
5,GOOGL,Alphabet Inc.,2120182792192,38769963,0.18,-1.37,-2.4,0.47,-0.18,2.17,1.18,5.75,20.15,49.54,74.02,182.91
6,META,"Meta Platforms, Inc.",1812002242560,7745190,0.04,0.32,0.99,-0.75,5.62,13.3,7.15,23.23,89.8,325.62,184.51,287.11
7,AVGO,Broadcom Inc.,1278403149824,14806412,0.12,-0.87,0.7,0.6,9.55,18.18,28.33,55.7,126.91,427.94,558.5,1005.35
8,BRK-B,Berkshire Hathaway Inc. New,1029554307072,3172520,0.03,-0.12,-0.63,-1.56,-2.07,-5.18,-3.37,3.2,29.73,63.33,95.93,123.52
9,TSLA,"Tesla, Inc.",959234113536,101191776,1.05,1.32,-5.65,-8.59,-8.45,-12.68,2.41,35.63,42.63,2.54,30.96,1721.84
10,JPM,JP Morgan Chase & Co.,785871011840,14885019,0.19,-3.15,-2.69,-1.6,7.24,9.0,10.47,29.22,71.91,167.35,110.43,178.39
11,WMT,Walmart Inc.,774818955264,13160995,0.17,-2.27,-0.53,1.11,2.81,1.21,1.45,19.79,82.45,137.64,135.23,169.94
12,LLY,Eli Lilly and Company,698133381120,2838175,0.04,0.62,-0.21,-2.2,-5.09,8.73,-14.84,-14.39,24.54,163.89,298.92,655.38
13,V,Visa Inc.,692613414912,6964141,0.1,-0.59,0.09,2.46,0.48,-0.96,1.29,27.61,32.17,70.05,71.09,108.24
14,ORCL,Oracle Corporation,658670616576,17024079,0.26,0.96,1.97,10.19,8.96,49.07,36.45,35.52,116.06,218.66,282.06,376.25
15,NFLX,"Netflix, Inc.",542734974976,3218285,0.06,-1.11,-0.74,-2.4,5.21,7.35,28.81,80.64,162.57,446.19,133.27,333.56
16,MA,Mastercard Incorporated,510741643264,3083749,0.06,-0.47,0.16,3.05,0.07,-1.35,0.37,11.22,28.83,62.37,62.54,110.21
17,XOM,Exxon Mobil Corporation,492117819392,17905557,0.36,2.77,2.83,3.82,1.85,10.9,5.28,-2.59,24.19,42.29,141.99,106.46
18,COST,Costco Wholesale Corporation,437197373440,1709639,0.04,-0.64,0.35,0.3,-0.44,-3.17,-4.35,10.61,43.53,89.36,210.56,269.17
19,JNJ,Johnson & Johnson,374841638912,6432116,0.17,0.33,0.15,2.49,-0.83,2.96,-3.65,-2.71,0.57,0.22,8.16,40.09
20,PG,Procter & Gamble Company (The),370179407872,11949630,0.32,-1.63,-2.05,-0.47,-1.49,-4.33,-7.25,-7.37,10.1,16.45,38.59,49.03
21,HD,"Home Depot, Inc. (The)",365636026368,1967468,0.05,-0.04,-1.17,1.1,3.62,1.0,-4.7,-9.98,6.88,27.19,60.67,80.56
22,BAC,Bank of America Corporation,355128147968,77724323,2.19,-3.1,-3.2,-0.65,6.94,9.51,8.62,13.89,50.36,52.57,46.49,80.12
23,ABBV,AbbVie Inc.,335209725952,5521819,0.16,1.14,-0.51,1.6,-0.69,3.96,-5.66,0.77,20.02,50.07,109.06,244.73
24,PLTR,Palantir Technologies Inc.,329703030784,59480355,1.8,0.42,5.74,-3.15,1.68,14.24,56.43,229.27,693.81,1322.71,483.1,
25,KO,Coca-Cola Company (The),302331887616,11788663,0.39,-1.08,-0.94,1.11,-1.1,-0.56,0.65,2.08,23.28,22.04,60.36,54.5
26,UNH,UnitedHealth Group Incorporated,279126966272,9590506,0.34,1.31,0.05,1.68,-1.16,4.45,-32.87,-43.84,-38.38,-39.84,0.2,43.93
27,PM,Philip Morris International Inc,276624736256,3376136,0.12,-1.92,1.03,-0.89,-2.86,2.18,16.74,51.67,105.23,110.71,156.85,234.11
28,CSCO,"Cisco Systems, Inc.",271616393216,16309725,0.6,-0.49,0.6,0.08,7.66,8.91,8.4,29.32,38.95,66.85,72.18,64.6
29,IBM,International Business Machines,269915488256,2172118,0.08,-0.7,0.96,-0.52,4.76,12.4,14.27,27.33,76.44,147.33,197.4,173.57
30,TMUS,"T-Mobile US, Inc.",267932139520,3020755,0.11,-0.7,-0.61,1.97,3.5,-1.65,-9.84,9.89,46.7,67.51,100.34,205.03
31,WFC,Wells Fargo & Company,265508536320,14987857,0.56,-0.91,-0.93,2.04,12.76,11.17,7.31,31.55,74.37,103.36,140.28,94.35
32,CVX,Chevron Corporation,265446932480,12385070,0.47,3.96,3.55,6.09,5.02,13.27,-0.02,7.24,14.8,12.69,78.59,62.8
33,GE,GE Aerospace,263451656192,4139625,0.16,-0.64,1.09,-1.43,4.57,7.44,22.95,30.28,138.23,435.48,296.45,444.85
34,CRM,"Salesforce, Inc.",261609390080,6655848,0.25,1.43,1.65,1.07,6.07,-3.29,-10.68,-4.69,-1.52,45.48,19.46,80.45
35,ABT,Abbott Laboratories,232025063424,3587230,0.15,-0.25,-0.56,-0.23,-1.67,1.41,-1.46,16.05,19.72,29.15,18.51,75.08
