Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4453162287104,215647512,0.48,1.65,-1.51,-0.06,-4.34,-4.13,-11.43,18.21,50.98,579.14,610.91,1996.1
2,AAPL,Apple Inc.,3715929735168,30091880,0.08,1.08,-3.06,-2.87,-5.02,-2.48,-5.85,26.16,11.72,55.23,73.7,229.34
3,GOOGL,Alphabet Inc.,3696359374848,23445212,0.06,1.09,-1.02,1.63,-1.83,-9.53,7.84,76.47,87.45,190.73,114.7,338.01
3,GOOG,Alphabet Inc.,3682569027584,14764954,0.04,0.98,-1.3,1.24,-2.26,-10.01,7.29,74.92,85.23,188.4,113.47,337.58
4,MSFT,Microsoft Corporation,2972579528704,27676508,0.09,1.11,-1.22,-2.61,4.03,-6.84,-22.32,-19.13,-5.47,41.77,26.01,128.9
5,AMZN,"Amazon.com, Inc.",2273012088832,42137043,0.19,1.96,-0.43,-3.29,3.15,-11.52,-16.64,-2.48,12.65,106.09,27.63,73.08
6,META,"Meta Platforms, Inc.",1587169591296,14349322,0.09,2.24,-4.19,-5.01,-1.54,-12.43,-1.53,-13.46,11.03,188.69,91.48,173.06
7,AVGO,Broadcom Inc.,1540534697984,31244813,0.2,,,,,,,,,,,
8,TSLA,"Tesla, Inc.",1484311887872,57799658,0.39,1.11,-3.01,-2.46,-1.07,-8.1,-15.55,21.42,51.87,111.48,-1.81,616.94
9,WMT,Walmart Inc.,1004499501056,20337003,0.2,-0.42,2.02,2.17,0.14,5.75,24.27,31.79,59.79,161.14,166.92,226.18
10,LLY,Eli Lilly and Company,885280931840,1436073,0.02,0.41,-1.07,0.6,-6.56,-4.47,10.67,25.06,13.9,171.6,313.86,592.49
11,JPM,JP Morgan Chase & Co.,771782803456,8142667,0.11,0.96,-0.47,-2.52,-3.87,-6.45,-7.08,0.52,40.3,118.01,88.03,269.91
12,XOM,Exxon Mobil Corporation,655140192256,14735861,0.22,0.71,3.73,4.29,4.29,11.94,40.35,46.51,42.84,51.82,181.72,353.86
13,V,Visa Inc.,597904326656,4147987,0.07,0.97,0.37,-3.03,1.17,-3.44,-7.58,-9.86,13.95,35.87,51.0,69.55
14,JNJ,Johnson & Johnson,586063347712,4606588,0.08,0.69,0.08,1.49,-0.55,7.58,32.09,63.04,57.37,60.51,69.71,96.05
15,MU,"Micron Technology, Inc.",497249976320,40573623,0.82,3.68,5.52,11.27,4.95,6.49,88.32,251.33,313.32,615.26,539.57,901.34
16,MA,Mastercard Incorporated,453804556288,2423112,0.05,2.11,0.89,-3.08,2.51,-5.62,-6.4,-6.45,3.9,38.6,56.06,78.48
17,ORCL,Oracle Corporation,448576913408,21541975,0.48,0.55,-4.38,0.76,10.37,-5.23,-39.35,-26.24,-6.19,68.45,74.95,223.72
18,COST,Costco Wholesale Corporation,444464005120,1234871,0.03,-0.66,0.96,1.95,1.59,6.54,8.09,2.34,14.01,111.23,113.91,261.75
19,NFLX,"Netflix, Inc.",403827884032,34582324,0.86,-0.12,0.33,-4.0,25.23,14.03,-13.46,-27.14,34.59,186.13,39.76,118.22
20,CVX,Chevron Corporation,393552756736,12298171,0.31,0.01,2.63,3.65,6.45,12.36,30.48,40.7,44.41,30.76,106.31,174.93
21,ABBV,AbbVie Inc.,391561019392,2754396,0.07,0.81,-2.74,-4.69,-3.5,-0.7,5.32,21.41,19.56,51.73,125.47,199.22
22,PLTR,Palantir Technologies Inc.,365256704000,32773147,0.9,1.17,0.74,0.03,16.94,4.18,-26.29,5.87,314.55,1635.45,475.0,
23,PG,Procter & Gamble Company (The),356034609152,5331386,0.15,0.98,-0.78,-1.21,-7.9,0.23,3.5,-2.08,-8.86,8.72,18.73,57.39
24,BAC,Bank of America Corporation,343655448576,29809436,0.87,0.73,-3.01,-4.99,-7.33,-11.04,-11.18,0.79,23.58,67.5,10.02,137.93
25,HD,"Home Depot, Inc. (The)",341042298880,3108921,0.09,1.05,-1.7,-4.65,-8.52,-7.93,-8.26,-3.97,-11.06,25.09,4.55,64.43
26,KO,Coca-Cola Company (The),334751203328,8064065,0.24,0.62,0.93,1.72,-2.74,4.74,16.09,14.45,13.22,34.1,58.4,106.71
27,CAT,"Caterpillar, Inc.",327482769408,2096121,0.06,0.83,-1.1,-0.89,-7.49,6.45,22.93,84.88,82.72,226.2,267.9,585.52
28,GE,GE Aerospace,320663420928,6252727,0.19,1.44,-6.5,-6.9,-10.19,-0.77,-1.24,21.76,65.43,299.9,369.5,868.22
29,AMD,"Advanced Micro Devices, Inc.",320506167296,30136935,0.94,1.65,-4.03,-1.44,-0.01,-16.96,-24.29,36.82,19.61,118.74,56.98,259.71
