Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4426527932416,178675226,0.4,1.1,-3.46,-1.75,2.32,5.92,27.49,47.01,111.95,1044.11,943.98,2961.13
2,MSFT,Microsoft Corporation,3802882113536,15053456,0.04,-0.35,-0.47,-2.36,0.9,0.72,8.4,16.3,30.03,116.3,109.74,241.74
3,AAPL,Apple Inc.,3672254447616,39218197,0.11,-0.76,-0.08,-3.52,-3.67,3.2,22.97,3.75,44.04,68.65,99.73,260.43
4,GOOGL,Alphabet Inc.,3043438100480,27693390,0.09,0.17,2.99,2.32,2.31,8.34,42.93,29.1,51.96,156.14,111.13,276.66
4,GOOG,Alphabet Inc.,3043437838336,18869241,0.06,0.07,2.96,1.92,2.15,8.36,41.93,28.15,50.54,156.19,104.28,277.51
5,AMZN,"Amazon.com, Inc.",2287303655424,40420460,0.18,-0.51,-2.54,-3.3,-1.69,-9.0,-1.16,-9.53,16.11,120.83,31.41,139.74
6,META,"Meta Platforms, Inc.",1788820717568,8807714,0.05,-0.76,-0.51,-0.14,-4.92,-4.82,2.74,5.51,62.04,532.75,114.71,249.29
7,AVGO,Broadcom Inc.,1672425504768,19952001,0.12,0.8,-0.71,5.27,5.37,15.9,45.57,72.85,190.61,628.48,741.09,1181.96
8,TSLA,"Tesla, Inc.",1425658478592,76585693,0.54,-1.47,-1.64,-1.0,1.27,26.65,38.94,10.19,138.18,129.38,113.1,1412.35
9,ORCL,Oracle Corporation,892298133504,31369180,0.35,3.09,1.62,10.31,7.62,40.6,77.37,94.63,176.37,306.61,293.39,538.98
10,WMT,Walmart Inc.,848869457920,13250264,0.16,-2.35,4.26,3.13,3.32,5.49,9.51,10.02,81.19,123.49,142.03,190.24
11,JPM,JP Morgan Chase & Co.,812685656064,10483420,0.13,-2.34,-3.06,-2.97,-4.29,-1.26,13.01,13.77,60.92,141.47,103.34,156.04
12,LLY,Eli Lilly and Company,734538760192,1554091,0.02,-0.87,-0.0,-2.87,14.66,10.29,6.14,2.51,9.56,137.4,287.32,570.78
13,V,Visa Inc.,650991894528,5161698,0.08,-2.98,-2.3,-4.83,0.14,-4.44,-8.36,0.37,26.7,62.93,49.13,86.19
14,NFLX,"Netflix, Inc.",502938533888,2819430,0.06,-1.64,-2.91,-0.63,-2.04,-5.88,-3.34,21.0,109.43,286.77,140.38,255.22
15,MA,Mastercard Incorporated,497098031104,2664060,0.05,-2.3,-1.67,-5.04,-2.94,-7.56,-5.64,0.62,25.73,63.27,54.49,91.18
16,XOM,Exxon Mobil Corporation,471685660672,11766233,0.25,-0.87,-1.43,-3.17,-4.28,-1.57,6.38,4.63,0.23,7.7,109.34,106.96
17,JNJ,Johnson & Johnson,462690058240,10604981,0.23,0.5,0.64,1.71,8.1,7.47,24.67,30.17,34.37,21.35,33.01,54.89
18,PLTR,Palantir Technologies Inc.,422561644544,41223240,0.98,-0.84,0.51,-2.22,-0.56,14.08,34.88,123.32,689.89,2109.93,630.6,
19,COST,Costco Wholesale Corporation,410215514112,2708335,0.07,-3.08,-1.06,1.18,-1.88,-3.17,-7.88,-3.62,27.2,83.75,156.22,243.61
20,ABBV,AbbVie Inc.,400779051008,4731907,0.12,0.29,-0.78,-1.86,4.56,7.28,21.84,32.72,48.53,66.73,139.67,223.83
21,HD,"Home Depot, Inc. (The)",385602846720,2055801,0.05,-0.23,2.11,0.15,-4.92,-5.9,6.68,-4.58,19.74,32.71,38.24,101.66
22,AMD,"Advanced Micro Devices, Inc.",380654190592,68951339,1.81,-1.69,8.38,10.9,45.45,44.98,92.69,99.88,60.48,222.64,189.97,404.0
23,BAC,Bank of America Corporation,369696014336,41848163,1.13,-3.52,3.23,0.3,-2.72,0.2,13.04,9.82,41.76,46.16,30.84,65.07
24,PG,Procter & Gamble Company (The),350136631296,8398555,0.24,1.48,1.43,-1.93,-1.68,-6.02,-7.34,-8.82,-5.82,13.06,23.32,37.77
25,UNH,UnitedHealth Group Incorporated,323026616320,5824624,0.18,-1.24,-0.55,-1.92,3.22,15.64,19.22,-32.54,-25.5,-26.61,-4.66,32.65
26,GE,GE Aerospace,317962125312,2076540,0.07,-0.09,0.78,-0.63,1.02,6.35,19.58,51.28,86.09,475.49,341.91,452.13
