Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4384621854720,154378417,0.35,-0.84,0.08,-1.23,-7.75,0.04,-7.58,14.2,54.25,546.45,579.68,1977.46
2,GOOGL,Alphabet Inc.,3722126032896,19852916,0.05,-1.04,1.79,0.43,-1.6,-9.36,8.37,74.99,85.32,197.79,111.62,336.53
2,GOOG,Alphabet Inc.,3705311068160,13753387,0.04,-1.01,1.61,0.09,-2.08,-10.03,7.71,73.06,82.91,194.05,110.38,335.87
3,AAPL,Apple Inc.,3673599508480,34652568,0.09,-1.69,-0.07,-3.82,-8.86,-7.16,-7.3,22.19,11.22,51.26,68.85,225.71
4,MSFT,Microsoft Corporation,2911931465728,25784138,0.09,-1.91,-0.95,-4.3,-2.2,-4.51,-22.43,-20.78,-5.78,39.04,21.73,126.53
5,AMZN,"Amazon.com, Inc.",2252937625600,37711795,0.17,-2.48,1.06,-1.7,-0.37,-12.05,-16.12,-4.34,13.36,101.22,24.04,73.31
6,META,"Meta Platforms, Inc.",1557396717568,11622275,0.07,-1.12,0.41,-4.82,-5.73,-10.91,-3.03,-16.39,7.32,187.67,87.12,167.23
7,AVGO,Broadcom Inc.,1497910476800,22910021,0.15,-1.67,-1.93,-8.62,-4.93,-1.37,-11.82,15.03,90.86,417.05,532.85,1180.37
8,TSLA,"Tesla, Inc.",1473880129536,49612648,0.34,-1.63,0.4,-1.48,-5.9,-6.92,-15.0,23.65,52.23,117.5,-2.93,619.49
9,WMT,Walmart Inc.,972473696256,19679155,0.2,-2.48,-3.59,-1.9,-3.0,-4.49,20.46,25.3,51.86,152.0,157.75,218.68
10,LLY,Eli Lilly and Company,821671952384,3440488,0.04,-1.32,-6.8,-8.96,-10.77,-8.36,-0.53,18.4,4.92,153.37,259.67,561.5
11,JPM,JP Morgan Chase & Co.,776044085248,9751235,0.13,0.3,1.52,-0.75,-5.13,-8.61,-7.26,0.67,43.43,117.06,88.26,250.02
12,XOM,Exxon Mobil Corporation,656640245760,18920678,0.29,-0.77,0.94,4.75,5.72,10.37,40.77,49.83,38.26,49.73,189.87,341.53
13,V,Visa Inc.,576522354688,7183003,0.12,-3.06,-2.64,-5.36,-4.46,-8.91,-11.71,-15.29,8.91,31.52,48.65,61.29
14,JNJ,Johnson & Johnson,571820802048,6678607,0.12,-0.35,-1.76,-2.19,-3.22,2.33,29.06,58.31,52.98,59.64,63.54,92.79
15,MU,"Micron Technology, Inc.",519681409024,54674120,1.05,0.01,8.35,18.6,7.63,10.08,94.49,275.37,362.93,670.82,563.26,933.26
16,ORCL,Oracle Corporation,439747411968,17914839,0.41,-1.16,-1.42,0.88,3.39,-1.14,-38.75,-29.61,-7.17,64.75,68.35,213.98
17,MA,Mastercard Incorporated,435929055232,2594986,0.06,-3.57,-1.91,-5.65,-4.11,-11.3,-11.59,-12.71,-0.75,33.13,52.02,66.32
18,COST,Costco Wholesale Corporation,434782666752,1429390,0.03,-1.63,-2.83,-2.52,-1.49,0.2,4.94,-0.6,12.57,105.76,104.89,250.58
19,NFLX,"Netflix, Inc.",401706942464,27264739,0.68,0.36,-0.64,-3.68,14.51,18.46,-13.79,-29.28,34.11,193.08,37.59,128.32
20,CVX,Chevron Corporation,397091635200,13290657,0.33,0.32,0.91,4.84,7.81,12.64,32.84,43.2,41.61,32.12,110.96,173.65
21,ABBV,AbbVie Inc.,368380313600,8591186,0.23,-5.2,-5.16,-8.4,-8.19,-7.68,-3.12,14.94,11.24,42.72,107.14,188.67
22,PLTR,Palantir Technologies Inc.,365376307200,32322026,0.88,-1.49,1.21,-2.34,13.85,-3.24,-18.7,12.07,319.01,1699.41,484.88,
23,PG,Procter & Gamble Company (The),343372627968,6940113,0.2,-3.15,-2.62,-5.48,-10.21,-5.54,1.35,-5.97,-11.84,4.72,12.6,51.24
24,BAC,Bank of America Corporation,341975891968,40019150,1.17,-0.95,0.24,-2.23,-8.89,-13.51,-9.74,0.6,23.54,68.4,8.31,123.31
25,HD,"Home Depot, Inc. (The)",329444622336,3545027,0.11,-3.08,-2.39,-5.77,-11.3,-12.58,-10.31,-8.03,-16.09,20.23,0.31,57.79
26,KO,Coca-Cola Company (The),326793232384,9910326,0.3,-2.08,-1.77,-1.68,-4.94,-0.52,12.44,9.71,10.65,30.46,54.31,97.77
27,AMD,"Advanced Micro Devices, Inc.",325201756160,28258166,0.87,1.6,3.14,-1.59,-5.41,-17.62,-22.19,40.56,24.86,121.77,52.81,275.0
28,CAT,"Caterpillar, Inc.",324600004608,1745269,0.05,-1.19,-0.05,-1.59,-9.52,-1.32,22.15,80.26,80.5,224.18,267.94,560.1
29,GE,GE Aerospace,317456777216,3257305,0.1,-0.37,0.42,-6.51,-12.1,-2.75,-1.1,17.55,62.97,286.86,365.95,813.43
30,CSCO,"Cisco Systems, Inc.",306604933120,18810240,0.61,-2.11,-0.93,1.82,-1.92,-6.63,8.2,13.81,52.9,74.56,52.36,105.1
31,MRK,"Merck & Company, Inc.",283088879616,5167979,0.18,-1.18,-0.23,-1.5,-5.81,-0.42,37.85,48.41,5.14,9.98,48.5,87.65
32,LRCX,Lam Research Corporation,282242514944,12431844,0.44,-0.78,5.9,6.42,-9.82,-2.23,36.53,131.96,185.61,371.07,305.87,801.33
33,AMAT,"Applied Materials, Inc.",277342846976,5156454,0.19,-0.85,2.32,3.11,-11.52,9.8,45.54,92.06,79.63,225.02,154.56,566.82
34,RTX,RTX Corporation,275332497408,3504676,0.13,0.6,0.02,-1.76,4.38,0.85,18.42,41.73,68.97,109.81,154.94,262.32
35,PM,Philip Morris International Inc,258626732032,4668944,0.18,-3.87,-4.88,-4.1,-12.47,-6.14,12.98,-7.08,44.22,85.39,115.13,207.15
36,UNH,UnitedHealth Group Incorporated,258079457280,4525451,0.18,-1.13,0.79,-0.29,0.82,0.83,-11.98,-6.95,-49.47,-37.97,-32.75,6.69
37,MS,Morgan Stanley,252358606848,7796050,0.31,0.7,2.62,-0.95,-8.52,-13.11,-3.25,14.93,58.57,93.97,78.43,335.24
38,GS,"Goldman Sachs Group, Inc. (The)",241586405376,1536171,0.06,-0.19,2.97,-3.19,-12.12,-13.77,2.6,15.59,69.4,157.32,115.56,373.39
39,WFC,Wells Fargo & Company,239166865408,10143000,0.42,-0.05,2.82,-3.35,-12.18,-17.06,-11.48,-3.37,42.05,94.8,63.62,230.0
40,IBM,International Business Machines,236103729152,3555651,0.15,-1.76,2.16,-0.68,5.92,-14.02,-17.06,-13.1,19.27,120.78,147.06,174.79
41,GEV,GE Vernova Inc.,232920449024,2188635,0.09,1.71,6.7,3.48,-1.94,10.09,53.59,62.59,235.89,,,
42,TMUS,"T-Mobile US, Inc.",231105839104,5427776,0.23,-3.15,-4.95,-5.0,-5.05,5.03,1.91,-12.12,2.67,44.44,76.23,124.86
43,LIN,Linde plc,226400485376,2194127,0.1,-1.11,-1.08,1.36,-3.55,5.75,17.64,5.2,4.9,39.04,58.16,175.49
