Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,AAPL,Apple Inc.,3580177154048,58293813,0.16,-2.41,-3.33,-6.09,-6.56,1.71,3.54,42.42,21.86,42.57,80.83,416.97
2,NVDA,NVIDIA Corporation,3328436076544,204822623,0.62,-3.0,-9.05,-1.15,4.23,-0.07,13.87,64.93,190.85,468.44,886.15,2984.43
3,MSFT,Microsoft Corporation,3114842980352,19826981,0.06,-1.32,-2.08,-1.38,-7.81,0.04,0.63,3.37,25.26,45.68,91.21,278.13
4,GOOGL,Alphabet Inc.,2357022162944,25712962,0.11,-0.98,-2.45,0.42,-1.73,14.68,17.83,21.78,45.37,43.53,132.9,219.19
4,GOOG,Alphabet Inc.,2357021638656,18566759,0.08,-1.14,-2.42,0.25,-2.0,14.14,17.28,21.23,45.75,44.53,133.47,221.63
5,AMZN,"Amazon.com, Inc.",2302154113024,35978215,0.16,-1.44,-3.81,-1.07,-5.28,8.68,22.66,21.94,65.6,42.82,25.14,148.12
6,META,"Meta Platforms, Inc.",1554732417024,19177518,0.12,0.84,-2.28,4.16,-0.58,9.07,18.35,24.48,89.94,181.58,109.25,276.18
7,TSLA,"Tesla, Inc.",1267139084288,61427072,0.48,-0.05,-3.97,-5.43,-17.74,16.58,84.36,172.84,48.15,37.7,149.28,2138.35
8,AVGO,Broadcom Inc.,1051421704192,23603974,0.22,-2.18,-5.12,-4.78,-6.38,36.46,38.59,81.21,155.19,318.51,599.47,808.73
9,BRK-B,Berkshire Hathaway Inc. New,954012008448,4154332,0.04,-2.03,-1.94,-2.1,-2.85,-7.28,-6.99,8.3,26.54,38.7,102.54,120.72
10,WMT,Walmart Inc.,747105288192,14672844,0.2,1.31,1.72,2.68,-2.54,4.14,20.69,58.73,77.85,115.15,101.14,210.51
11,LLY,Eli Lilly and Company,719362850816,2612795,0.04,1.61,4.55,3.37,2.73,5.95,-16.54,7.78,76.31,249.61,470.92,576.54
12,JPM,JP Morgan Chase & Co.,675315580928,10203304,0.15,-1.34,-0.41,0.75,1.15,-3.67,7.91,26.95,58.49,69.36,170.95,185.67
13,V,Visa Inc.,595871203328,5063371,0.08,-1.56,-1.7,-2.41,-3.33,-1.75,11.55,12.91,32.05,39.92,48.72,109.22
14,UNH,UnitedHealth Group Incorporated,479182684160,4483716,0.09,-0.73,1.37,2.54,7.24,-13.72,-11.12,8.35,5.93,13.71,77.6,129.76
15,XOM,Exxon Mobil Corporation,468252884992,18767921,0.4,-0.36,-1.11,0.74,-1.36,-11.19,-8.92,-9.81,7.62,46.06,226.59,74.85
16,MA,Mastercard Incorporated,463201763328,2815425,0.06,-2.13,-1.27,-3.83,-4.82,-4.02,4.71,9.51,29.55,38.94,45.02,126.09
