Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4503464574976,142114605,0.32,-0.31,0.87,4.51,-0.87,-3.4,6.49,52.38,46.4,1057.15,850.73,2261.57
2,AAPL,Apple Inc.,4113459052544,31711233,0.08,-0.26,-1.25,-0.6,3.63,3.21,37.25,26.0,30.86,110.77,94.59,254.14
3,GOOGL,Alphabet Inc.,3840511311872,30125542,0.08,1.07,-0.1,-0.9,11.32,17.83,67.91,89.62,73.54,249.08,137.13,319.02
3,GOOG,Alphabet Inc.,3835825225728,13999046,0.04,1.05,-0.14,-0.68,11.33,17.79,67.54,87.5,72.5,246.99,136.75,319.38
4,MSFT,Microsoft Corporation,3657266364416,14081114,0.04,0.2,2.33,0.0,-2.87,-7.26,-5.79,25.84,10.04,113.68,79.15,175.94
5,AMZN,"Amazon.com, Inc.",2436513923072,23202026,0.1,0.45,-0.52,-2.27,-2.13,0.42,6.13,12.13,17.72,139.69,36.99,110.04
6,AVGO,Broadcom Inc.,1918649630720,24486422,0.13,1.29,6.63,0.83,18.57,12.22,41.0,113.3,158.56,633.61,814.29,1393.1
7,META,"Meta Platforms, Inc.",1655885922304,12937317,0.08,-1.48,-0.69,1.39,9.13,-12.5,-12.35,6.31,28.56,397.41,85.52,203.93
8,TSLA,"Tesla, Inc.",1480554971136,60868108,0.41,1.27,-2.06,3.49,8.86,-1.6,47.1,59.91,126.7,261.28,94.34,627.86
9,WMT,WALMART INC,917356216320,22463572,0.24,1.32,0.19,4.12,11.76,10.14,17.1,32.14,70.62,144.52,156.56,218.54
10,LLY,Eli Lilly and Company,880517709824,2091355,0.02,-1.54,-3.18,-8.67,-3.86,19.03,29.32,14.21,10.13,179.08,321.43,645.82
11,JPM,JP Morgan Chase & Co.,826328547328,15596840,0.19,-4.66,-4.93,-4.01,0.05,-1.2,4.35,23.07,57.25,130.03,121.23,156.25
12,V,Visa Inc.,633717522432,4309979,0.07,-0.1,-0.18,-2.37,0.23,-5.94,-3.43,-4.54,20.65,50.37,36.99,59.46
13,ORCL,Oracle Corporation,631536091136,17215412,0.27,0.45,3.36,9.7,0.76,-21.28,-9.21,44.11,62.68,158.52,169.35,334.0
14,XOM,Exxon Mobil Corporation,504128962560,21269517,0.42,1.96,0.95,2.01,0.48,2.88,9.81,4.92,8.9,17.72,143.57,155.26
15,MA,Mastercard Incorporated,485951569920,1456673,0.03,-0.53,-0.88,-2.36,0.13,-6.08,-3.86,-0.7,19.85,44.55,42.76,61.14
16,JNJ,Johnson & Johnson,481762672640,7507774,0.16,-0.82,-1.24,-3.36,0.83,5.74,21.14,25.2,42.56,25.26,32.19,58.95
17,PLTR,Palantir Technologies Inc.,433404051456,18572187,0.43,0.19,2.2,7.95,6.18,-3.88,17.87,87.95,654.52,2505.16,737.59,
18,NFLX,"Netflix, Inc.",409791528960,51538067,1.26,-0.08,-6.31,-10.1,-12.31,-11.64,-16.53,-0.5,42.71,195.51,86.85,150.42
19,BAC,Bank of America Corporation,396567969792,37813946,0.95,-0.67,-0.63,0.31,4.54,1.51,18.52,26.39,42.16,68.48,56.05,78.67
20,COST,Costco Wholesale Corporation,394429792256,1822711,0.05,0.1,-0.83,-2.75,-2.65,-4.32,-6.6,-3.67,4.52,91.13,117.21,200.2
21,ABBV,AbbVie Inc.,394109091840,4266548,0.11,-0.06,-2.5,-2.07,-4.71,-2.21,15.05,9.3,37.17,58.36,125.04,199.74
22,AMD,"Advanced Micro Devices, Inc.",360806580224,25095874,0.7,0.23,2.61,1.88,-7.86,-14.65,29.07,94.66,40.68,220.91,108.7,276.26
23,HD,"Home Depot, Inc. (The)",343720230912,4137222,0.12,-1.33,-1.68,-2.64,-2.94,-9.8,-6.47,-3.33,4.7,13.26,17.47,63.84
24,PG,Procter & Gamble Company (The),326801981440,8718212,0.27,0.93,-3.94,-5.76,-4.24,-7.98,-6.67,-14.01,-13.39,-0.03,9.2,28.5
25,CSCO,"Cisco Systems, Inc.",314151534592,15727604,0.5,0.82,2.25,3.34,2.22,11.37,19.19,32.87,76.88,74.98,62.77,104.4
26,GE,GE Aerospace,302553956352,3453072,0.11,-0.65,-2.24,-4.4,-4.94,-8.8,6.04,36.08,79.27,366.7,351.0,366.21
27,KO,Coca-Cola Company (The),301644021760,8985562,0.3,-0.23,-0.51,-3.47,-0.14,0.75,3.29,3.89,14.29,23.7,40.61,40.97
28,CVX,Chevron Corporation,299180982272,8582393,0.29,-0.15,-2.48,-1.75,-3.02,-3.3,0.28,-6.88,1.77,-3.86,75.72,73.21
29,UNH,UnitedHealth Group Incorporated,293129388032,3674957,0.13,-0.01,-2.31,-1.21,1.64,-10.99,37.88,-36.08,-30.99,-30.72,-15.44,16.88
30,IBM,International Business Machines,290216607744,2182441,0.08,0.42,0.81,0.62,4.48,-0.29,25.7,27.35,88.41,138.47,176.55,175.79
31,MS,Morgan Stanley,285472718848,3465902,0.12,1.13,2.25,5.4,12.15,8.37,29.35,46.96,92.96,121.31,114.94,281.22
32,WFC,Wells Fargo & Company,284753887232,16828496,0.59,-1.3,-1.46,3.54,6.56,2.7,15.56,21.67,61.45,124.94,115.95,117.99
33,MU,"Micron Technology, Inc.",284060778496,16992698,0.6,2.23,11.37,6.74,4.33,14.68,140.83,161.14,78.41,340.9,233.34,331.08
34,CAT,"Caterpillar, Inc.",278445129728,1754313,0.06,-0.36,-0.8,3.23,7.66,12.77,39.04,75.94,86.08,149.5,211.39,388.56
35,GS,"Goldman Sachs Group, Inc. (The)",265359261696,2262568,0.09,1.14,4.63,6.64,13.59,11.51,24.81,53.43,98.35,159.32,161.41,325.95
36,AXP,American Express Company,253238509568,1626389,0.06,0.45,-1.95,-0.37,6.64,0.62,23.98,32.07,60.35,144.57,124.94,186.75
37,CRM,"Salesforce, Inc.",248491032576,7246971,0.29,0.57,5.48,13.22,10.12,2.17,4.28,-8.27,8.34,82.03,9.03,36.76
38,APP,Applovin Corporation,245102657536,3930099,0.16,5.05,5.97,20.87,34.37,12.68,91.11,113.3,800.37,6634.39,1078.82,
39,MRK,"Merck & Company, Inc.",242010226688,16272660,0.67,-2.06,-3.96,-7.57,4.34,10.1,23.4,7.06,-23.08,-5.23,43.96,48.47
40,PM,Philip Morris International Inc,234071752704,3459152,0.15,1.4,1.2,-4.51,-1.56,-1.85,-6.86,0.91,54.71,67.6,84.87,130.16
41,RTX,RTX Corporation,230518915072,4729554,0.21,0.24,0.36,-1.7,-1.72,-3.7,10.56,29.37,74.81,84.71,119.1,108.18
42,TMUS,"T-Mobile US, Inc.",226603122688,6172754,0.27,-1.51,-3.2,-3.66,-6.25,-8.31,-14.39,-21.3,16.78,40.06,44.71,107.4
43,MCD,McDonald's Corporation,221781114880,1917314,0.09,0.32,0.73,0.27,2.54,0.86,3.81,3.45,24.82,23.92,41.88,65.59
44,AMAT,"Applied Materials, Inc.",212815069184,3845644,0.18,-0.38,-0.85,5.9,17.03,15.71,49.14,73.73,16.71,149.36,98.63,318.08
45,TMO,Thermo Fisher Scientific Inc,211549945856,1415901,0.07,-0.9,-2.12,-4.7,-0.72,-0.13,21.71,8.51,1.3,-2.55,5.45,68.2
46,ABT,Abbott Laboratories,211030654976,5228213,0.25,-0.69,-3.31,-5.93,-6.75,-4.66,-4.32,-3.39,18.98,13.6,8.44,50.22
