Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4197473583104,209815584,0.5,-3.28,-5.07,-7.17,-2.53,0.48,-8.2,9.84,40.63,537.39,481.69,1942.86
2,AAPL,Apple Inc.,3644938780672,87981315,0.24,-0.39,-2.45,-4.92,-6.13,-10.04,-7.45,17.09,10.61,52.46,67.52,221.62
3,GOOGL,Alphabet Inc.,3641197199360,44234237,0.12,-2.0,-3.19,-2.49,-3.38,-9.07,8.1,68.88,82.53,187.91,103.89,327.98
3,GOOG,Alphabet Inc.,3614462967808,34103002,0.09,-2.27,-3.43,-3.12,-3.99,-9.76,6.97,66.59,79.72,184.43,101.85,325.27
4,MSFT,Microsoft Corporation,2838202155008,46929374,0.17,-1.84,-4.39,-5.68,-2.77,-2.78,-22.82,-21.79,-7.25,36.8,17.92,121.0
5,AMZN,"Amazon.com, Inc.",2204630515712,55381136,0.25,-1.62,-4.57,-3.42,-2.2,-7.78,-15.97,-6.62,12.87,92.01,16.72,71.06
6,META,"Meta Platforms, Inc.",1501695836160,19820750,0.13,-2.15,-4.66,-9.27,-8.33,-11.35,-4.35,-16.61,2.36,181.05,75.39,165.38
7,AVGO,Broadcom Inc.,1472212893696,36371916,0.25,-2.92,-3.36,-9.09,-2.83,0.0,-10.97,15.46,82.77,409.47,503.58,1153.43
8,TSLA,"Tesla, Inc.",1380744822784,74649199,0.54,-3.24,-7.84,-9.77,-8.58,-7.36,-14.33,16.57,52.9,122.9,-9.67,584.95
9,WMT,Walmart Inc.,948875362304,57357711,0.6,-1.51,-4.65,-3.42,-6.79,-6.05,16.49,22.72,50.03,143.6,151.93,212.01
10,LLY,Eli Lilly and Company,811513544704,2742975,0.03,-1.18,-2.54,-9.32,-13.81,-11.03,-1.6,16.97,3.5,140.64,256.91,541.65
11,JPM,JP Morgan Chase & Co.,772861591552,22305760,0.29,-0.49,-0.12,-0.33,-4.58,-7.61,-8.39,-0.46,44.11,117.21,90.25,234.48
12,XOM,Exxon Mobil Corporation,665307119616,27751863,0.42,0.95,0.54,5.34,4.7,10.03,38.32,47.37,37.06,52.44,188.77,356.0
13,V,Visa Inc.,581535268864,13993610,0.24,0.64,-2.22,-2.38,-5.78,-8.17,-9.87,-14.35,10.15,31.83,44.02,61.82
14,JNJ,Johnson & Johnson,567217946624,17149592,0.3,-0.94,-1.15,-3.14,-5.26,-0.49,27.63,54.2,53.16,58.2,63.85,88.1
15,MU,"Micron Technology, Inc.",476918710272,63367799,1.33,-4.81,-8.4,1.01,2.55,10.45,77.82,248.06,317.71,600.45,493.57,832.72
16,MA,Mastercard Incorporated,442934689792,5756518,0.13,1.05,-2.03,-1.52,-4.04,-10.07,-9.95,-11.24,1.13,34.39,45.89,69.57
17,COST,Costco Wholesale Corporation,431587557376,2615881,0.06,-0.25,-2.39,-2.01,-3.8,-1.71,5.52,-0.61,11.92,100.0,99.03,242.52
18,ORCL,Oracle Corporation,430486552576,36483176,0.85,-3.76,-3.24,-8.24,2.94,9.67,-37.28,-34.49,-8.96,62.4,66.88,202.56
19,CVX,Chevron Corporation,403329581056,35212344,0.87,0.14,1.9,5.18,8.02,13.65,32.87,40.74,42.36,35.43,111.05,185.38
20,NFLX,"Netflix, Inc.",389490311168,61493975,1.58,0.09,-2.69,-3.24,-4.59,13.54,-16.8,-28.54,29.91,179.96,42.2,122.09
21,ABBV,AbbVie Inc.,362598432768,27365741,0.75,-0.56,-6.68,-9.93,-11.64,-6.37,-5.68,10.1,10.34,39.44,104.57,186.29
22,PLTR,Palantir Technologies Inc.,360377679872,47566154,1.32,-3.21,-2.84,-0.61,9.83,15.9,-15.32,14.05,284.0,1742.05,479.54,
23,BAC,Bank of America Corporation,344385683456,77905551,2.26,0.32,-0.25,-2.8,-4.82,-13.68,-10.39,-1.58,24.32,70.67,12.32,119.64
24,PG,Procter & Gamble Company (The),337685217280,10336925,0.31,-0.39,-4.75,-5.9,-13.71,-9.03,-1.14,-8.61,-11.82,-0.82,9.99,43.57
25,AMD,"Advanced Micro Devices, Inc.",328250621952,32653614,0.99,-1.92,2.56,-1.71,0.56,4.59,-13.79,45.34,23.63,127.67,47.67,289.12
26,KO,Coca-Cola Company (The),321735458816,33278109,1.03,-1.06,-3.65,-3.05,-7.72,-4.13,7.43,7.71,10.71,27.62,50.36,90.46
27,HD,"Home Depot, Inc. (The)",319310299136,9649534,0.3,-2.27,-6.06,-7.97,-15.19,-15.55,-12.43,-12.11,-19.17,15.31,-2.62,51.28
28,CAT,"Caterpillar, Inc.",318637932544,4955787,0.16,-1.13,-3.01,-3.77,-8.34,0.38,21.2,72.41,77.78,222.8,257.09,530.1
29,CSCO,"Cisco Systems, Inc.",306802491392,90218988,2.94,-1.1,-2.04,-0.58,-2.28,-5.72,9.84,15.19,52.73,78.43,54.01,101.81
30,GE,GE Aerospace,302510080000,5850118,0.19,-1.65,-5.06,-11.8,-16.08,-6.25,-6.42,17.8,57.33,266.87,332.7,772.99
31,LRCX,Lam Research Corporation,286826987520,26127650,0.91,-2.41,0.83,4.34,-2.25,7.18,43.72,132.18,185.34,354.5,292.62,814.39
32,AMAT,"Applied Materials, Inc.",283366326272,16721683,0.59,-0.04,1.31,1.71,-4.09,17.6,55.69,89.06,81.34,222.95,142.21,587.16
33,MRK,"Merck & Company, Inc.",282297696256,10340802,0.37,-0.02,-1.46,-1.02,-7.1,-3.95,34.46,42.2,9.19,8.49,60.92,82.92
34,RTX,RTX Corporation,266718265344,8165973,0.31,-1.28,-2.54,-4.39,-2.2,1.45,12.79,38.72,64.63,106.9,140.16,236.37
35,MS,Morgan Stanley,256391790592,9684339,0.38,1.84,2.31,0.36,-3.03,-8.17,0.0,15.14,60.87,95.62,86.25,335.13
36,PM,Philip Morris International Inc,253910007808,4504638,0.18,-0.16,-4.78,-1.36,-11.92,-9.58,8.26,-4.71,45.53,90.66,114.06,198.53
37,UNH,UnitedHealth Group Incorporated,250146373632,38938167,1.56,-1.73,-4.17,-3.39,-5.3,3.42,-13.76,-8.52,-51.81,-39.58,-34.6,0.32
38,GS,"Goldman Sachs Group, Inc. (The)",244000849920,2883596,0.12,0.5,0.8,-1.24,-4.86,-8.15,4.52,15.42,72.52,156.26,123.51,365.86
39,WFC,Wells Fargo & Company,243592953856,37942378,1.56,1.58,1.8,0.94,-4.73,-15.25,-9.37,-4.26,45.75,103.22,71.14,224.25
40,TMUS,"T-Mobile US, Inc.",233175072768,10091414,0.43,0.91,-2.29,-2.33,-3.97,3.77,1.7,-11.02,2.63,48.28,76.75,118.53
41,GEV,GE Vernova Inc.,230912688128,4424572,0.19,-3.0,0.83,0.46,-2.52,15.46,48.18,68.88,235.41,,,
42,IBM,International Business Machines,226879176704,11285231,0.5,-3.43,-5.6,-2.85,0.65,-16.12,-20.2,-14.43,12.88,113.15,133.43,158.18
43,LIN,Linde plc,226205843456,6331815,0.28,-0.34,-1.19,1.37,-3.6,6.55,16.9,3.35,5.99,38.58,56.32,165.57
44,MCD,McDonald's Corporation,220396732416,4230380,0.19,-0.24,-5.35,-5.03,-8.94,-3.99,4.26,6.65,5.37,13.33,34.36,87.89
45,INTC,Intel Corporation,219138473984,156596763,7.15,-5.0,-0.43,-8.57,-3.81,-9.06,15.05,100.5,97.08,48.34,-7.11,-20.24
46,VZ,Verizon Communications Inc.,210799853568,52811522,2.51,1.01,-1.07,-1.38,-0.32,6.11,27.02,20.57,23.98,61.49,25.64,25.84
47,PEP,"Pepsico, Inc.",205155713024,14061700,0.69,-1.77,-4.13,-6.31,-10.82,-9.64,6.93,13.1,-5.79,-10.46,4.08,36.48
48,AXP,American Express Company,203555667968,4078906,0.2,0.19,-1.59,-3.43,-4.34,-16.67,-19.64,-8.58,11.74,86.36,76.24,224.07
49,T,AT&T Inc.,200702312448,64570687,3.22,2.05,1.65,4.23,1.07,3.66,15.35,3.28,37.46,80.91,92.22,79.12
50,KLAC,KLA Corporation,196913758208,2184266,0.11,-0.85,1.17,2.3,-1.7,12.74,25.96,63.54,95.94,314.13,276.64,814.42
51,C,"Citigroup, Inc.",191585419264,28516514,1.49,-0.3,1.68,0.3,-0.61,-5.37,9.23,28.49,86.18,147.97,90.65,173.79
52,AMGN,Amgen Inc.,187487715328,9166928,0.49,-0.61,-3.69,-7.9,-10.4,-4.78,10.15,19.78,14.81,56.68,87.57,85.37
53,NEE,"NextEra Energy, Inc.",186475216896,21007385,1.13,-3.15,-3.27,-2.36,-4.55,1.01,8.09,25.2,9.99,23.68,17.93,65.45
54,ABT,Abbott Laboratories,183256039424,80311999,4.38,-1.61,-4.74,-4.34,-9.36,-3.32,-16.12,-20.26,-3.31,-0.32,-8.14,26.87
55,CRM,"Salesforce, Inc.",183071064064,11636617,0.64,0.2,0.04,0.64,0.3,2.85,-18.42,-27.18,-29.91,-0.64,-35.64,9.2
56,DIS,Walt Disney Company (The),176469737472,26771433,1.52,0.31,-0.79,-1.37,-6.16,-5.2,-9.53,-18.54,7.93,2.29,-42.01,-12.76
57,TMO,Thermo Fisher Scientific Inc,176228417536,1402861,0.08,0.89,0.36,-4.21,-8.88,-12.45,-16.98,11.19,-20.64,-16.25,-22.12,40.61
58,TJX,"TJX Companies, Inc. (The)",172483248128,4497541,0.26,0.19,-0.26,-1.84,-4.13,0.01,7.78,24.78,37.17,105.8,132.5,209.49
59,TXN,Texas Instruments Incorporated,170429644800,15006627,0.88,-0.58,-3.73,-5.78,-11.75,-16.43,17.35,-11.19,-2.91,15.74,9.71,90.08
60,GILD,"Gilead Sciences, Inc.",170335322112,15517245,0.91,-2.76,-4.98,-5.49,-7.36,-7.62,16.88,25.43,69.94,75.47,144.23,128.86
61,ISRG,"Intuitive Surgical, Inc.",169760456704,2180413,0.13,-0.41,-0.99,-3.02,-5.07,0.35,-14.65,-11.59,-0.35,59.21,30.97,150.51
