Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4326949126144,147115063,0.34,0.81,-1.77,-2.57,-2.64,-14.09,-2.71,64.01,38.6,961.13,774.58,2567.87
2,AAPL,Apple Inc.,4075319197696,37339504,0.09,0.18,-1.23,-1.5,-0.47,2.17,19.99,24.05,24.79,106.07,92.13,287.99
3,GOOG,Alphabet Inc.,3714865430528,21031247,0.06,-0.51,-1.9,-4.4,-3.31,8.38,52.51,97.51,65.26,230.14,126.25,345.08
3,GOOGL,Alphabet Inc.,3713213399040,30447191,0.08,-0.54,-1.88,-4.51,-3.71,8.12,52.44,98.8,66.04,231.96,127.56,344.29
4,MSFT,Microsoft Corporation,3541086240768,19938039,0.06,0.33,-1.46,-1.4,0.5,-7.69,-8.42,27.59,4.55,110.31,70.73,194.04
5,AMZN,"Amazon.com, Inc.",2379214487552,36643900,0.15,0.01,-3.35,-3.04,-1.64,-12.38,-0.06,16.98,12.64,137.57,33.07,124.85
6,META,"Meta Platforms, Inc.",1656364728320,14058674,0.08,1.49,0.76,-2.34,7.28,3.13,-14.45,14.28,29.5,386.04,82.04,235.57
7,TSLA,"Tesla, Inc.",1629252354048,104578096,0.64,3.07,9.62,7.67,17.26,4.59,48.61,89.03,98.82,285.22,110.22,843.53
8,AVGO,Broadcom Inc.,1611743100928,57852854,0.36,0.44,-16.01,-12.54,-9.7,-5.86,12.1,104.68,99.96,532.59,668.0,1285.06
9,LLY,Eli Lilly and Company,945125457920,4020908,0.04,-0.74,4.45,4.35,-1.48,17.77,69.13,28.38,18.63,207.52,318.12,744.31
10,WMT,Walmart Inc.,920226496512,17582028,0.19,-1.17,0.12,0.47,11.14,13.85,11.76,32.37,71.62,158.71,153.13,231.16
11,JPM,JP Morgan Chase & Co.,867684777984,5463015,0.06,-1.4,-0.58,0.16,5.89,2.0,9.81,30.69,56.21,150.29,123.87,192.13
12,V,Visa Inc.,666026770432,5420349,0.08,-0.51,-0.15,4.19,4.8,2.64,2.86,-0.99,29.71,60.16,47.8,92.05
13,ORCL,Oracle Corporation,542015946752,27788208,0.51,2.02,-5.13,-13.3,-5.81,-26.84,-24.42,35.94,32.63,126.97,123.28,293.66
14,MA,Mastercard Incorporated,511688802304,1700998,0.03,-0.55,0.47,3.76,5.24,4.03,-1.32,3.71,27.38,56.31,54.91,96.16
15,JNJ,Johnson & Johnson,504265474048,9928585,0.2,-2.27,-0.34,3.65,2.22,13.08,22.41,29.04,50.38,35.25,37.64,71.38
16,XOM,Exxon Mobil Corporation,488909176832,13800205,0.28,-2.62,-4.07,-1.6,-1.11,1.69,9.33,-0.92,5.29,14.21,135.03,181.79
17,PLTR,Palantir Technologies Inc.,447490162688,41635627,0.93,2.46,0.11,3.3,15.72,-9.38,0.42,122.45,626.31,2689.75,760.45,
18,BAC,Bank of America Corporation,405974777856,31216541,0.77,-0.94,0.46,1.59,6.09,2.87,20.41,33.54,38.78,78.44,52.63,107.33
19,NFLX,"Netflix, Inc.",400723673088,32497789,0.81,0.85,0.51,-5.66,-11.59,-14.03,-21.95,1.41,38.56,199.48,81.67,149.37
20,ABBV,AbbVie Inc.,395310891008,3872137,0.1,-1.66,-0.14,-1.07,-2.54,5.52,13.75,9.45,43.73,66.29,129.37,220.14
21,COST,Costco Wholesale Corporation,381943480320,3810250,0.1,-0.02,-2.72,-3.83,-2.9,-7.29,-12.17,-8.65,0.53,90.94,105.61,207.21
22,HD,"Home Depot, Inc. (The)",351096995840,2261321,0.06,-1.21,-1.34,-0.54,5.46,-6.18,-7.96,-1.99,9.57,22.44,19.4,73.31
23,AMD,"Advanced Micro Devices, Inc.",340537442304,23090108,0.68,0.77,-5.54,-4.04,-2.73,-19.44,21.08,103.59,27.62,208.92,89.96,340.45
24,PG,Procter & Gamble Company (The),339861897216,7571940,0.22,0.06,3.16,1.23,-1.2,-1.9,-4.75,-13.07,-7.94,9.3,14.22,39.51
25,GE,GE Aerospace,316785065984,5148998,0.16,-0.75,3.57,5.21,1.59,-3.2,8.76,49.65,84.99,393.93,368.06,462.14
26,CSCO,"Cisco Systems, Inc.",306407407616,15746983,0.51,-0.89,-2.17,-0.54,1.72,4.16,8.68,28.04,71.68,80.77,58.13,118.89
27,KO,Coca-Cola Company (The),302849064960,12479165,0.41,-0.85,1.82,0.53,-2.38,4.26,1.52,0.41,16.05,28.96,42.14,46.86
28,UNH,UnitedHealth Group Incorporated,302731264000,6320688,0.21,-2.02,-0.75,1.67,5.45,0.8,34.95,-34.9,-29.58,-27.11,-13.28,40.13
29,CVX,Chevron Corporation,295675199488,7956280,0.27,-2.04,-2.63,-2.17,-2.0,-3.67,-3.21,-9.22,0.09,-7.0,73.42,93.35
30,WFC,Wells Fargo & Company,295325237248,12533524,0.42,-0.76,-0.43,2.63,8.89,6.16,19.04,30.56,57.37,132.15,110.06,141.2
31,IBM,International Business Machines,283393032192,2520553,0.09,-1.78,-2.43,-1.55,-0.31,0.04,25.83,24.25,79.94,140.55,164.18,190.71
32,MS,Morgan Stanley,281769213952,6839095,0.24,-0.72,-2.1,0.0,8.4,7.86,24.03,54.5,84.16,107.49,104.17,348.52
33,CAT,"Caterpillar, Inc.",275901284352,2311831,0.08,-0.14,-5.86,-2.36,5.24,3.21,41.8,80.61,82.21,151.03,206.18,416.6
34,GS,"Goldman Sachs Group, Inc. (The)",266137255936,1685098,0.06,-1.17,-3.5,2.88,11.74,12.47,23.15,63.41,93.81,170.26,147.01,369.87
35,AXP,American Express Company,264957165568,1840829,0.07,-0.48,-1.08,2.81,6.97,5.29,28.34,42.71,64.19,168.2,134.21,246.68
36,MU,"Micron Technology, Inc.",261655068672,22044025,0.84,-2.1,-10.04,-1.99,3.83,-0.93,95.69,168.01,70.99,318.38,190.49,354.85
37,PM,Philip Morris International Inc,245871083520,5952088,0.24,-0.29,4.64,6.86,4.56,9.23,-6.31,1.2,63.37,77.57,95.91,146.33
38,MRK,"Merck & Company, Inc.",245457158144,12274269,0.5,-1.98,0.1,-0.61,-1.28,20.15,24.04,12.62,-17.78,-2.02,50.05,55.79
39,CRM,"Salesforce, Inc.",242674319360,4691720,0.19,0.13,-2.84,-2.17,12.38,-2.46,6.17,-4.55,-1.42,75.94,2.79,44.01
