Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,AAPL,Apple Inc.,3661198000128,40082828,0.11,-1.14,-0.67,-6.49,-2.39,5.99,7.06,47.33,25.47,39.47,98.8,436.79
2,NVDA,NVIDIA Corporation,3432028569600,346978537,1.01,-6.22,1.32,0.15,4.39,-4.45,11.58,83.94,208.44,425.61,969.15,3136.74
3,MSFT,Microsoft Corporation,3140270161920,16580203,0.05,-1.28,0.91,-3.59,-5.57,2.3,2.87,6.21,26.25,38.96,91.0,278.93
4,GOOG,Alphabet Inc.,2399744032768,16498284,0.07,-0.63,3.19,-0.2,2.79,16.36,19.87,26.78,52.26,39.56,140.11,222.58
4,GOOGL,Alphabet Inc.,2399737479168,26174014,0.11,-0.7,3.2,-0.06,2.99,16.75,20.34,27.33,51.77,38.57,139.35,219.95
5,AMZN,"Amazon.com, Inc.",2335486771200,27249933,0.12,-2.42,0.86,-2.18,-2.35,11.96,30.04,27.19,73.32,37.79,30.58,147.16
6,META,"Meta Platforms, Inc.",1559857201152,11920437,0.08,-1.95,3.11,2.41,-0.32,9.82,19.78,28.79,107.74,167.35,111.21,274.91
7,TSLA,"Tesla, Inc.",1265919197184,75063505,0.59,-4.06,3.98,-13.16,-9.6,16.11,91.67,168.18,49.18,26.94,167.25,2062.06
8,AVGO,Broadcom Inc.,1071718006784,25262641,0.24,-3.29,-1.44,-6.81,1.98,39.84,45.41,91.53,162.07,300.13,643.41,831.43
9,BRK-B,Berkshire Hathaway Inc. New,976228319232,3353054,0.03,0.33,0.4,-1.34,-1.09,-4.05,-2.51,11.81,29.48,40.49,107.24,122.82
10,WMT,Walmart Inc.,729512148992,8008085,0.11,-0.68,0.9,-2.13,-3.65,2.97,19.63,53.85,73.85,106.48,106.61,202.09
11,LLY,Eli Lilly and Company,695432052736,3566224,0.05,1.07,-0.61,-2.63,-2.01,3.12,-18.51,6.8,72.0,226.98,450.86,553.67
12,JPM,JP Morgan Chase & Co.,684606226432,7036006,0.1,0.96,1.84,0.53,1.87,-0.14,11.13,33.09,59.81,68.76,167.65,176.41
13,V,Visa Inc.,603539636224,4931122,0.08,-0.44,-0.87,-2.88,-0.98,0.57,15.78,15.97,32.73,37.89,48.71,110.58
14,XOM,Exxon Mobil Corporation,477966041088,9703822,0.2,0.94,1.34,2.12,-1.89,-10.81,-6.67,-7.81,7.99,50.14,220.41,75.2
15,UNH,UnitedHealth Group Incorporated,473256067072,3010833,0.06,0.11,1.93,0.61,-1.2,-13.6,-11.98,3.82,3.57,7.8,74.54,123.83
16,MA,Mastercard Incorporated,469378760704,2211434,0.05,-0.1,-2.11,-4.62,-3.33,-0.72,8.54,12.62,28.0,36.31,43.04,129.64
17,ORCL,Oracle Corporation,453191434240,6006050,0.13,-2.21,-2.41,-5.62,-6.55,-15.8,17.78,41.76,42.52,102.24,198.37,236.84
18,COST,Costco Wholesale Corporation,408995233792,1822781,0.04,-0.15,1.27,-3.64,-6.87,-3.59,3.89,30.43,68.03,81.52,185.91,326.06
19,HD,"Home Depot, Inc. (The)",381679894528,2272858,0.06,-1.32,-1.09,-2.76,-7.85,-6.39,3.72,16.07,20.37,13.24,48.71,136.23
20,PG,Procter & Gamble Company (The),379867955200,8446656,0.22,0.44,-2.82,-5.21,-5.71,-6.63,-4.03,3.21,8.07,8.26,29.05,83.0
21,NFLX,"Netflix, Inc.",375816781824,2539216,0.07,-0.29,-0.85,-4.86,-4.32,-2.04,28.57,58.4,108.01,112.94,67.82,134.31
22,BAC,Bank of America Corporation,353566326784,33621193,0.95,1.5,4.04,3.43,0.9,-0.27,16.74,26.92,48.18,1.17,95.78,85.4
23,JNJ,Johnson & Johnson,352066273280,6017279,0.17,1.79,1.53,0.45,-0.27,-5.96,-10.79,0.42,-12.02,-7.72,6.33,23.99
24,ABBV,AbbVie Inc.,317254631424,3612762,0.11,-0.32,0.05,0.18,3.55,4.54,-7.39,9.74,32.46,39.03,126.9,188.69
25,CRM,"Salesforce, Inc.",310957998080,3817806,0.12,-1.69,-1.73,-4.91,-8.19,-3.12,25.84,20.69,44.85,47.16,20.53,99.83
26,CVX,Chevron Corporation,266706993152,5853010,0.22,1.58,1.96,3.9,-2.78,-7.45,2.46,-4.51,-2.33,20.7,107.41,52.81
27,KO,Coca-Cola Company (The),262086557696,13856589,0.53,0.05,-1.62,-2.76,-3.61,-4.58,-14.62,2.6,0.27,8.27,39.0,58.38
28,MRK,"Merck & Company, Inc.",255544213504,10434456,0.41,1.3,1.87,1.15,-0.17,1.97,-12.68,-18.01,-1.77,43.88,41.75,53.37
29,TMUS,"T-Mobile US, Inc.",246412656640,5038358,0.2,-0.02,-3.28,-5.07,-8.45,-10.25,5.77,31.74,52.84,68.36,85.48,199.24
30,WFC,Wells Fargo & Company,238358167552,13519225,0.57,-0.61,1.99,-0.24,1.63,-4.33,26.17,20.91,60.89,30.74,219.88,67.26
31,CSCO,"Cisco Systems, Inc.",234704044032,16500628,0.7,0.27,0.39,-1.08,1.21,3.08,19.93,24.79,15.94,15.01,60.31,32.83
32,ACN,Accenture plc,222914822144,2914901,0.13,1.44,2.17,-1.12,-0.64,-1.29,6.06,13.42,14.88,4.61,55.96,133.6
33,NOW,"ServiceNow, Inc.",217489063936,1132787,0.05,-2.13,-0.02,-4.09,-5.97,0.68,29.48,47.66,82.61,71.69,116.07,330.99
34,AXP,American Express Company,212756463616,1512378,0.07,0.05,1.44,-0.41,0.2,3.32,18.06,31.76,83.38,59.94,212.0,195.83
35,TMO,Thermo Fisher Scientific Inc,208711139328,1547290,0.07,1.57,4.42,3.5,3.56,5.8,-10.88,0.37,-4.62,-6.79,29.91,108.29
36,BX,Blackstone Inc.,207814852608,2270805,0.11,-1.97,-1.39,-2.9,-9.06,-11.68,22.95,47.3,70.59,39.94,276.59,503.26
37,MCD,McDonald's Corporation,207346843648,2439294,0.12,-0.97,-1.08,-1.85,-2.45,0.3,1.38,7.69,2.12,18.52,48.33,77.66
38,IBM,International Business Machines,207083503616,2239475,0.11,0.58,1.83,-0.41,-2.97,0.7,12.85,25.65,66.96,84.09,126.05,117.64
39,AMD,"Advanced Micro Devices, Inc.",206632402944,37830536,1.83,-1.71,5.55,1.82,0.33,-7.39,-13.0,-13.17,15.66,-4.16,48.84,395.45
40,MS,Morgan Stanley,204408750080,6002994,0.29,-1.37,1.68,-0.9,-0.41,-6.01,25.13,43.64,43.62,29.15,175.76,254.12
41,DIS,Walt Disney Company (The),201720610816,6141943,0.3,0.31,0.51,-1.03,-1.29,-2.47,25.02,-0.19,31.34,-23.41,-16.8,3.78
42,PEP,"Pepsico, Inc.",199487340544,7352460,0.37,-0.59,-3.2,-4.62,-7.96,-8.55,-15.04,-14.48,-20.53,-7.82,18.24,44.92
43,LIN,Linde plc,197581766656,3149057,0.16,0.49,0.19,-2.21,-4.67,-8.82,-11.98,-6.45,8.56,41.73,73.79,155.32
44,ABT,Abbott Laboratories,196687773696,5300064,0.27,0.32,-0.04,-1.62,0.02,-3.29,0.92,6.77,1.95,-8.4,10.31,56.62
45,ISRG,"Intuitive Surgical, Inc.",189444489216,1506944,0.08,-1.93,1.5,-1.29,-1.43,-3.4,10.3,45.19,61.48,82.04,119.48,180.25
