Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4071573684224,196212684,0.48,-2.17,-4.38,-7.14,-5.79,-10.38,-11.9,2.1,24.31,504.23,452.4,1817.53
2,AAPL,Apple Inc.,3656844050432,47899998,0.13,-1.62,-1.13,-0.46,-3.36,-4.94,-8.58,17.49,9.34,48.75,69.52,218.6
3,GOOGL,Alphabet Inc.,3318691135488,35890612,0.11,-2.34,-5.54,-10.84,-8.04,-11.15,-0.61,54.8,70.24,157.69,86.04,291.16
3,GOOG,Alphabet Inc.,3311674851328,25703300,0.08,-2.49,-5.34,-10.62,-8.16,-11.45,-1.03,53.54,68.73,155.04,84.44,290.9
4,MSFT,Microsoft Corporation,2651649474560,37883400,0.14,-2.51,-4.28,-8.94,-12.76,-11.01,-29.78,-28.44,-13.2,18.86,9.96,104.76
5,AMZN,"Amazon.com, Inc.",2139899035648,56009763,0.26,-3.95,-3.81,-5.02,-6.51,-0.13,-15.06,-10.31,6.8,89.04,13.1,62.03
6,AVGO,Broadcom Inc.,1425606049792,23593929,0.17,-2.82,-5.53,-4.63,-8.83,-9.02,-11.85,9.81,64.17,399.42,481.23,1014.9
7,TSLA,"Tesla, Inc.",1357742342144,62065659,0.46,-2.76,-5.53,-7.88,-8.8,-13.24,-10.52,16.77,51.54,120.21,5.04,527.9
8,META,"Meta Platforms, Inc.",1329837768704,30133010,0.23,-3.99,-11.33,-14.61,-18.41,-19.03,-13.6,-27.54,-9.52,120.47,55.43,134.14
9,WMT,Walmart Inc.,979728531456,16543336,0.17,0.58,0.69,0.95,-0.53,-7.86,20.41,30.38,56.51,152.78,164.47,226.33
10,LLY,Eli Lilly and Company,786041274368,2735130,0.03,-2.09,-2.74,-4.34,-11.32,-15.27,-14.2,11.67,-2.52,126.83,251.69,521.26
11,JPM,JP Morgan Chase & Co.,762828619776,6995384,0.09,-3.02,-3.27,-1.7,-2.29,-6.54,-6.42,-0.93,36.31,117.96,89.12,209.73
12,XOM,Exxon Mobil Corporation,712474886144,26461934,0.37,3.36,3.39,8.5,13.08,14.05,44.3,52.49,46.1,60.03,210.88,347.95
13,JNJ,Johnson & Johnson,579460202496,5772651,0.1,0.51,2.2,1.34,0.02,-1.15,24.16,55.4,56.46,60.61,65.78,92.48
14,V,Visa Inc.,569774243840,9970427,0.17,-3.28,-2.71,-1.17,-6.88,-8.84,-10.27,-16.48,7.69,29.9,43.9,59.05
15,COST,Costco Wholesale Corporation,436705361920,1540925,0.04,0.43,1.03,0.4,-1.43,-1.5,6.74,1.83,10.97,103.63,99.81,245.25
16,MA,Mastercard Incorporated,432154017792,3962652,0.09,-3.3,-2.94,-0.87,-7.29,-8.19,-11.13,-13.83,-2.06,29.46,36.58,65.96
17,CVX,Chevron Corporation,422163513344,13886303,0.33,1.62,2.11,6.31,11.17,16.89,36.78,41.4,49.63,42.21,121.89,181.92
18,MU,"Micron Technology, Inc.",402849136640,45806655,1.14,0.5,-9.69,-22.63,-3.53,-13.71,44.78,190.46,239.54,461.97,372.97,614.79
19,ORCL,Oracle Corporation,401668603904,17844445,0.44,-2.21,-5.05,-8.66,-8.7,-10.75,-37.16,-40.31,-19.38,52.22,58.06,186.42
20,NFLX,"Netflix, Inc.",396319752192,44590673,1.13,0.12,2.76,-1.34,-5.65,23.16,-15.99,-25.29,27.94,183.18,36.87,125.5
21,ABBV,AbbVie Inc.,370378833920,4065568,0.11,-0.81,2.05,0.51,-9.0,-7.96,-9.16,9.97,13.31,53.03,109.27,182.87
22,PLTR,Palantir Technologies Inc.,342153101312,35790820,1.05,-3.05,-7.57,-6.36,-8.97,10.79,-17.79,0.39,228.72,1745.94,526.63,
23,BAC,Bank of America Corporation,337088774144,28297094,0.84,-2.63,-2.43,0.3,-3.43,-10.06,-9.75,1.65,21.59,73.41,12.01,101.66
24,PG,Procter & Gamble Company (The),334010679296,11290633,0.34,0.2,-0.31,-2.73,-7.11,-11.48,-2.67,-8.06,-12.17,-2.09,8.41,42.02
25,AMD,"Advanced Micro Devices, Inc.",329326690304,29206578,0.89,-0.87,-1.65,1.27,4.97,-1.92,-18.16,40.12,23.03,126.02,36.58,283.79
26,KO,Coca-Cola Company (The),325867438080,17442301,0.54,1.37,1.39,-0.34,-1.05,-3.51,7.88,10.87,14.19,29.06,52.91,89.57
27,CAT,"Caterpillar, Inc.",325432999936,2056717,0.06,-1.11,-2.96,0.26,2.13,-8.29,25.81,71.82,79.03,231.9,258.8,502.52
28,HD,"Home Depot, Inc. (The)",320367067136,3975568,0.12,-2.06,-2.8,-2.8,-9.53,-17.02,-10.06,-12.2,-18.62,15.44,-3.46,48.49
29,CSCO,"Cisco Systems, Inc.",315771453440,20557432,0.65,-2.73,-1.16,2.99,1.63,6.56,3.01,17.56,53.94,82.79,59.21,102.13
30,GE,GE Aerospace,298311909376,3270450,0.11,-0.85,-2.69,-6.03,-12.35,-9.48,-6.98,12.4,51.66,263.75,331.25,654.1
31,MRK,"Merck & Company, Inc.",295772225536,8320381,0.28,0.59,2.8,4.48,4.08,1.07,30.81,46.09,15.22,13.57,63.8,85.75
32,AMAT,"Applied Materials, Inc.",267581440000,5984796,0.22,-0.41,-9.85,-3.52,3.83,2.8,49.66,71.3,67.57,206.12,123.57,510.26
33,LRCX,Lam Research Corporation,265537290240,8503305,0.32,-0.1,-11.48,-5.92,6.06,-8.49,43.0,110.2,161.1,315.23,255.54,673.95
34,RTX,RTX Corporation,255344787456,3860012,0.15,-1.63,-2.21,-7.26,-9.56,-5.37,8.84,31.1,58.55,102.74,135.93,220.88
35,PM,Philip Morris International Inc,254882037760,2248366,0.09,0.65,-0.2,-0.69,-2.93,-12.68,7.13,-7.14,44.67,86.95,113.58,192.63
36,MS,Morgan Stanley,251501182976,4246940,0.17,-2.97,-4.51,-0.34,-1.17,-5.75,-2.81,12.76,52.68,92.67,82.74,289.22
37,GS,"Goldman Sachs Group, Inc. (The)",238259961856,2102367,0.09,-2.4,-3.93,-0.32,-2.26,-10.77,2.55,15.0,64.31,151.6,121.76,327.99
38,WFC,Wells Fargo & Company,238180220928,13664164,0.57,-2.32,-3.04,1.31,-4.02,-10.55,-8.8,-4.77,38.03,109.72,68.5,190.52
39,TMUS,"T-Mobile US, Inc.",235803574272,6055078,0.26,-0.36,-0.21,2.03,-4.85,-1.33,-1.48,-6.36,2.11,52.37,85.44,118.89
40,UNH,UnitedHealth Group Incorporated,235106189312,9449019,0.4,-3.37,-4.87,-8.9,-8.88,-8.21,-18.35,-11.71,-55.08,-44.16,-38.96,-3.85
41,GEV,GE Vernova Inc.,231479738368,2243003,0.1,-2.29,-6.19,-0.62,8.17,4.55,47.72,58.53,223.61,,,
42,LIN,Linde plc,227582132224,2154069,0.09,-0.88,2.35,0.52,1.66,4.21,16.82,5.49,6.71,38.2,54.93,150.27
43,IBM,International Business Machines,221783605248,4844845,0.22,-2.21,-1.77,-6.07,-8.7,-8.93,-22.25,-16.29,5.46,107.24,133.98,143.84
44,MCD,McDonald's Corporation,218291585024,2249048,0.1,-0.98,-0.63,-3.11,-6.75,-7.37,0.79,4.3,4.16,10.84,35.22,80.55
45,INTC,Intel Corporation,216556191744,70002236,3.23,-2.2,-2.11,-4.22,-0.67,-7.21,21.42,81.07,85.75,42.27,-7.57,-23.17
46,VZ,Verizon Communications Inc.,212191707136,22480187,1.06,-0.85,-1.18,1.45,-1.58,1.72,24.65,23.87,27.37,56.23,26.23,23.35
47,PEP,"Pepsico, Inc.",209257725952,6663855,0.32,1.47,1.63,-0.33,-4.01,-7.65,6.9,15.7,-6.38,-11.29,8.34,39.96
48,T,AT&T Inc.,203716788224,27692123,1.36,0.62,0.8,6.17,1.61,1.04,15.05,7.74,44.96,91.75,98.85,79.83
49,AXP,American Express Company,200676671488,2731491,0.14,-2.38,-3.22,-0.72,-2.9,-14.76,-17.99,-9.71,9.47,87.11,69.33,195.01
50,NEE,"NextEra Energy, Inc.",190433902592,5665980,0.3,0.26,-0.24,0.48,0.42,0.1,10.45,25.08,18.03,30.2,19.35,67.68
51,KLAC,KLA Corporation,189626728448,811836,0.04,-0.55,-7.85,-2.64,7.34,-0.4,27.61,56.22,83.15,283.77,264.8,725.37
52,AMGN,Amgen Inc.,188010610688,2274881,0.12,-1.24,0.1,-0.77,-5.62,-4.1,5.03,18.71,13.86,59.82,90.21,88.62
53,C,"Citigroup, Inc.",187841871872,22792405,1.21,-4.47,-5.59,-1.19,0.8,-3.39,7.62,25.51,76.3,150.5,81.06,137.13
54,ABT,Abbott Laboratories,180701642752,10709047,0.59,-0.55,-0.07,-4.15,-5.08,-6.71,-19.97,-21.07,-7.46,-0.65,-12.3,30.56
55,TMO,Thermo Fisher Scientific Inc,175845785600,1247949,0.07,-3.17,-3.45,1.87,-5.61,-7.06,-18.06,10.19,-19.86,-13.9,-24.55,38.12
56,TXN,Texas Instruments Incorporated,173288488960,5792752,0.33,-1.59,-2.21,-0.24,-1.5,-14.65,20.24,-11.37,-1.67,24.6,13.5,74.16
57,TJX,"TJX Companies, Inc. (The)",172639059968,2441859,0.14,-1.55,-2.06,1.47,-2.64,0.61,6.49,26.05,40.31,104.97,139.93,205.54
58,CRM,"Salesforce, Inc.",168013463552,9890698,0.59,-3.41,-2.03,-7.73,-11.28,-3.3,-26.29,-31.84,-37.73,-8.51,-40.82,5.86
59,GILD,"Gilead Sciences, Inc.",166631604224,5647185,0.34,-1.92,-2.79,-4.98,-6.2,-11.06,8.71,19.48,65.29,80.78,134.85,117.51
60,SCHW,Charles Schwab Corporation (The,164117889024,7250608,0.44,-2.23,-3.47,-0.99,-3.01,-2.53,-1.82,0.17,41.23,84.74,19.22,139.52
61,DIS,Walt Disney Company (The),163896426496,12461356,0.76,-2.46,-4.12,-7.04,-8.98,-9.73,-12.06,-23.46,0.93,-7.71,-40.74,-23.52
62,COP,ConocoPhillips,163548987392,9164626,0.56,0.41,3.44,8.21,14.29,21.66,48.95,43.88,25.59,42.99,116.41,269.25
63,ISRG,"Intuitive Surgical, Inc.",160771112960,2107201,0.13,-3.39,-4.08,-5.25,-7.65,-5.42,-17.62,-13.95,-6.44,50.28,27.54,140.67
64,PFE,"Pfizer, Inc.",153813155840,29014025,1.89,-1.92,0.3,-1.02,-0.04,-1.57,9.71,10.39,2.05,-16.67,-32.1,4.77
65,DE,Deere & Company,153053609984,1429287,0.09,-2.5,-2.81,-0.77,-3.92,-5.26,19.4,9.9,42.1,55.83,67.2,279.66
66,ANET,"Arista Networks, Inc.",152083857408,5933200,0.39,-1.45,-7.67,-11.24,-9.12,-10.62,-8.07,13.62,17.89,201.62,267.5,745.06
67,APH,Amphenol Corporation,151955554304,7793276,0.51,0.4,-3.39,-3.09,-6.07,-13.82,-7.21,26.41,93.76,235.99,206.8,414.54
68,ADI,"Analog Devices, Inc.",150093496320,3282197,0.22,-1.91,-4.47,-0.37,-2.65,-6.93,31.76,26.76,36.46,79.77,79.82,177.65
