Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4258235940864,142336713,0.33,-0.25,-1.88,-2.8,-2.69,-7.8,-9.29,10.74,37.23,568.25,472.69,1897.3
2,AAPL,Apple Inc.,3698586025984,27879768,0.08,0.06,1.08,0.61,-4.59,-8.37,-8.49,20.22,14.26,55.88,70.52,222.71
3,GOOGL,Alphabet Inc.,3513452855296,36679100,0.1,-3.85,-5.43,-3.92,-4.26,-10.38,-0.16,64.66,79.23,181.98,96.64,308.18
3,GOOG,Alphabet Inc.,3498452713472,27300898,0.08,-3.28,-5.41,-4.07,-4.66,-10.79,-0.74,63.24,76.93,178.73,95.36,307.28
4,MSFT,Microsoft Corporation,2770344345600,40186581,0.15,-2.68,-4.18,-5.77,-7.72,-9.67,-26.42,-24.68,-7.92,38.54,15.14,114.03
5,AMZN,"Amazon.com, Inc.",2224704978944,34266291,0.15,-1.38,-0.73,-0.21,-0.71,-0.71,-16.8,-7.26,14.62,102.05,15.9,67.74
6,AVGO,Broadcom Inc.,1509099962368,19731270,0.13,-1.31,-0.28,-0.99,1.63,-7.26,-9.2,16.75,84.32,432.48,521.24,1157.11
7,META,"Meta Platforms, Inc.",1499823996928,10647042,0.07,-1.84,-2.27,-3.3,-9.41,-12.37,-5.29,-17.27,1.88,187.92,78.18,157.67
8,TSLA,"Tesla, Inc.",1437294002176,59674483,0.42,0.57,0.72,-2.09,-2.4,-8.22,-12.87,30.31,59.05,138.4,12.27,539.73
9,WMT,Walmart Inc.,973031800832,17245866,0.18,1.1,1.0,-3.34,-4.39,-5.21,18.47,23.64,56.44,150.06,159.1,219.26
10,LLY,Eli Lilly and Company,808219836416,1728145,0.02,-0.83,-1.58,-8.33,-10.39,-13.42,-8.37,17.46,1.6,139.91,259.51,531.5
11,JPM,JP Morgan Chase & Co.,788612251648,7384438,0.09,0.86,1.54,3.16,-2.62,-9.22,-6.94,1.09,42.2,126.26,94.44,245.66
12,XOM,Exxon Mobil Corporation,689099374592,26102420,0.38,2.64,4.56,5.93,8.92,10.1,40.21,52.55,38.8,57.2,193.06,359.65
13,V,Visa Inc.,585661284352,5372125,0.09,-0.22,1.35,-1.1,-5.32,-6.51,-10.01,-14.33,12.18,35.34,47.27,62.89
14,JNJ,Johnson & Johnson,566976970752,5184429,0.09,-0.06,-0.98,-2.59,-4.65,-0.89,22.8,54.42,54.03,55.74,64.7,87.74
15,MU,"Micron Technology, Inc.",446052630528,43772728,0.98,-2.18,-10.97,-7.18,4.17,3.14,64.11,230.17,286.11,588.81,435.54,774.8
16,MA,Mastercard Incorporated,445263937536,2277345,0.05,-0.29,1.59,0.19,-4.84,-6.8,-10.51,-11.34,2.43,37.55,48.42,70.97
17,COST,Costco Wholesale Corporation,432248913920,1257980,0.03,0.84,-0.1,-3.43,-3.37,-2.38,6.71,-1.44,12.36,101.57,101.06,244.46
18,ORCL,Oracle Corporation,423037599744,25947702,0.61,-4.7,-5.42,-5.17,-1.29,-6.07,-37.55,-36.26,-12.17,61.44,64.62,200.46
19,CVX,Chevron Corporation,413446307840,16558592,0.4,0.77,2.66,5.07,9.55,14.36,35.14,44.84,46.06,38.93,113.99,186.49
20,NFLX,"Netflix, Inc.",385672577024,28812449,0.75,-2.63,-0.89,-4.61,-6.94,11.6,-20.0,-29.5,29.53,181.88,38.6,113.47
21,PLTR,Palantir Technologies Inc.,370183569408,54262366,1.47,-3.77,-0.58,2.54,5.14,8.31,-18.95,11.26,297.99,1899.74,538.27,
22,ABBV,AbbVie Inc.,362828267520,6983587,0.19,0.13,-0.5,-6.59,-12.26,-8.09,-8.14,12.0,11.46,37.43,107.48,184.35
