Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4161988460544,182162282,0.44,-4.16,-2.51,-5.88,-6.59,-9.89,-8.35,5.15,29.14,529.51,464.67,1860.33
2,AAPL,Apple Inc.,3716958388224,41331888,0.11,0.11,0.56,-0.53,-2.84,-8.21,-7.26,20.14,10.9,52.34,74.77,221.05
3,GOOGL,Alphabet Inc.,3398289588224,38906505,0.11,-3.44,-7.0,-9.65,-6.57,-9.6,0.98,59.41,74.56,163.26,94.31,293.6
3,GOOG,Alphabet Inc.,3396111695872,28870381,0.09,-3.06,-6.11,-9.27,-6.64,-9.76,0.72,58.38,73.16,161.18,92.88,294.11
4,MSFT,Microsoft Corporation,2720027377664,36436874,0.13,-1.37,-4.45,-8.37,-10.89,-9.29,-26.98,-26.89,-11.31,22.9,14.25,107.27
5,AMZN,"Amazon.com, Inc.",2227925417984,45915765,0.21,-1.97,-1.24,-3.56,-5.21,1.7,-12.64,-6.74,12.08,88.98,19.53,67.48
6,AVGO,Broadcom Inc.,1467021262848,20146742,0.14,-2.95,-4.06,-3.5,-6.82,-9.54,-8.62,11.98,68.71,420.66,506.54,1044.93
7,TSLA,"Tesla, Inc.",1396317356032,54835418,0.39,-3.59,-2.29,-6.8,-8.25,-13.11,-7.43,25.76,54.37,132.29,4.97,532.15
8,META,"Meta Platforms, Inc.",1385032712192,34368583,0.25,-7.96,-9.36,-12.06,-17.04,-18.05,-10.07,-25.1,-6.83,131.32,68.38,139.76
9,WMT,Walmart Inc.,974068187136,16396063,0.17,-0.72,1.21,-2.12,-0.71,-4.92,19.64,27.02,54.08,150.64,161.63,220.87
10,LLY,Eli Lilly and Company,802831794176,2155688,0.03,-2.11,-1.49,-3.58,-8.77,-11.5,-12.03,14.6,-1.42,134.95,256.28,526.96
11,JPM,JP Morgan Chase & Co.,786616483840,5374603,0.07,-1.27,0.6,1.66,-0.64,-6.16,-5.33,3.97,40.18,126.71,94.15,226.04
12,XOM,Exxon Mobil Corporation,689307648000,18582501,0.27,1.33,2.67,4.17,9.73,7.05,41.42,48.99,42.57,56.83,198.48,332.15
13,V,Visa Inc.,589073940480,7636034,0.13,0.2,0.36,-0.95,-4.46,-7.2,-8.9,-14.1,11.55,36.48,49.95,61.74
14,JNJ,Johnson & Johnson,576544243712,4812443,0.08,-0.29,1.62,0.47,-0.16,-0.14,23.96,56.01,55.53,60.49,66.92,89.04
15,MA,Mastercard Incorporated,446888181760,2720647,0.06,-0.4,0.07,-1.15,-4.56,-6.83,-9.73,-11.14,0.89,36.16,44.89,68.43
16,COST,Costco Wholesale Corporation,434836668416,1494570,0.03,0.49,1.44,-1.66,-0.3,0.15,6.04,0.17,8.61,103.55,100.89,248.39
17,CVX,Chevron Corporation,415445680128,10991773,0.26,1.29,1.26,4.96,9.42,12.92,36.37,40.2,48.21,41.31,118.49,174.87
18,ORCL,Oracle Corporation,410728136704,16873732,0.41,-2.2,-7.47,-7.68,-7.74,-9.13,-34.19,-39.04,-18.71,55.13,60.76,189.37
19,MU,"Micron Technology, Inc.",400864313344,54104778,1.35,-6.97,-12.09,-23.01,-10.47,-13.37,50.08,191.09,251.12,481.43,388.0,644.71
20,NFLX,"Netflix, Inc.",395853135872,59159281,1.49,1.13,-0.06,-1.1,-5.9,17.21,-19.15,-27.56,28.29,186.39,41.91,121.15
21,ABBV,AbbVie Inc.,373421113344,4547948,0.12,1.9,3.02,-3.93,-9.14,-4.42,-8.38,13.42,14.0,56.62,111.6,191.94
22,PLTR,Palantir Technologies Inc.,352915652608,42818707,1.21,-4.78,-8.26,-4.85,-3.35,8.76,-14.28,3.1,242.13,1786.96,541.84,
23,BAC,Bank of America Corporation,346203160576,32161284,0.93,-1.05,1.52,2.03,-2.6,-9.91,-7.76,4.69,24.19,80.5,13.63,114.9
24,PG,Procter & Gamble Company (The),333331922944,6164548,0.18,-1.04,-1.09,-5.98,-7.51,-10.99,-3.06,-7.68,-12.51,-2.35,8.3,38.77
25,AMD,"Advanced Micro Devices, Inc.",332228820992,48373472,1.46,-7.49,0.54,3.8,2.17,-4.59,-17.82,47.22,19.15,133.04,39.56,286.44
26,CAT,"Caterpillar, Inc.",329078571008,2380021,0.07,-2.2,0.21,0.17,-0.41,-9.27,27.33,76.4,81.24,242.62,264.11,518.23
27,HD,"Home Depot, Inc. (The)",327120027648,2648036,0.08,-1.23,-0.75,-3.81,-8.59,-15.37,-9.59,-9.81,-18.13,20.53,-0.08,50.38
28,CSCO,"Cisco Systems, Inc.",324621926400,26148387,0.81,0.4,4.24,3.65,2.69,-3.95,6.75,19.96,58.2,90.7,63.85,107.44
29,KO,Coca-Cola Company (The),321477214208,8211393,0.26,-0.74,-0.56,-3.73,-2.37,-4.32,6.56,9.83,12.13,28.26,50.5,87.09
30,GE,GE Aerospace,300875087872,5881680,0.2,-3.82,-2.16,-5.58,-12.64,-8.95,-5.98,14.38,52.02,270.28,337.36,699.85
31,MRK,"Merck & Company, Inc.",294041583616,6480614,0.22,-0.37,2.81,2.64,3.22,0.42,30.03,45.78,13.64,13.21,62.8,83.51
32,AMAT,"Applied Materials, Inc.",268676612096,9250310,0.34,-8.34,-6.42,-3.95,-2.3,-0.27,52.15,74.32,67.35,211.09,128.74,516.15
33,LRCX,Lam Research Corporation,265801056256,13433967,0.51,-9.35,-9.3,-6.56,-1.43,-9.89,38.42,113.05,158.83,319.8,262.11,688.09
34,RTX,RTX Corporation,259571138560,3510535,0.14,-1.1,-1.01,-5.15,-5.4,-1.54,11.67,33.47,59.86,107.15,139.32,226.39
35,MS,Morgan Stanley,259186409472,6166652,0.24,-1.46,-0.66,3.42,0.42,-7.61,-0.89,17.47,55.96,99.64,90.17,316.33
36,PM,Philip Morris International Inc,253245603840,2070529,0.08,-1.82,-0.46,-5.14,-3.39,-11.99,6.63,-6.17,42.8,87.91,111.67,194.59
