Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4663668113408,169780971,0.36,0.91,1.9,0.79,0.22,3.52,1.72,34.99,86.36,615.89,827.49,2531.59
2,AAPL,Apple Inc.,3912293679104,34926242,0.09,0.6,0.69,-3.38,2.68,2.85,7.68,31.64,21.33,68.51,90.75,274.96
3,GOOG,Alphabet Inc.,3770514145280,17559160,0.05,-1.02,2.55,0.12,-7.93,-4.39,27.49,84.51,106.19,196.09,126.17,365.69
3,GOOGL,Alphabet Inc.,3768094556160,31353761,0.08,-1.11,2.69,0.17,-7.84,-4.29,27.66,85.87,107.72,197.65,125.93,366.09
4,MSFT,Microsoft Corporation,2857526362112,42920481,0.15,-3.21,-3.57,-4.7,-10.44,-19.4,-24.9,-16.64,-3.17,40.28,35.6,125.85
5,AMZN,"Amazon.com, Inc.",2203557298176,51669745,0.23,-2.3,0.23,0.58,-14.22,-16.66,-6.73,-0.95,19.77,109.18,26.46,65.94
6,META,"Meta Platforms, Inc.",1611959238656,8540813,0.05,-2.81,-0.93,-4.7,-11.06,-1.36,-10.89,-7.16,28.01,211.49,97.17,213.47
7,AVGO,Broadcom Inc.,1566232281088,16379376,0.1,-0.69,-0.95,-3.62,-0.29,-0.64,-7.21,27.29,144.76,439.22,628.96,1290.03
8,TSLA,"Tesla, Inc.",1500334784512,69061241,0.46,-2.91,-2.79,-6.64,-7.1,-8.25,-8.27,20.41,89.74,109.98,51.46,667.06
9,WMT,Walmart Inc.,1003064393728,25238308,0.25,2.29,-0.64,-2.3,5.6,11.27,23.45,27.19,66.1,174.96,186.14,236.41
10,LLY,Eli Lilly and Company,998600474624,3706710,0.04,4.86,3.72,4.44,2.23,-2.29,29.59,38.96,18.53,221.99,372.56,633.23
11,JPM,JP Morgan Chase & Co.,802825699328,12924568,0.16,-4.22,-3.6,-4.23,-2.69,-9.74,-2.91,14.27,44.6,155.86,99.3,262.33
12,XOM,Exxon Mobil Corporation,635779874816,12720838,0.2,2.36,0.05,-2.44,7.33,23.48,36.4,51.04,40.83,61.28,187.98,325.39
13,JNJ,Johnson & Johnson,592449568768,7224341,0.12,1.38,0.35,2.07,8.18,19.48,29.6,62.65,55.37,75.17,73.61,92.76
14,V,Visa Inc.,590982676480,11450289,0.19,-4.5,-4.3,-6.9,-4.56,-12.8,-10.35,-16.22,10.94,41.86,40.87,79.05
15,MU,"Micron Technology, Inc.",473805619200,25289082,0.53,-1.68,0.0,2.59,1.47,28.73,118.47,308.52,390.13,598.32,522.44,800.93
16,MA,Mastercard Incorporated,442675855360,5539035,0.13,-5.77,-6.05,-7.71,-7.94,-14.36,-11.17,-14.73,5.08,43.55,46.49,86.32
17,COST,Costco Wholesale Corporation,437751185408,1487623,0.03,0.08,-1.01,0.81,4.87,7.87,5.69,-5.85,13.36,107.35,130.67,254.86
18,ORCL,Oracle Corporation,406137798656,29555211,0.73,-4.57,-9.52,-10.09,-14.14,-25.29,-54.0,-15.39,1.13,66.45,56.99,189.14
19,ABBV,AbbVie Inc.,405579399168,5459916,0.13,2.08,0.33,3.89,2.9,3.21,1.17,25.44,24.78,61.85,146.06,250.88
20,PG,Procter & Gamble Company (The),386577956864,14329195,0.37,2.73,5.3,3.23,8.83,17.53,13.57,1.63,-2.19,21.53,30.01,61.83
21,HD,"Home Depot, Inc. (The)",375297867776,4198185,0.11,-1.38,-1.7,-3.5,0.64,4.85,0.02,3.1,7.88,42.73,24.29,96.96
22,BAC,Bank of America Corporation,372938440704,50476410,1.35,-3.75,-4.29,-5.16,-4.0,-9.1,5.07,17.05,35.56,102.27,29.76,144.47
23,CVX,Chevron Corporation,369700470784,6937894,0.19,0.53,0.57,0.48,5.55,17.25,24.26,38.97,42.44,34.53,107.19,162.17
24,GE,GE Aerospace,357571362816,5042872,0.14,-1.23,2.86,8.05,10.5,7.81,14.07,35.64,112.11,371.59,433.58,927.36
25,CAT,"Caterpillar, Inc.",354012495872,2271635,0.06,-0.43,0.6,-2.39,15.08,24.68,50.65,118.48,134.53,266.0,325.79,626.28
26,KO,Coca-Cola Company (The),346537623552,13765117,0.4,0.9,1.35,2.49,7.69,16.13,21.45,15.36,18.27,43.67,68.69,109.19
27,NFLX,"Netflix, Inc.",322468413440,38011778,1.18,-3.37,-2.53,-4.52,-8.95,-16.03,-37.64,-38.68,14.18,131.49,21.24,81.06
28,AMD,"Advanced Micro Devices, Inc.",320538804224,28039898,0.87,-1.77,-1.76,-7.95,-16.95,-3.95,-9.16,65.8,46.33,100.71,87.81,275.26
29,PLTR,Palantir Technologies Inc.,312352866304,52233256,1.67,-3.43,-3.53,-3.74,-10.91,-26.16,-26.3,0.45,330.6,1492.68,455.04,
30,MRK,"Merck & Company, Inc.",309275525120,8017379,0.26,1.28,1.78,3.78,12.29,11.56,45.72,62.74,10.63,28.57,76.86,96.16
31,CSCO,"Cisco Systems, Inc.",307158089728,24482654,0.8,-1.84,-0.56,-9.12,-0.74,5.11,15.86,22.85,66.57,67.58,60.2,117.4
32,LRCX,Lam Research Corporation,304298393600,9481101,0.31,-1.08,0.91,3.04,3.77,20.56,76.09,187.55,235.21,396.12,359.97,912.73
33,AMAT,"Applied Materials, Inc.",296494661632,6061752,0.2,-0.49,1.28,10.04,16.04,32.8,70.74,132.09,116.68,220.71,204.65,694.25
34,PM,Philip Morris International Inc,291441541120,5070123,0.17,2.08,2.49,0.51,4.34,17.89,18.47,6.35,57.53,133.68,141.43,234.66
35,RTX,RTX Corporation,271034712064,4553857,0.17,-1.46,-1.08,3.09,0.83,8.24,28.04,47.45,75.17,123.53,148.23,258.92
