Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4014456963072,182833381,0.46,-1.4,-7.56,-7.5,-9.57,-9.64,-11.47,0.17,22.58,471.83,451.27,1758.09
2,AAPL,Apple Inc.,3624949514240,38248670,0.11,-0.87,-2.37,-0.94,-5.1,-3.58,-7.7,17.15,9.1,47.53,68.03,207.08
3,GOOGL,Alphabet Inc.,3308529647616,33798613,0.1,-0.31,-5.99,-10.95,-10.73,-10.48,-3.91,52.13,68.51,157.24,85.76,283.0
3,GOOG,Alphabet Inc.,3304174911488,21415696,0.06,-0.23,-5.68,-10.66,-10.74,-10.68,-4.23,50.99,66.98,155.67,84.34,282.9
4,MSFT,Microsoft Corporation,2667926257664,40955126,0.15,0.61,-3.26,-7.73,-12.32,-10.35,-28.97,-28.27,-12.77,20.26,10.84,101.3
5,AMZN,"Amazon.com, Inc.",2157182320640,42710345,0.2,0.81,-5.08,-3.74,-5.87,1.09,-13.71,-10.7,6.42,96.91,13.35,61.86
6,AVGO,Broadcom Inc.,1391137128448,26092349,0.19,-2.42,-7.97,-8.07,-14.96,-9.58,-14.03,7.55,63.92,378.6,464.62,959.84
7,META,"Meta Platforms, Inc.",1356802949120,22495694,0.17,2.03,-9.84,-11.59,-17.08,-16.09,-10.75,-25.07,-8.64,122.3,55.54,134.25
8,TSLA,"Tesla, Inc.",1333163982848,64411027,0.48,-1.81,-7.95,-6.58,-10.89,-14.89,-13.12,13.32,63.12,119.54,5.18,501.72
9,WMT,Walmart Inc.,984591761408,20220631,0.21,0.5,0.36,2.2,-0.47,-7.57,20.45,31.67,56.32,153.0,167.32,229.43
10,LLY,Eli Lilly and Company,793550454784,2218346,0.03,0.96,-3.24,-3.36,-12.07,-14.75,-13.08,12.4,-3.85,123.39,256.73,533.5
11,JPM,JP Morgan Chase & Co.,765336879104,5607132,0.07,0.33,-3.94,-1.46,-2.12,-6.21,-5.1,-0.15,30.95,114.09,90.09,197.37
12,XOM,Exxon Mobil Corporation,714474913792,29659689,0.42,0.28,5.03,8.42,13.98,15.51,46.68,52.25,45.96,65.61,209.09,315.52
13,JNJ,Johnson & Johnson,584376451072,4503993,0.08,0.85,1.07,2.06,-0.04,0.14,22.92,57.51,56.85,62.07,68.71,93.36
14,V,Visa Inc.,577524989952,5972634,0.1,1.36,-1.76,-0.06,-5.2,-4.63,-7.86,-13.41,9.01,31.79,45.71,56.4
15,COST,Costco Wholesale Corporation,442351386624,1965417,0.04,1.29,2.23,2.24,-0.87,-2.15,9.35,3.13,12.99,110.29,101.34,248.27
16,MA,Mastercard Incorporated,440864210944,2209113,0.05,2.02,-1.74,0.58,-4.58,-4.7,-7.84,-9.96,-0.93,32.13,40.16,63.6
17,CVX,Chevron Corporation,421283823616,8650260,0.21,-0.21,2.71,4.6,11.23,15.8,38.97,40.07,48.53,43.05,116.52,168.7
18,ORCL,Oracle Corporation,399195209728,15564012,0.39,-0.62,-4.94,-10.75,-8.42,-13.33,-36.7,-39.53,-20.04,51.04,56.28,178.69
19,NFLX,"Netflix, Inc.",394368483328,29175337,0.74,-0.49,0.75,1.34,-5.44,20.94,-15.7,-25.33,28.63,186.84,36.86,121.57
20,ABBV,AbbVie Inc.,376958615552,4514349,0.12,1.78,2.87,3.34,-6.3,-7.94,-8.19,13.41,15.41,53.12,113.22,185.42
21,MU,"Micron Technology, Inc.",362904780800,72415391,2.0,-9.88,-15.74,-27.54,-17.31,-21.8,33.11,158.79,202.48,422.79,329.14,514.21
22,BAC,Bank of America Corporation,338954682368,42216031,1.25,0.55,-3.12,0.47,-1.4,-9.62,-7.26,2.74,16.49,75.81,12.3,93.18
23,PG,Procter & Gamble Company (The),338715049984,7934346,0.23,1.41,0.56,-0.08,-6.76,-9.59,-0.05,-5.91,-12.05,-0.84,9.31,41.25
24,PLTR,Palantir Technologies Inc.,328974991360,38488044,1.17,-3.85,-11.24,-11.65,-12.07,4.67,-19.68,-3.2,216.13,1667.99,487.57,
25,KO,Coca-Cola Company (The),328277753856,13928660,0.42,0.74,1.36,0.95,-1.29,-2.4,9.41,11.53,14.5,29.71,54.01,86.42
26,HD,"Home Depot, Inc. (The)",322209710080,2762402,0.09,0.58,-2.71,-1.44,-7.89,-16.72,-8.45,-10.93,-18.54,17.21,-2.5,45.86
27,AMD,"Advanced Micro Devices, Inc.",319625723904,39667869,1.24,-2.95,-11.0,-4.5,-3.28,-5.44,-18.49,33.89,16.77,118.58,33.82,269.19
28,CAT,"Caterpillar, Inc.",312343625728,2554452,0.08,-4.02,-7.18,-3.08,-5.3,-13.79,21.18,65.89,69.53,220.79,246.96,451.92
29,CSCO,"Cisco Systems, Inc.",304392339456,23662735,0.78,-3.6,-5.85,-1.87,1.09,0.25,-0.42,14.67,46.45,75.87,52.27,90.89
30,MRK,"Merck & Company, Inc.",291989487616,8267225,0.28,-1.28,-1.06,3.42,1.59,-2.01,29.22,45.37,13.4,11.28,62.3,81.79
31,GE,GE Aerospace,288227885056,7398534,0.26,-3.38,-7.86,-6.3,-15.12,-13.24,-8.72,7.39,44.2,243.78,320.27,615.67
32,PM,Philip Morris International Inc,256892551168,2749897,0.11,0.79,-0.4,0.89,-4.01,-11.31,9.86,-5.84,44.95,89.6,113.91,192.14
33,AMAT,"Applied Materials, Inc.",256431210496,6103982,0.24,-4.17,-12.51,-9.54,-4.67,-8.84,41.73,64.24,59.72,193.57,115.01,464.81
