Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,AAPL,Apple Inc.,3551154667520,32171077,0.09,-0.06,2.2,3.03,5.6,1.47,4.64,37.78,28.01,31.19,159.68,478.21
2,NVDA,NVIDIA Corporation,3314476646400,223933836,0.68,-1.15,-4.66,-3.43,-7.05,-0.28,10.41,48.93,217.14,350.04,1240.16,3626.29
3,MSFT,Microsoft Corporation,3144879702016,17192054,0.05,-1.17,1.44,1.94,0.87,1.85,-4.55,2.47,25.0,29.64,117.14,326.39
4,AMZN,"Amazon.com, Inc.",2163356205056,26919649,0.12,-1.02,4.37,2.0,-0.65,10.09,10.37,16.53,63.95,20.74,37.78,158.63
5,GOOG,Alphabet Inc.,2080348569600,12196600,0.06,0.12,2.55,-3.38,-4.21,2.45,-6.84,21.64,38.03,18.04,125.96,212.76
5,GOOGL,Alphabet Inc.,2080344375296,19236490,0.09,0.07,2.71,-3.46,-4.12,2.46,-6.79,21.36,37.33,17.01,123.7,207.86
6,META,"Meta Platforms, Inc.",1436939714560,6899237,0.05,-0.76,1.8,2.67,-0.5,-1.32,16.59,15.08,103.17,68.64,145.45,244.36
7,TSLA,"Tesla, Inc.",1068596920320,57176546,0.54,-1.58,-5.58,-1.73,15.37,50.4,35.11,96.42,27.77,-16.76,230.01,1496.14
8,BRK-B,Berkshire Hathaway Inc. New,1041129144320,4131906,0.04,0.94,1.37,2.3,3.02,3.73,11.31,18.36,42.79,60.6,149.98,137.91
9,AVGO,Broadcom Inc.,745751511040,19465789,0.26,-3.08,-2.78,-3.62,-11.07,-9.7,-2.18,28.3,88.78,156.84,476.54,590.86
10,WMT,Walmart Inc.,738554413056,11244068,0.15,0.62,1.59,9.28,10.12,13.12,30.42,51.4,80.26,98.42,123.22,214.4
11,LLY,Eli Lilly and Company,708831870976,2249218,0.03,-0.14,5.37,8.39,1.69,-13.85,-9.98,4.5,77.91,198.87,415.54,628.7
12,JPM,JP Morgan Chase & Co.,703243747328,5465647,0.08,-0.07,0.5,1.94,1.1,11.69,19.49,32.82,81.08,68.02,184.0,192.67
13,V,Visa Inc.,608998064128,4206507,0.07,0.92,1.54,0.81,2.57,9.66,19.31,11.0,39.08,45.44,64.61,133.03
14,UNH,UnitedHealth Group Incorporated,559882436608,2267933,0.04,0.26,2.96,3.18,1.96,6.48,10.07,25.64,35.24,25.99,113.44,157.95
15,XOM,Exxon Mobil Corporation,517126291456,10840022,0.21,-0.26,-3.39,-2.2,-1.96,-1.69,5.44,10.06,17.75,105.89,231.85,109.73
16,ORCL,Oracle Corporation,506272645120,7060497,0.14,-4.03,-4.99,-1.63,0.81,4.54,27.95,46.77,48.46,117.29,249.23,290.26
17,MA,Mastercard Incorporated,488634843136,2032739,0.04,0.74,2.21,2.06,2.16,3.56,20.68,12.41,42.62,46.08,75.92,153.14
18,COST,Costco Wholesale Corporation,426037772288,1443934,0.03,-1.02,-0.26,4.57,6.93,8.5,13.15,31.54,89.6,77.04,219.43,404.84
19,HD,"Home Depot, Inc. (The)",424354742272,1508239,0.04,-0.02,2.25,4.63,10.57,2.59,20.14,14.79,47.61,12.85,80.37,170.62
20,PG,Procter & Gamble Company (The),422399967232,4154092,0.1,0.03,1.75,5.04,11.37,4.66,8.28,12.55,24.48,18.58,57.84,110.63
21,NFLX,"Netflix, Inc.",375025991680,2480486,0.07,0.54,-2.28,3.58,12.45,24.98,36.5,43.96,103.11,46.87,83.71,153.76
22,JNJ,Johnson & Johnson,374144139264,4135554,0.11,0.57,0.95,1.21,-0.78,-4.65,3.6,-1.23,-0.88,-1.17,17.75,39.06
23,BAC,Bank of America Corporation,366533476352,17235091,0.47,0.04,1.64,2.25,5.2,11.61,13.37,34.07,69.62,11.31,116.32,93.66
24,ABBV,AbbVie Inc.,323527999488,4080861,0.13,1.07,3.46,10.1,-9.01,-3.87,6.58,4.51,39.78,51.48,122.28,196.84
25,CRM,"Salesforce, Inc.",315489583104,6351249,0.2,-3.84,-3.51,2.41,7.53,13.46,29.08,8.65,56.53,29.76,75.81,107.29
26,CVX,Chevron Corporation,289029160960,5163511,0.18,-0.26,-0.15,0.84,3.83,10.11,7.47,8.69,9.7,52.66,116.72,80.16
27,TMUS,"T-Mobile US, Inc.",285712646144,3280188,0.11,0.89,3.7,4.24,6.42,12.44,40.4,51.65,91.65,119.28,140.09,266.63
28,KO,Coca-Cola Company (The),277551546368,9391877,0.34,-0.19,0.8,4.15,1.15,-8.7,-0.14,7.82,8.56,18.02,51.93,55.27
29,MRK,"Merck & Company, Inc.",260856479744,9644610,0.37,1.48,3.97,6.79,2.37,-6.61,-16.54,-13.97,-2.51,45.06,57.5,67.32
30,WFC,Wells Fargo & Company,257069907968,16756947,0.65,-0.18,1.65,4.21,7.15,21.54,31.13,36.11,91.04,64.89,224.59,90.8
31,CSCO,"Cisco Systems, Inc.",236137840640,11307253,0.48,-0.5,1.26,3.45,2.45,5.16,28.87,21.23,19.32,3.04,42.59,48.59
32,BX,Blackstone Inc.,229258575872,1861527,0.08,-1.38,-5.04,3.28,7.17,18.96,33.06,52.57,116.24,65.89,290.82,595.89
33,ACN,Accenture plc,226297856000,1655791,0.07,-0.28,0.98,2.66,1.69,-2.71,10.08,-3.19,16.06,-6.95,73.24,154.11
34,ADBE,Adobe Inc.,226121924608,2295672,0.1,-2.21,0.3,2.84,1.75,2.22,-5.92,-10.44,3.74,-8.98,18.98,98.8
35,PEP,"Pepsico, Inc.",223250219008,3619324,0.16,0.35,0.44,2.77,-1.21,-6.74,-1.4,-0.03,-9.18,1.67,33.95,69.79
36,AMD,"Advanced Micro Devices, Inc.",221091643392,30080015,1.36,-1.07,-1.53,-1.94,-6.11,-12.74,-11.53,-30.06,13.46,-9.32,128.71,493.38
37,LIN,Linde plc,217661358080,1780279,0.08,0.11,0.51,1.91,-1.19,-5.55,2.47,-3.15,23.7,40.23,97.35,209.5
38,NOW,"ServiceNow, Inc.",214858514432,976865,0.05,-2.68,-1.81,3.59,4.72,13.33,36.04,34.05,84.16,65.26,141.71,354.74
39,AXP,American Express Company,214327394304,1696066,0.08,-0.43,0.98,6.55,3.08,8.01,23.55,37.74,80.14,88.16,232.6,212.43
40,DIS,Walt Disney Company (The),212966539264,8130225,0.38,1.86,1.69,3.58,18.92,21.55,29.32,5.02,29.79,-24.39,0.35,9.63
41,MCD,McDonald's Corporation,211460227072,2238402,0.11,-0.42,1.65,1.37,0.37,-5.7,16.83,5.61,3.46,16.95,64.57,93.54
42,MS,Morgan Stanley,211384565760,5507195,0.26,-0.05,-2.58,-1.92,-0.21,10.66,28.92,50.72,57.71,45.95,200.39,291.89
43,IBM,International Business Machines,209820434432,2992086,0.14,-0.83,1.77,9.05,7.07,-2.12,25.32,18.45,74.95,90.42,129.72,131.56
44,ABT,Abbott Laboratories,206314012672,3252494,0.16,0.84,1.01,1.35,1.84,0.96,15.0,0.48,15.42,-9.5,27.16,78.58
45,PM,Philip Morris International Inc,204957696000,1982304,0.1,-0.35,1.41,0.08,5.2,9.04,21.67,43.63,50.31,59.18,116.62,129.06
46,TMO,Thermo Fisher Scientific Inc,199534936064,2553831,0.13,1.69,1.64,4.06,-6.79,-11.81,-5.48,-11.9,-2.59,-18.56,28.34,116.28
47,GE,GE Aerospace,195461595136,2094302,0.11,-2.17,-0.3,1.74,-0.09,-6.03,5.16,33.65,114.4,204.92,424.04,285.03
48,CAT,"Caterpillar, Inc.",194907160576,1370977,0.07,-1.01,1.56,5.0,-3.16,2.93,17.72,19.55,68.93,106.96,222.13,257.05
49,ISRG,"Intuitive Surgical, Inc.",191820201984,937574,0.05,-0.65,-1.7,1.3,4.46,13.0,18.35,40.62,63.51,49.6,135.33,205.15
50,GS,"Goldman Sachs Group, Inc. (The)",190050533376,1424330,0.07,-0.01,0.44,2.97,1.59,14.26,23.75,56.18,85.42,65.28,231.26,263.2
51,VZ,Verizon Communications Inc.,186823376896,9172054,0.49,0.02,2.85,5.04,7.82,1.07,15.9,15.63,34.98,2.2,1.38,11.6
52,TXN,Texas Instruments Incorporated,181704507392,4720629,0.26,-0.88,0.6,-3.86,-7.34,-0.09,1.77,17.71,17.78,13.99,74.77,122.94
53,INTU,Intuit Inc.,178074796032,1369943,0.08,-0.42,-0.62,-6.28,-1.88,4.39,0.02,-2.45,41.13,2.71,124.07,193.06
54,QCOM,QUALCOMM Incorporated,173760397312,6332952,0.36,-0.34,-0.25,-4.92,-9.59,-8.79,-18.69,-6.73,31.07,-10.63,90.84,254.61
55,BKNG,Booking Holdings Inc. Common St,172869025792,168424,0.01,0.16,0.89,4.09,4.44,20.42,33.58,49.92,99.2,113.73,210.28,182.08
56,DHR,Danaher Corporation,172500942848,2271355,0.13,0.95,1.27,3.81,-3.6,-10.89,-9.51,-6.18,12.15,-13.7,37.44,151.46
57,T,AT&T Inc.,166968999936,27287028,1.63,0.78,0.39,1.22,4.26,7.19,29.43,41.44,59.6,47.53,41.42,60.92
58,CMCSA,Comcast Corporation,162857549824,15189441,0.93,-0.19,-2.09,-1.02,-5.72,0.73,11.34,0.62,7.86,-8.71,11.54,32.25
59,SPGI,S&P Global Inc.,162243461120,663999,0.04,0.17,1.81,4.13,6.9,-0.99,5.89,22.85,33.93,16.43,55.96,183.81
60,NEE,"NextEra Energy, Inc.",161468514304,8689450,0.54,1.33,3.32,3.48,6.07,-6.33,10.33,34.49,8.52,-7.42,24.39,97.7
61,RTX,RTX Corporation,160174948352,2216229,0.14,-0.22,-0.36,0.8,-0.5,-4.15,15.87,35.11,27.83,48.74,113.01,80.46
62,PGR,Progressive Corporation (The),156329771008,2781400,0.18,-0.43,0.3,4.03,3.13,4.5,23.65,33.78,106.91,165.0,225.92,333.92
63,LOW,"Lowe's Companies, Inc.",154352353280,2263779,0.15,-0.47,3.22,0.52,4.38,-3.42,15.68,11.96,29.61,13.3,101.13,212.99
64,SCHW,Charles Schwab Corporation (The,151204249600,2717937,0.18,0.43,1.65,1.49,9.42,14.99,27.75,24.37,55.39,0.51,149.66,101.47
65,BLK,"BlackRock, Inc.",151009083392,459902,0.03,-0.68,-1.64,-2.91,-1.01,0.36,21.4,24.97,49.86,20.54,96.0,186.97
66,UBER,"Uber Technologies, Inc.",150810951680,12919751,0.86,0.08,0.15,3.3,-3.68,-12.55,6.07,-8.47,64.57,62.96,122.63,
67,AMGN,Amgen Inc.,150546874368,6434483,0.43,0.02,-4.91,0.47,-12.27,-12.23,-14.69,3.73,27.65,35.85,27.57,80.95
68,PLTR,Palantir Technologies Inc.,150463234048,53679390,3.57,0.47,2.64,7.82,18.94,57.52,129.26,164.2,305.21,256.45,,
69,HON,Honeywell International Inc.,149322711040,2856724,0.19,-0.33,0.23,0.35,6.64,5.39,6.74,16.79,16.87,18.32,63.56,75.01
70,UNP,Union Pacific Corporation,148672413696,1551109,0.1,-0.16,1.17,4.62,-1.31,-1.16,2.94,-0.53,23.17,5.47,53.68,69.21
71,SYK,Stryker Corporation,147965181952,1018005,0.07,-0.4,0.85,-0.32,5.18,7.43,13.83,9.5,33.84,49.02,108.13,125.18
72,KKR,KKR & Co. Inc.,147675365376,4272856,0.29,-0.77,0.88,4.97,5.1,18.11,36.05,64.1,183.0,124.02,377.94,631.7
73,ETN,"Eaton Corporation, PLC",147006504960,1117231,0.08,-1.41,-1.44,3.95,3.56,9.36,16.26,25.03,98.47,132.34,331.94,459.41
74,PFE,"Pfizer, Inc.",146378358784,22759500,1.55,0.23,0.7,3.9,-4.13,-11.59,-9.83,-4.31,-29.89,-47.78,-13.95,-16.81
75,TJX,"TJX Companies, Inc. (The)",142517649408,4332596,0.3,0.13,4.03,5.59,9.62,7.97,12.14,30.2,58.84,75.31,151.76,179.36
76,AMAT,"Applied Materials, Inc.",141236895744,4333866,0.31,-1.09,-2.04,0.58,-8.42,-6.97,-21.67,-14.06,24.81,9.97,180.12,358.15
77,COP,ConocoPhillips,138915414016,5735319,0.41,0.57,-3.9,-5.6,-4.83,2.83,-1.72,-6.75,7.39,62.95,210.93,97.12
78,BSX,Boston Scientific Corporation,133750071296,2829297,0.21,0.6,0.83,0.33,4.99,4.31,15.47,37.42,67.07,110.46,136.14,130.86
79,C,"Citigroup, Inc.",132690812928,9274073,0.7,0.59,0.46,1.68,1.64,10.17,10.52,24.8,54.75,25.51,60.25,40.74
80,DE,Deere & Company,127497601024,1258668,0.1,1.08,4.33,15.2,14.86,13.83,25.87,24.38,16.79,38.09,178.35,212.73
