Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4435176587264,206465519,0.47,2.99,-6.69,-2.88,-1.58,-2.44,-0.08,27.77,53.27,557.49,722.86,2303.46
2,AAPL,Apple Inc.,3890834833408,41576035,0.11,0.2,-3.47,1.59,-4.73,2.62,1.14,33.58,19.76,62.86,84.87,260.7
3,GOOGL,Alphabet Inc.,3707972354048,34310346,0.09,-1.68,-2.04,1.21,-5.06,-7.89,19.56,73.1,95.65,197.73,116.31,351.09
3,GOOG,Alphabet Inc.,3706036944896,21789144,0.06,-1.63,-2.13,0.92,-5.18,-8.04,19.27,71.62,94.42,196.79,115.9,349.75
4,MSFT,Microsoft Corporation,2962173984768,32492755,0.11,1.48,-0.51,0.02,-0.42,-12.53,-22.56,-15.18,-6.36,41.52,34.6,128.52
5,AMZN,"Amazon.com, Inc.",2237050126336,43408687,0.19,-0.77,-1.07,1.72,-0.92,-12.51,-3.74,-2.26,11.74,101.75,20.92,76.03
6,META,"Meta Platforms, Inc.",1653216247808,9725792,0.06,0.83,-0.02,1.36,-1.19,5.28,-10.66,-5.63,25.19,210.52,96.26,211.52
7,TSLA,"Tesla, Inc.",1513430843392,52697218,0.35,0.2,-3.37,-2.04,-1.89,-8.04,-9.86,23.55,75.14,94.41,39.06,675.58
8,AVGO,Broadcom Inc.,1511612874752,20355255,0.13,-0.23,-4.06,-4.54,-4.24,-7.05,-8.54,26.82,92.99,416.06,588.14,1260.95
9,WMT,Walmart Inc.,1013349351424,16191673,0.16,-0.66,1.07,1.79,-3.11,6.63,18.97,33.25,59.55,167.14,184.68,237.42
10,LLY,Eli Lilly and Company,911102181376,3082237,0.03,-3.23,-1.06,-0.51,-3.64,-1.29,26.23,26.56,11.4,203.07,344.34,612.81
11,JPM,JP Morgan Chase & Co.,802528952320,8485214,0.11,-0.91,-1.89,-3.41,-7.7,-3.78,-1.14,12.55,50.3,145.16,99.33,280.26
12,XOM,Exxon Mobil Corporation,642598305792,31359378,0.49,1.13,3.46,2.15,4.16,20.23,38.96,44.6,45.99,55.76,189.88,357.09
13,V,Visa Inc.,617955983360,6662015,0.11,0.12,2.4,0.5,-3.14,-2.01,-6.56,-13.64,12.78,45.42,43.76,83.12
