Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4426527932416,178675226,0.4,1.1,-3.46,-1.75,2.32,5.92,27.49,47.01,111.95,1044.11,943.98,2961.13
2,AMZN,"Amazon.com, Inc.",2287303655424,40420460,0.18,-0.51,-2.54,-3.3,-1.69,-9.0,-1.16,-9.53,16.11,120.83,31.41,139.74
3,META,"Meta Platforms, Inc.",1788820717568,8807714,0.05,-0.76,-0.51,-0.14,-4.92,-4.82,2.74,5.51,62.04,532.75,114.71,249.29
4,TSM,Taiwan Semiconductor Manufactur,1555127074816,25175877,0.16,-1.6,-1.01,1.98,8.38,27.48,45.38,49.31,123.99,295.36,178.6,476.16
5,TSLA,"Tesla, Inc.",1425658478592,76585693,0.54,-1.47,-1.64,-1.0,1.27,26.65,38.94,10.19,138.18,129.38,113.1,1412.35
6,PLTR,Palantir Technologies Inc.,422561644544,41223240,0.98,-0.84,0.51,-2.22,-0.56,14.08,34.88,123.32,689.89,2109.93,630.6,
7,BABA,Alibaba Group Holding Limited,384630423552,10897005,0.28,-0.49,-1.03,-8.96,-5.92,26.1,38.2,73.57,113.53,122.41,-19.45,-18.87
8,AMD,"Advanced Micro Devices, Inc.",380654190592,68951339,1.81,-1.69,8.38,10.9,45.45,44.98,92.69,99.88,60.48,222.64,189.97,404.0
9,SHOP,Shopify Inc.,203637243904,8835806,0.43,0.23,1.89,-2.92,9.15,7.87,45.24,34.29,117.46,306.57,27.22,292.02
10,DE,Deere & Company,123583791104,1574477,0.13,1.94,4.11,-0.94,-1.7,-3.4,-11.78,-3.42,17.95,17.23,36.05,184.71
11,HOOD,"Robinhood Markets, Inc.",116807450624,22907020,1.96,-2.02,-6.57,-9.35,7.17,27.72,79.07,156.97,646.39,1310.3,,
12,RBLX,Roblox Corporation,93234749440,6140937,0.66,-2.94,4.87,7.6,1.86,3.62,43.96,91.91,260.18,290.85,47.13,
