Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4539985428480,124208011,0.27,-0.64,1.72,1.82,-1.26,1.46,6.63,59.32,78.09,694.25,740.1,2830.93
2,GOOG,Alphabet Inc.,4027043020800,18024240,0.04,1.57,1.59,-0.81,5.79,3.92,32.77,118.92,102.98,273.02,134.36,499.71
2,AMZN,"Amazon.com, Inc.",2548761362432,32225833,0.13,-0.31,3.07,0.75,5.26,2.86,1.87,26.34,42.82,154.29,38.21,148.51
3,TSM,Taiwan Semiconductor Manufactur,1725601939456,8581062,0.05,-0.65,2.02,1.71,4.1,7.57,27.3,92.44,103.15,299.33,191.72,664.49
4,META,"Meta Platforms, Inc.",1694701846528,16072093,0.09,2.06,9.69,9.23,3.37,3.5,-13.56,12.91,30.5,299.35,79.81,328.0
5,AVGO,Broadcom Inc.,1540202692608,23423893,0.15,1.5,-1.2,-4.42,-6.55,-21.19,-9.44,59.56,122.41,480.34,608.39,1466.21
6,TSLA,"Tesla, Inc.",1447396507648,49000644,0.34,-3.09,0.87,-0.91,-0.66,-3.6,3.22,57.56,117.6,109.6,75.37,1336.4
7,AMD,"Advanced Micro Devices, Inc.",409143115776,30389566,0.74,-3.22,0.6,12.39,12.46,13.5,56.62,150.41,87.17,219.04,137.69,464.87
8,BABA,Alibaba Group Holding Limited,409115787264,10122926,0.25,-1.07,1.6,0.87,10.04,7.9,5.65,41.42,117.86,102.18,12.67,-4.47
9,PLTR,Palantir Technologies Inc.,399154085888,22650164,0.57,-1.26,1.29,-6.13,-0.23,-10.88,-1.64,51.58,458.05,1985.55,537.74,
10,SHOP,Shopify Inc.,177454202880,6522635,0.37,-1.15,-1.61,-13.46,-13.29,-19.07,-7.4,44.24,96.7,236.73,-6.08,293.62
11,DE,Deere & Company,140020793344,747448,0.05,0.41,-2.45,0.87,10.66,10.54,10.97,10.45,52.43,27.76,54.11,300.13
12,HOOD,"Robinhood Markets, Inc.",96213204992,11435712,1.19,0.01,1.02,-10.59,-7.13,-21.13,-8.84,114.04,497.1,1000.82,167.37,
13,ABNB,"Airbnb, Inc.",81666113536,3487103,0.43,0.94,-0.15,0.45,0.29,4.56,9.64,8.34,15.91,7.98,-18.32,
14,COIN,"Coinbase Global, Inc. - 3",57566502912,6948760,1.21,-1.6,-5.93,-16.56,-9.75,-22.4,-34.9,8.61,8.76,262.08,-12.15,
15,BIDU,"Baidu, Inc.",54410362880,3035879,0.56,-3.32,-3.82,3.71,3.85,23.8,26.08,80.02,83.41,12.0,-2.77,56.72
16,RBLX,Roblox Corporation,51949506560,15505689,2.98,-0.15,-2.21,-10.69,-8.57,-21.57,-45.52,5.07,99.92,101.94,-10.11,
17,CRWV,"CoreWeave, Inc.",48989593600,49113364,10.03,5.73,4.53,9.48,23.94,11.51,-17.21,83.41,,,,
18,XYZ,"Block, Inc.",40171585536,4251154,1.06,-1.39,2.97,0.44,1.15,4.12,-13.04,37.43,6.05,-12.3,-73.33,43.64
19,TER,"Teradyne, Inc.",36865290240,1763797,0.48,1.12,-0.06,0.68,11.65,13.6,103.57,209.64,91.62,132.24,92.88,344.23
20,NTRA,"Natera, Inc.",33661622272,615455,0.18,-0.08,-0.57,0.92,5.48,3.54,37.93,50.77,110.69,407.44,101.06,771.13
21,SOFI,"SoFi Technologies, Inc.",32602368000,36121885,11.08,-0.19,0.62,-3.26,-6.05,-4.76,-5.91,98.31,288.55,301.87,77.93,
22,ILMN,"Illumina, Inc.",23516100608,2691263,1.14,1.81,0.34,6.27,13.88,13.41,50.77,100.39,23.83,-20.12,-64.96,-42.38
23,BWXT,"BWX Technologies, Inc.",18837565440,981919,0.52,-0.82,-1.66,0.96,13.3,14.69,16.8,92.19,113.15,244.2,296.89,340.59
24,KTOS,Kratos Defense & Security Solut,18795347968,2962952,1.58,0.84,-7.69,-8.38,40.4,44.74,45.8,208.71,464.22,780.7,404.17,739.52
25,CRCL,"Circle Internet Group, Inc.",18039627776,7198869,3.99,-0.6,-2.4,-16.39,-15.06,-19.81,-47.41,,,,,
