Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4383190548480,201606600,0.46,-4.4,-6.51,-4.05,0.9,5.42,28.62,52.06,108.46,1006.14,926.63,2921.67
2,AMZN,"Amazon.com, Inc.",2307780247552,43741347,0.19,-1.67,-4.98,-1.42,-1.96,-3.97,4.08,-8.08,23.65,119.71,34.98,142.25
3,META,"Meta Platforms, Inc.",1780229210112,8679816,0.05,-0.99,-3.39,-0.27,-6.19,-3.53,3.66,7.64,65.58,524.25,115.84,245.62
4,TSM,Taiwan Semiconductor Manufactur,1534899650560,16460035,0.11,-2.29,-1.31,1.28,4.68,29.58,46.07,55.05,119.29,325.86,166.72,467.0
5,TSLA,"Tesla, Inc.",1427287834624,71541278,0.5,-1.53,-1.45,-0.14,0.8,30.33,50.77,8.08,134.2,124.79,114.96,1487.47
6,PLTR,Palantir Technologies Inc.,426404872192,49091297,1.15,1.43,-3.09,3.85,-1.54,14.42,49.9,138.26,718.12,2119.01,647.98,
7,BABA,Alibaba Group Holding Limited,377672368128,18523327,0.49,-2.37,-6.23,-13.39,-0.13,17.55,38.06,84.03,126.07,140.41,-21.7,-19.21
8,AMD,"Advanced Micro Devices, Inc.",353925955584,70828067,2.0,0.77,-6.35,32.44,35.54,34.36,88.51,89.63,37.7,196.6,167.33,393.98
9,SHOP,Shopify Inc.,198868353024,8592959,0.43,-0.51,-6.71,-5.13,1.96,9.95,45.56,42.37,117.78,298.12,26.79,291.93
10,DE,Deere & Company,121094062080,1258425,0.1,2.01,-1.81,-3.23,-4.7,-5.72,-11.71,-6.53,16.92,14.72,33.28,178.73
11,HOOD,"Robinhood Markets, Inc.",119926702080,30043039,2.51,-4.07,-11.48,-9.23,6.93,33.83,86.11,182.68,718.37,1311.61,,
12,RBLX,Roblox Corporation,92395913216,8537519,0.92,3.93,5.42,8.63,0.8,3.74,41.49,98.42,274.8,274.38,33.86,
13,COIN,"Coinbase Global, Inc.",87757225984,9388226,1.07,-4.33,-11.74,-10.12,6.71,12.51,39.86,22.86,67.48,541.77,49.29,
14,ABNB,"Airbnb, Inc.",75237638144,5878422,0.78,3.39,2.28,2.22,-0.49,-3.68,-10.49,-4.71,-22.5,16.86,-18.47,
15,XYZ,"Block, Inc.",46438109184,5224717,1.13,1.55,-5.78,-1.0,-0.47,-0.07,19.78,-10.39,4.36,8.41,-64.35,19.72
16,BIDU,"Baidu, Inc.",41218641920,7591927,1.84,-4.6,-9.41,-15.54,-4.48,24.56,39.71,35.51,16.0,31.15,-37.85,-5.92
17,CRCL,"Circle Internet Group, Inc.",33667434496,7119763,2.11,-2.19,-10.65,-7.77,2.66,11.92,61.55,,,,,
18,SOFI,"SoFi Technologies, Inc.",33372936192,74978694,22.47,2.69,-2.04,10.42,-4.19,11.88,103.88,73.32,311.06,375.6,33.86,
