Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4554106601472,202434730,0.44,2.13,1.14,-0.1,-1.14,3.09,11.15,71.61,71.35,751.0,720.54,2957.95
2,GOOG,Alphabet Inc.,4021852045312,16018898,0.04,-0.94,0.13,5.92,5.54,5.49,42.37,106.14,94.42,250.45,131.85,508.91
2,AMZN,"Amazon.com, Inc.",2546195496960,42759679,0.17,0.65,-3.36,-1.14,2.6,1.6,0.99,27.1,29.4,142.67,36.96,152.6
3,TSM,Taiwan Semiconductor Manufactur,1771917541376,42052151,0.24,4.44,2.97,4.34,15.05,17.28,39.02,109.69,120.4,294.15,197.43,671.07
4,AVGO,Broadcom Inc.,1626351599616,21319806,0.13,0.92,-2.61,-0.22,-1.8,-9.93,-0.4,80.51,136.83,497.4,654.31,1702.13
5,META,"Meta Platforms, Inc.",1564743565312,12938724,0.08,0.86,-3.3,-6.03,-6.64,-3.99,-17.36,12.22,25.34,262.52,66.14,300.19
6,TSLA,"Tesla, Inc.",1458604474368,47845404,0.33,-0.14,-2.31,1.3,-9.68,2.17,26.61,50.18,102.24,117.07,79.36,1119.94
7,PLTR,Palantir Technologies Inc.,422035095552,30390696,0.72,-0.75,-1.3,-1.47,-8.79,3.74,13.43,52.54,578.95,1723.58,564.68,
8,BABA,Alibaba Group Holding Limited,408065343488,12141679,0.3,0.61,2.78,13.27,13.03,6.08,21.06,46.21,122.9,74.56,5.69,-4.55
9,AMD,"Advanced Micro Devices, Inc.",371063226368,54830061,1.48,1.93,9.74,6.33,6.06,5.89,50.53,137.27,71.96,184.62,107.35,410.69
10,SHOP,Shopify Inc.,205678166016,4856494,0.24,0.3,-5.92,-6.21,-6.81,0.74,8.05,59.71,171.6,251.79,1.65,253.76
11,DE,Deere & Company,139614191616,984930,0.07,0.57,4.95,5.98,10.86,10.16,7.71,12.94,46.95,33.29,40.5,335.22
12,HOOD,"Robinhood Markets, Inc.",99225493504,32942340,3.32,-7.79,-6.1,-9.33,-8.23,-12.39,-5.91,123.52,445.21,967.21,154.56,
13,ABNB,"Airbnb, Inc.",81182449664,4330902,0.53,-0.14,-4.27,-3.93,-2.85,11.9,6.4,5.67,-1.84,-4.89,-16.08,
14,COIN,"Coinbase Global, Inc. - 3",64523669504,11726258,1.82,-6.48,-1.52,-4.5,-1.25,-9.11,-20.82,16.08,12.53,264.81,-14.06,
15,RBLX,Roblox Corporation,59417993216,12925109,2.18,2.15,10.34,11.63,4.52,-9.66,-34.11,27.48,117.89,94.24,2.15,
16,BIDU,"Baidu, Inc.",52081676288,3044293,0.58,-0.73,-1.88,2.04,20.65,25.56,37.51,67.0,72.88,0.26,-8.33,54.15
17,CRWV,"CoreWeave, Inc.",47345147904,39982323,8.44,5.8,5.65,21.9,18.38,24.96,1.56,121.88,,,,
18,XYZ,"Block, Inc.",39574192128,5692196,1.44,-1.05,-7.6,-7.26,-0.03,8.0,-14.38,9.0,8.38,-17.44,-75.93,23.92
19,TER,"Teradyne, Inc.",36221042688,3416625,0.94,-1.08,1.49,-0.5,14.71,19.88,91.65,205.05,88.24,116.74,90.2,329.95
20,NTRA,"Natera, Inc.",33515200512,974579,0.29,0.48,2.08,-3.38,2.1,1.56,43.58,55.17,133.34,385.44,94.2,821.2
21,SOFI,"SoFi Technologies, Inc.",33411110912,47612078,14.25,-0.86,-0.6,-2.0,-2.76,-10.4,1.85,99.25,269.27,278.8,74.41,
22,ILMN,"Illumina, Inc.",22332610560,1700342,0.76,0.92,-0.17,-1.23,6.69,13.92,47.99,88.46,18.76,-29.48,-68.01,-39.85
23,KTOS,Kratos Defense & Security Solut,21030797312,3595760,1.71,2.52,5.68,35.49,51.35,75.54,94.2,261.88,465.41,975.65,412.17,855.21
24,BWXT,"BWX Technologies, Inc.",19496753152,1840559,0.94,4.49,3.21,9.19,20.06,21.03,30.41,96.22,118.95,264.03,290.27,411.62
