Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4653442400256,179489463,0.39,-0.72,1.38,4.26,3.29,7.55,4.1,47.13,55.63,700.84,807.14,2774.98
2,GOOG,Alphabet Inc.,4086677897216,21740202,0.05,-0.04,1.05,3.09,3.84,10.01,33.96,110.99,108.79,262.76,145.34,463.62
2,AMZN,"Amazon.com, Inc.",2558168662016,46585024,0.18,-1.01,-2.2,3.45,-2.84,7.52,5.13,13.21,34.75,152.16,42.62,134.26
3,META,"Meta Platforms, Inc.",1812426522624,23744573,0.13,-2.95,6.47,16.89,10.9,9.03,-6.28,9.46,34.0,289.48,102.84,313.99
4,TSM,Taiwan Semiconductor Manufactur,1714450989056,12028080,0.07,-2.65,-2.3,1.36,3.95,15.23,21.58,72.03,93.91,285.74,209.77,627.22
5,TSLA,"Tesla, Inc.",1615084257280,82626066,0.51,3.32,-0.11,-0.24,-1.24,-12.14,-0.88,28.84,100.99,117.61,76.84,1076.33
6,AVGO,Broadcom Inc.,1570783887360,28313039,0.18,0.17,-0.45,0.76,-0.35,-2.74,-2.02,43.4,102.43,447.61,632.75,1350.24
7,BABA,Alibaba Group Holding Limited,404794736640,10846082,0.27,-2.69,-1.83,0.53,9.77,13.58,3.23,30.97,116.78,99.04,17.86,-8.9
8,AMD,"Advanced Micro Devices, Inc.",385406271488,40035670,1.04,-6.13,-6.07,-5.23,15.66,13.18,48.15,110.5,60.65,190.4,133.12,385.2
9,PLTR,Palantir Technologies Inc.,349387915264,47271042,1.35,-3.47,-11.53,-11.33,-17.12,-21.92,-18.26,14.43,369.54,1659.78,452.13,
10,SHOP,Shopify Inc.,170840850432,13555563,0.79,-8.64,-4.56,-5.28,-22.02,-19.56,-16.48,21.87,75.32,202.37,-8.52,216.59
11,DE,Deere & Company,143127314432,1517798,0.11,-0.39,1.7,-0.29,5.43,9.14,13.36,6.98,44.45,27.97,65.06,288.41
12,HOOD,"Robinhood Markets, Inc.",89451315200,23773098,2.66,-1.74,-5.47,-6.08,-13.79,-16.68,-20.35,58.99,408.85,904.85,144.42,
13,ABNB,"Airbnb, Inc.",79204925440,3505684,0.44,-1.82,-2.16,-3.16,-6.7,-2.0,3.13,-6.29,8.82,2.9,-19.96,
14,BIDU,"Baidu, Inc.",53399404544,2125654,0.4,-2.75,-2.83,-5.61,8.44,28.39,12.11,68.16,77.74,-0.18,-0.85,57.38
15,COIN,"Coinbase Global, Inc. - 3",52513124352,9635409,1.83,-2.23,-7.63,-14.18,-20.71,-22.91,-41.33,-24.2,-1.21,201.88,-17.67,
16,CRWV,"CoreWeave, Inc.",48575594496,25314890,5.21,-6.37,-14.39,-0.91,20.88,34.09,-30.05,47.31,,,,
17,RBLX,Roblox Corporation,46158622720,29755145,6.45,-13.17,-8.84,-13.11,-11.0,-24.79,-51.94,-14.62,62.37,58.96,-15.44,
18,TER,"Teradyne, Inc.",38344675328,3704527,0.97,-4.3,0.88,3.95,11.44,25.36,78.45,184.86,84.16,136.73,110.68,293.25
19,XYZ,"Block, Inc.",36837163008,7234170,1.96,-2.86,-6.44,-5.58,-13.87,-6.38,-21.94,3.89,-5.95,-25.28,-75.85,5.94
20,NTRA,"Natera, Inc.",32232269824,666012,0.21,-0.15,-3.83,-4.79,-3.51,1.64,28.99,51.79,89.07,297.69,93.13,638.47
21,SOFI,"SoFi Technologies, Inc.",28824031232,131667911,45.68,-6.36,-10.41,-11.04,-17.71,-14.18,-23.48,59.62,230.1,239.43,56.55,
22,ILMN,"Illumina, Inc.",22257297408,2477194,1.11,-3.26,-4.79,-5.03,-0.7,10.07,42.68,80.34,12.43,-32.7,-66.01,-47.02
23,BWXT,"BWX Technologies, Inc.",18781796352,766971,0.41,-2.26,-3.28,-1.95,6.33,18.61,15.45,92.64,111.74,235.35,294.42,337.45
24,KTOS,Kratos Defense & Security Solut,17392281600,3649607,2.1,-4.76,-12.75,-14.58,-0.99,40.86,27.61,204.94,408.94,686.94,357.82,627.47
25,CRCL,"Circle Internet Group, Inc.",16266196992,15737922,9.68,-5.36,-8.62,-11.99,-21.84,-22.98,-53.55,,,,,
26,TTD,"The Trade Desk, Inc.",14829637632,14739736,9.94,-2.94,-5.78,-14.15,-18.69,-17.22,-34.28,-61.19,-69.82,-47.06,-56.49,46.27
27,ROKU,"Roku, Inc.",14065968128,4560140,3.24,-5.24,-8.97,-8.69,-12.55,-14.3,-3.89,33.33,60.62,45.08,-69.87,8.42
28,DKNG,DraftKings Inc.,13693721600,26511119,19.36,-8.12,-8.64,-12.89,-23.54,-20.35,-37.25,-26.99,-19.42,44.49,-51.74,86.51
29,BMNR,"BitMine Immersion Technologies,",11417048064,45169528,39.56,-5.99,-14.42,-14.48,-19.76,-20.04,-54.43,,,,,
30,TEM,"Tempus AI, Inc.",10642412544,6396501,6.01,-5.81,-10.46,-8.42,-12.49,-12.17,-30.34,-13.19,26.74,,,
31,ACHR,Archer Aviation Inc.,5278244864,32445556,61.47,-3.23,-11.12,-15.11,-17.45,-9.56,-24.71,-35.57,92.76,132.69,-17.55,
32,CRSP,CRISPR Therapeutics AG,4761199616,2243455,4.71,-6.35,-7.92,-8.72,-11.42,-10.74,-19.55,34.23,2.27,-1.73,-57.1,12.57
33,BLSH,Bullish,4550649344,4349727,9.56,-7.53,-13.22,-21.29,-23.16,-29.7,-56.29,,,,,
34,VCYT,"Veracyte, Inc.",3010192640,1213178,4.03,-1.7,-4.32,-12.06,-12.58,-11.89,12.23,29.92,16.6,53.92,-20.98,63.93
35,BEAM,Beam Therapeutics Inc.,2802737920,1668698,5.95,-5.7,-10.03,-11.25,-1.36,3.21,13.15,53.02,11.1,-29.36,-71.02,65.39
36,WGS,GeneDx Holdings Corp.,2782355968,637413,2.29,-1.94,0.26,-3.78,-29.98,-32.08,-25.83,57.98,192.67,510.24,-66.43,
37,TXG,"10x Genomics, Inc.",2556371712,2721076,10.64,-2.88,-6.57,-10.93,4.72,28.58,54.91,109.33,-10.78,-60.39,-87.52,-68.59
38,TWST,Twist Bioscience Corporation,2516508928,1585511,6.3,-1.23,-3.59,-5.91,18.22,31.93,47.68,27.19,-8.73,111.27,-63.99,49.73
39,RXRX,"Recursion Pharmaceuticals, Inc.",2184090880,19769397,90.52,-3.01,-8.91,-9.11,-10.85,-0.24,-15.86,-7.1,-37.37,-50.59,-83.94,
40,NTLA,"Intellia Therapeutics, Inc.",1523163520,5299530,34.79,-5.4,-11.33,-6.27,25.0,44.19,-23.81,58.05,-42.5,-69.69,-91.14,5.45
41,PD,"PagerDuty, Inc.",988411904,1966890,19.9,0.86,-3.37,-1.58,-16.34,-17.7,-34.93,-37.65,-45.45,-65.52,-76.99,-41.53
42,PACB,Pacific Biosciences of Californ,682310784,8586039,125.84,-4.64,-12.06,-6.61,10.78,11.88,75.19,96.52,33.73,-77.03,-91.93,-24.67
43,CERS,Cerus Corporation,447563872,947887,21.18,0.43,-6.43,-7.91,11.48,7.87,54.3,77.86,6.39,-19.93,-63.42,-53.49
44,SLMT,Brera Holdings PLC,113917024,575693,50.54,-2.82,-19.3,-19.3,-32.68,-42.02,-92.58,-79.19,-77.0,-95.74,,
